name,Num_EV,TripEnergy,Demand,RES,SolarCapacity,BuyPowerEnergy,ContractPower,Cost,EnergyCost,ContractCost,Is_opt_capacity,TripType,ChargeType,ControlRatio
B11000693,5,5148.333333333333,1960372.0,329226.5476190477,236.90476190476193,1683727.6746031803,721.7857142857143,4581.054803174613,2693.9642793650887,1458.5845714285717,False,Office,V2B,0
B11000695,5,5061.825396825397,1333464.0,95841.37931034486,68.96551724137932,1250248.144499187,662.0,3468.5804243021475,2000.397031198699,1337.7696000000003,False,Office,V2B,0
B11000696,5,5061.825396825397,1182689.0,230916.2625,166.25,982767.1015873053,495.3375,2876.4991325396886,1572.4273625396886,1000.9780200000001,False,Office,V2B,0
B11000698,5,5148.333333333333,1111058.0,158822.8571428566,114.28571428571388,977864.0158730192,376.06349206349216,2535.388673015878,1564.5824253968308,759.9491047619051,False,Office,V2B,0
B11000700,5,5061.825396825397,601991.0,170199.2134831461,122.47191011235955,458527.57142857433,244.1011235955056,1452.311305296955,733.644114285719,493.2795505617978,False,Office,V2B,0
B11000701,5,5061.825396825397,195434.0,51893.25301204819,37.34939759036145,152228.31420921945,81.0,481.5452834576427,243.56530273475113,163.68480000000002,False,Office,V2B,0
B11000702,5,5148.333333333333,662299.0,74631.22388059701,53.731343283582085,600203.1791044789,237.4126984126984,1543.4618018479055,960.3250865671663,479.763580952381,False,Office,V2B,0
B11000703,5,5061.825396825397,1848221.0,338191.3043478261,243.47826086956522,1550252.6183574935,692.4761904761905,4319.933988129754,2480.4041893719896,1399.355885714286,False,Office,V2B,0
B11000704,5,5061.825396825397,742146.0,85132.25806451612,61.29032258064516,672203.2293906788,269.9646697388632,1737.860094214026,1075.5251670250861,545.5446046082949,False,Office,V2B,0
B11000705,5,5061.825396825397,1912320.0,571672.0454545455,411.3636363636364,1389157.7287157304,653.0,4280.405220490624,2222.6523659451686,1319.5824000000002,False,Office,V2B,0
B11000706,5,5061.825396825397,624710.0,110637.20338983051,79.66101694915254,534417.2542372864,249.8135593220339,1509.2891525423702,855.0676067796583,504.8232406779662,False,Office,V2B,0
B11000709,5,4996.349206349206,896403.0,262366.6666666667,188.88888888888889,657175.5714285738,290.55555555555554,1981.9133587301628,1051.4809142857182,587.1546666666668,False,Office,V2B,0
B11000710,5,4735.714285714286,297270.0,47764.301075268806,34.40860215053763,259260.25448029037,104.0,694.0548759856689,414.8164071684646,210.16320000000005,False,Office,V2B,0
B11000711,5,4735.714285714286,425165.0,89238.21428571426,64.28571428571428,355039.7936507953,160.47619047619048,1014.4610984127012,568.0636698412725,324.2902857142858,False,Office,V2B,0
B11000712,5,4735.714285714286,717705.0,148730.35714285713,107.14285714285714,597200.476190476,232.57142857142858,1623.679676190476,955.5207619047616,469.98034285714294,False,Office,V2B,0
B11000713,5,4735.714285714286,921122.0,173518.74999999997,125.0,772599.4722222206,297.3492063492064,2066.9174317460293,1236.159155555553,600.8832761904764,False,Office,V2B,0
B11000714,5,4735.714285714286,812939.0,138815.0,100.0,694659.2539682534,300.0,1903.1948063492055,1111.4548063492055,606.2400000000001,False,Office,V2B,0
B11000715,5,4735.714285714286,699304.0,158645.7142857143,114.28571428571429,562164.6031746058,238.0,1591.2709079365122,899.4633650793693,480.9504000000001,False,Office,V2B,0
B11000716,5,4735.714285714286,605410.0,190253.42465753425,136.986301369863,454257.69754294894,222.1917808219178,1426.968151685157,726.8123160687184,449.0051506849316,False,Office,V2B,0
B11000717,5,5148.333333333333,957363.0,196753.75000000006,141.66666666666669,784836.0873015872,313.5833333333333,2148.885273015873,1255.7377396825395,633.6892,False,Office,V2B,0
B11000719,5,5010.555555555556,1429111.0,130649.41176470586,94.11764705882352,1316683.8786181062,469.05882352941177,3229.6270999066173,2106.69420578897,947.8740705882354,False,Office,V2B,0
B11000720,5,5148.333333333333,96471.0,18716.629213483142,13.48314606741573,85028.49099340156,53.6438380595684,276.3816378098813,136.0455855894425,108.40346795077585,False,Office,V2B,0
B11000721,5,5092.142857142857,930613.0,234031.93150684933,168.49315068493152,713359.7366818816,270.8158295281583,1995.7155494672663,1141.3755786910106,547.2646283105024,False,Office,V2B,0
B11000722,5,5092.142857142857,686672.0,146404.94594594595,105.4054054054054,554141.5632775603,256.94594594594594,1600.9574634062587,886.6265012440965,519.2363675675676,False,Office,V2B,0
B11000723,5,4735.714285714286,511278.0,125718.96551724138,90.80459770114942,403774.31527094037,184.82758620689654,1188.7166515599415,646.0389044335046,373.4995862068966,False,Office,V2B,0
B11000724,5,4735.714285714286,194157.0,45688.5,33.0,156489.163174603,78.19047619047618,474.96497536507906,250.3826610793648,158.00731428571427,False,Office,V2B,0
B11000725,5,4735.714285714286,588820.0,122161.76470588235,88.23529411764706,481861.1895424815,196.0,1331.672350326794,770.9779032679704,396.07680000000005,False,Office,V2B,0
B11000726,5,4735.714285714286,279002.0,55966.0238095238,40.476190476190474,232714.07936507807,96.5238095238095,647.2430793650773,372.3425269841249,195.05531428571427,False,Office,V2B,0
B11000729,5,5092.142857142857,493202.0,195593.8775510204,140.81632653061226,336770.9501133799,175.55102040816325,1151.5360018140611,538.833520181408,354.7535020408164,False,Office,V2B,0
B11000731,5,5010.555555555556,224386.0,77166.66666666667,55.55555555555556,162304.5079365074,110.77777777777777,590.1580571428564,259.6872126984119,223.85973333333337,False,Office,V2B,0
B11000732,5,5092.142857142857,2387703.0,627365.0,451.6666666666667,1799959.4841269823,459.8666666666667,4618.942067936505,2879.9351746031716,929.2985600000002,False,Office,V2B,0
B11000733,5,5092.142857142857,601350.0,128136.92307692306,92.3076923076923,484551.6849816912,155.23076923076923,1260.8191882783983,775.282695970706,313.6903384615385,False,Office,V2B,0
B11000735,5,5092.142857142857,1349152.0,373364.48275862064,268.9655172413793,1005904.2692939303,305.41379310344826,2712.0408170771852,1609.4468308702885,617.1801931034483,False,Office,V2B,0
B11000736,5,4741.428571428572,360974.0,99203.57142857142,71.42857142857142,279636.9047619054,120.11111111111111,824.9252952380963,447.4190476190486,242.72053333333338,False,Office,V2B,0
B11000737,5,4735.714285714286,2198665.0,487728.37837837834,351.35135135135135,1750940.9073358914,482.39124839124844,4407.97033513511,2801.5054517374265,974.8162347490351,False,Office,V2B,0
B11000738,5,5010.555555555556,302034.0,98327.29166666667,70.83333333333334,225418.98809523764,112.4861111111111,721.7114809523803,360.67038095238024,227.31193333333334,False,Office,V2B,0
B11000739,5,5092.142857142857,532033.0,101170.25423728813,72.88135593220339,442400.8170567676,149.42857142857142,1147.1709712133463,707.8413072908281,301.9652571428572,False,Office,V2B,0
B11000740,5,5092.142857142857,674777.0,160589.9019607843,115.68627450980392,528232.6993464032,179.47619047619048,1421.200941923433,845.1723189542453,362.6854857142858,False,Office,V2B,0
B11000741,5,5148.333333333333,555742.0,110618.20312499999,79.6875,456019.97916666983,138.49206349206352,1158.9420410714338,729.6319666666718,279.864761904762,False,Office,V2B,0
B11000742,5,5061.825396825397,556491.0,110004.33962264149,79.24528301886792,456052.75292003894,146.0,1173.3815820305529,729.6844046720623,295.0368,False,Office,V2B,0
B11000743,5,4735.714285714286,214124.0,45659.04255319149,32.97872340425532,175398.1173590006,66.77777777777777,482.11875515028754,280.636987774401,134.94453333333334,False,Office,V2B,0
B11000744,5,4903.174603174602,1153690.0,244503.69318181815,176.13636363636363,931371.2586580124,303.4920634920635,2424.132821212127,1490.1940138528198,613.296761904762,False,Office,V2B,0
B11000746,5,4903.174603174602,888111.0,112946.05263157895,81.57894736842105,788277.5898078482,278.16332497911446,1976.1592223892992,1261.2441436925571,562.1124471177947,False,Office,V2B,0
B11000748,5,4735.714285714286,925918.0,204242.64705882355,147.05882352941177,734337.5144724507,189.76470588235293,1827.445952567686,1174.9400231559212,383.47651764705887,False,Office,V2B,0
B11000749,5,4735.714285714286,3008088.0,787649.1780821919,567.1232876712329,2249158.554468379,672.0,5971.275122765845,3598.6536871494063,1357.9776000000002,False,Office,V2B,0
B11000750,5,4735.714285714286,3272489.0,821055.4411764706,591.1764705882352,2508556.8604108347,823.0,6734.147611951454,4013.690976657336,1663.1184000000003,False,Office,V2B,0
B11000751,5,4735.714285714286,2474130.0,637237.0588235295,458.8235294117647,1878458.6769374397,581.4761904761905,5002.992733520072,3005.5338830999035,1175.047085714286,False,Office,V2B,0
B11000752,5,4735.714285714286,388284.0,79594.38202247191,57.30337078651685,316800.06705903425,93.39682539682536,805.329895202427,506.88010729445483,188.73630476190473,False,Office,V2B,0
B11000757,5,5092.142857142857,50939.0,13881.499999999998,10.0,43710.3730158732,34.0,164.39379682539715,69.93659682539712,68.70720000000001,False,Office,V2B,0
B11000762,5,5092.142857142857,29449.0,4786.724137931034,3.4482758620689657,30465.66885604839,37.0,137.63535982484984,48.745070169677426,74.76960000000001,False,Office,V2B,0
B11000764,5,5061.825396825397,92756.0,22597.790697674416,16.27906976744186,77765.16537467702,45.42709486895535,253.11868674787752,124.42426459948324,91.79907331118498,False,Office,V2B,0
B11000765,5,5061.825396825397,56141.0,19830.714285714283,14.285714285714285,45251.65079365061,37.190476190476176,180.91429841269812,72.40264126984098,75.15451428571427,False,Office,V2B,0
B11000766,5,5061.825396825397,35670.0,6456.511627906976,4.651162790697675,34817.6622369874,39.0,150.77527353266822,55.708259579179845,78.81120000000001,False,Office,V2B,0
B11000768,5,5061.825396825397,25265.0,4786.724137931034,3.4482758620689657,26150.776135741777,31.0,118.60673147235926,41.84124181718685,62.64480000000001,False,Office,V2B,0
B11000774,5,5061.825396825397,55844.0,11309.069767441859,8.13953488372093,50561.5917312663,43.0,190.24062118863077,80.89854677002609,86.89440000000002,False,Office,V2B,0
B11000776,5,5061.825396825397,29103.0,3859.444444444444,2.7777777777777777,30768.38492063504,40.0,142.99197142857165,49.229415873016066,80.83200000000002,False,Office,V2B,0
B11000785,5,5148.333333333333,32607.0,13440.483870967746,9.677419354838712,27033.804915514433,40.0,149.26350721966185,43.25408786482309,80.83200000000002,False,Office,V2B,0
B11000793,5,5148.333333333333,22822.0,3154.8863636363635,2.272727272727273,25177.618686868613,35.0,123.0462808080807,40.28418989898978,70.72800000000001,False,Office,V2B,0
B11000797,5,5148.333333333333,26605.0,4082.794117647058,2.941176470588235,28258.015873015793,38.0,135.2238136321194,45.212825396825274,76.79040000000002,False,Office,V2B,0
B11000798,5,5092.142857142857,35468.0,6610.2380952380945,4.761904761904762,34890.93650793659,32.6825396825397,138.32275555555572,55.82549841269854,66.04487619047623,False,Office,V2B,0
B11000801,5,5092.142857142857,37088.0,9013.961038961039,6.4935064935064934,34314.91774891779,36.0,147.1786424242425,54.903868398268465,72.74880000000002,False,Office,V2B,0
B11000804,5,5092.142857142857,18281.0,3470.3749999999995,2.5,20300.46746031743,31.0,107.5630479365079,32.48074793650789,62.64480000000001,False,Office,V2B,0
B11000808,5,4996.349206349206,36278.0,9259.000000000002,6.666666666666667,33658.60634920636,40.0,154.51910349206355,53.853770158730185,80.83200000000002,False,Office,V2B,0
B11000810,5,5092.142857142857,27781.0,5387.103896103896,3.896103896103896,28026.59307359256,35.0,130.48613333333253,44.8425489177481,70.72800000000001,False,Office,V2B,0
B11000811,5,5092.142857142857,36870.0,10318.582089552237,7.462686567164178,32982.01113480219,36.0,146.76628647239994,52.77121781568351,72.74880000000002,False,Office,V2B,0
B11000813,5,4735.714285714286,699855.0,151129.87500000003,108.75,558823.4777777764,176.9125,1452.6535944444422,894.1175644444423,357.50478000000004,False,Office,V2B,0
B11000814,5,4735.714285714286,1412155.0,380458.85245901643,273.7704918032787,1051101.3913609209,298.57377049180326,2779.0627245381293,1681.7622261774734,603.3578754098361,False,Office,V2B,0
B11000815,5,5061.825396825397,1288602.0,267277.2727272727,192.4242424242424,1036579.2207792195,421.0,2858.8365835497816,1658.5267532467512,850.7568000000001,False,Office,V2B,0
B11000816,5,5061.825396825397,447137.0,90577.17391304349,65.21739130434783,366343.9813664602,171.0,1055.4680397515538,586.1503701863363,345.55680000000007,False,Office,V2B,0
B11000826,5,5092.142857142857,17624.0,3968.142857142858,2.857142857142857,19307.78412698426,32.0,108.6294831746034,30.89245460317482,64.66560000000001,False,Office,V2B,0
B11000827,5,5061.825396825397,24584.0,5208.187500000001,3.75,25034.23373015886,39.0,133.5222239682542,40.054773968254175,78.81120000000001,False,Office,V2B,0
B11000829,5,5148.333333333333,31409.0,11867.142857142857,8.571428571428571,27052.847619047898,39.0,145.3100419047624,43.284556190476636,78.81120000000001,False,Office,V2B,0
B11000831,5,5092.142857142857,19665.0,4072.0588235294113,2.941176470588235,21169.85854341729,31.0,109.73716190476179,33.871773669467665,62.64480000000001,False,Office,V2B,0
B11000832,5,5092.142857142857,71803.0,23929.629629629628,17.28395061728395,58328.69312169391,48.710758377425066,230.43962186948986,93.32590899471026,98.4347005291006,False,Office,V2B,0
B11000834,5,4996.349206349206,25886.0,4960.178571428572,3.571428571428571,26551.27777777791,32.0,121.48693015873037,42.482044444444654,64.66560000000001,False,Office,V2B,0
B11000835,5,5148.333333333333,53383.0,9578.275862068967,6.8965517241379315,49702.291187739625,39.0,178.57624521072825,79.5236659003834,78.81120000000001,False,Office,V2B,0
B11000838,5,5092.142857142857,29441.0,3596.103896103896,2.5974025974025974,31433.0375180375,42.0,147.77684963924963,50.292860028860005,84.87360000000001,False,Office,V2B,0
B11000839,5,5092.142857142857,30409.0,5689.726027397261,4.109589041095891,30366.956077408693,36.0,136.63045027179913,48.58712972385391,72.74880000000002,False,Office,V2B,0
B11000840,5,4903.174603174602,140706.0,36010.33333333333,25.925925925925924,113639.43915343862,57.666666666666664,352.37442116402036,181.82310264550182,116.53280000000002,False,Office,V2B,0
B11000841,5,5148.333333333333,25970.0,5141.296296296296,3.7037037037037033,26782.164021164317,32.0,122.091136507937,42.851462433862906,64.66560000000001,False,Office,V2B,0
B11000844,5,5092.142857142857,45028.0,8860.531914893618,6.382978723404256,42349.76055386655,42.0,171.96300412022907,67.75961688618649,84.87360000000001,False,Office,V2B,0
B11000845,5,5061.825396825397,79021.0,28393.97727272727,20.454545454545453,61252.52344877349,49.0,241.3300556998558,98.00403751803759,99.01920000000001,False,Office,V2B,0
B11000846,5,5092.142857142857,51913.0,11898.42857142857,8.571428571428571,46447.57142857149,43.0,184.42480000000012,74.31611428571439,86.89440000000002,False,Office,V2B,0
B11000847,5,4996.349206349206,29069.0,8790.189873417723,6.329113924050633,26342.041993168426,34.0,130.08864440425936,42.14726718906948,68.70720000000001,False,Office,V2B,0
B11000850,5,5092.142857142857,23721.0,3857.916666666667,2.7777777777777777,25450.22619047646,39.0,132.4621174603179,40.720361904762335,78.81120000000001,False,Office,V2B,0
B11000857,5,5092.142857142857,16571.0,4480.1612903225805,3.2258064516129026,17847.20993343553,32.0,106.94694234510976,28.55553589349685,64.66560000000001,False,Office,V2B,0
B11000858,5,5061.825396825397,17058.0,5709.278350515465,4.123711340206186,17355.63639338909,31.0,105.73340585828853,27.769018229422546,62.64480000000001,False,Office,V2B,0
B11000859,5,5061.825396825397,20681.0,5240.943396226415,3.773584905660377,21162.965858041392,32.0,113.2244585804134,33.860745372866226,64.66560000000001,False,Office,V2B,0
B11000860,5,4996.349206349206,26841.0,5341.7307692307695,3.846153846153846,27288.789987790267,31.0,121.13378705738751,43.66206398046443,62.64480000000001,False,Office,V2B,0
B11000863,5,5061.825396825397,181883.0,42733.84615384628,30.76923076923086,149825.5299145303,90.85103785103787,485.9280097680106,239.7208478632485,183.59177728937738,False,Office,V2B,0
B11000865,5,5148.333333333333,80444.0,23945.689655172417,17.24137931034483,64698.679802955565,46.0,235.078135960591,103.5178876847289,92.95680000000002,False,Office,V2B,0
B11000866,5,5148.333333333333,81507.0,20565.185185185182,14.814814814814813,69226.77248677281,47.25396825396827,240.5499513227519,110.7628359788365,95.4908190476191,False,Office,V2B,0
B11000871,5,4903.174603174602,1651681.0,418158.76543209865,301.2345679012345,1262397.0123456835,533.9629629629629,3641.558933333341,2019.8352197530937,1079.0323555555558,False,Office,V2B,0
B11000872,5,4735.714285714286,565379.0,114375.88235294119,82.3529411764706,468580.6414565833,285.968253968254,1481.7901445378163,749.7290263305333,577.8846476190478,False,Office,V2B,0
B11000873,5,4735.714285714286,622494.0,178154.34782608695,128.26086956521738,470473.0058661119,179.18046928916496,1350.5077452035844,752.7568093857791,362.0878923395446,False,Office,V2B,0
B11000879,5,4996.349206349206,1620198.0,426602.19512195117,307.3170731707317,1243590.7913279152,410.67750677506774,3373.1301766937704,1989.7452661246643,829.897105691057,False,Office,V2B,0
B11000880,5,5092.142857142857,688178.0,169101.90909090906,121.81818181818181,529758.0507936506,171.0,1417.3969539971138,847.612881269841,345.55680000000007,False,Office,V2B,0
B11000881,5,4996.349206349206,614473.0,157744.31818181818,113.63636363636364,477211.634199137,217.0,1411.7567601731648,763.5386147186192,438.51360000000005,False,Office,V2B,0
B11000884,5,5010.555555555555,638212.0,137353.7894736842,98.94736842105263,523344.24761905463,290.11578947368423,1607.248362506277,837.3507961904875,586.2659873684212,False,Office,V2B,0
B11000888,5,4732.3015873015875,321163.0,54771.549295774654,39.43661971830986,273678.9955287285,154.87301587301587,828.8537833221562,437.88639284596564,312.96739047619053,False,Office,V2B,0
B11000889,5,5092.142857142857,69626.0,18769.86486486487,13.513513513513514,57657.9227799227,36.0,196.98796293436283,92.25267644787633,72.74880000000002,False,Office,V2B,0
B11000890,5,4732.3015873015875,428444.0,52881.90476190476,38.095238095238095,390618.25396825816,215.15873015873018,1135.4010158730227,624.9892063492131,434.792761904762,False,Office,V2B,0
B11000891,5,4992.936507936508,261548.0,72653.8153846154,52.30769230769231,198282.1452991446,61.30744810744814,541.9876774603165,317.2514324786314,123.89009113553122,False,Office,V2B,0
B11000892,5,4992.936507936508,265416.0,56787.954545454544,40.90909090909091,216478.10028860258,71.71356421356423,571.8973673881711,346.36496046176416,144.91877056277062,False,Office,V2B,0
B11000893,5,4992.936507936508,157036.0,21813.785714285717,15.714285714285715,141233.06825396724,63.0,389.1761663492048,225.9729092063476,127.31040000000003,False,Office,V2B,0
B11000894,5,4903.174603174602,522968.0,105396.57407407407,75.92592592592592,427261.67724867584,127.20370370370371,1083.4404465608445,683.6186835978814,257.0532444444445,False,Office,V2B,0
B11000895,5,4903.174603174602,813434.0,201042.41379310348,144.82758620689657,624728.5139573067,187.74274767378216,1644.0251323481111,999.5656223316909,379.39054449917904,False,Office,V2B,0
B11000897,5,4732.3015873015875,156091.0,26386.708860759492,18.987341772151897,136874.5061281891,54.4126984126984,370.6589224030531,218.99920980510257,109.95718095238094,False,Office,V2B,0
B11000898,5,4732.3015873015875,156481.0,19842.857142857145,14.285714285714286,143664.22222222248,52.4126984126984,369.1354793650798,229.862755555556,105.91558095238094,False,Office,V2B,0
B11000899,5,4732.3015873015875,176183.0,11819.999999999998,8.51063829787234,170931.75616345755,67.77642688280987,433.55979628503775,273.4908098615321,136.96260344478222,False,Office,V2B,0
B11000900,5,4732.3015873015875,199893.0,17362.5,12.5,189155.9226190479,64.0,462.1681761904767,302.64947619047666,129.33120000000002,False,Office,V2B,0
B11000901,5,4732.3015873015875,203306.0,19158.620689655174,13.793103448275863,191109.28352490207,70.23809523809524,480.19475511767587,305.77485363984334,141.9371428571429,False,Office,V2B,0
B11000902,5,4732.3015873015875,212896.0,27456.976744186046,19.767441860465116,193594.44776670414,63.77777777777778,481.7204590623856,309.75111642672664,128.88213333333337,False,Office,V2B,0
B11000903,5,4732.3015873015875,225985.0,27780.0,20.0,205745.42857142704,68.4761904761905,511.06937142856907,329.1926857142833,138.37668571428577,False,Office,V2B,0
B11000904,5,4732.3015873015875,1551014.0,328587.40506329114,236.70886075949366,1237391.457303598,367.0,3149.6181595338585,1979.826331685757,741.6336000000001,False,Office,V2B,0
B11000905,5,4732.3015873015875,189352.0,32554.6875,23.4375,164162.9799107145,61.77777777777778,437.1028636904765,262.6607678571432,124.84053333333335,False,Office,V2B,0
B11000906,5,4732.3015873015875,218778.0,57544.28571428572,41.42857142857143,176920.56349206442,62.371428571428574,490.64879873016025,283.0729015873031,126.04018285714288,False,Office,V2B,0
B11000907,5,4732.3015873015875,217677.0,32508.510638297874,23.404255319148938,195600.95575818932,69.49206349206352,502.9336443093543,312.96152921310295,140.42956190476198,False,Office,V2B,0
B11000908,5,4732.3015873015875,793546.0,127797.93650793651,92.06349206349206,675290.6825396848,256.39682539682536,1770.004495238099,1080.4650920634958,518.1267047619048,False,Office,V2B,0
B11000909,5,4732.3015873015875,1594731.0,470616.70731707325,339.0243902439025,1199534.8865659975,639.9109562524196,3822.1561715834127,1919.2558185055962,1293.1320603948898,False,Office,V2B,0
B11000910,5,4732.3015873015875,1356176.0,296282.99999999994,214.0,1073378.6199999906,346.0,2804.452591999985,1717.405791999985,699.1968000000002,False,Office,V2B,0
B11000912,5,5061.825396825397,108625.0,13881.499999999998,10.0,101499.11746031693,60.0,309.3965879365071,162.3985879365071,121.24800000000002,False,Office,V2B,0
B11000916,5,4741.428571428572,256068.0,55558.80000000001,40.0,206757.02857143086,59.0,529.0384457142894,330.8112457142894,119.22720000000002,False,Office,V2B,0
B11000917,5,4741.428571428572,1403183.0,302869.0909090909,218.18181818181816,1126034.1457431563,437.4386724386724,3080.9034297258468,1801.6546331890502,883.9760692640695,False,Office,V2B,0
B11000919,5,5061.825396825397,328900.0,57839.583333333336,41.66666666666667,279259.11111111124,96.42857142857142,723.6357682539685,446.814577777778,194.86285714285717,False,Office,V2B,0
B11000920,5,4741.428571428572,304060.0,63168.18181818183,45.45454545454545,247058.70995670912,62.0,609.2653541125528,395.2939359307346,125.28960000000002,False,Office,V2B,0
B11000921,5,4741.428571428572,237060.0,58302.299999999996,42.0,188820.96031745916,84.39682539682536,555.2126412698394,302.11353650793467,170.54910476190472,False,Office,V2B,0
B11000922,5,4741.428571428572,754153.0,181781.5476190476,130.95238095238096,587482.7301587305,149.83333333333334,1483.196044444445,939.9723682539689,302.7832000000001,False,Office,V2B,0
B11000923,5,4741.428571428572,395363.0,72635.75581395348,52.32558139534884,335477.64968623593,138.47619047619048,917.4748321890075,536.7642394979775,279.8326857142858,False,Office,V2B,0
B11000924,5,4741.428571428572,315145.0,43401.56250000001,31.25,281959.25694444537,113.6875,744.3432611111127,451.13481111111264,229.73970000000006,False,Office,V2B,0
B11000926,5,4741.428571428572,206001.0,19830.714285714286,14.285714285714286,193189.8888888878,76.3174603174603,496.6832888888872,309.1038222222205,154.2223238095238,False,Office,V2B,0
B11000927,5,4741.428571428572,1534285.0,85933.09523809524,61.904761904761905,1461611.1428571637,466.55555555555554,3399.274247619081,2338.577828571462,942.8154666666668,False,Office,V2B,0
B11000929,5,4741.428571428572,872149.0,204569.47368421053,147.3684210526316,696949.0526315796,326.63157894736844,2044.7545263157908,1115.1184842105274,660.0570947368423,False,Office,V2B,0
B11000930,5,5061.825396825397,1122195.0,282850.90909090906,203.63636363636363,861865.6291486258,409.17460317460313,2575.2995901875847,1378.9850066378012,826.8600380952382,False,Office,V2B,0
B11000931,5,5010.555555555556,853063.0,162406.15384615384,116.92307692307692,707655.6058608029,224.83076923076922,1802.125449377285,1132.2489693772848,454.3380184615385,False,Office,V2B,0
B11000932,5,4996.349206349206,419539.0,111425.27472527472,80.21978021978022,319253.4688644684,121.79120879120879,907.3113347985341,510.8055501831495,246.11567472527477,False,Office,V2B,0
B11000933,5,5092.142857142857,598227.0,154333.33333333334,111.11111111111111,455562.6984126977,136.4126984126984,1209.7853206349196,728.9003174603164,275.662780952381,False,Office,V2B,0
B11000934,5,5061.825396825397,417084.0,110541.12244897962,79.59183673469389,319834.9297052165,147.41043083900226,958.8983963718839,511.73588752834644,297.88699863945584,False,Office,V2B,0
B11000935,5,4741.428571428572,251634.0,53297.68604651164,38.372093023255815,204459.4671465499,60.0,524.4936125507589,327.13514743447985,121.24800000000002,False,Office,V2B,0
B11000936,5,4741.428571428572,181845.0,38680.17721518988,27.848101265822784,148958.38939119896,53.0,402.8662027727538,238.33342302591834,107.10240000000002,False,Office,V2B,0
B11000938,5,4741.428571428572,234989.0,48312.000000000015,34.78260869565218,192669.30089717015,57.0,493.1956118702549,308.27088143547223,115.18560000000002,False,Office,V2B,0
B11000939,5,4741.428571428572,217142.0,44040.51219512196,31.707317073170735,178907.8060394884,50.809523809523824,453.2088631823453,286.25248966318145,102.67588571428577,False,Office,V2B,0
B11000942,5,4741.428571428572,201956.0,39684.85714285714,28.57142857142857,167808.85714285748,57.0,442.3940571428577,268.494171428572,115.18560000000002,False,Office,V2B,0
B11000943,5,4741.428571428572,206333.0,41992.11627906977,30.232558139534884,170053.6149870801,56.0,446.9133746770026,272.0857839793282,113.16480000000001,False,Office,V2B,0
B11000944,5,4741.428571428572,257487.0,53107.67647058824,38.23529411764706,210613.48832866712,60.0,534.0972283846909,336.9815813258674,121.24800000000002,False,Office,V2B,0
B11000945,5,4741.428571428572,205860.0,44040.51219512196,31.707317073170735,167597.58652729305,53.0,439.539026248547,268.1561384436689,107.10240000000002,False,Office,V2B,0
B11000949,5,4741.428571428572,216787.0,44994.80281690142,32.3943661971831,178080.21953945814,57.809523809523824,467.2498369774188,284.92835126313304,116.82148571428577,False,Office,V2B,0
B11000950,5,4741.428571428572,200459.0,41669.1,30.0,164629.63174603187,54.0,433.780610793651,263.407410793651,109.12320000000003,False,Office,V2B,0
B11000952,5,4741.428571428572,261435.0,54672.223404255325,39.361702127659576,213056.07531239395,58.0,535.963141776426,340.88972049983033,117.20640000000002,False,Office,V2B,0
B11000953,5,4741.428571428572,188501.0,39354.15,28.333333333333336,155157.91746031723,54.0,415.66753460317426,248.25266793650758,109.12320000000003,False,Office,V2B,0
B11000954,5,5010.555555555556,320872.0,56330.72463768116,40.57971014492754,271627.5817805402,80.42857142857142,677.1631734989678,434.6041308488643,162.53005714285715,False,Office,V2B,0
B11000955,5,5010.555555555556,289969.0,48993.529411764706,35.294117647058826,248120.97292250206,82.4761904761905,634.3085012138185,396.9935566760033,166.66788571428577,False,Office,V2B,0
B11000956,5,5010.555555555556,342849.0,56276.351351351346,40.54054054054054,294426.2385242377,100.6825396825397,754.500717288716,471.08198163878035,203.45927619047626,False,Office,V2B,0
B11000957,5,5010.555555555556,320324.0,53734.83870967742,38.70967741935484,274200.13978494686,83.0,683.1563010752699,438.720223655915,167.72640000000004,False,Office,V2B,0
B11000958,5,5010.555555555556,287436.0,37243.04878048781,26.82926829268293,257717.41153697507,93.0,655.9042096786724,412.34785845916014,187.93440000000004,False,Office,V2B,0
B11000959,5,5010.555555555556,277688.0,43627.57142857143,31.42857142857143,241818.46031745835,86.0,624.4840507936476,386.90953650793335,173.78880000000004,False,Office,V2B,0
B11000960,5,5010.555555555556,300285.0,60153.166666666664,43.333333333333336,250094.03650793876,97.0,681.0847250793688,400.15045841270205,196.01760000000004,False,Office,V2B,0
B11000961,5,5010.555555555556,275589.0,53983.61111111111,38.88888888888889,232443.26190476384,104.94444444444444,661.0087301587333,371.9092190476222,212.07173333333336,False,Office,V2B,0
B11000962,5,5010.555555555556,282835.0,51034.92647058823,36.76470588235294,242161.3174603151,101.22058823529412,665.262025583563,387.4581079365042,204.5465647058824,False,Office,V2B,0
B11000963,5,5010.555555555556,304634.0,44014.51219512195,31.707317073170735,268313.96825396677,102.42857142857142,700.5704941540821,429.30234920634683,206.98765714285716,False,Office,V2B,0
B11000964,5,5010.555555555556,302007.0,42461.05882352941,30.58823529411765,267475.5060690972,92.4761904761905,677.1308130719002,427.96080971055557,186.8758857142858,False,Office,V2B,0
B11000965,5,5010.555555555556,291692.0,46271.666666666664,33.333333333333336,252534.50793650706,81.0,634.9066793650779,404.0552126984113,163.68480000000002,False,Office,V2B,0
B11000966,5,5010.555555555556,260838.0,37858.63636363636,27.272727272727273,230332.82539682565,77.96825396825395,582.4998591630596,368.53252063492107,157.5582476190476,False,Office,V2B,0
