name,Num_EV,TripEnergy,Demand,RES,SolarCapacity,BuyPowerEnergy,ContractPower,Cost,EnergyCost,ContractCost,Is_opt_capacity,TripType,ChargeType,ControlRatio
B11000602,5,5092.142857142857,562027.0,82027.04545454546,59.09090909090909,489747.50144301355,205.4090909090909,1311.5730568542763,783.5960023088218,415.090690909091,True,Office,V2B,0
B11000603,5,5148.333333333333,1016890.0,263126.94029850746,189.55223880597015,770756.7393982518,224.1044776119403,2030.536335276009,1233.2107830372029,452.870328358209,True,Office,V2B,0
B11000604,5,4903.174603174602,476239.0,120034.44444444444,86.41975308641975,367703.4585537938,123.55202821869487,999.3945340388038,588.3255336860701,249.67393862433863,True,Office,V2B,0
B11000605,5,5148.333333333333,1544261.0,403631.30769230763,290.7692307692308,1166054.3255189238,345.2769230769231,3087.5379115995092,1865.6869208302783,697.7356061538463,True,Office,V2B,0
B11000606,5,5148.333333333333,552282.0,78661.83333333333,56.66666666666667,483154.6857142885,174.0,1233.2500304761952,773.0474971428616,351.6192000000001,True,Office,V2B,0
B11000607,5,5061.825396825397,1311339.0,218137.8571428571,157.14285714285714,1109619.2857142736,429.42857142857144,2930.1086857142664,1775.3908571428378,867.7892571428573,True,Office,V2B,0
B11000609,5,5148.333333333333,927821.0,236941.9411764706,170.58823529411765,704294.3342670521,207.6115779645191,1857.2065292250427,1126.8709348272835,419.5414767507003,True,Office,V2B,0
B11000613,5,5061.825396825397,466269.0,44168.40909090908,31.818181818181817,431488.6760461823,120.4761904761905,998.3174401154503,690.3818816738917,243.4582857142858,True,Office,V2B,0
B11000614,5,5061.825396825397,298637.0,46671.38211382115,33.60433604336044,261143.73828880975,85.0,657.2456777390604,417.8299812620956,171.76800000000003,True,Office,V2B,0
B11000615,5,5061.825396825397,1323456.0,213937.93103448275,154.02298850574712,1121990.660645863,275.0,2632.295861631082,1795.1850570333809,555.7200000000001,True,Office,V2B,0
B11000617,5,5061.825396825397,503288.0,55560.0,40.0,456829.7015872979,181.55555555555554,1176.8149892063434,730.9275225396767,366.8874666666667,True,Office,V2B,0
B11000618,5,5061.825396825397,556297.0,112261.64383561644,80.82191780821918,453430.8306153589,123.49206349206352,1126.5009949989253,725.4893289845743,249.552761904762,True,Office,V2B,0
B11000619,5,5061.825396825397,429448.0,96412.94117647059,69.41176470588235,341625.24575163104,90.0,859.6782755555508,546.6003932026097,181.87200000000004,True,Office,V2B,0
B11000621,5,5236.349206349207,186635.0,36026.13697164263,26.021045122168747,157556.12769751897,61.0,429.5459594078799,252.08980431603035,123.26880000000003,True,Office,V2B,0
B11000622,5,5100.079365079365,845003.0,181781.5476190476,130.95238095238096,671659.7777777902,182.6349206349206,1684.164768253988,1074.6556444444643,369.0686476190476,True,Office,V2B,0
B11000625,5,5148.333333333333,1952491.0,325718.3928571429,234.52380952380952,1656877.3809523864,626.8095238095237,4341.940257142866,2651.0038095238183,1266.656685714286,True,Office,V2B,0
B11000627,5,5061.825396825397,778275.0,152394.72826086954,109.78260869565217,640884.6946169807,292.0609040717737,1818.4763167701922,1025.4155113871693,590.1966749482403,True,Office,V2B,0
B11000628,5,4996.349206349206,1200804.0,336048.3870967742,241.93548387096774,888264.8735279148,278.2616487455197,2420.970421300578,1421.2237976446636,562.3111397849464,True,Office,V2B,0
B11000629,5,4996.349206349206,630354.0,155051.16279069768,111.62790697674419,492635.6814322639,312.3289036544851,1625.5108736803268,788.2170902916223,631.1542485049836,True,Office,V2B,0
B11000630,5,4996.349206349206,3077317.0,817749.295774648,588.7323943661972,2297811.3869885984,626.2253521126761,5994.974410731054,3676.4982191817576,1265.4761915492961,True,Office,V2B,0
B11000631,5,5092.142857142857,934220.0,244314.39999999997,176.0,706523.0882539591,204.72,1864.5351172063345,1130.4369412063345,413.69817600000005,True,Office,V2B,0
B11000632,5,5148.333333333333,564631.0,135335.53846153847,97.43589743589743,438649.17338217766,131.90476190476193,1149.340538217345,701.8386774114842,266.553142857143,True,Office,V2B,0
B11000633,5,5148.333333333333,1761931.0,458152.7910447761,329.8507462686567,1322561.298981271,401.97749348495614,3521.899271831299,2116.098078370034,812.3161188343995,True,Office,V2B,0
B11000634,5,5148.333333333333,983410.0,241711.21126760566,174.02190923317684,752795.2579923887,187.90476190476193,1901.0792445338539,1204.472412787822,379.717942857143,True,Office,V2B,0
B11000635,5,5148.333333333333,517163.0,66299.70149253731,47.76119402985074,461526.60886046704,279.04477611940297,1395.1123771618218,738.4425741767473,563.8936835820896,True,Office,V2B,0
B11000636,5,5010.555555555556,124056.0,43115.34391534394,31.040564373897727,93090.71075837642,51.75485008818344,316.62834003527183,148.94513721340226,104.58620105820111,True,Office,V2B,0
B11000637,5,5010.555555555556,96500.0,29764.285714285714,21.428571428571427,78287.02380952377,48.388888888888914,269.07921904761906,125.25923809523805,97.78426666666674,True,Office,V2B,0
B11000638,5,5010.555555555556,98203.0,12062.835249042146,8.684546615581098,92610.69020251863,62.0,296.8817745666863,148.1771043240298,125.28960000000002,True,Office,V2B,0
B11000639,5,5010.555555555556,137222.0,31252.5,22.5,113842.80357142861,56.875,345.0189857142858,182.14848571428578,114.93300000000002,True,Office,V2B,0
B11000640,5,5010.555555555556,116096.0,41993.023255813954,30.232558139534884,85873.0280546326,58.892211148025126,318.06901587301576,137.39684488741216,119.00938028792919,True,Office,V2B,0
B11000641,5,5010.555555555556,173710.0,46667.46031746063,33.59788359788382,139035.04497354288,74.32010582010581,440.2783851851823,222.45607195766863,150.18606984126984,True,Office,V2B,0
B11000642,5,5010.555555555556,204146.0,25254.545454545456,18.181818181818183,186463.27417027386,96.43867243867243,533.4972352092348,298.3412386724382,194.88326926406927,True,Office,V2B,0
B11000643,5,5010.555555555556,1088820.0,245746.15384615381,176.9230769230769,885589.5787545702,428.3076923076923,2604.5059721611588,1416.9433260073124,865.5241846153848,True,Office,V2B,0
B11000645,5,5010.555555555556,1023346.0,166735.48387096773,120.43010752688171,868389.3645673278,454.59139784946234,2529.8247209421334,1389.4229833077245,918.6382967741937,True,Office,V2B,0
B11000648,5,5100.079365079365,1582705.0,408852.47191011236,294.3820224719101,1189063.4510433385,345.0,3130.205611556982,1902.5015216693416,697.1760000000002,True,Office,V2B,0
B11000653,5,5100.079365079365,1721632.0,419776.01123595505,302.24719101123594,1317703.2826823916,380.6349206349206,3422.0010639558177,2108.3252522918265,769.1870476190477,True,Office,V2B,0
B11000654,5,5092.142857142857,255735.0,57008.82352941176,41.17647058823529,208569.3762838477,95.33333333333333,607.448837348274,333.7110020541563,192.64960000000002,True,Office,V2B,0
B11000655,5,5092.142857142857,648190.0,150910.5,109.0,517478.89079364686,238.0,1510.391625269835,827.966225269835,480.9504000000001,True,Office,V2B,0
B11000656,5,5061.825396825397,236889.0,80350.84337349398,57.83132530120482,176564.65289730634,116.48403136354946,628.5449776247895,282.50344463569013,235.3909305794608,True,Office,V2B,0
B11000657,5,5061.825396825397,240519.0,84206.06060606055,60.606060606060566,174753.19480519462,101.6969696969697,600.6901056277054,279.6051116883114,205.5092363636364,True,Office,V2B,0
B11000658,5,5061.825396825397,330699.0,91029.65517241378,65.51724137931035,252700.08921729366,127.15708812260536,785.5722898741067,404.3201427476699,256.959043678161,True,Office,V2B,0
B11000659,5,5061.825396825397,124049.0,28670.158730158793,20.634920634920682,104075.12698412758,60.65079365079367,333.7103111111122,166.52020317460412,122.56312380952387,True,Office,V2B,0
B11000660,5,5092.142857142857,340491.0,66456.0,48.0,285872.96126983996,157.75047619047618,869.3789003174583,457.39673803174395,318.7821622857143,True,Office,V2B,0
B11000662,5,5092.142857142857,535578.0,117150.0,84.61538461538461,432223.09279609506,199.6349206349206,1253.1715037851077,691.5569484737522,403.42224761904765,True,Office,V2B,0
B11000663,5,5061.825396825397,614834.0,167636.1045751634,120.65359477124184,471402.87189544144,231.74491129785247,1444.714842502361,754.2445950327063,468.31011675070033,True,Office,V2B,0
B11000665,5,5061.825396825397,213529.0,69312.47165532871,49.88662131519269,161210.09750566806,92.50566893424036,541.4203646258488,257.9361560090689,186.93545578231297,True,Office,V2B,0
B11000666,5,5092.142857142857,474949.0,94551.21951219512,68.29268292682927,389978.85443283373,169.0,1094.7008792876559,623.966167092534,341.51520000000005,True,Office,V2B,0
B11000667,5,5061.825396825397,412003.0,67926.2222222222,48.888888888888886,353140.8063492085,173.03174603174605,1009.465620317464,565.0252901587337,349.6625523809525,True,Office,V2B,0
B11000670,5,5100.079365079365,3033966.0,711275.6704980844,512.13282247765,2361907.873928226,824.0,6361.227558182991,3779.052598285162,1665.1392000000003,True,Office,V2B,0
B11000672,5,5010.555555555556,3221199.0,765052.3809523811,550.7936507936508,2483966.5238095657,526.4920634920635,6023.940330158797,3974.3464380953055,1063.935161904762,True,Office,V2B,0
B11000674,5,4903.174603174602,1349849.0,333475.1149425287,240.22988505747128,1028826.2747673766,335.5977011494253,2758.705920087573,1646.1220396278027,678.1758344827588,True,Office,V2B,0
B11000675,5,4903.174603174602,3244354.0,812062.5,586.5384615384615,2521058.094627557,662.1538461538462,6420.879212942553,4033.692951404091,1338.0804923076926,True,Office,V2B,0
B11000676,5,5092.142857142857,675312.0,104111.24999999997,74.99999999999999,586073.5912698441,308.69047619047615,1702.644460317465,937.7177460317506,623.8017142857143,True,Office,V2B,0
B11000677,5,5092.142857142857,942364.0,225574.37499999997,162.5,739462.0813492035,295.125,2075.9654301587257,1183.1393301587257,596.3886000000001,True,Office,V2B,0
B11000678,5,4903.174603174602,459891.0,65069.53124999999,46.875,403029.6622023865,100.0,938.1305845238185,644.8474595238184,202.08000000000004,True,Office,V2B,0
B11000679,5,5092.142857142857,610249.0,144785.5376344086,104.3010752688172,476952.5698924658,145.77777777777777,1250.846253763429,763.1241118279453,294.58773333333335,True,Office,V2B,0
B11000680,5,4996.349206349206,476636.0,155284.57627118644,111.86440677966102,343581.32122679934,139.0231369383912,1037.227391121878,549.7301139628789,280.937955125101,True,Office,V2B,0
B11000681,5,5148.333333333333,1021827.0,268534.19999999995,193.33333333333331,767647.1206349189,224.07301587301586,2032.2088101587276,1228.2353930158704,452.80675047619053,True,Office,V2B,0
B11000684,5,5012.222222222223,397098.0,102168.27586206897,73.5632183908046,306539.2452107322,113.247947454844,857.8889571975985,490.46279233717155,228.85145221674878,True,Office,V2B,0
B11000685,5,4903.174603174602,668171.0,160811.13711001637,115.84564860426927,525499.8122605265,266.44745484400653,1592.862742638189,840.7996996168424,538.4370167487685,True,Office,V2B,0
B11000686,5,4903.174603174602,1216814.0,343396.97802197805,247.25274725274724,893824.2832722778,488.1098901098901,2863.364945543337,1430.1188532356446,986.3724659340661,True,Office,V2B,0
B11000687,5,4996.349206349206,1007559.0,246350.9433962264,177.35849056603772,781508.8274932451,389.62743336328236,2360.58456208443,1250.4141239891924,787.3591173405212,True,Office,V2B,0
B11000688,5,5148.333333333333,1269310.0,333010.9126984127,239.74867724867727,955831.4206349165,320.0,2609.540175132269,1529.3302730158664,646.6560000000002,True,Office,V2B,0
B11000689,5,4996.349206349206,784333.0,234145.7142857143,168.57142857142858,565670.8253968266,202.94285714285715,1622.3945320634944,905.0733206349227,410.1069257142858,True,Office,V2B,0
B11000691,5,5148.333333333333,1515472.0,115245.00000000001,82.97872340425532,1420308.3525835746,489.0,3415.951798176273,2272.4933641337193,988.1712000000002,True,Office,V2B,0
B11000692,5,5148.333333333333,1079934.0,193960.08620689658,139.6551724137931,916000.489326763,363.4761904761905,2456.0013996715898,1465.6007829228208,734.5126857142859,True,Office,V2B,0
B11000693,5,5148.333333333333,1960372.0,329233.52822985745,236.90978501105084,1683722.4814145616,721.785412899337,4581.054801044895,2693.9559702632987,1458.5839623869804,True,Office,V2B,0
B11000695,5,5061.825396825397,1333464.0,96210.00000000001,69.23076923076923,1249953.7545787685,662.0,3468.5802227106456,1999.9260073260298,1337.7696000000003,True,Office,V2B,0
B11000696,5,5061.825396825397,1182689.0,231495.00000000003,166.66666666666669,982309.7777777854,495.3333333333333,2876.49857777779,1571.6956444444568,1000.9696000000001,True,Office,V2B,0
B11000698,5,5148.333333333333,1111058.0,185608.45804988395,133.5600907029459,957900.7596371906,374.3287981859411,2534.1540117913837,1532.641215419505,756.4436353741498,True,Office,V2B,0
B11000700,5,5061.825396825397,601991.0,170917.12643678163,122.98850574712644,457979.83579638565,244.08045977011494,1452.3101280788148,732.7677372742171,493.2377931034484,True,Office,V2B,0
B11000701,5,5061.825396825397,195434.0,52387.21311475409,37.704918032786885,151832.88394483272,81.0,481.5436438199291,242.93261431173235,163.68480000000002,True,Office,V2B,0
B11000702,5,5148.333333333333,662299.0,74790.69230769231,53.84615384615385,600075.7692307737,237.4126984126984,1543.461734798542,960.121230769238,479.763580952381,True,Office,V2B,0
B11000703,5,5061.825396825397,1848221.0,338191.3043478261,243.47826086956522,1550252.6183575029,692.4761904761905,4319.933988129769,2480.4041893720046,1399.355885714286,True,Office,V2B,0
B11000704,5,5061.825396825397,742146.0,85476.92307692306,61.53846153846153,671933.8705738765,269.9597069597069,1737.8595379731473,1075.0941929182025,545.5345758241758,True,Office,V2B,0
B11000705,5,5061.825396825397,1912320.0,572424.0476190478,411.9047619047619,1388557.31746033,653.0,4280.40506031748,2221.691707936528,1319.5824000000002,True,Office,V2B,0
B11000706,5,5061.825396825397,624710.0,111108.00000000001,80.0,534058.2000000032,249.8,1509.2889600000053,854.4931200000052,504.7958400000001,True,Office,V2B,0
B11000709,5,4996.349206349206,896403.0,265544.1176470588,191.17647058823528,654779.1657329588,290.44117647058823,1981.9084298786165,1047.6466651727342,586.9235294117648,True,Office,V2B,0
B11000710,5,4735.714285714286,297270.0,48585.24999999999,35.0,258603.67222221903,104.0,694.0540755555505,413.76587555555045,210.16320000000005,True,Office,V2B,0
B11000711,5,4735.714285714286,425165.0,49576.7857142857,35.71428571428571,385637.07936507964,160.47619047619048,1012.7024698412704,617.0193269841275,324.2902857142858,True,Office,V2B,0
B11000712,5,4735.714285714286,717705.0,150049.6844993141,108.09327846364883,596217.4961787086,232.51440329218107,1623.67866933175,953.9479938859338,469.8651061728396,True,Office,V2B,0
B11000713,5,4735.714285714286,921122.0,150107.4900793651,108.13492063492066,791058.0297618968,297.3492063492064,2066.515607936495,1265.6928476190349,600.8832761904764,True,Office,V2B,0
B11000714,5,4735.714285714286,812939.0,138815.0,100.0,694659.2539682538,300.0,1903.1948063492064,1111.4548063492061,606.2400000000001,True,Office,V2B,0
B11000715,5,4735.714285714286,699304.0,159449.66216216216,114.86486486486487,561521.5375375468,238.0,1591.2699951952102,898.4344600600749,480.9504000000001,True,Office,V2B,0
B11000716,5,4735.714285714286,605410.0,190966.87500000003,137.5,453770.5992063545,222.125,1426.9656587301674,726.0329587301673,448.87020000000007,True,Office,V2B,0
B11000717,5,5148.333333333333,957363.0,197127.09677419357,141.93548387096774,784541.1679467587,313.5806451612903,2148.8851203277172,1255.265868714814,633.6837677419355,True,Office,V2B,0
B11000719,5,5010.555555555556,1429111.0,131103.05555555553,94.44444444444444,1316325.4603174424,469.05555555555554,3229.627092063464,2106.120736507908,947.8674666666668,True,Office,V2B,0
B11000720,5,5148.333333333333,96471.0,19279.86111111111,13.88888888888889,84633.40873015788,53.599206349206355,276.37950793650657,135.4134539682526,108.31327619047622,True,Office,V2B,0
B11000721,5,5092.142857142857,930613.0,234755.4929577465,169.01408450704227,712807.9608763747,270.7949921752739,1995.7152575899931,1140.4927374021997,547.2225201877935,True,Office,V2B,0
B11000722,5,5092.142857142857,686672.0,146613.49999999997,105.55555555555554,553976.8095238089,256.94444444444446,1600.9573396825388,886.3628952380942,519.2333333333335,True,Office,V2B,0
B11000723,5,4735.714285714286,511278.0,126540.32258064515,91.39784946236558,403182.4096262195,184.7741935483871,1188.714728520231,645.0918554019512,373.3916903225807,True,Office,V2B,0
B11000724,5,4735.714285714286,194157.0,45688.5,33.0,156489.16317460235,78.19047619047618,474.96497536507803,250.38266107936377,158.00731428571427,True,Office,V2B,0
B11000725,5,4735.714285714286,588820.0,122161.76470588235,88.23529411764706,481861.1895424757,196.0,1331.6723503267847,770.9779032679611,396.07680000000005,True,Office,V2B,0
B11000726,5,4735.714285714286,279002.0,57217.02904761908,41.38095238095241,231862.13761904783,96.39714285714284,647.2299569523814,370.97942019047656,194.79934628571428,True,Office,V2B,0
B11000729,5,5092.142857142857,493202.0,196424.24242424243,141.41414141414143,336152.97691197234,175.5151515151515,1151.535882251075,537.8447630591558,354.6810181818182,True,Office,V2B,0
B11000731,5,5010.555555555556,224386.0,77620.58823529411,55.882352941176464,161978.60924369775,110.74836601307189,590.1572492997203,259.1657747899164,223.8002980392157,True,Office,V2B,0
B11000732,5,5092.142857142857,2387703.0,627732.4603174604,451.93121693121697,1799692.6031746008,459.8455026455026,4618.941866878304,2879.5081650793613,929.2557917460318,True,Office,V2B,0
B11000733,5,5092.142857142857,601350.0,129016.29411764705,92.94117647058823,483871.12100840005,155.21176470588236,1260.8163159663814,774.1937936134401,313.6519341176471,True,Office,V2B,0
B11000735,5,5092.142857142857,1349152.0,373575.66176470584,269.11764705882354,1005756.5497198786,305.3970588235294,2712.0406795518056,1609.2104795518057,617.1463764705883,True,Office,V2B,0
B11000736,5,4741.428571428572,360974.0,83606.56547619053,60.19841269841273,291741.79603174725,120.11111111111111,824.3595895238116,466.7868736507956,242.72053333333338,True,Office,V2B,0
B11000737,5,4735.714285714286,2198665.0,500223.6472663139,360.35273368606704,1741017.9728395164,482.30123456790125,4407.88919365081,2785.6287565432262,974.634334814815,True,Office,V2B,0
B11000738,5,5010.555555555556,302034.0,99584.67391304347,71.73913043478261,224675.0617667339,112.27777777777777,721.7079886818467,359.4800988267743,226.89093333333335,True,Office,V2B,0
B11000739,5,5092.142857142857,532033.0,101297.43243243241,72.97297297297297,442299.1578721649,149.42857142857142,1147.170936765348,707.6786525954639,301.9652571428572,True,Office,V2B,0
B11000740,5,5092.142857142857,674777.0,161264.86522911052,116.17250673854448,527692.5265049554,179.47619047619048,1421.1997275831309,844.3080424079286,362.6854857142858,True,Office,V2B,0
B11000741,5,5148.333333333333,555742.0,111655.54347826085,80.43478260869564,455189.0462387792,138.49206349206352,1158.9389750172436,728.3024739820468,279.864761904762,True,Office,V2B,0
B11000742,5,5061.825396825397,556491.0,110581.4406779661,79.66101694915254,455590.34005916666,146.0,1173.3796491794124,728.9445440946666,295.0368,True,Office,V2B,0
B11000743,5,4735.714285714286,214124.0,46150.0,33.333333333333336,175002.7777777765,66.77777777777777,482.1156444444424,280.0044444444424,134.94453333333334,True,Office,V2B,0
B11000744,5,4903.174603174602,1153690.0,246001.26582278474,177.2151898734177,930173.2678320347,303.4920634920635,2424.130952461334,1488.2772285312556,613.296761904762,True,Office,V2B,0
B11000746,5,4903.174603174602,888111.0,145559.9439775908,105.13538748832849,763045.7656395899,274.1587301587302,1969.5084997198887,1220.8732250233438,554.019961904762,True,Office,V2B,0
B11000748,5,4735.714285714286,925918.0,211243.61060880055,152.0996584287724,729247.3017882357,189.3110307414105,1827.3323074944906,1166.795682861177,382.5597309222424,True,Office,V2B,0
B11000749,5,4735.714285714286,3008088.0,788866.8,568.0,2248184.7288888926,672.0,5971.273166222229,3597.095566222228,1357.9776000000002,True,Office,V2B,0
B11000750,5,4735.714285714286,3272489.0,823389.642857143,592.8571428571429,2506690.9761904674,823.0,6734.1453904761765,4010.705561904748,1663.1184000000003,True,Office,V2B,0
B11000751,5,4735.714285714286,2474130.0,638510.2597402597,459.7402597402597,1877440.9235209352,581.4761904761905,5002.991524386744,3003.9054776334965,1175.047085714286,True,Office,V2B,0
B11000752,5,4735.714285714286,388284.0,80852.23880597015,58.208955223880594,315791.914001418,93.39682539682536,805.3242626865615,505.2670624022688,188.73630476190473,True,Office,V2B,0
B11000757,5,5092.142857142857,50939.0,11105.199999999999,8.0,45817.530793650025,34.0,164.21524926984006,73.30804926984004,68.70720000000001,True,Office,V2B,0
B11000762,5,5092.142857142857,29449.0,3470.3749999999995,2.5,31479.157539682205,37.0,137.57375206349155,50.36665206349153,74.76960000000001,True,Office,V2B,0
B11000764,5,5061.825396825397,92756.0,27762.999999999996,20.0,74165.1936507947,44.83174603174605,252.76030222222397,118.66430984127152,90.59599238095244,True,Office,V2B,0
B11000765,5,5061.825396825397,56141.0,10678.076923076922,7.692307692307692,51390.55799755846,37.190476190476176,179.03325323565397,82.22489279609354,75.15451428571427,True,Office,V2B,0
B11000766,5,5061.825396825397,35670.0,6610.2380952380945,4.761904761904762,34694.14285714302,39.0,150.77420952380982,55.51062857142884,78.81120000000001,True,Office,V2B,0
B11000768,5,5061.825396825397,25265.0,4957.678571428571,3.571428571428571,26013.880952381045,31.0,118.6062952380954,41.62220952380967,62.64480000000001,True,Office,V2B,0
B11000774,5,5061.825396825397,55844.0,11728.701298701384,8.441558441558504,50223.96320346314,43.0,190.23650735930738,80.35834112554103,86.89440000000002,True,Office,V2B,0
B11000776,5,5061.825396825397,29103.0,3859.444444444444,2.7777777777777777,30768.384920635184,40.0,142.99197142857187,49.2294158730163,80.83200000000002,True,Office,V2B,0
B11000785,5,5148.333333333333,32607.0,7309.736842105264,5.2631578947368425,31228.50125313303,40.0,148.13970726817075,49.96560200501285,80.83200000000002,True,Office,V2B,0
B11000793,5,5148.333333333333,22822.0,3228.255813953488,2.3255813953488373,25118.68733850111,35.0,123.04580671834597,40.18989974160178,70.72800000000001,True,Office,V2B,0
B11000797,5,5148.333333333333,26605.0,3017.7173913043475,2.1739130434782608,29074.087646652675,38.0,135.1676358868182,46.518540234644284,76.79040000000002,True,Office,V2B,0
B11000798,5,5092.142857142857,35468.0,5386.1199294533535,3.880070546737279,35809.17107583761,32.6825396825397,138.2266751322751,57.294673721340175,66.04487619047623,True,Office,V2B,0
B11000801,5,5092.142857142857,37088.0,6771.463414634146,4.878048780487805,36014.309330234886,36.0,147.03023151374168,57.62289492837582,72.74880000000002,True,Office,V2B,0
B11000804,5,5092.142857142857,18281.0,3559.3589743589737,2.564102564102564,20229.086691086966,31.0,107.56262075702121,32.366538705739146,62.64480000000001,True,Office,V2B,0
B11000808,5,4996.349206349206,36278.0,5555.400000000001,4.0,36377.554285713864,40.0,154.1360868571422,58.20408685714219,80.83200000000002,True,Office,V2B,0
B11000810,5,5092.142857142857,27781.0,5530.759999999999,4.0,27910.670476190207,35.0,130.48507276190435,44.65707276190433,70.72800000000001,True,Office,V2B,0
B11000811,5,5092.142857142857,36870.0,7856.19318181818,5.681818181818182,34814.82016594487,36.0,146.5377395382391,55.70371226551179,72.74880000000002,True,Office,V2B,0
B11000813,5,4735.714285714286,699855.0,151633.34509112293,109.1122868900647,558425.4944150533,176.90887713109936,1452.652559200476,893.4807910640853,357.49745890652565,True,Office,V2B,0
B11000814,5,4735.714285714286,1412155.0,381248.38624338637,274.33862433862436,1050513.1296296297,298.53968253968253,2779.0610560846562,1680.8210074074075,603.2889904761905,True,Office,V2B,0
B11000815,5,5061.825396825397,1288602.0,267878.5714285714,192.85714285714286,1036097.9047619154,421.0,2858.8348761904936,1657.7566476190648,850.7568000000001,True,Office,V2B,0
B11000816,5,5061.825396825397,447137.0,90809.42307692309,65.38461538461539,366158.362637362,171.0,1055.4678725274716,585.8533802197792,345.55680000000007,True,Office,V2B,0
B11000826,5,5092.142857142857,17624.0,3294.6729461015593,2.372230943659545,19830.064189778368,32.0,108.6044126286411,31.72810270364539,64.66560000000001,True,Office,V2B,0
B11000827,5,5061.825396825397,24584.0,4707.966101694916,3.3898305084745766,25427.79526499835,39.0,133.51262157653974,40.68447242399736,78.81120000000001,True,Office,V2B,0
B11000829,5,5148.333333333333,31409.0,6837.0370370370365,4.938271604938271,30427.428571428238,39.0,144.26051781305063,48.68388571428518,78.81120000000001,True,Office,V2B,0
B11000831,5,5092.142857142857,19665.0,4072.0588235294113,2.941176470588235,21169.858543417125,31.0,109.73716190476152,33.8717736694674,62.64480000000001,True,Office,V2B,0
B11000832,5,5092.142857142857,71803.0,23466.101694915254,16.949152542372882,58592.21603443644,48.794457896152835,230.43613193435584,93.7475456550983,98.60384051654567,True,Office,V2B,0
B11000834,5,4996.349206349206,25886.0,4789.137931034484,3.4482758620689657,26687.17515052012,32.0,121.48576989600463,42.699480240832195,64.66560000000001,True,Office,V2B,0
B11000835,5,5148.333333333333,53383.0,9780.633802816903,7.042253521126761,49539.84842387649,39.0,178.5749574782024,79.26375747820238,78.81120000000001,True,Office,V2B,0
B11000838,5,5092.142857142857,29441.0,3009.782608695652,2.1739130434782608,31890.962732919128,42.0,147.75783602484452,51.025540372670605,84.87360000000001,True,Office,V2B,0
B11000839,5,5092.142857142857,30409.0,5538.0,4.0,30487.35936507887,36.0,136.6285749841262,48.7797749841262,72.74880000000002,True,Office,V2B,0
B11000840,5,4903.174603174602,140706.0,40743.12,29.333333333333332,110166.52825396761,57.36,352.24619987301486,176.26644520634818,115.91308800000002,True,Office,V2B,0
B11000841,5,5148.333333333333,25970.0,3385.731707317073,2.4390243902439024,28127.741385984697,32.0,121.99925451025845,45.004386217575515,64.66560000000001,True,Office,V2B,0
B11000844,5,5092.142857142857,45028.0,6940.749999999999,5.0,43834.238095238135,42.0,171.88338095238103,70.13478095238102,84.87360000000001,True,Office,V2B,0
B11000845,5,5061.825396825397,79021.0,15774.431818181816,11.363636363636363,69902.00505050394,49.0,239.03286262626085,111.8432080808063,99.01920000000001,True,Office,V2B,0
B11000846,5,5092.142857142857,51913.0,9915.357142857143,7.142857142857143,47963.48412698425,43.0,184.31454603174626,76.74157460317481,86.89440000000002,True,Office,V2B,0
B11000847,5,4996.349206349206,29069.0,7054.476190476176,5.079365079365068,27646.63492063517,34.0,129.9576888888893,44.234615873016274,68.70720000000001,True,Office,V2B,0
B11000850,5,5092.142857142857,23721.0,3472.1250000000005,2.5,25751.814285714026,39.0,132.45160285714246,41.20290285714245,78.81120000000001,True,Office,V2B,0
B11000857,5,5092.142857142857,16571.0,3387.439024390244,2.4390243902439024,18673.00193573325,32.0,106.87167138985615,29.8768030971732,64.66560000000001,True,Office,V2B,0
B11000858,5,5061.825396825397,17058.0,3845.833333333333,2.7777777777777777,18744.07142857167,31.0,105.56586984127023,29.990514285714674,62.64480000000001,True,Office,V2B,0
B11000859,5,5061.825396825397,20681.0,4528.858695652174,3.260869565217391,21718.937888199096,32.0,113.20394409937944,34.750300621118555,64.66560000000001,True,Office,V2B,0
B11000860,5,4996.349206349206,26841.0,3857.916666666667,2.7777777777777777,28443.833333333634,31.0,121.08548888888939,45.51013333333382,62.64480000000001,True,Office,V2B,0
B11000863,5,5061.825396825397,181883.0,41038.05860805846,29.54822954822944,151077.12332112476,90.86324786324788,485.7879560439582,241.72339731379964,183.61645128205134,True,Office,V2B,0
B11000865,5,5148.333333333333,80444.0,18672.051061388458,13.444253203289382,68613.75444635676,46.0,234.6023565500095,109.78200711417082,92.95680000000002,True,Office,V2B,0
B11000866,5,5148.333333333333,81507.0,20896.881720430105,15.053763440860214,68996.31387608839,47.22529441884283,240.5474072708659,110.39410220174143,95.4328749615976,True,Office,V2B,0
B11000871,5,4903.174603174602,1651681.0,418224.67948717944,301.28205128205127,1262346.115384606,533.9615384615385,3641.5589025640875,2019.7537846153696,1079.029476923077,True,Office,V2B,0
B11000872,5,4735.714285714286,565379.0,114811.60000000002,82.66666666666667,468232.1276190499,285.968253968254,1481.7893851428612,749.17140419048,577.8846476190478,True,Office,V2B,0
B11000873,5,4735.714285714286,622494.0,179412.50000000003,129.16666666666669,469548.07539682445,179.11706349206352,1350.5075158730147,751.2769206349192,361.95976190476205,True,Office,V2B,0
B11000879,5,4996.349206349206,1620198.0,427462.0634920635,307.93650793650795,1242997.1904761835,410.6031746031746,3373.1297015872906,1988.7955047618939,829.7468952380954,True,Office,V2B,0
