name,Num_EV,SolarCapacity,BuyPowerEnergy,TripEnergy,ContractPower,Cost
B11003785,0,32.53012,160236.75914566425,0.0,51.0,417.18058
B11003797,0,311.82796,1283903.5578046471,0.0,396.29032,3408.5638
B11003798,0,27.272727,187243.18185805698,0.0,53.0,455.10058
B11003800,0,25.0,132655.5,0.0,58.5,374.8406
B11003803,0,56.060606,349745.5909817399,0.0,133.87879,929.64278
B11003805,0,67.021277,345475.9786316397,0.0,87.0,847.53393
B11003808,0,7.7922078,188600.03906092377,0.0,86.0,489.38003
B11003809,0,307.14286,1550634.0709146585,0.0,370.0,3773.8891
B11003811,0,11.111111,110046.2222564791,0.0,81.666667,360.82818
B11003819,0,22.727273,123621.95449833653,0.0,66.090909,371.69255
B11003822,0,41.463415,276044.02453330246,0.0,116.58537,750.86371
B11003823,0,150.0,485967.5,0.0,246.5,1541.9252
B11003824,0,28.947368,131642.86839320563,0.0,60.131579,383.52406
B11003826,0,115.78947,461636.6318557878,0.0,143.52632,1234.1829
B11003828,0,6.0606061,56706.87884026544,0.0,37.69697,177.66662
B11003829,0,245.28302,2225344.247221425,0.0,715.54717,5441.9059
B11003830,0,61.627907,287703.87225104973,0.0,85.069767,741.62472
B11003831,0,28.571429,196789.71435268072,0.0,62.0,490.86743
B11003833,0,26.530612,967545.9584499946,0.0,430.73469,2465.594
B11003834,0,35.802469,184185.82710137466,0.0,64.0,487.57791
B11003838,0,9.5238095,87237.04767084797,0.0,45.714286,248.86347
B11003839,0,132.35294,466315.7352010729,0.0,229.47059,1444.7458
B11003840,0,27.118644,92337.37296121578,0.0,67.372881,332.02251
B11003841,0,95.555556,315371.2220822334,0.0,104.53333,885.44603
B11003842,0,58.695652,349095.3039822897,0.0,166.0,998.19007
B11003843,0,12.820513,59612.10259199983,0.0,29.0,176.73897
B11003844,0,17.105263,79707.43415630021,0.0,54.802632,268.63889
B11003845,0,145.71429,461421.48573376803,0.0,138.71429,1277.2311
B11003846,0,71.111111,225365.71120089586,0.0,65.444444,619.05749
B11003847,0,25.641026,144622.0768826613,0.0,62.461538,403.13042
B11003849,0,80.519481,629361.7797102965,0.0,381.0,1919.8257
B11003850,0,38.461538,209078.1538462146,0.0,115.92308,637.05163
B11003851,0,124.65753,624228.5749798338,0.0,128.0,1478.6952
B11003852,0,73.684211,352076.2106163091,0.0,97.052632,890.23537
B11003856,0,33.898305,339932.5423994013,0.0,137.98305,882.89771
B11003858,0,129.03226,444137.6128914018,0.0,234.51613,1413.5626
B11003859,0,182.8125,859214.3960900092,0.0,225.0,2153.9152
B11003860,0,127.8481,519147.8484532011,0.0,165.60759,1392.2268
B11003861,0,126.43678,471754.3674982547,0.0,125.73563,1233.3188
B11003862,0,183.33333,649295.1670154696,0.0,304.16667,1978.9489
B11003863,0,259.59596,1073113.362344899,0.0,463.0202,3113.4354
B11003864,0,168.83117,676168.4929835866,0.0,188.31169,1762.0852
B11003865,0,57.142857,454631.7140926399,0.0,175.14286,1182.768
B11003866,0,35.416667,132936.3332816103,0.0,57.875,392.51652
B11003867,0,183.69565,709177.6403161769,0.0,178.0,1820.4464
B11003868,0,80.851064,486245.70205180545,0.0,150.0,1224.6238
B11003869,0,79.710145,447754.27590948006,0.0,176.2029,1213.9632
B11003870,0,230.12048,1132438.4968782286,0.0,323.0,2873.0838
B11003871,0,108.98876,453921.62870192144,0.0,169.0,1261.2449
B11003872,0,167.0,680256.3799999987,0.0,205.0,1799.0992
B11003873,0,89.74359,306456.48714729387,0.0,110.0,871.91325
B11003874,0,139.13043,735838.001048931,0.0,297.21739,2024.9142
B11003875,0,74.285714,254814.31428713317,0.0,135.05714,812.48352
B11003880,0,9.5238095,55808.285747083435,0.0,47.47619,202.1379
B11003881,0,27.586207,123202.17252033301,0.0,50.172414,347.47741
B11003883,0,110.52632,548289.6317353449,0.0,146.0,1368.4844
B11003884,0,168.11594,558523.3040834959,0.0,256.23188,1709.8365
B11003886,0,100.0,331713.00000000006,0.0,147.0,1005.2984
B11003887,0,82.142857,337467.78554447973,0.0,87.0,861.56163
B11003888,0,356.16438,1018326.3296107228,0.0,396.63014,3063.0241
B11003889,0,80.0,293715.4000000013,0.0,106.8,827.76608
B11003890,0,68.085106,345134.5107389516,0.0,106.0,887.27108
B11003891,0,40.0,143762.40000000125,0.0,47.0,395.99744
B11003892,0,52.112676,276662.97172732756,0.0,54.0,644.28395
B11003893,0,65.882353,539823.5418840148,0.0,260.68235,1507.4457
B11003894,0,139.70588,494421.0586187285,0.0,167.41176,1377.3573
B11003895,0,52.173913,225838.39135402787,0.0,149.82609,756.71868
B11003896,0,52.941176,182958.52934894405,0.0,122.17647,633.59845
B11003897,0,98.148148,374112.2039565627,0.0,113.03704,1001.2177
B11003899,0,13.513514,116779.0270896969,0.0,81.054054,374.62696
B11003900,0,30.0,106565.09999999912,0.0,81.1,387.64104
B11003901,0,26.744186,165019.90691582457,0.0,64.0,440.83398
B11003902,0,68.0,281007.8000000033,0.0,112.32,797.28874
B11003903,0,44.897959,190280.4895699916,0.0,69.857143,525.30998
B11003904,0,27.272727,113670.81820594826,0.0,49.454545,330.22015
B11003905,0,67.088608,302671.97480865446,0.0,108.3038,822.21775
B11003907,0,85.714286,322976.2856282694,0.0,88.714286,848.17874
B11003908,0,23.809524,552253.1899313724,0.0,294.04762,1520.0784
B11003909,0,294.87179,1193956.2299182953,0.0,399.15385,3240.3375
B11003910,0,46.268657,246520.1788860985,0.0,95.223881,668.98757
B11003912,0,24.285714,158887.14291533886,0.0,70.0,438.78257
B11003916,0,118.18182,449363.2727620806,0.0,124.09091,1179.5169
B11003919,0,6.6666667,122843.53327907652,0.0,60.0,329.63099
B11003920,0,80.357143,333695.1251611811,0.0,97.0,872.56373
B11003922,0,111.11111,510771.22235524823,0.0,120.77778,1258.5239
B11003924,0,76.25,304980.47499999776,0.0,80.2375,785.45645
B11003926,0,75.757576,430388.78771113395,0.0,129.72727,1085.2446
B11003928,0,8.5365854,45854.5243456808,0.0,26.231707,141.52871
B11003929,0,9.375,104766.96875,0.0,52.0,289.34937
B11003930,0,13.157895,117802.34208912386,0.0,59.0,331.06621
B11003931,0,9.3333333,67979.65337117478,0.0,30.72,187.41309
B11003932,0,36.585366,247451.0973756733,0.0,131.80488,727.21208
B11003933,0,61.538462,280279.92290199274,0.0,95.384615,750.43188
B11003934,0,162.96296,320677.62901604886,0.0,169.74074,1145.3556
B11003935,0,18.181818,77321.09090713246,0.0,25.909091,208.34356
B11003937,0,61.538462,319028.3845366683,0.0,115.0,852.06818
B11003938,0,20.0,191307.19999999888,0.0,106.0,555.79632
B11003939,0,15.384615,244028.76914531447,0.0,129.84615,680.14683
B11003941,0,58.823529,323802.7647789995,0.0,96.0,816.49299
B11003942,0,231.74603,1036167.620903866,0.0,350.36508,2777.2351
B11003943,0,87.5,459266.0,0.0,231.875,1358.7111
B11003944,0,20.454545,277128.4774234778,0.0,64.0,609.04358
B11003945,0,37.5,414538.125,0.0,130.0,992.5275
B11003946,0,93.181818,372588.59095898975,0.0,108.06818,979.92365
B11003947,0,35.135135,325300.10816529597,0.0,92.0,768.75864
B11003948,0,101.0101,591130.7373396148,0.0,242.9798,1616.1157
B11003949,0,10.638298,168121.80834261497,0.0,76.0,441.45867
B11003950,0,30.612245,297187.3675242172,0.0,99.0,729.89572
B11003951,0,70.967742,405357.7743635888,0.0,126.6129,1030.3995
B11003954,0,32.0,210299.839999997,0.0,75.0,544.83974
B11003955,0,25.0,157796.0,0.0,81.0,460.5334
B11003956,0,32.0,189288.59999999916,0.0,82.0,525.36736
B11003958,0,29.166667,169130.5832657016,0.0,81.0,486.06457
B11003961,0,31.666667,205692.84993559655,0.0,79.0,544.96009
B11003962,0,33.333333,179174.66672981056,0.0,71.0,489.32293
B11003963,0,66.666667,282937.3332327695,0.0,132.33333,838.45227
B11003964,0,26.315789,712988.8944445753,0.0,300.15789,1794.0518
B11003965,0,31.034483,164379.5517244504,0.0,66.0,451.46629
B11003966,0,31.578947,196239.94748496448,0.0,77.0,525.63815
B11003967,0,32.954545,197159.647807903,0.0,82.0,539.65535
B11003968,0,34.615385,218246.69226444082,0.0,84.0,580.38422
B11003969,0,84.615385,861041.769975612,0.0,345.0,2225.0351
B11003971,0,28.409091,181894.3067445558,0.0,77.0,497.05863
B11003972,0,26.415094,185260.35843942178,0.0,76.0,496.88417
B11003974,0,46.987952,190138.9876859867,0.0,81.650602,552.62553
B11003977,0,84.52381,409590.35705072264,0.0,227.92857,1265.9724
B11003983,0,150.0,360679.0,0.0,157.5,1161.6124
B11003985,0,20.253165,128616.98725266587,0.0,47.78481,338.30009
B11003989,0,59.0,302151.18000000075,0.0,97.46,785.11406
B11003994,0,198.91304,1044362.1753289697,0.0,298.0,2626.2485
B11003997,0,71.910112,306261.4833191637,0.0,108.8427,837.60814
B11004002,0,229.78723,981705.9584358255,0.0,306.21277,2597.3966
B11004003,0,80.0,173886.20000000004,0.0,113.8,650.18496
B11004006,0,142.62295,757099.4415348817,0.0,331.57377,2134.5591
B11004007,0,168.88889,679328.3995040044,0.0,241.0,1873.716
B11004011,0,93.548387,375349.9355903612,0.0,171.45161,1113.0777
B11004015,0,57.971014,601501.4504553634,0.0,497.52174,2070.6928
B11004016,0,64.864865,194639.29716889697,0.0,92.459459,613.40009
B11004021,0,18.181818,341670.7273226447,0.0,164.0,910.35709
B11004024,0,7.6923077,63413.23081825167,0.0,35.0,185.84302
B11004026,0,677.64706,2641752.6248173253,0.0,742.89412,6930.8682
B11004027,0,74.358974,440930.2564266939,0.0,114.0,1067.8468
B11004028,0,50.0,246788.5000000001,0.0,78.5,642.2444
B11004029,0,46.774194,236390.48382321102,0.0,113.12903,689.86012
B11004031,0,19.753086,127453.69129395491,0.0,67.0,374.38123
B11004033,0,73.033708,301557.89901975374,0.0,111.34831,837.14014
B11004034,0,73.563218,300590.37937564915,0.0,103.05747,819.77786
B11004035,0,87.878788,423198.18152989255,0.0,135.0,1105.9099
B11004037,0,7.8947368,84897.21055888201,0.0,49.0,248.86789
B11004044,0,275.86207,1285568.4837643276,0.0,339.68966,3233.0096
B11004046,0,149.27536,617761.9715930125,0.0,143.50725,1543.3824
B11004049,0,28.915663,180202.36126190386,0.0,80.0,501.31308
B11004050,0,13.095238,146808.0953072376,0.0,48.738095,356.62694
B11004054,0,115.90909,953058.545997494,0.0,294.0,2324.7475
B11004055,0,250.53763,1196379.5255213815,0.0,509.0,3387.4987
B11004056,0,88.52459,496335.67175472865,0.0,149.0,1252.3674
B11004058,0,40.0,1109566.5999999952,0.0,408.0,2670.793
B11004059,0,7.1428571,211778.3569818852,0.0,143.64286,641.79743
B11004060,0,94.117647,573162.176596448,0.0,144.0,1375.1135
B11004061,0,45.679012,201839.27177294664,0.0,66.08642,537.57052
B11004062,0,90.909091,426764.0000724457,0.0,151.0,1149.3268
B11004064,0,235.0,758330.9500000051,0.0,300.2,2237.0987
B11004065,0,106.45161,411990.35486691917,0.0,113.0,1076.4866
B11004066,0,72.413793,390398.3100740692,0.0,176.10345,1109.0416
B11004067,0,123.07692,457942.99975669046,0.0,164.92308,1284.4469
B11004069,0,42.857143,198671.7144293708,0.0,80.142857,555.89886
B11004070,0,200.0,525974.0,0.0,195.0,1590.6144
B11004071,0,161.66667,709765.4160193302,0.0,193.38333,1813.372
B11004072,0,37.5,121212.125,0.0,65.875,393.6221
B11004073,0,25.333333,133800.16003709723,0.0,46.0,352.00372
B11004074,0,44.186047,190856.44209305916,0.0,45.0,474.73654
B11004079,0,276.47059,988837.8815103505,0.0,326.47059,2732.6077
B11004080,0,162.63736,528114.4070450125,0.0,167.74725,1472.648
B11004081,0,230.98592,898996.6195768741,0.0,247.0,2347.5322
B11004082,0,30.864198,260858.54303949696,0.0,99.691358,673.61392
B11004083,0,82.45614,347462.1230024258,0.0,116.35088,937.4209
B11004084,0,101.16279,402120.2323800271,0.0,144.98837,1115.9488
B11004085,0,43.820225,284971.41584711004,0.0,108.0,751.98156
B11004086,0,185.29412,732958.7945387145,0.0,216.29412,1938.7183
B11004087,0,166.26506,919936.1334028144,0.0,225.0,2221.6983
B11004088,0,31.578947,292228.5791236575,0.0,89.0,703.46956
B11004091,0,210.29412,781860.0005515853,0.0,260.48529,2150.6367
B11004092,0,267.69231,1220796.5233832654,0.0,304.29231,3043.3422
B11004093,0,26.744186,160611.0930278593,0.0,114.39535,535.6188
B11004094,0,22.222222,200278.8888820793,0.0,88.777778,539.2928
B11004095,0,176.92308,999558.3848807856,0.0,568.38462,3061.9235
B11004097,0,50.0,394296.5,0.0,166.0,1055.0772
B11004098,0,77.272727,411019.59086044086,0.0,121.0,1039.3072
B11004099,0,64.367816,318651.97708770185,0.0,94.0,814.05124
B11004100,0,64.948454,315137.4740488742,0.0,93.350515,808.14619
B11004101,0,53.535354,307208.87868282234,0.0,102.0,792.68106
B11004102,0,48.571429,279759.2000398678,0.0,90.0,715.70101
B11004103,0,51.764706,238993.40013368553,0.0,70.0,615.72779
B11004104,0,48.888889,236337.2665639632,0.0,74.0,614.4566
B11004105,0,53.012048,269953.0725176106,0.0,90.0,707.8933
B11004106,0,56.521739,251629.0000903949,0.0,106.86957,718.8945
B11004107,0,144.44444,695574.3339571697,0.0,167.55556,1707.9041
B11004120,0,429.78723,2256205.4479989475,0.0,516.0,5415.5339
B11004121,0,78.378378,346949.35123023903,0.0,243.94595,1187.2066
B11004123,0,194.59459,930198.6209504035,0.0,329.0,2498.5664
B11004124,0,292.0,1313048.9999999977,0.0,498.4,3626.3451
B11004125,0,51.388889,229553.7359836732,0.0,112.375,685.58866
B11004126,0,842.85714,4221262.000858206,0.0,912.0,10093.06
B11004127,0,376.27119,1635195.4073786123,0.0,547.89831,4391.3869
B11004128,0,355.26316,1380933.2116660986,0.0,489.23684,3828.7351
B11004129,0,647.12644,3722181.3354713153,0.0,777.0,8674.3012
B11004130,0,254.32099,1298849.5652541297,0.0,397.37037,3332.5851
B11004131,0,421.42857,2174605.3558162595,0.0,715.14286,5672.565
B11004132,0,70.967742,365508.0324404065,0.0,103.0,918.92299
B11004133,0,140.90909,661038.4093105232,0.0,295.27273,1904.4622
B11004134,0,44.0,392090.8799999953,0.0,160.56,1029.9051
B11004135,0,44.444444,436220.4450460696,0.0,187.0,1154.7312
B11004136,0,42.857143,205596.85725849078,0.0,75.428571,557.45246
B11004137,0,180.0,749992.3999999966,0.0,236.2,1996.8008
B11004138,0,75.0,329797.25,0.0,183.0,1030.607
B11004141,0,60.0,210228.3999999984,0.0,151.8,749.62288
B11004166,0,390.0,2118329.0000000135,0.0,559.2,5211.6078
B11004167,0,264.19753,1341829.2825016794,0.0,422.0,3468.6551
B11004168,0,104.41176,718825.2347100516,0.0,206.0,1751.7361
B11004169,0,26.470588,265634.6468879851,0.0,150.41176,775.95282
B11004170,0,261.11111,1354295.5007043795,0.0,462.38889,3564.7405
B11004175,0,165.51724,883244.3798347352,0.0,276.37931,2265.4914
B11004180,0,87.628866,501250.113135162,0.0,202.0,1365.743
B11004181,0,70.0,669991.7000000031,0.0,241.0,1683.2495
B11004183,0,28.409091,320940.5228802035,0.0,149.0,865.03017
B11004192,0,26.470588,199779.91172557927,0.0,93.411765,555.39965
B11004193,0,42.553191,294513.893585856,0.0,131.44681,812.38186
B11004194,0,50.0,390830.00000000047,0.0,175.0,1067.718
B11004195,0,151.35135,651948.4329921738,0.0,176.94595,1669.3385
B11004196,0,492.95775,2221296.1132407417,0.0,791.0,6027.5266
B11004197,0,358.94737,1436925.4427726783,0.0,454.05263,3853.7618
B11004198,0,554.16667,2509206.7906683153,0.0,837.91667,6691.6387
B11004199,0,306.25,1138218.25,0.0,397.625,3168.2635
B11004201,0,236.84211,935790.0003766232,0.0,263.89474,2450.9372
B11004204,0,77.777778,286049.44432478154,0.0,112.77778,823.636
B11004208,0,56.944444,399445.54210509686,0.0,147.0,1037.2469
B11004210,0,94.565217,494959.0653532969,0.0,217.54348,1399.3996
B11004213,0,39.189189,202018.72966826716,0.0,63.0,520.10118
B11004216,0,30.434783,168690.04349069635,0.0,55.0,435.06981
B11004217,0,61.627907,337157.4536665827,0.0,105.0,861.02546
B11004226,0,60.227273,322948.00001611083,0.0,99.0,823.67941
B11004227,0,64.285714,351642.0000993778,0.0,117.0,913.16794
B11004228,0,49.484536,259633.8969823971,0.0,84.0,672.99649
B11004229,0,378.08219,1380526.6582024335,0.0,384.43836,3656.8116
B11004230,0,76.315789,312769.13148550567,0.0,110.18421,858.55139
B11004231,0,228.39506,1003434.3347333715,0.0,344.71605,2707.4984
B11004232,0,207.69231,1461989.6924913751,0.0,395.0,3506.0534
B11004233,0,65.384615,311529.30769385205,0.0,139.03846,895.47351
B11004235,0,125.0,624172.0,0.0,214.0,1653.0014
B11004239,0,150.0,559186.0,0.0,222.5,1610.5756
B11004240,0,348.52941,1374584.0747873916,0.0,493.05882,3814.3475
B11004241,0,90.361446,362468.7112680774,0.0,141.48193,1026.2482
B11004243,0,111.36364,447088.93153323716,0.0,153.77273,1223.7567
B11004244,0,18.518519,141835.40738198764,0.0,117.07407,496.39031
B11004245,0,129.72973,695724.811131779,0.0,311.62162,1973.1549
B11004252,0,113.84615,440699.1999648683,0.0,202.89231,1317.2004
B11004254,0,80.246914,393958.3827007153,0.0,140.39506,1056.482
B11004271,0,208.0,688125.3200000039,0.0,236.2,1947.5135
B11004273,0,310.71429,1226190.1076199946,0.0,502.92857,3529.7401
B11004274,0,159.72222,598070.2784373377,0.0,192.20833,1628.834
B11004275,0,230.76923,928366.923800936,0.0,327.69231,2557.2031
B11004276,0,106.81818,443526.22733715514,0.0,154.93182,1212.3305
B11004278,0,152.94118,684737.7060021919,0.0,176.0,1722.7117
B11004279,0,340.0,1669945.0000000035,0.0,596.6,4481.0213
B11004280,0,432.75862,1666829.723089529,0.0,520.34483,4486.5869
B11004281,0,20.0,75077.00000000071,0.0,209.2,578.37456
B11004282,0,87.912088,325642.8130886718,0.0,130.72527,941.24209
B11004283,0,278.94737,1003746.6326637978,0.0,343.31579,2794.8987
B11004284,0,592.40506,2231769.9119359995,0.0,613.37975,5861.8686
B11004285,0,20.0,87227.40000000098,0.0,96.0,369.06064
B11004287,0,89.473684,388275.0524935986,0.0,359.0,1505.5231
B11004289,0,79.775281,576062.1573696233,0.0,295.80899,1661.0714
B11004290,0,65.822785,231464.58217882615,0.0,129.07595,748.01545
B11004292,0,158.69565,627153.9120217734,0.0,197.23913,1683.7119
B11004293,0,64.646465,262125.40403884192,0.0,188.36364,914.79336
B11004294,0,155.17241,755997.4144404457,0.0,317.89655,2127.4322
B11004322,0,40.0,225997.40000000148,0.0,111.6,658.11712
B11004323,0,29.166667,377432.62492169265,0.0,118.0,894.11743
B11004324,0,18.867925,308973.6415110348,0.0,125.0,780.44839
B11004325,0,377.89474,1844226.652712313,0.0,501.0,4633.9466
B11004326,0,345.12195,1654688.498760784,0.0,432.0,4133.0787
B11004327,0,362.96296,1744287.2209173203,0.0,517.37037,4480.6209
B11004331,0,365.47619,1546955.9049539582,0.0,437.0,4006.9393
B11004332,0,284.81013,1265521.6075120377,0.0,381.75949,3301.8321
B11004333,0,308.0,1042690.8400000036,0.0,297.44,2816.0721
B11004334,0,321.66667,1304981.7992474672,0.0,358.56667,3383.5207
B11004335,0,297.82609,1328195.6746377738,0.0,363.0,3387.3048
B11004337,0,394.0,1882385.0000000251,0.0,555.06,4832.8312
B11004339,0,304.5977,1399414.6657638205,0.0,390.0,3567.8364
B11004341,0,297.72727,1434212.6816832377,0.0,349.0,3528.4654
B11004343,0,350.60241,1594748.4110586173,0.0,431.98795,4046.878
B11004344,0,416.0,1888779.960000011,0.0,470.84,4711.9214
B11004346,0,419.31818,1981551.8300151995,0.0,480.80682,4886.3871
B11004348,0,308.0,1344550.2400000023,0.0,343.84,3392.8123
B11004349,0,284.78261,1176807.9779055456,0.0,293.76087,2982.0139
B11004351,0,296.77419,1389968.4514563738,0.0,339.0,3435.7749
B11004352,0,37.142857,611043.3710315493,0.0,180.0,1407.342
B11004354,0,45.070423,544041.3104350995,0.0,171.0,1296.0229
B11004356,0,130.43478,599753.7823625435,0.0,305.56522,1808.614
B11004358,0,72.727273,810210.8182010244,0.0,304.0,2039.7514
B11004359,0,37.5,773505.25,0.0,253.0,1815.4333
B11004360,0,259.77011,2136086.5295584523,0.0,578.0,5046.8528
B11004361,0,56.25,952783.3125,0.0,349.0,2329.5563
B11004362,0,108.08081,619155.8179210407,0.0,295.0303,1778.69
B11004363,0,125.0,582680.75,0.0,317.0,1794.7578
B11004364,0,76.829268,925810.7438950975,0.0,277.0,2177.4307
B11004365,0,255.95238,1073211.298604484,0.0,303.88095,2785.5362
B11004366,0,34.693878,235479.3468106963,0.0,84.0,608.09579
B11004367,0,25.925926,749027.5180194426,0.0,390.22222,2033.0236
B11004368,0,67.123288,254340.58888992007,0.0,88.30137,704.52819
B11004369,0,48.148148,229880.70410601937,0.0,110.07407,675.70978
B11004370,0,33.333333,168055.6667024796,0.0,54.0,437.17893
B11004371,0,43.939394,422083.273002806,0.0,201.12121,1159.7514
B11004372,0,56.976744,325302.2210189679,0.0,106.0,835.82207
B11004373,0,72.413793,380135.9998382456,0.0,114.0,967.12328
B11004374,0,52.272727,247524.500018707,0.0,81.0,652.50809
B11004375,0,89.333333,443596.8534556013,0.0,126.10667,1123.158
B11004376,0,41.509434,231997.96246283446,0.0,82.339623,611.26789
B11004377,0,32.58427,154748.69661726136,0.0,48.0,402.43339
B11004378,0,37.5,190299.875,0.0,63.625,499.6157
B11004379,0,43.589744,236530.00014474048,0.0,64.0,585.15099
B11004380,0,29.213483,189851.8315095106,0.0,60.0,476.86486
B11004381,0,35.897436,284693.17978969996,0.0,189.28205,901.72821
B11004383,0,50.0,270440.5,0.0,138.5,801.3356
B11004384,0,242.69663,904510.0775055515,0.0,259.14607,2401.685
B11004385,0,164.70588,573317.0583784992,0.0,152.11765,1517.0596
B11004386,0,262.33766,977384.9464389364,0.0,251.0,2536.6861
B11004387,0,267.94872,1133249.4233682496,0.0,345.60256,2987.2017
B11004388,0,560.97561,1876592.193876248,0.0,616.34146,5243.782
B11004389,0,126.88172,588411.892674485,0.0,166.46237,1503.0612
B11004390,0,131.52174,604876.2500389356,0.0,170.36957,1545.5359
B11004391,0,231.70732,1196039.4881536583,0.0,351.41463,3035.0824
B11004392,0,93.055556,471451.45795891306,0.0,149.0,1220.5951
B11004395,0,89.189189,235908.89187671142,0.0,128.0,794.42744
B11004397,0,58.333333,186722.91674318528,0.0,133.58333,672.24353
B11004400,0,82.926829,375524.43906702724,0.0,128.0,1006.6966
B11004401,0,36.842105,399189.3158928263,0.0,156.0,1019.3424
B11004402,0,30.952381,392388.6669420999,0.0,135.45238,956.48451
B11004403,0,44.680851,326821.95709975157,0.0,122.65957,850.09411
B11004404,0,44.444444,394060.4445298497,0.0,97.0,905.4032
B11004405,0,62.0,498114.5000000053,0.0,187.04,1285.0036
B11004406,0,84.337349,375155.00040575117,0.0,122.25301,996.99568
B11004408,0,40.0,188168.40000000133,0.0,74.6,522.82112
B11004409,0,26.0,132325.5600000006,0.0,47.0,352.8485
B11004416,0,26.315789,163779.94733917614,0.0,58.0,425.96484
B11004417,0,44.827586,224222.2758333164,0.0,68.0,575.73901
B11004421,0,43.023256,336525.93016184005,0.0,89.0,794.65897
B11004426,0,569.5122,2346375.475827082,0.0,716.0,6211.9777
B11004428,0,77.272727,317692.4091410046,0.0,170.18182,989.37036
B11004430,0,731.70732,2579584.4638915914,0.0,749.68293,6941.0749
B11004433,0,39.772727,180344.1932562375,0.0,63.0,486.4577
B11004434,0,31.25,147043.75,0.0,79.0,450.38195
B11004435,0,190.90909,801514.5457464043,0.0,368.36364,2365.6761
B11004437,0,229.21348,891668.9120748886,0.0,271.0,2381.161
B11004440,0,159.21053,659660.3279887511,0.0,290.26316,1924.619
B11004441,0,239.0,926890.27999999,0.0,391.71,2698.817
B11004442,0,55.0,374771.70000000234,0.0,140.9,981.99044
B11004443,0,137.5,581887.875,0.0,274.875,1730.5505
B11004444,0,72.0,251535.6799999971,0.0,145.4,824.08141
B11004445,0,39.08046,190295.7930354011,0.0,128.87356,634.26878
B11004446,0,213.23529,948781.5300002682,0.0,535.47059,2978.6221
B11004447,0,85.915493,350789.8174899687,0.0,234.84507,1188.3386
B11004448,0,178.40909,607800.7165240622,0.0,214.21591,1722.0448
B11004449,0,35.185185,308473.2035967643,0.0,136.0,830.83963
B11004450,0,103.52941,394367.5177305403,0.0,108.96471,1034.9486
B11004451,0,236.70886,1126067.7721035278,0.0,344.0,2917.0219
B11004452,0,278.87324,1391593.8603213483,0.0,345.42254,3419.58
B11004453,0,157.89474,538014.6317625187,0.0,199.10526,1543.4385
B11004454,0,73.913043,422469.1741832272,0.0,118.0,1045.6007
B11004455,0,47.368421,263238.5789982673,0.0,90.0,687.13267
B11004456,0,42.857143,484533.85753186146,0.0,191.0,1237.2984
B11004460,0,116.66667,1209393.666166402,0.0,472.83333,3097.6148
B11004465,0,71.428571,411376.2852232902,0.0,181.42857,1151.6186
B11004476,0,224.65753,796584.3965938012,0.0,233.50685,2145.1728
B11004477,0,55.294118,298966.9411971787,0.0,85.0,748.26216
B11004478,0,55.05618,260931.280851202,0.0,86.0,689.00357
B11004479,0,7.5,273119.4999999978,0.0,108.0,668.5501
B11004480,0,160.65574,844175.5740222406,0.0,287.0,2215.8145
B11004481,0,197.95918,1927158.2048421,0.0,549.0,4544.2499
B11004482,0,200.0,861014.0,0.0,454.0,2650.0656
B11004483,0,346.34146,1625995.4895075879,0.0,587.53659,4403.6428
B11004485,0,634.48276,3208255.412656886,0.0,903.96552,8086.1491
B11004486,0,130.58824,491850.74132420117,0.0,180.71765,1383.9495
B11004487,0,31.666667,224545.61662636048,0.0,82.783333,582.76988
B11004488,0,189.85507,604612.6233353094,0.0,265.31884,1840.5293
B11004489,0,232.75862,876720.4137257368,0.0,468.03448,2761.7033
B11004490,0,520.77922,2398155.3641507016,0.0,693.75325,6163.3683
B11004491,0,72.727273,360365.27275766485,0.0,118.0,944.12975
B11004492,0,50.746269,324716.71649704257,0.0,198.44776,1010.6446
B11004493,0,203.50877,1162159.5785459627,0.0,384.0,2996.6706
B11004494,0,120.93023,551659.2329145547,0.0,207.0,1515.6115
B11004495,0,83.333333,322104.8334433314,0.0,88.0,841.1148
B11004497,0,85.483871,352134.9031783885,0.0,100.29032,917.8164
B11004498,0,170.58824,756838.5299141991,0.0,245.0,2008.8318
B11004499,0,109.33333,467413.4268452303,0.0,152.81333,1250.7333
B11004500,0,63.636364,284164.72717224876,0.0,92.727273,755.00138
B11004501,0,320.96774,1171394.2747229836,0.0,347.79032,3146.7633
B11004509,0,343.75,1698729.9375,0.0,738.5625,4820.6113
B11004542,0,3.7037037,98790.66679285053,0.0,42.851852,251.23416
B11004545,0,85.714286,1343509.1433350334,0.0,340.14286,2989.1182
B11004558,0,88.888889,433209.88863094186,0.0,161.33333,1176.936
B11004559,0,56.097561,286760.99983509956,0.0,114.43902,789.64915
B11004560,0,106.12245,508024.0217162863,0.0,146.0,1296.2426
B11004561,0,75.0,608107.25,0.0,294.0,1700.2118
B11004563,0,19.672131,148047.36067275063,0.0,62.0,397.08341
B11004564,0,85.714286,801541.8573646505,0.0,377.57143,2197.6062
B11004565,0,390.47619,2024337.3814883095,0.0,672.09524,5290.2051
B11004566,0,230.43478,956984.3910821804,0.0,239.0,2423.168
B11004567,0,61.176471,270933.9646574551,0.0,115.94118,776.37651
B11004575,0,2.5641026,62738.66669969613,0.0,26.0,157.47395
B11004576,0,3.4482759,87163.3447618241,0.0,32.965517,212.19876
B11004577,0,2.3255814,74708.09300375025,0.0,32.0,188.32646
