,name,Num_EV,TripEnergy,Demand,RES,SolarCapacity,BESS_BatteryCapacity,BuyPowerEnergy,ContractPower,Cost,EnergyCost,ContractCost,Is_opt_solarcapacity,Is_opt_BESS,TripType,ChargeType,ControlRatio,Scinario,DemandClass,DemandClass_detail,cluster,SCR[-],Ech,SSR[-],PBP,Cini,Canu,Rdu,cal_pvcapacity,GHG_prod_ev,GHG_prod_ice,GHG_prod_pv,GHG_prod_charger,GHG_prod_vgi,GHG_prod_BESS,GHG_trvl,GHG_Comsumption,GHG_Total_Production,GHG_Annual_Production,GHG_Total,GHG_Reduction,CPBP,Cost_trvl,Prod_cost,OM_cost,Annual_Prod_cost,ElectricityCost,TotalCost,AnnualCost,GHG_Additional_Production
10,B11000008,15,27829.91638049429,786.786,213301.09756345957,153.65853658715525,0,602450.6586924883,139.78048780473404,1246.389463663788,963.9210539079811,282.4684097558066,False,False,Office,V2B,1,5,600,780,A,0.9999526605296172,6089.170732213916,0.2614688090706381,11.580350309679813,4908.292682972458,85.82926829357763,509.67591815439414,-82.795030827515,229823.20004999998,0.0,249943.02400975407,5325.9870017922085,1.0701695507481306,0,0.0,245799.8687465352,485093.28123109706,28351.403587621997,245.79986874653522,110633.3631236009,3.3143870065798855,0.0,4413.292682972458,85.82926829357763,331.2439024422006,1246.3894636637876,5659.682146636246,1577.6333661059882,366681.78123109706
11,B11000008,15,27829.91638049429,786.786,321300.4266062284,231.4594435804693,0,505996.8385661224,135.1124333851108,1082.630147090428,809.594941705796,273.0352053846319,True,False,Office,V2B,1,6,600,780,A,0.9756493119672753,47611.831358604184,0.382534135112015,12.560864887987337,6892.215811301967,124.72972179023465,673.4352347277538,-118.26423662295807,229823.20004999998,0.0,376495.01647638064,5325.9870017922085,1.0701695507481306,0,0.0,206446.71013497794,611645.2736977235,34679.00321095333,206.44671013497793,149986.52173515817,3.288520648333064,0.0,6397.215811301967,124.72972179023465,469.340512355333,1082.630147090428,7479.845958392395,1551.970659445761,493233.7736977235
12,B11000010,0,0.0,919.481,0.0,0.0,0,919481.0,218.0,1911.7040000000002,1471.1696,440.5344,False,False,Office,V2B,0,1,800,910,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118411.5,0.0,0.0,0.0,0,35424.543870136135,375148.24799999996,118411.5,7894.1,410.5727918701361,0.0,0.0,94.63005681818181,0.0,0.0,0.0,1911.704,2006.3340568181818,2006.3340568181818,
13,B11000010,0,0.0,919.481,246396.64435220425,177.5000139410037,0,679868.5962722971,206.22499999468343,1504.529234024931,1087.7897540356744,416.7394799892565,True,False,Office,V2B,0,2,800,910,B,0.9724662278461901,0.0,0.26059528721871,14.2145050832265,4526.250355495594,88.75000697050184,407.174765975069,-61.82323040247154,0.0,118411.5,288723.88890040066,0.0,0.0,0,35424.543870136135,277386.38727909717,407135.38890040066,22330.294445020034,312.8109311492333,97761.8607209028,2.9533387230084465,94.63005681818181,4526.250355495594,88.75000697050184,315.0625247452815,1504.529234024931,6125.409646338707,1914.2218155883943,288723.88890040066
14,B11000010,15,27829.91638049429,919.481,246396.64435220425,177.5000139410037,0,707842.291993412,209.8247078371416,1556.561436786755,1132.5476671894592,424.0137695972958,False,False,Office,V2B,0,3,800,910,B,0.9739733603112559,371.3523819865017,0.2531938906118527,12.951877348900387,4976.250355495594,90.25000697050184,474.46074503142677,108.1290975753467,229823.20004999998,0.0,288723.88890040066,5325.9870017922085,1.0701695507481306,0,0.0,288799.65513331204,523874.14612174366,30290.446832154328,288.79965513331206,121773.13673682406,3.329655924015729,0.0,4751.250355495594,90.25000697050184,339.0625247452815,1556.561436786755,6307.8117922823485,1895.6239615320364,405462.64612174366
15,B11000010,15,27829.91638049429,919.481,246396.64435220425,177.5000139410037,0,707842.291993412,209.8247078371416,1556.561436786755,1132.5476671894592,424.0137695972958,False,False,Office,V2B,0,4,800,910,B,0.9739733603112559,371.3523819865017,0.2531938906118527,12.951877348900387,4976.250355495594,90.25000697050184,474.46074503142677,108.1290975753467,229823.20004999998,0.0,288723.88890040066,5325.9870017922085,1.0701695507481306,0,0.0,288799.65513331204,523874.14612174366,30290.446832154328,288.79965513331206,121773.13673682406,3.329655924015729,0.0,4751.250355495594,90.25000697050184,339.0625247452815,1556.561436786755,6307.8117922823485,1895.6239615320364,405462.64612174366
16,B11000010,15,27829.91638049429,919.481,246396.64435220425,177.5000139410037,0,701844.1680877422,171.124999302926,1468.7600675317403,1122.9506689403877,345.80939859135293,False,False,Office,V2B,1,5,800,910,B,0.9999115247057057,6762.429049434723,0.2598290491037411,11.875363997226662,5516.250355495594,97.75000697050184,562.2621142864411,-81.25048809957157,229823.20004999998,0.0,288723.88890040066,5325.9870017922085,1.0701695507481306,0,0.0,286352.4205797988,523874.14612174366,30290.446832154328,286.35242057979883,124220.3712903373,3.264059203092104,0.0,5021.250355495594,97.75000697050184,373.5625247452815,1468.7600675317406,6490.010423027335,1842.322592277022,405462.64612174366
17,B11000010,15,27829.91638049429,919.481,356952.8569115186,257.1428569762048,0,602639.1363405962,167.142857151115,1301.984903875927,964.2226181449539,337.76228573097325,True,False,Office,V2B,1,6,800,910,B,0.9790200387539876,46525.571329950304,0.3670442692190142,12.760065285017344,7547.142852893223,137.5714284881024,729.0372779422546,-110.83471531841784,229823.20004999998,0.0,418271.99908731214,5325.9870017922085,1.0701695507481306,0,0.0,245876.76762696326,653422.256308655,36767.8523414999,245.87676762696327,164696.02424317284,3.248474022170167,0.0,7052.142852893223,137.5714284881024,514.9285711327636,1301.984903875927,8354.12775676915,1816.9134750086907,535010.756308655
18,B11000012,0,0.0,406.37,0.0,0.0,0,406370.0,135.0,923.0,650.192,272.808,False,False,Office,V2B,0,1,400,400,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118411.5,0.0,0.0,0.0,0,35424.543870136135,165798.96,118411.5,7894.1,201.22350387013614,0.0,0.0,94.63005681818181,0.0,0.0,0.0,923.0,1017.6300568181819,1017.6300568181819,
19,B11000012,0,0.0,406.37,32282.5581396542,23.25581395357433,0,377577.7906977029,134.9999999999994,876.9324651163236,604.1244651163247,272.80799999999886,True,False,Office,V2B,0,2,400,400,B,0.8918812808410648,0.0,0.07085220194015597,17.21921204896402,593.0232558161454,11.627906976787164,46.067534883676444,-5.857712325941352e-12,0.0,118411.5,37828.21699637673,0.0,0.0,0,35424.543870136135,154051.73860466277,156239.71699637672,9785.510849818837,189.4762824747989,11747.221395337227,3.220184222576388,94.63005681818181,593.0232558161454,11.627906976787164,41.279069767594436,876.9324651163236,1564.5857777506508,1012.8415917020999,37828.21699637672
20,B11000012,15,26933.98670425306,406.37,32282.5581396542,23.25581395357433,0,404781.2087442604,149.86112749516698,950.4893004330501,647.6499339908166,302.8393664422335,False,False,Office,V2B,0,3,400,400,B,0.8994231764546375,243.47168362837007,0.06693072970308125,13.252990368382997,1043.0232558161454,13.127906976787164,91.82888138513158,397.6170548877671,229823.20004999998,0.0,37828.21699637673,5325.9870017922085,1.0701695507481306,0,0.0,165150.73316765824,272978.47421771975,17745.66323695313,165.15073316765825,36072.770702477894,4.2848655982808195,0.0,818.0232558161454,13.127906976787164,65.27906976759444,950.4893004330502,1768.5125562491955,1015.7683702006447,154566.97421771975
