,index,name,Num_EV,TripEnergy,Demand,RES,SolarCapacity,BESS_BatteryCapacity,BuyPowerEnergy,ContractPower,Cost,EnergyCost,ContractCost,Is_opt_solarcapacity,Is_opt_BESS,TripType,ChargeType,ControlRatio,Scinario,DemandClass,cluster,SCR[-],SSR[-],LCOE,Edu,Ebc,Ebcc,PBP,Cini,Canu,Rdu,GHG_prod_ev,GHG_prod_ice,GHG_prod_pv,GHG_prod_charger,GHG_prod_vgi,GHG_prod_BESS,GHG_trvl,GHG_Comsumption,GHG_Total_Production,GHG_Annual_Production,GHG_Total,GHG_Reduction,CPBP,Cost_trvl,Prod_cost,OM_cost,Annual_Prod_cost,ElectricityCost,TotalCost,AnnualCost
0,10,B11000008,3,2634.761904761904,786.858,181384.93272539,130.6666662287145,0,610886.462548616,171.08000001298353,1323.1368041040228,977.4183400777856,345.7184640262372,False,False,Office,V2B,1,5,300,4,0.9756831400087179,0.2239817342132858,19.071567007446998,177498.4849453854,4010.1999284008207,0.0,15.609371653970655,3430.9999888322195,67.13333311435724,332.6516072596137,4035.8481854928614,0.0,14169.609412254063,106.51974003584417,0.021403391014962612,0.0,0.0,367748.2333211815,18311.998741173786,1122.7194035046753,386060.23206235527,94658.36494367069,0.19345357118803913,0.0,3430.9999888322195,67.13333311435724,243.63333255596822,1323.1368041040228,4754.136792936242,1566.770136659991
0,11,B11000008,3,2634.761904761904,786.858,202742.96021970452,146.0526313580698,0,593411.919427003,170.61842105892254,1294.244776359075,949.4590710832048,344.78570527587067,True,False,Office,V2B,1,6,300,4,0.9530588371766945,0.2444343123938333,19.19661073498617,194811.26645270252,6144.21048086028,0.0,16.004972950395445,3823.3420996307796,74.82631567903489,361.5436350045611,4035.8481854928614,0.0,15838.077144735451,106.51974003584417,0.021403391014962612,0.0,0.0,357228.71332026715,19980.46647365517,1206.1427901287445,377209.17979392235,103509.41721210361,0.19303042188627845,0.0,3823.3420996307796,74.82631567903489,270.94342066057385,1294.2447763590753,5117.586875989855,1565.1881970196491
0,12,B11000010,0,0.0,919.555,0.0,0.0,0,919555.0,218.0,1911.8224000000002,1471.288,440.5344,False,False,Office,V2B,0,1,400,2,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0882951772467,0.0,0.0,0.0,0.0,5618.970299593252,553563.9556994553,1418.0882951772467,141.80882951772466,560601.0142942258,0.0,0.0,18.926011363636363,0.0,0.0,0.0,1911.8224,1930.7484113636365,1930.7484113636365
0,13,B11000010,0,0.0,919.555,209020.28732265157,150.57471261942266,0,717156.2070289003,208.00000000120525,1567.7763312486763,1147.4499312462406,420.3264000024357,True,False,Office,V2B,0,2,400,2,0.968321284355047,0.220105152031719,19.148045840588097,202398.79307652736,0.0,0.0,16.896900095276006,3839.6551717952775,75.28735630971133,344.0460687513237,0.0,1418.0882951772467,16328.455655592128,0.0,0.0,0.0,5618.970299593252,431721.67713441345,17746.543950769374,958.2316122973311,455087.19138477603,105513.82290944981,0.16819164978980203,18.926011363636363,3839.6551717952775,75.28735630971133,267.2701148994752,1567.7763312486763,5426.35751440759,1853.972457511788
0,14,B11000010,3,2634.761904761904,919.555,209020.28732265157,150.57471261942266,0,719823.5375610584,207.99999999997695,1572.0440600976472,1151.7176600976936,420.3263999999534,False,False,Office,V2B,0,3,400,2,0.9686598382934215,0.21952843273290704,19.33692384056365,202398.79307652736,70.76464147325578,0.0,0.0,3884.6551717952775,75.58735630971132,358.7043512659893,4035.8481854928614,0.0,16328.455655592128,106.51974003584417,0.021403391014962612,0.0,0.0,433327.38646179397,20470.844984511852,1230.6617156715786,453798.2314463058,106802.78284792003,0.19166958424352068,0.0,3884.6551717952775,75.58735630971132,272.0701148994752,1572.0440600976472,5456.699231892924,1844.1141749971223
0,15,B11000010,3,2634.761904761904,919.555,209173.28592244655,150.684930247053,0,719701.2484715895,208.00000000000347,1571.8483975545505,1151.5219975545433,420.3264000000072,True,False,Office,V2B,0,4,400,2,0.9685359513715476,0.2196610259020869,19.339254189071504,202521.01230165598,70.8351807549392,0.0,0.0,3887.4657212998513,75.64246512352649,358.900013809086,4035.8481854928614,0.0,16340.407753085252,106.51974003584417,0.021403391014962612,0.0,0.0,433253.7695143517,20482.797082004974,1231.2593205462347,453736.5665963566,106864.44769786921,0.1916708271390185,0.0,3887.4657212998513,75.64246512352649,272.26575118851906,1571.8483975545505,5459.314118854401,1844.1141487430696
0,16,B11000010,3,2634.761904761904,919.555,209173.28592244655,150.684930247053,0,716053.5689987155,197.99999999951612,1545.8041103969672,1145.6857103979448,400.1183999990224,False,False,Office,V2B,1,5,400,2,0.9768572391784139,0.22140784733859958,18.99941904309373,205013.03770403445,4303.451696802665,0.0,15.496625166689247,3941.4657212998513,77.14246512352649,384.9443009666693,4035.8481854928614,0.0,16340.407753085252,106.51974003584417,0.021403391014962612,0.0,0.0,431057.8988180607,20482.797082004974,1231.2593205462347,451540.69590006565,109060.31839416019,0.1878116383997441,0.0,3941.4657212998513,77.14246512352649,279.16575118851904,1545.8041103969672,5487.269831696818,1824.9698615854863
0,17,B11000010,3,2634.761904761904,919.555,232081.32811887035,167.18749999558432,0,696882.1712743129,197.9999999996245,1515.129874038142,1115.0114740389006,400.11839999924126,True,False,Office,V2B,1,6,400,2,0.9582243716061761,0.2408803088237868,19.11317267577902,223955.3102721304,6338.232579305041,0.0,15.885865963634433,4362.2812498874,85.39374999779216,415.6185373254946,4035.8481854928614,0.0,18129.961082821785,106.51974003584417,0.021403391014962612,0.0,0.0,419516.8873933957,22272.350411741507,1320.7369870330613,441789.23780513724,118811.7764890886,0.1874591144909524,0.0,4362.2812498874,85.39374999779216,308.45781249216213,1515.129874038142,5877.411123925542,1823.587686530304
0,18,B11000012,0,0.0,406.374,0.0,0.0,0,406374.0,135.0,923.0064,650.1984,272.808,False,False,Office,V2B,0,1,200,2,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0882951772467,0.0,0.0,0.0,0.0,5618.970299593252,244633.54441377672,1418.0882951772467,141.80882951772466,251670.60300854722,0.0,0.0,18.926011363636363,0.0,0.0,0.0,923.0064,941.9324113636363,941.9324113636363
0,19,B11000012,0,0.0,406.374,33857.32371427399,24.39024868657853,0,376213.6785928137,135.00000000098254,874.7498857504874,601.9418857485019,272.8080000019856,True,False,Office,V2B,0,2,200,2,0.890806451064546,0.07421813989196097,20.814241207042937,30160.322380455746,0.0,0.0,19.513351762098825,621.9513415077525,12.195124343289265,48.25651424951252,0.0,1418.0882951772467,2644.9002437364816,0.0,0.0,0.0,5618.970299593252,226477.2983781084,4062.988538913728,274.05384170454874,236159.25721661537,15511.345791931846,0.2619365587882821,18.926011363636363,621.9513415077525,12.195124343289265,43.292691418676895,874.7498857504875,1515.6272386218764,936.9685885328007
0,20,B11000012,3,2807.5396825396824,406.374,33857.32371427399,24.39024868657853,0,379088.8719589917,140.09523809523705,889.6466522772419,606.5421951343868,283.1044571428551,False,False,Office,V2B,0,3,200,2,0.8918602460125542,0.0737774666203399,22.10098195991875,30160.322380455746,35.678676683180456,0.0,0.0,666.9513415077525,12.495124343289266,52.28575908639448,4035.8481854928614,0.0,2644.9002437364816,106.51974003584417,0.021403391014962612,0.0,0.0,228208.13928831203,6787.289572656202,546.4839450787962,234995.42886096824,16675.174147578975,0.40702960656285747,0.0,666.9513415077525,12.495124343289266,48.09269141867689,889.6466522772419,1556.5979937849943,937.7393436959187
