,index,name,Num_EV,TripEnergy,Demand,RES,SolarCapacity,BESS_BatteryCapacity,BuyPowerEnergy,ContractPower,Cost,EnergyCost,ContractCost,Is_opt_solarcapacity,Is_opt_BESS,TripType,ChargeType,ControlRatio,Scinario,DemandClass,cluster,SCR[-],SSR[-],LCOE,Edu,Ebc,Ebcc,PBP,Cini,Canu,Rdu,GHG_prod_ev,GHG_prod_ice,GHG_prod_pv,GHG_prod_charger,GHG_prod_vgi,GHG_prod_BESS,GHG_trvl,GHG_Comsumption,GHG_Total_Production,GHG_Annual_Production,GHG_Total,GHG_Reduction,CPBP,Cost_trvl,Prod_cost,OM_cost,Annual_Prod_cost,ElectricityCost,TotalCost,AnnualCost
0,0,B11000005,0,0.0,658.682,0.0,0.0,0,658682.0,145.0,1346.9072,1053.8912,293.016,False,False,Office,V2B,0,1,300,4,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4726.960983924156,0.0,0.0,0.0,0.0,18729.90099864417,396520.7230323674,4726.960983924156,472.6960983924156,419977.58501493576,0.0,0.0,63.08670454545454,0.0,0.0,0.0,1346.9072,1409.9939045454546,1409.9939045454546
0,1,B11000005,0,0.0,658.682,129954.4680224415,93.61702123145302,0,534067.2768289037,145.00000000071705,1147.5236429276952,854.507642926246,293.0160000014491,True,False,Office,V2B,0,2,300,4,0.9589106496333264,0.18918798958245747,19.33596247819056,124614.72335415226,0.0,0.0,18.127464850064197,2387.2340414020523,46.80851061572651,199.38355707230494,0.0,4726.960983924156,10151.912981896206,0.0,0.0,0.0,18729.90099864417,321503.7647242895,14878.873965820363,980.2917474872258,355112.539688754,64865.045326181746,0.22938200213998372,63.08670454545454,2387.2340414020523,46.80851061572651,166.1702126858291,1147.5236429276952,3597.8443888752017,1376.7805601589787
0,2,B11000005,10,10916.190476190475,658.682,129954.4680224415,93.61702123145302,0,545162.0719868477,145.00000000001188,1165.2753151789805,872.2593151789564,293.0160000000241,False,False,Office,V2B,0,3,300,4,0.9601867856772404,0.1862555932861997,20.368042273174147,124614.72335415226,165.83958071109157,0.0,0.0,2537.2340414020523,47.80851061572651,244.71858936647413,13452.827284976203,0.0,10151.912981896206,355.06580011948057,0.07134463671654204,0.0,0.0,328182.73302450706,23959.877411628604,1888.3920920680505,352142.61043613567,67834.97457880009,0.35320832005023833,0.0,2537.2340414020523,47.80851061572651,182.1702126858291,1165.2753151789805,3702.509356581033,1347.4455278648095
0,3,B11000005,10,10916.190476190475,658.682,131270.7065217469,94.56521739130996,0,544103.9442720072,145.0000000000006,1163.5823108352129,870.5663108352117,293.01600000000127,True,False,Office,V2B,0,4,300,4,0.9586197407102586,0.1878350236115933,20.39071410735575,125661.3913043556,177.29934437549343,0.0,0.0,2561.413043478404,48.28260869565498,246.41159371024173,13452.827284976203,0.0,10254.736216154397,355.06580011948057,0.07134463671654204,0.0,0.0,327545.7495232893,24062.700645886795,1893.53325378096,351608.4501691761,68369.13484575966,0.3519526859623439,0.0,2561.413043478404,48.28260869565498,183.85326086957517,1163.5823108352129,3724.9953543136166,1347.4355717047881
0,4,B11000005,10,10916.190476190475,658.682,131270.7065217469,94.56521739130996,0,538888.7053528194,125.99999999999136,1116.8427285644937,862.2219285645111,254.6207999999825,False,False,Office,V2B,1,5,300,4,0.9929599350561514,0.19450081564804944,20.895887679560623,126585.54560349345,5609.315217392938,0.0,14.134323123307858,2741.413043478404,53.28260869565498,293.15117598096094,13452.827284976203,0.0,10254.736216154397,355.06580011948057,0.07134463671654204,0.0,0.0,324406.2219409007,24062.700645886795,1893.53325378096,348468.9225867875,71508.66242814827,0.33650049978301494,0.0,2741.413043478404,53.28260869565498,206.85326086957517,1116.8427285644937,3858.2557720428977,1323.695989434069
0,5,B11000005,10,10916.190476190475,658.682,199324.102486038,143.5897435335072,0,477243.2862229458,126.00000000000472,1018.2100579567228,763.5892579567133,254.6208000000096,True,False,Office,V2B,1,6,300,4,0.9042369974589702,0.26750727069844776,18.910321596151594,184105.79758148192,28695.358941759736,0.0,15.406984007606725,3991.538460104434,77.7948717667536,391.78384658873176,13452.827284976203,0.0,15570.999400215947,355.06580011948057,0.07134463671654204,0.0,0.0,287296.2262752975,29378.963829948345,2159.3464129840377,316675.19010524586,103302.3949096899,0.2843977030313027,0.0,3991.538460104434,77.7948717667536,293.87179477197526,1018.2100579567228,5009.748518061157,1312.081852728698
0,6,B11000008,0,0.0,786.858,0.0,0.0,0,786858.0,187.0,1636.8624,1258.9728,377.8896,False,False,Office,V2B,0,1,300,4,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4726.960983924156,0.0,0.0,0.0,0.0,18729.90099864417,473681.53841125546,4726.960983924156,472.6960983924156,497138.4003938238,0.0,0.0,63.08670454545454,0.0,0.0,0.0,1636.8624,1699.9491045454545,1699.9491045454545
0,7,B11000008,0,0.0,786.858,181230.6924630209,130.55555412817128,0,611745.7239377663,177.0833333774526,1336.643158389582,978.793158300426,357.85000008915625,True,False,Office,V2B,0,2,300,4,0.9662396245827195,0.22254622339524727,19.189298254306625,175112.27624833747,0.0,0.0,16.789138891772204,3329.1666302683675,65.27777706408564,300.21924161041784,0.0,4726.960983924156,14157.560317323328,0.0,0.0,0.0,18729.90099864417,368265.5010578126,18884.521301247485,1180.574114258582,405879.92335770425,91258.47703611956,0.20693443408849685,63.08670454545454,3329.1666302683675,65.27777706408564,231.736108577504,1336.6431583895821,4728.896493203404,1631.4659715125406
0,8,B11000008,10,10916.190476190475,786.858,181230.6924630209,130.55555412817128,0,622748.1285329575,178.8293651222055,1357.7753866916848,996.397005652732,361.37838103895297,False,False,Office,V2B,0,3,300,4,0.9676644944345059,0.21972987313557077,19.913678385070693,175112.27624833747,258.230149908922,0.0,0.0,3479.1666302683675,66.27777706408564,342.1737178537694,13452.827284976203,0.0,14157.560317323328,355.06580011948057,0.07134463671654204,0.0,0.0,374888.85105854116,27965.524747055726,2088.6744588394067,402854.3758055969,94284.02458822692,0.2966093658940788,0.0,3479.1666302683675,66.27777706408564,247.736108577504,1357.775386691685,4836.942016960053,1605.511495269189
0,9,B11000008,10,10916.190476190475,786.858,182131.5013557579,131.20448176044226,0,622050.5072655779,178.80989729403876,1356.6198520767182,995.2808116249246,361.3390404517936,True,False,Office,V2B,0,4,300,4,0.966708814158328,0.220603955343069,19.929638719450494,175805.77139415595,262.356302347368,0.0,0.0,3495.7142848912777,66.60224088022113,343.3292524687363,13452.827284976203,0.0,14227.930606483413,355.06580011948057,0.07134463671654204,0.0,0.0,374468.8892418464,28035.89503621581,2092.192973297411,402504.78427806223,94633.61611576157,0.29625725177742973,0.0,3495.7142848912777,66.60224088022113,248.887955124785,1356.6198520767182,4852.334136967996,1605.5078072015033
