,0
B11002272,3
B11002273,3
B11002274,3
B11002275,3
B11002277,6
B11002278,6
B11002284,4
B11002285,6
B11002286,6
B11002287,6
B11002289,8
B11002290,3
B11002291,1
B11002292,0
B11002293,5
B11002294,5
B11002295,3
B11002296,9
B11002297,8
B11002298,7
B11002299,8
B11002300,8
B11002301,9
B11002302,8
B11002303,4
B11002304,4
B11002305,9
B11002306,3
B11002307,5
B11002308,2
B11002309,8
B11002310,4
B11002311,7
B11002312,8
B11002315,7
B11002316,7
B11002318,7
B11002319,7
B11002320,7
B11002321,7
B11002322,7
B11002323,7
B11002324,7
B11002325,7
B11002326,7
B11002327,7
B11002328,7
B11002329,7
B11002330,7
B11002331,7
B11002332,7
B11002333,7
B11002334,7
B11002335,2
B11002336,7
B11002337,9
B11002338,9
B11002339,9
B11002340,9
B11002341,6
B11002342,9
B11002343,9
B11002344,3
B11002345,9
B11002346,9
B11002347,9
B11002348,9
B11002349,3
B11002350,3
B11002351,9
B11002352,9
B11002353,9
B11002354,9
B11002355,9
B11002356,3
B11002357,9
B11002358,9
B11002359,9
B11002360,9
B11002361,9
B11002362,9
B11002363,9
B11002364,9
B11002365,9
B11002366,9
B11002367,3
B11002368,3
B11002369,7
B11002370,7
B11002372,1
B11002373,0
B11002374,0
B11002375,0
B11002376,0
B11002377,0
B11002378,0
B11002379,0
B11002380,0
B11002381,0
B11002382,0
B11002383,3
B11002384,5
B11002388,0
B11002389,0
B11002390,0
B11002391,0
B11002392,0
B11002393,0
B11002394,0
B11002395,0
B11002396,0
B11002398,3
B11002399,9
B11002400,4
B11002401,2
B11002402,4
B11002403,4
B11002404,0
B11002405,0
B11002406,8
B11002407,4
B11002408,3
B11002410,3
B11002420,3
B11002421,9
B11002422,3
B11002424,3
B11002425,3
B11002429,3
B11002430,3
B11002435,1
B11002436,9
B11002437,2
B11002438,9
B11002439,6
B11002440,6
B11002441,4
B11002442,6
B11002443,6
B11002444,4
B11002445,6
B11002446,6
B11002447,6
B11002448,6
B11002449,3
B11002450,3
B11002451,6
B11002452,6
B11002453,6
B11002454,6
B11002455,6
B11002456,6
B11002457,6
B11002458,6
B11002459,6
B11002460,6
B11002461,6
B11002462,6
B11002463,6
B11002464,6
B11002465,6
B11002466,6
B11002467,6
B11002468,6
B11002469,6
B11002471,9
B11002472,9
B11002473,9
B11002474,9
B11002475,9
B11002476,9
B11002477,9
B11002478,3
B11002479,9
B11002480,9
B11002481,9
B11002482,9
B11002483,9
B11002484,9
B11002485,9
B11002486,9
B11002487,9
B11002488,9
B11002489,9
B11002490,3
B11002491,9
B11002492,9
B11002493,9
B11002494,9
B11002495,9
B11002496,9
B11002497,9
B11002498,9
B11002499,3
B11002500,9
B11002501,9
B11002502,9
B11002504,5
B11002505,5
B11002506,9
B11002507,9
B11002508,9
B11002509,4
B11002510,9
B11002511,3
B11002512,9
B11002513,9
B11002514,9
B11002515,9
B11002516,9
B11002517,9
B11002519,9
B11002520,9
B11002521,9
B11002522,9
B11002523,9
B11002524,9
B11002525,9
B11002526,9
B11002527,9
B11002528,9
B11002529,9
B11002530,9
B11002531,9
B11002532,9
B11002533,9
B11002534,9
B11002535,5
B11002536,9
B11002537,9
B11002538,9
B11002539,9
B11002540,0
B11002541,0
B11002542,0
B11002543,0
B11002544,0
B11002545,0
B11002546,9
B11002547,4
B11002548,5
B11002549,5
B11002550,4
B11002551,2
B11002552,9
B11002553,6
B11002554,1
B11002555,1
B11002556,4
B11002557,4
B11002558,4
B11002559,4
B11002560,8
B11002561,0
B11002562,0
B11002563,0
B11002564,0
B11002565,0
B11002566,0
B11002567,0
B11002568,0
B11002569,0
B11002570,0
B11002571,0
B11002572,8
B11002573,0
B11002574,0
B11002575,0
B11002576,0
B11002577,0
B11002578,0
B11002579,0
B11002580,0
B11002581,0
B11002582,0
B11002583,0
B11002584,0
B11002585,0
B11002586,0
B11002587,0
B11002588,0
B11002589,0
B11002590,0
B11002591,8
B11002592,0
B11002593,2
B11002594,9
B11002595,8
B11002596,4
B11002597,4
B11002599,4
B11002600,4
B11002601,2
B11002602,8
B11002603,2
B11002604,2
B11002605,8
B11002606,8
B11002607,8
B11002608,8
B11002609,8
B11002610,8
B11002611,8
B11002612,2
B11002613,2
B11002614,0
B11002615,0
B11002616,0
B11002617,0
B11002618,0
B11002619,0
B11002620,0
B11002621,0
B11002622,0
B11002623,0
B11002624,0
B11002625,0
B11002626,0
B11002627,8
B11002628,8
B11002629,8
B11002630,8
B11002631,8
B11002632,8
B11002633,2
B11002634,8
B11002635,8
B11002636,2
B11002637,8
B11002638,8
B11002639,2
B11002640,8
B11002641,4
B11002642,8
B11002643,4
B11002644,9
B11002645,8
B11002646,8
B11002647,8
B11002648,5
B11002649,8
B11002650,5
B11002651,8
B11002654,4
B11002655,4
B11002656,8
B11002658,0
B11002659,0
B11002660,0
B11002661,0
B11002662,0
B11002663,0
B11002664,0
B11002665,1
B11002666,0
B11002667,0
B11002668,0
B11002669,0
B11002670,0
B11002671,0
B11002672,0
B11002673,0
B11002674,0
B11002675,8
B11002678,5
B11002679,2
B11002680,4
B11002682,8
B11002683,8
B11002684,2
B11002685,4
B11002686,8
B11002687,0
B11002688,0
B11002689,8
B11002690,9
B11002691,0
B11002692,1
B11002693,4
B11002694,8
B11002695,9
B11002698,0
B11002699,1
B11002700,1
B11002701,0
B11002702,8
B11002703,9
B11002704,0
B11002705,2
B11002706,2
B11002708,4
B11002709,8
B11002710,8
B11002711,4
B11002712,7
B11002713,8
B11002714,7
B11002715,0
B11002716,8
B11002717,0
B11002718,2
B11002719,8
B11002720,0
B11002721,8
B11002722,0
B11002723,0
B11002724,0
B11002725,1
B11002726,5
B11002728,4
B11002729,4
B11002730,3
B11002731,8
B11002732,4
B11002733,8
B11002734,8
B11002736,4
B11002737,6
B11002738,2
B11002739,8
B11002740,2
B11002741,0
B11002742,9
B11002743,0
B11002744,8
B11002745,8
B11002746,8
B11002747,4
B11002748,8
B11002749,0
B11002750,2
B11002751,4
B11002752,8
B11002755,4
B11002757,8
B11002760,4
B11002761,4
B11002762,2
B11002766,8
B11002767,2
B11002769,8
B11002770,7
B11002771,8
B11002772,8
B11002773,4
B11002774,4
B11002775,8
B11002776,9
B11002777,4
B11002780,8
B11002781,5
B11002782,8
B11002783,9
B11002784,8
B11002785,8
B11002786,2
B11002787,2
B11002788,8
B11002789,8
B11002790,5
B11002791,4
B11002792,6
B11002793,6
B11002794,6
B11002795,3
B11002796,3
B11002797,2
B11002798,4
B11002800,5
B11002801,5
B11002802,7
B11002803,5
B11002804,8
B11002805,8
B11002806,6
B11002807,4
B11002809,0
B11002810,0
B11002811,0
B11002812,0
B11002813,0
B11002814,4
B11002815,8
B11002816,9
B11002817,9
B11002818,8
B11002819,4
B11002820,1
B11002825,4
B11002826,2
B11002827,8
B11002828,8
B11002829,6
B11002830,7
B11002831,6
B11002832,5
B11002833,6
B11002834,8
B11002835,9
B11002836,3
B11002837,3
B11002838,3
B11002839,9
B11002840,3
B11002841,2
B11002842,3
B11002844,4
B11002845,8
B11002847,8
B11002848,2
B11002849,4
B11002850,8
B11002851,8
B11002852,4
B11002853,5
B11002854,4
B11002855,4
B11002856,8
B11002858,8
B11002859,8
B11002860,4
B11002861,2
B11002862,9
B11002863,4
B11002865,4
B11002866,4
B11002867,4
B11002868,9
B11002870,8
B11002871,5
B11002873,4
B11002874,4
B11002875,4
B11002876,4
B11002877,4
B11002878,2
B11002879,2
B11002880,2
B11002881,3
B11002883,4
B11002884,5
B11002885,1
B11002886,4
B11002887,4
B11002888,4
B11002889,4
B11002890,4
B11002891,4
B11002892,4
B11002893,4
B11002894,4
B11002895,4
B11002896,4
B11002897,4
B11002898,4
B11002899,4
B11002900,4
B11002901,4
B11002902,4
B11002903,4
B11002904,0
B11002905,0
B11002906,0
B11002907,0
B11002908,0
B11002909,0
B11002910,0
B11002912,0
B11002913,0
B11002914,0
B11002915,0
B11002917,7
B11002918,4
B11002919,4
B11002920,4
B11002921,0
B11002922,0
B11002923,0
B11002924,0
B11002925,0
B11002926,4
B11002927,0
B11002928,0
B11002929,0
B11002930,0
B11002931,0
B11002932,0
B11002933,8
B11002934,0
B11002935,0
B11002936,0
B11002937,2
B11002938,7
B11002939,2
B11002940,2
B11002941,2
B11002942,2
B11002943,7
B11002944,4
B11002945,2
B11002946,4
B11002947,4
B11002948,9
B11002949,4
B11002950,4
B11002951,4
B11002952,4
B11002953,4
B11002954,4
B11002955,4
B11002956,4
B11002957,0
B11002958,0
B11002959,0
B11002960,0
B11002961,0
B11002962,0
B11002963,0
B11002964,0
B11002965,0
B11002966,0
B11002967,0
B11002968,3
B11002969,6
B11002970,3
B11002971,3
B11002972,3
B11002973,3
B11002974,3
B11002975,3
B11002976,3
B11002977,3
B11002978,3
B11002979,3
B11002980,5
B11002981,9
B11002982,9
B11002983,9
B11002984,9
B11002985,9
B11002986,9
B11002987,9
B11002988,9
B11002989,9
B11002990,9
B11002991,9
B11002992,9
B11002993,9
B11002994,9
B11002995,9
B11002996,9
B11002997,9
B11002998,9
B11002999,9
B11003000,9
B11003001,9
B11003002,9
B11003003,9
B11003004,9
B11003005,9
B11003006,9
B11003007,9
B11003008,9
B11003009,9
B11003010,9
B11003011,9
B11003012,9
B11003013,9
B11003014,9
B11003015,9
B11003016,9
B11003017,9
B11003018,9
B11003019,9
B11003020,9
B11003021,9
B11003022,9
B11003023,3
B11003024,3
B11003025,9
B11003026,9
B11003027,9
B11003028,9
B11003029,9
B11003030,9
B11003031,9
B11003032,9
B11003033,6
B11003034,4
B11003035,8
B11003036,5
B11003037,4
B11003038,1
B11003039,1
B11003040,9
B11003041,1
B11003042,0
B11003043,0
B11003044,0
B11003045,0
B11003046,0
B11003047,0
B11003048,0
B11003049,0
B11003050,7
B11003051,0
B11003052,0
B11003053,4
B11003054,4
B11003055,4
B11003056,5
B11003057,5
B11003058,0
B11003059,0
B11003060,0
B11003061,0
B11003062,0
B11003063,0
B11003064,0
B11003065,0
B11003067,0
B11003068,0
B11003069,0
B11003070,0
B11003071,0
B11003072,0
B11003073,0
B11003074,4
B11003075,0
B11003076,1
B11003077,4
B11003078,2
B11003079,8
B11003080,0
B11003081,0
B11003082,0
B11003084,0
B11003085,0
B11003087,1
B11003088,1
B11003089,1
B11003090,1
B11003091,1
B11003092,1
B11003093,9
B11003094,1
B11003095,1
B11003096,1
B11003097,1
B11003098,1
B11003099,1
B11003100,1
B11003101,1
B11003102,1
B11003103,1
B11003104,1
B11003105,9
B11003106,9
B11003107,3
B11003108,9
B11003109,9
B11003110,9
B11003111,9
B11003112,3
B11003114,9
B11003115,9
B11003116,9
B11003117,9
B11003118,9
B11003119,3
B11003120,3
B11003121,9
B11003122,3
B11003123,3
B11003124,6
B11003125,9
B11003126,9
B11003127,9
B11003128,9
B11003129,9
B11003130,3
B11003131,9
B11003132,3
B11003133,3
B11003134,9
B11003135,9
B11003136,3
B11003137,3
B11003138,9
B11003139,9
B11003140,9
B11003141,9
B11003142,3
B11003143,9
B11003144,9
B11003145,8
B11003146,2
B11003147,8
B11003148,8
B11003149,8
B11003151,0
B11003152,0
B11003153,0
B11003154,0
B11003155,0
B11003156,0
B11003157,7
B11003158,0
B11003159,0
B11003160,0
B11003161,0
B11003162,0
B11003163,0
B11003164,0
B11003165,5
B11003166,0
B11003167,0
B11003168,8
B11003169,2
B11003170,9
B11003171,4
B11003172,0
B11003173,0
B11003174,0
B11003175,0
B11003176,5
B11003177,0
B11003178,0
B11003179,0
B11003180,0
B11003181,0
B11003182,0
B11003183,0
B11003184,0
B11003185,0
B11003186,0
B11003187,7
B11003188,0
B11003189,2
B11003190,0
B11003191,0
B11003192,0
B11003193,0
B11003194,4
B11003195,4
B11003196,4
B11003197,4
B11003198,4
B11003199,4
B11003200,4
B11003201,4
B11003202,4
B11003203,4
B11003204,4
B11003205,4
B11003206,4
B11003207,4
B11003208,4
B11003209,9
B11003210,4
B11003211,4
B11003212,4
B11003213,4
B11003214,4
B11003215,4
B11003216,4
B11003217,4
B11003218,0
B11003219,0
B11003220,0
B11003221,0
B11003222,0
B11003223,0
B11003224,0
B11003225,0
B11003226,0
B11003227,0
B11003228,0
B11003230,0
B11003231,0
B11003232,4
B11003233,0
B11003234,0
B11003235,0
B11003236,0
B11003237,3
B11003238,3
B11003239,0
B11003240,7
B11003241,0
B11003242,0
B11003243,0
B11003244,0
B11003245,0
B11003246,0
B11003247,0
B11003248,0
B11003249,0
B11003250,0
B11003251,0
B11003252,0
B11003253,0
B11003254,0
B11003255,0
B11003256,0
B11003257,0
B11003258,5
B11003259,5
B11003260,5
B11003261,5
B11003262,5
B11003263,5
B11003264,5
B11003265,5
B11003266,3
B11003267,1
B11003268,3
B11003269,3
B11003270,3
B11003271,3
B11003272,3
B11003273,1
B11003274,1
B11003275,3
B11003276,3
B11003277,1
B11003278,1
B11003279,7
B11003280,1
B11003282,1
B11003283,3
B11003284,3
B11003285,6
B11003286,0
B11003287,0
B11003288,0
B11003289,6
B11003290,0
B11003291,0
B11003292,4
B11003293,4
B11003294,4
B11003295,4
B11003296,4
B11003297,4
B11003298,4
B11003299,4
B11003300,4
B11003301,4
B11003302,4
B11003303,8
B11003304,9
B11003305,9
B11003306,5
B11003307,5
B11003308,5
B11003309,5
B11003310,5
B11003311,5
B11003312,5
B11003313,1
B11003316,0
B11003317,1
B11003318,1
B11003319,1
B11003320,1
B11003321,1
B11003322,1
B11003323,1
B11003324,1
B11003326,7
B11003327,1
B11003328,9
B11003329,3
B11003330,3
B11003331,9
B11003332,9
B11003333,5
B11003334,0
B11003335,0
B11003336,0
B11003337,0
B11003338,0
B11003339,0
B11003340,0
B11003341,0
B11003342,0
B11003343,0
B11003344,0
B11003345,0
B11003346,0
B11003347,7
B11003348,0
B11003349,0
B11003350,0
B11003351,0
B11003354,5
B11003355,5
B11003356,5
B11003357,5
B11003358,5
B11003359,5
B11003360,5
B11003361,5
B11003362,5
B11003363,9
B11003364,5
B11003365,5
B11003366,4
B11003368,1
B11003369,9
B11003370,4
B11003372,7
B11003373,1
B11003376,0
B11003377,0
B11003378,0
B11003379,9
B11003380,0
B11003381,0
B11003382,0
B11003383,0
B11003384,0
B11003385,0
B11003386,0
B11003387,7
B11003388,0
B11003389,8
B11003390,2
B11003391,8
B11003392,9
B11003393,9
B11003394,8
B11003395,4
B11003396,5
B11003397,8
B11003398,7
B11003400,1
B11003401,1
B11003402,1
B11003403,1
B11003404,7
B11003405,6
B11003406,7
B11003407,6
B11003408,5
B11003409,5
B11003410,9
B11003411,9
B11003412,9
B11003415,0
B11003416,0
B11003417,0
B11003419,8
B11003420,4
B11003421,4
B11003423,8
B11003424,8
B11003425,2
B11003426,4
B11003427,4
B11003428,3
B11003429,8
B11003430,0
B11003431,8
B11003432,8
B11003433,2
B11003434,0
B11003435,7
B11003436,4
B11003437,4
B11003438,4
B11003439,4
B11003440,8
B11003442,8
B11003443,8
B11003444,4
B11003445,5
B11003447,4
B11003448,5
B11003450,5
B11003451,8
B11003452,4
B11003454,2
B11003455,9
B11003456,8
B11003460,9
B11003461,2
B11003462,8
B11003463,8
B11003464,8
B11003465,9
B11003466,8
B11003467,3
B11003468,9
B11003470,5
B11003471,8
B11003472,4
B11003473,8
B11003474,4
B11003475,4
B11003477,8
B11003478,2
B11003479,5
B11003480,4
B11003481,4
B11003482,8
B11003483,9
B11003484,9
B11003485,4
B11003486,8
B11003487,8
B11003488,8
B11003489,8
B11003490,8
B11003491,8
B11003492,6
B11003493,5
B11003494,8
B11003495,9
B11003496,9
B11003497,4
B11003498,5
B11003499,8
B11003500,8
B11003501,8
B11003502,7
B11003503,7
B11003504,1
B11003505,7
B11003506,7
B11003507,6
B11003508,2
B11003509,5
B11003510,3
B11003511,4
B11003513,6
B11003514,2
B11003515,4
B11003516,7
B11003517,2
B11003518,8
B11003520,4
B11003521,9
B11003522,8
B11003523,4
B11003524,5
B11003525,4
B11003526,3
B11003527,4
B11003528,8
B11003529,8
B11003530,4
B11003531,4
B11003533,3
B11003534,8
B11003535,1
B11003536,7
B11003537,7
B11003538,2
B11003539,4
B11003540,8
B11003541,9
B11003542,9
B11003543,8
B11003544,4
B11003545,8
B11003546,9
B11003547,4
B11003548,7
B11003549,4
B11003550,4
B11003551,5
B11003552,1
B11003553,5
B11003554,8
B11003555,7
B11003556,2
B11003557,2
B11003559,4
B11003560,9
B11003561,1
B11003562,9
B11003563,4
B11003564,8
B11003565,3
B11003566,7
B11003567,8
B11003568,2
B11003569,7
B11003570,9
B11003571,9
B11003572,4
B11003573,8
B11003574,1
B11003575,9
B11003576,8
B11003577,8
B11003578,8
B11003579,2
B11003580,3
B11003581,6
B11003582,2
B11003583,3
B11003584,3
B11003585,2
B11003586,6
B11003587,3
B11003588,2
B11003589,3
B11003590,3
B11003591,6
B11003592,6
B11003593,6
B11003594,4
B11003595,4
B11003597,4
B11003598,4
B11003599,8
B11003600,4
B11003601,4
B11003602,4
B11003604,4
B11003605,4
B11003606,4
B11003607,4
B11003608,4
B11003609,4
B11003610,4
B11003611,4
B11003612,4
B11003613,4
B11003614,4
B11003615,4
B11003616,5
B11003617,5
B11003618,5
B11003619,4
B11003620,5
B11003621,3
B11003622,9
B11003623,3
B11003624,7
B11003625,5
B11003626,5
B11003627,5
B11003628,5
B11003629,5
B11003630,5
B11003631,5
B11003632,5
B11003633,5
B11003634,5
B11003635,5
B11003636,9
B11003637,5
B11003638,5
B11003639,3
B11003640,5
B11003641,3
B11003642,9
B11003644,1
B11003645,3
B11003646,9
B11003647,3
B11003648,1
B11003649,3
B11003650,9
B11003652,3
B11003653,3
B11003655,3
B11003656,3
B11003658,9
B11003659,3
B11003660,3
B11003663,3
B11003664,9
B11003665,8
B11003666,8
B11003667,8
B11003668,4
B11003670,5
B11003671,5
B11003672,5
B11003673,5
B11003674,5
B11003675,5
B11003676,5
B11003677,5
B11003679,3
B11003680,4
B11003682,9
B11003683,3
B11003684,3
B11003686,3
B11003687,9
B11003688,9
B11003689,3
B11003690,3
B11003691,9
B11003692,3
B11003693,9
B11003694,9
B11003695,9
B11003696,9
B11003697,9
B11003698,9
B11003699,9
B11003700,9
B11003701,9
B11003702,9
B11003703,9
B11003707,8
B11003709,2
B11003710,8
B11003711,6
B11003715,6
B11003716,2
B11003720,3
B11003721,2
B11003725,6
B11003726,3
B11003728,3
B11003730,3
B11003733,8
B11003735,4
B11003736,6
B11003737,3
B11003738,4
B11003739,8
B11003740,8
B11003741,4
B11003742,4
B11003743,1
B11003744,4
B11003745,2
B11003746,4
B11003748,5
B11003749,8
B11003750,4
B11003751,1
B11003752,8
B11003753,4
B11003754,2
B11003755,1
B11003756,4
B11003757,9
B11003758,1
B11003759,1
B11003760,1
B11003761,1
B11003762,5
B11003763,5
B11003765,5
B11003766,5
B11003767,5
B11003768,5
B11003769,5
B11003770,5
B11003771,5
B11003772,5
B11003773,5
B11003774,5
B11003775,5
B11003776,9
B11003777,0
B11003778,0
B11003779,0
B11003780,5
B11003781,5
B11003782,5
B11003783,5
B11003784,5
B11003785,9
B11003786,1
B11003787,4
B11003789,4
B11003791,8
B11003792,4
B11003795,8
B11003797,9
B11003798,4
B11003800,8
B11003803,4
B11003805,9
B11003808,8
B11003809,5
B11003811,2
B11003819,8
B11003822,8
B11003823,8
B11003824,4
B11003826,4
B11003828,8
B11003829,8
B11003830,4
B11003831,8
B11003833,8
B11003834,4
B11003838,8
B11003839,2
B11003840,8
B11003841,4
B11003842,6
B11003843,2
B11003844,2
B11003845,4
B11003846,9
B11003847,8
B11003849,2
B11003850,8
B11003851,5
B11003852,9
B11003856,8
B11003858,2
B11003859,9
B11003860,9
B11003861,9
B11003862,6
B11003863,6
B11003864,9
B11003865,8
B11003866,3
B11003867,9
B11003868,4
B11003869,3
B11003870,9
B11003871,3
B11003872,9
B11003873,3
B11003874,7
B11003875,2
B11003880,2
B11003881,8
B11003883,9
B11003884,8
B11003886,8
B11003887,9
B11003888,4
B11003889,4
B11003890,4
B11003891,4
B11003892,5
B11003893,8
B11003894,4
B11003895,2
B11003896,8
B11003897,9
B11003899,8
B11003900,2
B11003901,4
B11003902,4
B11003903,4
B11003904,6
B11003905,4
B11003907,9
B11003908,8
B11003909,4
B11003910,4
B11003912,4
B11003916,9
B11003919,8
B11003920,4
B11003922,5
B11003924,9
B11003926,4
B11003928,2
B11003929,6
B11003930,6
B11003931,6
B11003932,8
B11003933,4
B11003934,8
B11003935,4
B11003937,4
B11003938,8
B11003939,8
B11003941,9
B11003942,4
B11003943,6
B11003944,1
B11003945,1
B11003946,9
B11003947,1
B11003948,6
B11003949,7
B11003950,1
B11003951,4
B11003954,1
B11003955,6
B11003956,6
B11003958,6
B11003961,3
B11003962,3
B11003963,6
B11003964,8
B11003965,3
B11003966,3
B11003967,3
B11003968,3
B11003969,7
B11003971,6
B11003972,3
B11003974,8
B11003977,8
B11003983,4
B11003985,4
B11003989,4
B11003994,9
B11003997,4
B11004002,4
B11004003,8
B11004006,8
B11004007,4
B11004011,8
B11004015,2
B11004016,8
B11004021,8
B11004024,8
B11004026,9
B11004027,1
B11004028,3
B11004029,8
B11004031,2
B11004032,8
B11004033,4
B11004034,4
B11004035,9
B11004036,7
B11004037,2
B11004038,7
B11004039,0
B11004040,0
B11004041,0
B11004042,0
B11004043,1
B11004044,4
B11004045,0
B11004046,5
B11004049,4
B11004050,8
B11004054,8
B11004055,4
B11004056,3
B11004058,8
B11004059,8
B11004060,5
B11004061,4
B11004062,4
B11004064,8
B11004065,9
B11004066,8
B11004067,4
B11004069,4
B11004070,4
B11004071,4
B11004072,2
B11004073,4
B11004074,5
B11004077,2
B11004079,9
B11004080,9
B11004081,9
B11004082,6
B11004083,9
B11004084,4
B11004085,6
B11004086,9
B11004087,5
B11004088,1
B11004091,4
B11004092,5
B11004093,2
B11004094,8
B11004095,8
B11004097,8
B11004098,1
B11004099,1
B11004100,3
B11004101,3
B11004102,1
B11004103,1
B11004104,3
B11004105,3
B11004106,8
B11004107,5
B11004108,5
B11004109,5
B11004110,5
B11004111,5
B11004112,1
B11004113,5
B11004114,7
B11004115,0
B11004116,5
B11004117,0
B11004118,5
B11004120,5
B11004121,8
B11004123,1
B11004124,8
B11004125,8
B11004126,5
B11004127,4
B11004128,4
B11004129,5
B11004130,4
B11004131,4
B11004132,4
B11004133,6
B11004134,6
B11004135,6
B11004136,6
B11004137,9
B11004138,6
B11004140,8
B11004141,2
B11004142,9
B11004144,5
B11004145,5
B11004146,5
B11004147,5
B11004148,5
B11004149,5
B11004150,5
B11004151,5
B11004152,5
B11004153,5
B11004154,5
B11004155,5
B11004156,5
B11004157,5
B11004158,5
B11004159,5
B11004160,5
B11004161,5
B11004162,0
B11004166,1
B11004167,1
B11004168,1
B11004169,8
B11004170,4
B11004174,8
B11004175,3
B11004180,6
B11004181,6
B11004183,6
B11004192,6
B11004193,6
B11004194,6
B11004195,9
B11004196,3
B11004197,3
B11004198,3
B11004199,3
B11004201,9
B11004204,3
B11004208,3
B11004210,6
B11004212,1
B11004213,1
B11004216,1
B11004217,1
B11004223,4
B11004226,1
B11004227,1
B11004228,3
B11004229,9
B11004230,8
B11004231,4
B11004232,4
B11004233,8
B11004235,4
B11004236,1
B11004239,4
B11004240,4
B11004241,6
B11004243,9
B11004244,2
B11004245,8
B11004248,1
B11004252,8
B11004254,8
B11004271,4
B11004273,8
B11004274,4
B11004275,4
B11004276,4
B11004278,9
B11004279,7
B11004280,4
B11004281,2
B11004282,6
B11004283,4
B11004284,4
B11004285,2
B11004287,2
B11004289,8
B11004290,8
B11004292,4
B11004293,2
B11004294,8
B11004322,6
B11004323,3
B11004324,6
B11004325,9
B11004326,9
B11004327,9
B11004331,9
B11004332,9
B11004333,9
B11004334,9
B11004335,9
B11004337,9
B11004339,9
B11004341,9
B11004343,9
B11004344,9
B11004346,9
B11004348,9
B11004349,9
B11004351,9
B11004352,3
B11004354,3
B11004356,6
B11004358,6
B11004359,6
B11004360,3
B11004361,6
B11004362,6
B11004363,6
B11004364,3
B11004365,9
B11004366,7
B11004367,8
B11004368,4
B11004369,8
B11004370,4
B11004371,6
B11004372,3
B11004373,1
B11004374,3
B11004375,4
B11004376,3
B11004377,1
B11004378,3
B11004379,1
B11004380,1
B11004381,2
B11004383,8
B11004384,9
B11004385,9
B11004386,9
B11004387,9
B11004388,4
B11004389,9
B11004390,4
B11004391,3
B11004392,4
B11004395,6
B11004397,2
B11004400,3
B11004401,6
B11004402,6
B11004403,6
B11004404,1
B11004405,3
B11004406,3
B11004408,3
B11004409,3
B11004416,3
B11004417,1
B11004418,1
B11004421,1
B11004426,9
B11004428,8
B11004430,9
B11004433,4
B11004434,6
B11004435,8
B11004437,9
B11004438,6
B11004439,6
B11004440,8
B11004441,8
B11004442,8
B11004443,6
B11004444,6
B11004445,2
B11004446,6
B11004447,2
B11004448,3
B11004449,4
B11004450,4
B11004451,1
B11004452,5
B11004453,4
B11004454,1
B11004455,3
B11004456,6
B11004457,6
B11004460,8
B11004461,6
B11004462,6
B11004463,6
B11004464,3
B11004465,6
B11004466,6
B11004467,6
B11004468,6
B11004469,6
B11004470,6
B11004471,6
B11004472,7
B11004473,7
B11004474,7
B11004475,7
B11004476,9
B11004477,1
B11004478,3
B11004479,6
B11004480,4
B11004481,3
B11004482,2
B11004483,7
B11004485,4
B11004486,4
B11004487,4
B11004488,8
B11004489,8
B11004490,4
B11004491,3
B11004492,2
B11004493,1
B11004494,4
B11004495,9
B11004497,9
B11004498,9
B11004499,9
B11004500,9
B11004501,9
B11004502,0
B11004503,0
B11004504,0
B11004506,0
B11004507,0
B11004508,0
B11004509,6
B11004510,4
B11004511,5
B11004513,5
B11004514,5
B11004515,5
B11004516,5
B11004517,5
B11004518,5
B11004519,5
B11004521,5
B11004522,8
B11004523,9
B11004524,9
B11004525,9
B11004526,9
B11004528,5
B11004529,5
B11004530,5
B11004532,5
B11004535,5
B11004540,5
B11004541,5
B11004542,6
B11004543,8
B11004544,2
B11004545,4
B11004546,8
B11004547,6
B11004549,8
B11004551,8
B11004552,8
B11004554,4
B11004555,2
B11004556,4
B11004557,6
B11004558,8
B11004559,8
B11004560,4
B11004561,8
B11004562,4
B11004563,8
B11004564,8
B11004565,4
B11004566,9
B11004567,8
B11004568,2
B11004569,2
B11004570,4
B11004571,6
B11004572,9
B11004573,8
B11004575,0
B11004576,0
B11004577,0
B11004578,0
B11004579,0
B11004580,0
B11004581,0
B11004582,8
B11004583,8
B11004585,2
B11004587,8
B11004588,8
B11004589,2
B11004590,6
B11004591,2
B11004594,4
B11004595,4
B11004597,8
B11004598,8
B11004599,4
B11004600,4
B11004603,5
B11004604,4
B11004605,8
B11004606,5
B11004607,4
B11004608,8
B11004609,8
B11004610,8
B11004611,9
B11004612,8
B11004613,2
B11004614,8
B11004615,8
B11004617,9
B11004624,5
B11004626,8
B11004629,8
B11004630,6
B11004631,5
B11004634,2
B11004638,8
B11004640,4
B11004642,8
B11004643,3
B11004644,2
B11004645,2
B11004646,2
B11004649,4
B11004652,5
B11004653,4
B11004654,9
B11004655,8
B11004658,1
B11004659,4
B11004665,4
B11004667,1
B11004668,8
B11004669,8
B11004670,8
B11004674,2
B11004675,4
B11004677,4
B11004678,2
B11004680,8
B11004683,7
B11004684,8
B11004685,5
B11004686,4
B11004687,9
B11004688,4
B11004689,8
B11004691,9
B11004692,8
B11004693,9
B11004694,6
B11004695,9
B11004696,9
B11004697,9
B11004698,3
B11004699,9
B11004700,9
B11004701,9
B11004702,9
B11004703,9
B11004704,9
B11004705,9
B11004706,9
B11004707,9
B11004708,9
B11004709,7
B11004710,9
B11004711,9
B11004712,9
B11004713,9
B11004714,2
B11004716,9
B11004717,2
B11004718,1
B11004719,9
