name,Num_EV,Demand,RES,SolarCapacity,BuyPowerEnergy,TripEnergy,ContractPower,Cost,EnergyCost,ContractCost
B11001682,5,869218.0,205586.7779505,148.10127,671881.696810054,6116.190476190477,165.03797,1681.1133,1065.2248,333.50874
B11001683,5,727128.0,160298.27314849998,115.47619,574143.2619269983,6116.190476190477,138.84524,1413.892,908.84331,280.57846
B11001684,5,818017.0,196864.906567,141.81818,629955.3085617315,6116.190476190477,157.16364,1586.9661,998.14259,317.59628
B11001685,5,749029.0,174325.82041,125.5814,582143.4767430037,6116.190476190477,143.74419,1454.5289,921.64366,290.47825
B11001686,5,623729.0,134109.40609734997,96.610169,496310.25629815564,6116.190476190477,125.0,1227.8936,784.31051,252.6
B11001687,5,759478.0,165682.42114599998,119.35484,601429.0425408978,6116.190476190477,148.6129,1484.1724,952.50056,300.31695
B11001688,5,1051493.0,228954.60353899997,164.93506,831031.6330871782,6116.190476190477,184.35065,2004.6602,1319.8647,372.53579
B11001689,5,731004.0,175609.331663,126.50602,562723.3525303961,6116.190476190477,134.0,1405.4068,890.57146,270.7872
B11001690,5,477976.0,106780.76933755,76.923077,377830.51116053946,6116.190476190477,89.461538,931.56525,594.74291,180.78388
B11001691,5,868398.0,195208.59374999997,140.625,681136.992709399,6116.190476190477,140.0,1632.0547,1080.0333,282.912
B11001692,5,896456.0,193499.69781099996,139.39394,710940.8744150164,6116.190476190477,148.60606,1694.9469,1127.7195,300.30313
B11001693,5,814914.0,198307.13889099995,142.85714,624323.2083452556,6116.190476190477,150.0,1565.3227,989.13123,303.12
B11001694,5,1283860.0,279322.8628065,201.21951,1013000.3484914653,6116.190476190477,210.0,2412.0473,1611.0147,424.368
B11001695,5,899221.0,200718.9801085,144.59459,707657.4211427222,6116.190476190477,143.55405,1688.7154,1122.466,290.09403
B11001697,5,612254.0,143601.72988199999,103.44828,475806.8748150053,6116.190476190477,116.89655,1190.8503,751.50509,236.22455
B11001698,5,894533.0,208968.8110845,150.53763,693969.2731307088,6116.190476190477,163.0,1716.6596,1100.5649,329.3904
B11001699,5,637369.0,137012.20820685,98.701299,525729.5180140787,6116.190476190477,138.07792,1305.104,831.38132,279.02786
B11001700,5,670378.0,157744.31313399997,113.63636,519761.0661206038,6116.190476190477,121.86364,1289.2984,821.8318,246.26204
B11001701,5,1911563.0,443754.51897000003,319.5122,1478747.958805794,6365.079365079365,352.80488,3655.3949,2355.8126,712.9481
B11001702,5,577982.0,95734.48242355,68.965517,489409.46459910396,6365.079365079365,192.0,1302.7784,772.87102,387.9936
