計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/03/01,01,124,0,,,,,,,,
2013/03/01,02,101,0,,,,,,,,
2013/03/01,03,106,0,,,,,,,,
2013/03/01,04,115,0,,,,,,,,
2013/03/01,05,94,0,,,,,,,,
2013/03/01,06,117,0,,,,,,,,
2013/03/01,07,103,0,,,,,,,,
2013/03/01,08,88,0,,,,,,,,
2013/03/01,09,154,5,,,,,,,,
2013/03/01,10,145,4,,,,,,,,
2013/03/01,11,137,3,,,,,,,,
2013/03/01,12,153,5,,,,,,,,
2013/03/01,13,162,4,,,,,,,,
2013/03/01,14,160,2,,,,,,,,
2013/03/01,15,183,3,,,,,,,,
2013/03/01,16,160,2,,,,,,,,
2013/03/01,17,184,2,,,,,,,,
2013/03/01,18,192,2,,,,,,,,
2013/03/01,19,196,2,,,,,,,,
2013/03/01,20,163,2,,,,,,,,
2013/03/01,21,154,0,,,,,,,,
2013/03/01,22,149,0,,,,,,,,
2013/03/01,23,155,0,,,,,,,,
2013/03/01,24,158,0,,,,,,,,
2013/03/02,01,148,0,,,,,,,,
2013/03/02,02,123,0,,,,,,,,
2013/03/02,03,122,0,,,,,,,,
2013/03/02,04,131,0,,,,,,,,
2013/03/02,05,122,0,,,,,,,,
2013/03/02,06,130,0,,,,,,,,
2013/03/02,07,111,0,,,,,,,,
2013/03/02,08,143,3,,,,,,,,
2013/03/02,09,171,4,,,,,,,,
2013/03/02,10,173,3,,,,,,,,
2013/03/02,11,168,4,,,,,,,,
2013/03/02,12,181,5,,,,,,,,
2013/03/02,13,166,4,,,,,,,,
2013/03/02,14,181,4,,,,,,,,
2013/03/02,15,164,3,,,,,,,,
2013/03/02,16,191,2,,,,,,,,
2013/03/02,17,194,3,,,,,,,,
2013/03/02,18,168,3,,,,,,,,
2013/03/02,19,207,3,,,,,,,,
2013/03/02,20,152,3,,,,,,,,
2013/03/02,21,130,0,,,,,,,,
2013/03/02,22,134,0,,,,,,,,
2013/03/02,23,158,0,,,,,,,,
2013/03/02,24,149,0,,,,,,,,
2013/03/03,01,132,0,,,,,,,,
2013/03/03,02,125,0,,,,,,,,
2013/03/03,03,118,0,,,,,,,,
2013/03/03,04,116,0,,,,,,,,
2013/03/03,05,126,0,,,,,,,,
2013/03/03,06,113,0,,,,,,,,
2013/03/03,07,106,0,,,,,,,,
2013/03/03,08,128,2,,,,,,,,
2013/03/03,09,134,4,,,,,,,,
2013/03/03,10,121,3,,,,,,,,
2013/03/03,11,122,3,,,,,,,,
2013/03/03,12,129,3,,,,,,,,
2013/03/03,13,134,3,,,,,,,,
2013/03/03,14,130,3,,,,,,,,
2013/03/03,15,109,3,,,,,,,,
2013/03/03,16,115,2,,,,,,,,
2013/03/03,17,117,0,,,,,,,,
2013/03/03,18,130,0,,,,,,,,
2013/03/03,19,122,0,,,,,,,,
2013/03/03,20,117,0,,,,,,,,
2013/03/03,21,106,0,,,,,,,,
2013/03/03,22,115,0,,,,,,,,
2013/03/03,23,113,0,,,,,,,,
2013/03/03,24,118,0,,,,,,,,
2013/03/04,01,117,0,,,,,,,,
2013/03/04,02,94,0,,,,,,,,
2013/03/04,03,111,0,,,,,,,,
2013/03/04,04,106,0,,,,,,,,
2013/03/04,05,101,0,,,,,,,,
2013/03/04,06,97,0,,,,,,,,
2013/03/04,07,87,0,,,,,,,,
2013/03/04,08,110,0,,,,,,,,
2013/03/04,09,148,0,,,,,,,,
2013/03/04,10,153,0,,,,,,,,
2013/03/04,11,154,0,,,,,,,,
2013/03/04,12,163,0,,,,,,,,
2013/03/04,13,170,0,,,,,,,,
2013/03/04,14,166,0,,,,,,,,
2013/03/04,15,162,0,,,,,,,,
2013/03/04,16,167,0,,,,,,,,
2013/03/04,17,161,0,,,,,,,,
2013/03/04,18,168,0,,,,,,,,
2013/03/04,19,176,0,,,,,,,,
2013/03/04,20,136,0,,,,,,,,
2013/03/04,21,120,0,,,,,,,,
2013/03/04,22,119,0,,,,,,,,
2013/03/04,23,129,0,,,,,,,,
2013/03/04,24,124,0,,,,,,,,
2013/03/05,01,117,0,,,,,,,,
2013/03/05,02,111,0,,,,,,,,
2013/03/05,03,103,0,,,,,,,,
2013/03/05,04,94,0,,,,,,,,
2013/03/05,05,93,0,,,,,,,,
2013/03/05,06,96,0,,,,,,,,
2013/03/05,07,90,0,,,,,,,,
2013/03/05,08,106,0,,,,,,,,
2013/03/05,09,156,5,,,,,,,,
2013/03/05,10,137,3,,,,,,,,
2013/03/05,11,151,4,,,,,,,,
2013/03/05,12,167,4,,,,,,,,
2013/03/05,13,182,3,,,,,,,,
2013/03/05,14,163,3,,,,,,,,
2013/03/05,15,154,2,,,,,,,,
