計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/11/14,04,45,,,17,3,,,
2013/11/14,05,50,,,21,3,,,
2013/11/14,06,48,,,18,4,,,
2013/11/14,07,47,,,17,3,,,
2013/11/14,08,63,,,19,4,,,
2013/11/14,09,143,,,66,5,,,
2013/11/14,10,194,,,76,12,,,
2013/11/14,11,193,,,62,15,,,
2013/11/14,12,189,,,61,15,,,
2013/11/14,13,185,,,60,16,,,
2013/11/14,14,178,,,59,15,,,
2013/11/14,15,180,,,60,15,,,
2013/11/14,16,177,,,57,15,,,
2013/11/14,17,183,,,61,17,,,
2013/11/14,18,195,,,62,26,,,
2013/11/14,19,190,,,60,26,,,
2013/11/14,20,122,,,37,14,,,
2013/11/14,21,75,,,38,4,,,
2013/11/14,22,62,,,28,4,,,
2013/11/14,23,57,,,26,4,,,
2013/11/14,24,55,,,25,3,,,
2013/11/15,01,58,,,29,3,,,
2013/11/15,02,53,,,25,3,,,
2013/11/15,03,58,,,29,3,,,
2013/11/15,04,54,,,25,3,,,
2013/11/15,05,58,,,29,3,,,
2013/11/15,06,57,,,26,4,,,
2013/11/15,07,57,,,26,4,,,
2013/11/15,08,73,,,27,4,,,
2013/11/15,09,150,,,68,5,,,
2013/11/15,10,190,,,72,13,,,
2013/11/15,11,195,,,65,15,,,
2013/11/15,12,191,,,63,16,,,
2013/11/15,13,188,,,64,15,,,
2013/11/15,14,179,,,58,15,,,
2013/11/15,15,180,,,59,15,,,
2013/11/15,16,177,,,58,15,,,
2013/11/15,17,184,,,62,16,,,
2013/11/15,18,192,,,63,25,,,
2013/11/15,19,189,,,65,25,,,
2013/11/15,20,122,,,40,15,,,
2013/11/15,21,73,,,37,4,,,
2013/11/15,22,62,,,29,3,,,
2013/11/15,23,56,,,25,3,,,
2013/11/15,24,55,,,25,3,,,
2013/11/16,01,57,,,28,3,,,
2013/11/16,02,52,,,22,3,,,
2013/11/16,03,54,,,26,3,,,
2013/11/16,04,51,,,22,4,,,
2013/11/16,05,56,,,25,3,,,
2013/11/16,06,56,,,23,3,,,
2013/11/16,07,53,,,21,3,,,
2013/11/16,08,75,,,24,5,,,
2013/11/16,09,153,,,70,5,,,
2013/11/16,10,187,,,73,13,,,
2013/11/16,11,192,,,65,16,,,
2013/11/16,12,184,,,57,16,,,
2013/11/16,13,180,,,58,16,,,
2013/11/16,14,174,,,52,15,,,
2013/11/16,15,172,,,53,16,,,
2013/11/16,16,172,,,52,15,,,
2013/11/16,17,182,,,63,16,,,
2013/11/16,18,187,,,58,26,,,
2013/11/16,19,186,,,59,26,,,
2013/11/16,20,118,,,40,15,,,
2013/11/16,21,71,,,37,4,,,
2013/11/16,22,62,,,28,3,,,
2013/11/16,23,55,,,25,4,,,
2013/11/16,24,55,,,25,3,,,
2013/11/17,01,56,,,27,3,,,
2013/11/17,02,52,,,21,3,,,
2013/11/17,03,54,,,25,2,,,
2013/11/17,04,49,,,20,3,,,
2013/11/17,05,52,,,23,3,,,
2013/11/17,06,51,,,21,3,,,
2013/11/17,07,52,,,19,3,,,
2013/11/17,08,70,,,21,3,,,
2013/11/17,09,157,,,72,6,,,
2013/11/17,10,202,,,71,15,,,
2013/11/17,11,188,,,64,15,,,
2013/11/17,12,186,,,63,14,,,
2013/11/17,13,184,,,63,15,,,
2013/11/17,14,180,,,60,15,,,
2013/11/17,15,179,,,60,15,,,
2013/11/17,16,177,,,61,15,,,
2013/11/17,17,186,,,64,16,,,
2013/11/17,18,194,,,63,26,,,
2013/11/17,19,186,,,61,25,,,
2013/11/17,20,122,,,43,15,,,
2013/11/17,21,75,,,39,4,,,
2013/11/17,22,68,,,35,4,,,
2013/11/17,23,62,,,30,3,,,
2013/11/17,24,60,,,28,3,,,
2013/11/18,01,63,,,33,3,,,
2013/11/18,02,58,,,28,3,,,
2013/11/18,03,59,,,30,3,,,
2013/11/18,04,55,,,25,3,,,
2013/11/18,05,59,,,30,3,,,
2013/11/18,06,56,,,26,3,,,
2013/11/18,07,55,,,24,4,,,
2013/11/18,08,74,,,26,4,,,
2013/11/18,09,147,,,68,5,,,
2013/11/18,10,184,,,69,13,,,
2013/11/18,11,192,,,64,15,,,
2013/11/18,12,191,,,64,16,,,
2013/11/18,13,191,,,65,15,,,
2013/11/18,14,185,,,62,15,,,
2013/11/18,15,184,,,63,16,,,
2013/11/18,16,188,,,63,16,,,
2013/11/18,17,190,,,65,17,,,
2013/11/18,18,199,,,64,27,,,
2013/11/18,19,184,,,61,26,,,
2013/11/18,20,116,,,40,15,,,
2013/11/18,21,70,,,36,5,,,
2013/11/18,22,61,,,28,5,,,
2013/11/18,23,54,,,23,4,,,
2013/11/18,24,53,,,22,4,,,
2013/11/19,01,53,,,24,3,,,
2013/11/19,02,49,,,21,3,,,
2013/11/19,03,53,,,25,3,,,
2013/11/19,04,48,,,20,4,,,
2013/11/19,05,53,,,24,3,,,
2013/11/19,06,51,,,20,4,,,
2013/11/19,07,50,,,19,3,,,
2013/11/19,08,67,,,22,3,,,
2013/11/19,09,147,,,67,5,,,
2013/11/19,10,193,,,79,14,,,
2013/11/19,11,200,,,68,16,,,
2013/11/19,12,196,,,66,16,,,
2013/11/19,13,199,,,72,15,,,
2013/11/19,14,188,,,64,15,,,
2013/11/19,15,189,,,66,16,,,
2013/11/19,16,192,,,63,19,,,
2013/11/19,17,198,,,62,25,,,
2013/11/19,18,194,,,62,25,,,
2013/11/19,19,191,,,62,25,,,
2013/11/19,20,125,,,39,16,,,
2013/11/19,21,71,,,36,3,,,
2013/11/19,22,62,,,27,4,,,
2013/11/19,23,56,,,24,3,,,
2013/11/19,24,53,,,23,3,,,
2013/11/20,01,55,,,27,3,,,
2013/11/20,02,52,,,22,3,,,
2013/11/20,03,55,,,26,3,,,
2013/11/20,04,50,,,21,3,,,
2013/11/20,05,54,,,26,3,,,
2013/11/20,06,52,,,21,3,,,
2013/11/20,07,52,,,20,3,,,
2013/11/20,08,73,,,22,4,,,
2013/11/20,09,150,,,67,6,,,
2013/11/20,10,206,,,78,13,,,
2013/11/20,11,202,,,71,15,,,
2013/11/20,12,193,,,66,16,,,
2013/11/20,13,200,,,70,17,,,
2013/11/20,14,193,,,64,15,,,
2013/11/20,15,193,,,64,15,,,
2013/11/20,16,198,,,64,19,,,
2013/11/20,17,210,,,69,25,,,
2013/11/20,18,201,,,65,25,,,
2013/11/20,19,196,,,64,25,,,
2013/11/20,20,134,,,40,17,,,
2013/11/20,21,71,,,34,4,,,
2013/11/20,22,59,,,26,4,,,
2013/11/20,23,53,,,22,3,,,
2013/11/20,24,52,,,23,3,,,
2013/11/21,01,54,,,26,3,,,
2013/11/21,02,50,,,21,3,,,
2013/11/21,03,54,,,26,4,,,
2013/11/21,04,48,,,20,3,,,
2013/11/21,05,53,,,24,3,,,
2013/11/21,06,50,,,20,3,,,
2013/11/21,07,52,,,22,3,,,
2013/11/21,08,69,,,23,4,,,
2013/11/21,09,147,,,68,5,,,
2013/11/21,10,186,,,73,12,,,
2013/11/21,11,191,,,64,15,,,
2013/11/21,12,183,,,57,15,,,
2013/11/21,13,183,,,62,17,,,
2013/11/21,14,176,,,58,14,,,
2013/11/21,15,184,,,62,14,,,
2013/11/21,16,183,,,60,18,,,
2013/11/21,17,198,,,65,25,,,
2013/11/21,18,194,,,62,25,,,
2013/11/21,19,190,,,61,25,,,
2013/11/21,20,123,,,38,14,,,
2013/11/21,21,71,,,37,4,,,
2013/11/21,22,59,,,27,4,,,
2013/11/21,23,55,,,22,3,,,
2013/11/21,24,53,,,24,3,,,
2013/11/22,01,56,,,27,3,,,
2013/11/22,02,51,,,23,3,,,
2013/11/22,03,55,,,26,3,,,
2013/11/22,04,51,,,21,4,,,
2013/11/22,05,55,,,26,3,,,
2013/11/22,06,53,,,23,4,,,
2013/11/22,07,52,,,21,3,,,
2013/11/22,08,70,,,24,4,,,
2013/11/22,09,147,,,68,4,,,
2013/11/22,10,189,,,73,13,,,
2013/11/22,11,191,,,63,15,,,
2013/11/22,12,189,,,65,15,,,
2013/11/22,13,189,,,64,15,,,
2013/11/22,14,184,,,63,16,,,
2013/11/22,15,189,,,66,16,,,
2013/11/22,16,190,,,61,20,,,
2013/11/22,17,205,,,67,27,,,
2013/11/22,18,195,,,62,26,,,
2013/11/22,19,189,,,61,26,,,
2013/11/22,20,134,,,42,18,,,
2013/11/22,21,79,,,39,6,,,
2013/11/22,22,66,,,28,5,,,
2013/11/22,23,55,,,21,4,,,
2013/11/22,24,54,,,23,4,,,
2013/11/23,01,55,,,25,4,,,
2013/11/23,02,51,,,21,3,,,
2013/11/23,03,53,,,24,3,,,
2013/11/23,04,48,,,19,3,,,
2013/11/23,05,53,,,23,3,,,
2013/11/23,06,50,,,20,3,,,
2013/11/23,07,51,,,20,4,,,
2013/11/23,08,70,,,22,3,,,
2013/11/23,09,147,,,73,4,,,
2013/11/23,10,195,,,75,14,,,
2013/11/23,11,204,,,71,15,,,
2013/11/23,12,192,,,64,15,,,
2013/11/23,13,184,,,61,14,,,
2013/11/23,14,182,,,60,15,,,
2013/11/23,15,180,,,61,16,,,
2013/11/23,16,184,,,61,19,,,
2013/11/23,17,199,,,64,26,,,
2013/11/23,18,195,,,60,26,,,
2013/11/23,19,182,,,57,25,,,
2013/11/23,20,119,,,36,14,,,
2013/11/23,21,72,,,37,4,,,
2013/11/23,22,63,,,29,3,,,
2013/11/23,23,56,,,26,4,,,
2013/11/23,24,57,,,27,3,,,
2013/11/24,01,59,,,30,3,,,
2013/11/24,02,56,,,28,3,,,
2013/11/24,03,58,,,29,3,,,
2013/11/24,04,54,,,26,3,,,
2013/11/24,05,58,,,27,3,,,
2013/11/24,06,58,,,27,4,,,
2013/11/24,07,54,,,24,4,,,
2013/11/24,08,69,,,25,3,,,
2013/11/24,09,154,,,69,6,,,
2013/11/24,10,197,,,69,15,,,
2013/11/24,11,186,,,63,15,,,
2013/11/24,12,175,,,55,15,,,
2013/11/24,13,174,,,56,15,,,
2013/11/24,14,170,,,52,15,,,
2013/11/24,15,171,,,55,15,,,
2013/11/24,16,172,,,52,17,,,
2013/11/24,17,188,,,58,25,,,
2013/11/24,18,189,,,60,25,,,
2013/11/24,19,185,,,59,25,,,
2013/11/24,20,120,,,40,15,,,
2013/11/24,21,72,,,38,4,,,
2013/11/24,22,60,,,27,3,,,
2013/11/24,23,55,,,24,3,,,
2013/11/24,24,55,,,24,4,,,
2013/11/25,01,57,,,28,3,,,
2013/11/25,02,51,,,23,3,,,
2013/11/25,03,55,,,26,3,,,
2013/11/25,04,51,,,21,3,,,
2013/11/25,05,55,,,26,3,,,
2013/11/25,06,54,,,23,4,,,
2013/11/25,07,55,,,24,4,,,
2013/11/25,08,69,,,26,4,,,
2013/11/25,09,148,,,62,5,,,
2013/11/25,10,190,,,73,12,,,
2013/11/25,11,199,,,67,15,,,
2013/11/25,12,188,,,63,15,,,
2013/11/25,13,189,,,68,15,,,
2013/11/25,14,182,,,62,15,,,
2013/11/25,15,189,,,65,16,,,
2013/11/25,16,188,,,60,20,,,
2013/11/25,17,198,,,64,26,,,
2013/11/25,18,193,,,63,26,,,
2013/11/25,19,189,,,60,25,,,
2013/11/25,20,124,,,44,15,,,
2013/11/25,21,76,,,43,4,,,
2013/11/25,22,66,,,33,4,,,
2013/11/25,23,59,,,28,4,,,
2013/11/25,24,61,,,29,3,,,
2013/11/26,01,62,,,32,4,,,
2013/11/26,02,56,,,27,4,,,
2013/11/26,03,58,,,28,3,,,
2013/11/26,04,53,,,24,3,,,
2013/11/26,05,57,,,27,4,,,
2013/11/26,06,55,,,24,3,,,
2013/11/26,07,54,,,23,4,,,
2013/11/26,08,66,,,24,4,,,
2013/11/26,09,148,,,65,5,,,
2013/11/26,10,181,,,68,13,,,
2013/11/26,11,193,,,62,16,,,
2013/11/26,12,192,,,64,16,,,
2013/11/26,13,192,,,66,16,,,
2013/11/26,14,186,,,60,15,,,
2013/11/26,15,189,,,63,15,,,
2013/11/26,16,190,,,61,19,,,
2013/11/26,17,203,,,67,26,,,
2013/11/26,18,200,,,63,25,,,
2013/11/26,19,187,,,60,26,,,
2013/11/26,20,120,,,39,16,,,
2013/11/26,21,72,,,37,6,,,
2013/11/26,22,59,,,26,4,,,
2013/11/26,23,53,,,23,4,,,
2013/11/26,24,53,,,22,3,,,
2013/11/27,01,56,,,26,3,,,
2013/11/27,02,48,,,20,3,,,
2013/11/27,03,52,,,23,3,,,
2013/11/27,04,48,,,20,3,,,
2013/11/27,05,54,,,25,3,,,
2013/11/27,06,53,,,21,3,,,
2013/11/27,07,53,,,22,4,,,
2013/11/27,08,70,,,26,4,,,
2013/11/27,09,142,,,68,5,,,
2013/11/27,10,182,,,72,12,,,
2013/11/27,11,190,,,65,14,,,
2013/11/27,12,187,,,63,14,,,
2013/11/27,13,188,,,66,14,,,
2013/11/27,14,186,,,65,14,,,
2013/11/27,15,184,,,63,14,,,
2013/11/27,16,189,,,65,18,,,
2013/11/27,17,197,,,65,25,,,
2013/11/27,18,197,,,64,24,,,
2013/11/27,19,187,,,61,25,,,
2013/11/27,20,115,,,39,15,,,
2013/11/27,21,72,,,39,4,,,
2013/11/27,22,61,,,28,4,,,
2013/11/27,23,55,,,25,3,,,
2013/11/27,24,55,,,25,3,,,
2013/11/28,01,57,,,28,3,,,
2013/11/28,02,51,,,23,3,,,
2013/11/28,03,55,,,26,3,,,
2013/11/28,04,49,,,21,3,,,
2013/11/28,05,53,,,25,3,,,
2013/11/28,06,51,,,20,3,,,
2013/11/28,07,51,,,19,4,,,
2013/11/28,08,73,,,22,4,,,
2013/11/28,09,145,,,68,5,,,
2013/11/28,10,193,,,78,12,,,
2013/11/28,11,204,,,72,16,,,
2013/11/28,12,200,,,68,15,,,
2013/11/28,13,194,,,67,15,,,
2013/11/28,14,190,,,64,15,,,
2013/11/28,15,197,,,69,15,,,
2013/11/28,16,200,,,67,19,,,
2013/11/28,17,209,,,71,26,,,
2013/11/28,18,210,,,70,26,,,
2013/11/28,19,201,,,67,26,,,
2013/11/28,20,119,,,40,15,,,
2013/11/28,21,66,,,33,3,,,
2013/11/28,22,54,,,24,4,,,
2013/11/28,23,50,,,19,3,,,
2013/11/28,24,50,,,20,3,,,
2013/11/29,01,53,,,24,3,,,
2013/11/29,02,48,,,20,3,,,
2013/11/29,03,52,,,23,3,,,
2013/11/29,04,47,,,19,3,,,
2013/11/29,05,51,,,21,3,,,
2013/11/29,06,50,,,19,3,,,
2013/11/29,07,49,,,19,4,,,
2013/11/29,08,75,,,24,8,,,
2013/11/29,09,163,,,63,14,,,
2013/11/29,10,203,,,79,15,,,
2013/11/29,11,205,,,69,15,,,
2013/11/29,12,203,,,70,16,,,
2013/11/29,13,201,,,70,16,,,
2013/11/29,14,191,,,64,16,,,
2013/11/29,15,200,,,69,16,,,
2013/11/29,16,202,,,67,20,,,
2013/11/29,17,215,,,73,27,,,
2013/11/29,18,203,,,68,27,,,
2013/11/29,19,204,,,72,25,,,
2013/11/29,20,119,,,39,15,,,
2013/11/29,21,66,,,34,4,,,
2013/11/29,22,54,,,24,3,,,
2013/11/29,23,52,,,21,4,,,
2013/11/29,24,51,,,21,4,,,
2013/11/30,01,53,,,24,3,,,
2013/11/30,02,49,,,20,3,,,
2013/11/30,03,51,,,22,3,,,
2013/11/30,04,48,,,18,3,,,
2013/11/30,05,50,,,22,3,,,
2013/11/30,06,50,,,20,4,,,
2013/11/30,07,49,,,19,4,,,
2013/11/30,08,67,,,20,3,,,
2013/11/30,09,149,,,67,5,,,
2013/11/30,10,196,,,75,13,,,
2013/11/30,11,202,,,68,15,,,
2013/11/30,12,192,,,62,15,,,
2013/11/30,13,189,,,64,15,,,
2013/11/30,14,185,,,62,15,,,
2013/11/30,15,186,,,63,15,,,
2013/11/30,16,191,,,63,19,,,
2013/11/30,17,202,,,66,26,,,
2013/11/30,18,196,,,64,25,,,
2013/11/30,19,189,,,61,25,,,
2013/11/30,20,123,,,41,15,,,
2013/11/30,21,72,,,38,4,,,
2013/11/30,22,61,,,30,4,,,
2013/11/30,23,57,,,26,4,,,
2013/11/30,24,57,,,26,3,,,
2013/12/01,01,59,,,29,3,,,
2013/12/01,02,55,,,26,3,,,
2013/12/01,03,57,,,28,3,,,
2013/12/01,04,52,,,23,3,,,
2013/12/01,05,54,,,25,3,,,
2013/12/01,06,54,,,23,4,,,
2013/12/01,07,54,,,20,3,,,
2013/12/01,08,76,,,22,4,,,
2013/12/01,09,150,,,68,6,,,
2013/12/01,10,205,,,77,14,,,
2013/12/01,11,196,,,69,15,,,
2013/12/01,12,185,,,61,15,,,
2013/12/01,13,188,,,64,15,,,
2013/12/01,14,185,,,62,16,,,
2013/12/01,15,185,,,62,16,,,
2013/12/01,16,192,,,63,19,,,
2013/12/01,17,199,,,65,26,,,
2013/12/01,18,197,,,64,26,,,
2013/12/01,19,190,,,62,26,,,
2013/12/01,20,120,,,39,15,,,
2013/12/01,21,68,,,36,4,,,
2013/12/01,22,57,,,26,4,,,
2013/12/01,23,54,,,23,4,,,
2013/12/01,24,52,,,21,3,,,
2013/12/02,01,54,,,25,3,,,
2013/12/02,02,50,,,20,3,,,
2013/12/02,03,52,,,24,3,,,
2013/12/02,04,50,,,21,3,,,
2013/12/02,05,55,,,26,4,,,
2013/12/02,06,52,,,22,4,,,
2013/12/02,07,52,,,20,3,,,
2013/12/02,08,69,,,25,4,,,
2013/12/02,09,150,,,68,5,,,
2013/12/02,10,190,,,77,13,,,
2013/12/02,11,192,,,66,15,,,
2013/12/02,12,194,,,66,16,,,
2013/12/02,13,193,,,67,17,,,
2013/12/02,14,180,,,60,16,,,
2013/12/02,15,177,,,60,15,,,
2013/12/02,16,182,,,60,18,,,
2013/12/02,17,196,,,67,26,,,
2013/12/02,18,194,,,65,25,,,
2013/12/02,19,186,,,63,24,,,
2013/12/02,20,118,,,40,14,,,
2013/12/02,21,69,,,37,4,,,
2013/12/02,22,60,,,28,4,,,
2013/12/02,23,54,,,24,3,,,
2013/12/02,24,55,,,26,3,,,
2013/12/03,01,57,,,28,3,,,
2013/12/03,02,52,,,23,3,,,
2013/12/03,03,55,,,27,3,,,
2013/12/03,04,50,,,21,3,,,
2013/12/03,05,54,,,25,4,,,
2013/12/03,06,53,,,23,4,,,
2013/12/03,07,51,,,20,3,,,
2013/12/03,08,65,,,24,3,,,
2013/12/03,09,151,,,68,5,,,
2013/12/03,10,192,,,75,13,,,
2013/12/03,11,198,,,68,15,,,
2013/12/03,12,196,,,69,15,,,
2013/12/03,13,193,,,65,15,,,
2013/12/03,14,189,,,62,15,,,
2013/12/03,15,187,,,64,16,,,
2013/12/03,16,189,,,62,20,,,
2013/12/03,17,202,,,67,26,,,
2013/12/03,18,193,,,64,26,,,
2013/12/03,19,190,,,62,26,,,
2013/12/03,20,116,,,37,13,,,
2013/12/03,21,69,,,37,4,,,
2013/12/03,22,57,,,27,4,,,
2013/12/03,23,56,,,25,4,,,
2013/12/03,24,55,,,25,3,,,
2013/12/04,01,56,,,27,3,,,
2013/12/04,02,52,,,23,3,,,
2013/12/04,03,55,,,26,3,,,
2013/12/04,04,51,,,22,4,,,
2013/12/04,05,55,,,26,3,,,
2013/12/04,06,54,,,23,3,,,
2013/12/04,07,52,,,22,4,,,
2013/12/04,08,73,,,23,3,,,
2013/12/04,09,146,,,68,5,,,
2013/12/04,10,188,,,70,13,,,
2013/12/04,11,198,,,66,15,,,
2013/12/04,12,196,,,67,15,,,
2013/12/04,13,187,,,62,16,,,
2013/12/04,14,185,,,60,16,,,
2013/12/04,15,185,,,63,16,,,
2013/12/04,16,187,,,62,17,,,
2013/12/04,17,196,,,66,25,,,
2013/12/04,18,194,,,66,25,,,
2013/12/04,19,185,,,62,25,,,
2013/12/04,20,120,,,40,15,,,
2013/12/04,21,73,,,36,3,,,
2013/12/04,22,62,,,27,4,,,
2013/12/04,23,53,,,22,3,,,
2013/12/04,24,53,,,22,3,,,
2013/12/05,01,56,,,27,3,,,
2013/12/05,02,50,,,21,3,,,
2013/12/05,03,55,,,25,3,,,
2013/12/05,04,50,,,20,3,,,
2013/12/05,05,53,,,25,3,,,
2013/12/05,06,51,,,21,3,,,
2013/12/05,07,51,,,21,3,,,
2013/12/05,08,61,,,22,3,,,
2013/12/05,09,148,,,70,5,,,
2013/12/05,10,199,,,76,13,,,
2013/12/05,11,191,,,67,15,,,
2013/12/05,12,186,,,63,15,,,
2013/12/05,13,185,,,64,15,,,
2013/12/05,14,184,,,64,15,,,
2013/12/05,15,181,,,61,15,,,
2013/12/05,16,186,,,62,19,,,
2013/12/05,17,199,,,65,25,,,
2013/12/05,18,197,,,63,25,,,
2013/12/05,19,188,,,58,25,,,
2013/12/05,20,122,,,43,15,,,
2013/12/05,21,77,,,38,4,,,
2013/12/05,22,66,,,31,3,,,
2013/12/05,23,59,,,28,4,,,
2013/12/05,24,58,,,28,3,,,
2013/12/06,01,59,,,30,3,,,
2013/12/06,02,56,,,27,3,,,
2013/12/06,03,56,,,27,3,,,
2013/12/06,04,54,,,24,3,,,
2013/12/06,05,58,,,28,3,,,
2013/12/06,06,57,,,26,3,,,
2013/12/06,07,53,,,23,3,,,
2013/12/06,08,68,,,24,4,,,
2013/12/06,09,151,,,70,5,,,
2013/12/06,10,190,,,74,13,,,
2013/12/06,11,193,,,66,15,,,
2013/12/06,12,194,,,65,16,,,
2013/12/06,13,190,,,65,16,,,
2013/12/06,14,180,,,58,16,,,
2013/12/06,15,185,,,63,16,,,
2013/12/06,16,190,,,61,18,,,
2013/12/06,17,198,,,65,27,,,
2013/12/06,18,195,,,64,26,,,
2013/12/06,19,187,,,61,25,,,
2013/12/06,20,117,,,40,14,,,
2013/12/06,21,70,,,36,4,,,
2013/12/06,22,60,,,25,4,,,
2013/12/06,23,54,,,22,3,,,
2013/12/06,24,52,,,21,3,,,
2013/12/07,01,54,,,25,3,,,
2013/12/07,02,50,,,21,3,,,
2013/12/07,03,52,,,24,3,,,
2013/12/07,04,48,,,19,3,,,
2013/12/07,05,51,,,23,3,,,
2013/12/07,06,50,,,20,4,,,
2013/12/07,07,49,,,19,3,,,
2013/12/07,08,64,,,21,4,,,
2013/12/07,09,141,,,65,5,,,
2013/12/07,10,190,,,74,13,,,
2013/12/07,11,207,,,75,15,,,
2013/12/07,12,205,,,73,15,,,
2013/12/07,13,195,,,67,15,,,
2013/12/07,14,189,,,62,16,,,
2013/12/07,15,194,,,66,15,,,
2013/12/07,16,196,,,68,19,,,
2013/12/07,17,204,,,69,26,,,
2013/12/07,18,201,,,67,25,,,
2013/12/07,19,196,,,68,25,,,
2013/12/07,20,121,,,38,14,,,
2013/12/07,21,71,,,36,3,,,
2013/12/07,22,59,,,25,3,,,
2013/12/07,23,54,,,21,3,,,
2013/12/07,24,53,,,22,3,,,
2013/12/08,01,54,,,24,3,,,
2013/12/08,02,50,,,21,3,,,
2013/12/08,03,53,,,23,3,,,
2013/12/08,04,49,,,19,3,,,
2013/12/08,05,52,,,21,3,,,
2013/12/08,06,51,,,19,3,,,
2013/12/08,07,50,,,18,3,,,
2013/12/08,08,66,,,19,3,,,
2013/12/08,09,153,,,66,6,,,
2013/12/08,10,211,,,78,15,,,
2013/12/08,11,202,,,72,15,,,
2013/12/08,12,190,,,61,15,,,
2013/12/08,13,185,,,61,15,,,
2013/12/08,14,183,,,57,14,,,
2013/12/08,15,179,,,58,15,,,
2013/12/08,16,185,,,60,19,,,
2013/12/08,17,200,,,68,26,,,
2013/12/08,18,201,,,66,25,,,
2013/12/08,19,202,,,70,25,,,
2013/12/08,20,119,,,39,15,,,
2013/12/08,21,66,,,32,4,,,
2013/12/08,22,53,,,21,4,,,
2013/12/08,23,49,,,19,4,,,
2013/12/08,24,48,,,19,4,,,
2013/12/09,01,50,,,21,4,,,
2013/12/09,02,45,,,17,4,,,
2013/12/09,03,48,,,20,3,,,
2013/12/09,04,45,,,15,3,,,
2013/12/09,05,47,,,19,3,,,
2013/12/09,06,47,,,18,4,,,
2013/12/09,07,47,,,17,4,,,
2013/12/09,08,62,,,18,4,,,
2013/12/09,09,141,,,66,5,,,
2013/12/09,10,199,,,78,13,,,
2013/12/09,11,206,,,75,15,,,
2013/12/09,12,197,,,68,14,,,
2013/12/09,13,191,,,64,16,,,
2013/12/09,14,189,,,63,16,,,
2013/12/09,15,186,,,64,16,,,
2013/12/09,16,188,,,60,20,,,
2013/12/09,17,204,,,69,26,,,
2013/12/09,18,196,,,62,26,,,
2013/12/09,19,193,,,62,26,,,
2013/12/09,20,120,,,41,15,,,
2013/12/09,21,75,,,40,5,,,
2013/12/09,22,66,,,33,4,,,
2013/12/09,23,58,,,26,4,,,
2013/12/09,24,56,,,25,4,,,
2013/12/10,01,57,,,28,3,,,
2013/12/10,02,52,,,24,3,,,
2013/12/10,03,55,,,26,3,,,
2013/12/10,04,51,,,22,3,,,
2013/12/10,05,56,,,27,3,,,
2013/12/10,06,55,,,24,4,,,
2013/12/10,07,55,,,23,4,,,
2013/12/10,08,68,,,27,4,,,
2013/12/10,09,145,,,69,5,,,
2013/12/10,10,185,,,72,14,,,
2013/12/10,11,197,,,71,16,,,
2013/12/10,12,190,,,64,15,,,
2013/12/10,13,192,,,70,15,,,
2013/12/10,14,185,,,62,15,,,
2013/12/10,15,191,,,64,15,,,
2013/12/10,16,190,,,62,19,,,
2013/12/10,17,205,,,70,25,,,
2013/12/10,18,200,,,68,26,,,
2013/12/10,19,191,,,63,25,,,
2013/12/10,20,115,,,37,15,,,
2013/12/10,21,68,,,34,4,,,
2013/12/10,22,55,,,23,4,,,
2013/12/10,23,52,,,22,4,,,
2013/12/10,24,50,,,21,4,,,
2013/12/11,01,52,,,24,3,,,
2013/12/11,02,47,,,19,3,,,
2013/12/11,03,50,,,22,3,,,
2013/12/11,04,48,,,19,3,,,
2013/12/11,05,51,,,22,3,,,
2013/12/11,06,50,,,21,4,,,
2013/12/11,07,49,,,19,4,,,
2013/12/11,08,49,,,19,3,,,
2013/12/11,09,96,,,55,4,,,
2013/12/11,10,65,,,25,10,,,
2013/12/11,11,64,,,22,13,,,
2013/12/11,12,67,,,26,13,,,
2013/12/11,13,71,,,30,13,,,
2013/12/11,14,64,,,24,13,,,
2013/12/11,15,66,,,26,12,,,
2013/12/11,16,54,,,22,5,,,
2013/12/11,17,59,,,25,4,,,
2013/12/11,18,50,,,20,4,,,
2013/12/11,19,50,,,20,4,,,
2013/12/11,20,49,,,19,4,,,
2013/12/11,21,61,,,30,3,,,
2013/12/11,22,50,,,20,4,,,
2013/12/11,23,47,,,18,3,,,
2013/12/11,24,48,,,18,3,,,
2013/12/12,01,49,,,22,3,,,
2013/12/12,02,44,,,17,3,,,
2013/12/12,03,48,,,20,3,,,
2013/12/12,04,45,,,17,4,,,
2013/12/12,05,47,,,20,4,,,
2013/12/12,06,46,,,17,4,,,
2013/12/12,07,47,,,17,3,,,
2013/12/12,08,64,,,17,4,,,
2013/12/12,09,143,,,62,5,,,
2013/12/12,10,202,,,77,12,,,
2013/12/12,11,217,,,75,15,,,
2013/12/12,12,215,,,76,16,,,
2013/12/12,13,214,,,79,16,,,
2013/12/12,14,207,,,74,15,,,
2013/12/12,15,204,,,75,15,,,
2013/12/12,16,205,,,74,19,,,
2013/12/12,17,216,,,77,26,,,
2013/12/12,18,215,,,75,26,,,
2013/12/12,19,204,,,74,26,,,
2013/12/12,20,121,,,41,16,,,
2013/12/12,21,67,,,32,5,,,
2013/12/12,22,55,,,21,4,,,
2013/12/12,23,49,,,19,4,,,
2013/12/12,24,50,,,21,4,,,
2013/12/13,01,52,,,23,4,,,
2013/12/13,02,47,,,19,3,,,
2013/12/13,03,50,,,22,3,,,
2013/12/13,04,47,,,19,4,,,
2013/12/13,05,50,,,22,4,,,
