計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/06/26,08,184,1,,0,,34,0,,,,
2014/06/26,09,200,3,,0,,36,0,,,,
2014/06/26,10,230,5,,0,,40,0,,,,
2014/06/26,11,267,32,,0,,45,0,,,,
2014/06/26,12,291,44,,0,,46,0,,,,
2014/06/26,13,283,48,,0,,47,0,,,,
2014/06/26,14,280,43,,0,,39,0,,,,
2014/06/26,15,274,41,,0,,43,0,,,,
2014/06/26,16,270,30,,0,,41,0,,,,
2014/06/26,17,245,20,,0,,41,0,,,,
2014/06/26,18,236,14,,0,,41,0,,,,
2014/06/26,19,214,4,,0,,39,0,,,,
2014/06/26,20,211,2,,0,,36,0,,,,
2014/06/26,21,183,1,,0,,34,0,,,,
2014/06/26,22,142,0,,0,,27,0,,,,
2014/06/26,23,123,0,,0,,33,0,,,,
2014/06/26,24,118,0,,0,,29,0,,,,
2014/06/27,01,112,0,,0,,29,0,,,,
2014/06/27,02,115,0,,0,,30,0,,,,
2014/06/27,03,106,0,,0,,26,0,,,,
2014/06/27,04,114,0,,0,,29,0,,,,
2014/06/27,05,103,0,,0,,26,0,,,,
2014/06/27,06,107,0,,0,,22,0,,,,
2014/06/27,07,125,1,,0,,34,0,,,,
2014/06/27,08,177,1,,0,,32,0,,,,
2014/06/27,09,205,5,,0,,32,0,,,,
2014/06/27,10,250,21,,0,,41,0,,,,
2014/06/27,11,258,26,,0,,41,0,,,,
2014/06/27,12,250,19,,0,,43,0,,,,
2014/06/27,13,247,21,,0,,42,0,,,,
2014/06/27,14,248,22,,0,,39,0,,,,
2014/06/27,15,251,28,,0,,41,0,,,,
2014/06/27,16,250,21,,0,,41,0,,,,
2014/06/27,17,244,16,,0,,40,0,,,,
2014/06/27,18,225,12,,0,,39,0,,,,
2014/06/27,19,202,2,,0,,39,0,,,,
2014/06/27,20,202,1,,0,,40,0,,,,
2014/06/27,21,181,0,,0,,31,0,,,,
2014/06/27,22,152,0,,0,,28,0,,,,
2014/06/27,23,120,0,,0,,30,0,,,,
2014/06/27,24,114,0,,0,,30,0,,,,
2014/06/28,01,112,0,,0,,27,0,,,,
2014/06/28,02,117,0,,0,,29,0,,,,
2014/06/28,03,111,0,,0,,26,0,,,,
2014/06/28,04,119,0,,0,,29,0,,,,
2014/06/28,05,117,1,,0,,29,0,,,,
2014/06/28,06,129,1,,0,,26,0,,,,
2014/06/28,07,147,1,,0,,37,0,,,,
2014/06/28,08,197,1,,0,,34,0,,,,
2014/06/28,09,221,2,,0,,31,0,,,,
2014/06/28,10,237,8,,0,,43,0,,,,
2014/06/28,11,247,14,,0,,41,0,,,,
2014/06/28,12,250,12,,0,,38,0,,,,
2014/06/28,13,229,10,,0,,40,0,,,,
2014/06/28,14,230,12,,0,,35,0,,,,
2014/06/28,15,224,9,,0,,41,0,,,,
2014/06/28,16,228,6,,0,,43,0,,,,
2014/06/28,17,221,5,,0,,36,0,,,,
2014/06/28,18,227,5,,0,,37,0,,,,
2014/06/28,19,200,3,,0,,38,0,,,,
2014/06/28,20,203,1,,0,,38,0,,,,
2014/06/28,21,186,1,,0,,32,0,,,,
2014/06/28,22,157,0,,0,,28,0,,,,
2014/06/28,23,120,0,,0,,31,0,,,,
2014/06/28,24,114,0,,0,,32,0,,,,
2014/06/29,01,109,0,,0,,27,0,,,,
2014/06/29,02,113,0,,0,,29,0,,,,
2014/06/29,03,108,0,,0,,27,0,,,,
2014/06/29,04,119,0,,0,,27,0,,,,
2014/06/29,05,133,0,,0,,29,0,,,,
2014/06/29,06,128,1,,0,,26,0,,,,
2014/06/29,07,144,1,,0,,33,0,,,,
2014/06/29,08,199,1,,0,,33,0,,,,
2014/06/29,09,216,2,,0,,34,0,,,,
2014/06/29,10,225,2,,0,,40,0,,,,
2014/06/29,11,227,2,,0,,39,0,,,,
2014/06/29,12,231,2,,0,,38,0,,,,
2014/06/29,13,219,2,,0,,39,0,,,,
2014/06/29,14,212,1,,0,,34,0,,,,
2014/06/29,15,209,2,,0,,35,0,,,,
2014/06/29,16,228,6,,0,,38,0,,,,
2014/06/29,17,214,6,,0,,36,0,,,,
2014/06/29,18,206,5,,0,,36,0,,,,
2014/06/29,19,189,1,,0,,36,0,,,,
2014/06/29,20,193,1,,0,,34,0,,,,
2014/06/29,21,178,1,,0,,30,0,,,,
2014/06/29,22,143,0,,0,,25,0,,,,
2014/06/29,23,107,0,,0,,29,0,,,,
2014/06/29,24,103,0,,0,,26,0,,,,
2014/06/30,01,99,0,,0,,23,0,,,,
2014/06/30,02,103,0,,0,,26,0,,,,
2014/06/30,03,100,0,,0,,25,0,,,,
2014/06/30,04,102,0,,0,,25,0,,,,
2014/06/30,05,96,0,,0,,24,0,,,,
2014/06/30,06,97,0,,0,,19,0,,,,
2014/06/30,07,127,0,,0,,30,0,,,,
2014/06/30,08,160,1,,0,,27,0,,,,
2014/06/30,09,177,1,,0,,29,0,,,,
2014/06/30,10,197,2,,0,,37,0,,,,
2014/06/30,11,203,2,,0,,39,0,,,,
2014/06/30,12,209,2,,0,,34,0,,,,
2014/06/30,13,201,3,,0,,39,0,,,,
2014/06/30,14,208,3,,0,,35,0,,,,
2014/06/30,15,205,2,,0,,39,0,,,,
2014/06/30,16,205,3,,0,,41,0,,,,
2014/06/30,17,210,3,,0,,38,0,,,,
2014/06/30,18,195,2,,0,,36,0,,,,
2014/06/30,19,191,1,,0,,38,0,,,,
2014/06/30,20,194,1,,0,,36,0,,,,
2014/06/30,21,176,1,,0,,32,0,,,,
2014/06/30,22,134,0,,0,,24,0,,,,
2014/06/30,23,104,0,,0,,30,0,,,,
2014/06/30,24,102,0,,0,,26,0,,,,
2014/07/01,01,100,0,,0,,25,0,,,,
2014/07/01,02,107,0,,0,,25,0,,,,
2014/07/01,03,102,0,,0,,24,0,,,,
2014/07/01,04,110,0,,0,,25,0,,,,
2014/07/01,05,101,0,,0,,26,0,,,,
2014/07/01,06,116,0,,0,,23,0,,,,
2014/07/01,07,135,1,,0,,31,0,,,,
2014/07/01,08,182,3,,0,,33,0,,,,
2014/07/01,09,207,10,,0,,35,0,,,,
2014/07/01,10,261,28,,0,,41,0,,,,
2014/07/01,11,264,26,,0,,40,0,,,,
2014/07/01,12,273,32,,0,,40,0,,,,
2014/07/01,13,230,15,,0,,36,0,,,,
2014/07/01,14,258,31,,0,,38,0,,,,
2014/07/01,15,239,22,,0,,41,0,,,,
2014/07/01,16,233,11,,0,,38,0,,,,
2014/07/01,17,228,12,,0,,39,0,,,,
2014/07/01,18,223,12,,0,,38,0,,,,
2014/07/01,19,211,9,,0,,40,0,,,,
2014/07/01,20,201,1,,0,,35,0,,,,
2014/07/01,21,183,0,,0,,33,0,,,,
2014/07/01,22,130,0,,0,,26,0,,,,
2014/07/01,23,112,0,,0,,30,0,,,,
2014/07/01,24,106,0,,0,,27,0,,,,
2014/07/02,01,102,0,,0,,25,0,,,,
2014/07/02,02,104,0,,0,,25,0,,,,
2014/07/02,03,97,0,,0,,23,0,,,,
2014/07/02,04,103,0,,0,,25,0,,,,
2014/07/02,05,95,0,,0,,26,0,,,,
2014/07/02,06,118,0,,0,,24,0,,,,
2014/07/02,07,134,1,,0,,30,0,,,,
2014/07/02,08,191,2,,0,,33,0,,,,
2014/07/02,09,217,10,,0,,34,0,,,,
2014/07/02,10,262,29,,0,,44,0,,,,
2014/07/02,11,274,35,,0,,45,0,,,,
2014/07/02,12,293,41,,0,,41,0,,,,
2014/07/02,13,291,46,,0,,42,0,,,,
2014/07/02,14,299,50,,0,,40,0,,,,
2014/07/02,15,284,43,,0,,43,0,,,,
2014/07/02,16,278,36,,0,,43,0,,,,
2014/07/02,17,268,28,,0,,39,0,,,,
2014/07/02,18,245,19,,0,,40,0,,,,
2014/07/02,19,220,11,,0,,42,0,,,,
2014/07/02,20,214,6,,0,,37,0,,,,
2014/07/02,21,191,1,,0,,34,0,,,,
2014/07/02,22,148,0,,0,,30,0,,,,
2014/07/02,23,121,0,,0,,32,0,,,,
2014/07/02,24,116,0,,0,,28,0,,,,
2014/07/03,01,112,0,,0,,27,0,,,,
2014/07/03,02,115,0,,0,,28,0,,,,
2014/07/03,03,109,0,,0,,26,0,,,,
2014/07/03,04,115,0,,0,,26,0,,,,
2014/07/03,05,105,0,,0,,26,0,,,,
2014/07/03,06,124,1,,0,,24,0,,,,
2014/07/03,07,135,1,,0,,33,0,,,,
2014/07/03,08,181,1,,0,,34,0,,,,
2014/07/03,09,201,8,,0,,33,0,,,,
2014/07/03,10,231,11,,0,,38,0,,,,
2014/07/03,11,236,14,,0,,40,0,,,,
2014/07/03,12,241,15,,0,,38,0,,,,
2014/07/03,13,229,19,,0,,41,0,,,,
2014/07/03,14,240,23,,0,,35,0,,,,
2014/07/03,15,250,28,,0,,41,0,,,,
2014/07/03,16,269,24,,0,,41,0,,,,
2014/07/03,17,235,15,,0,,38,0,,,,
2014/07/03,18,225,11,,0,,38,0,,,,
2014/07/03,19,202,6,,0,,37,0,,,,
2014/07/03,20,206,4,,0,,37,0,,,,
2014/07/03,21,184,1,,0,,34,0,,,,
2014/07/03,22,152,0,,0,,27,0,,,,
2014/07/03,23,122,0,,0,,35,0,,,,
2014/07/03,24,118,0,,0,,30,0,,,,
2014/07/04,01,114,0,,0,,27,0,,,,
2014/07/04,02,117,0,,0,,28,0,,,,
2014/07/04,03,109,0,,0,,27,0,,,,
2014/07/04,04,119,0,,0,,29,0,,,,
2014/07/04,05,108,0,,0,,30,0,,,,
2014/07/04,06,117,1,,0,,26,0,,,,
2014/07/04,07,142,1,,0,,32,0,,,,
2014/07/04,08,172,1,,0,,35,0,,,,
2014/07/04,09,189,1,,0,,32,0,,,,
2014/07/04,10,221,5,,0,,36,0,,,,
2014/07/04,11,223,9,,0,,40,0,,,,
2014/07/04,12,233,12,,0,,39,0,,,,
2014/07/04,13,225,9,,0,,39,0,,,,
2014/07/04,14,214,10,,0,,34,0,,,,
2014/07/04,15,207,8,,0,,38,0,,,,
2014/07/04,16,217,5,,0,,40,0,,,,
2014/07/04,17,211,5,,0,,35,0,,,,
2014/07/04,18,196,3,,0,,35,0,,,,
2014/07/04,19,182,1,,0,,36,0,,,,
2014/07/04,20,186,0,,0,,34,0,,,,
2014/07/04,21,175,0,,0,,32,0,,,,
2014/07/04,22,138,0,,0,,25,0,,,,
2014/07/04,23,107,0,,0,,29,0,,,,
2014/07/04,24,106,0,,0,,25,0,,,,
2014/07/05,01,101,0,,0,,22,0,,,,
2014/07/05,02,108,0,,0,,26,0,,,,
2014/07/05,03,103,0,,0,,26,0,,,,
2014/07/05,04,110,0,,0,,26,0,,,,
2014/07/05,05,104,0,,0,,26,0,,,,
2014/07/05,06,116,0,,0,,24,0,,,,
2014/07/05,07,134,1,,0,,31,0,,,,
2014/07/05,08,178,1,,0,,32,0,,,,
2014/07/05,09,216,3,,0,,32,0,,,,
2014/07/05,10,224,4,,0,,34,0,,,,
2014/07/05,11,223,3,,0,,37,0,,,,
2014/07/05,12,230,5,,0,,35,0,,,,
2014/07/05,13,226,10,,0,,38,0,,,,
2014/07/05,14,228,13,,0,,34,0,,,,
2014/07/05,15,239,20,,0,,40,0,,,,
2014/07/05,16,237,14,,0,,39,0,,,,
2014/07/05,17,240,17,,0,,36,0,,,,
2014/07/05,18,227,13,,0,,39,0,,,,
2014/07/05,19,204,3,,0,,37,0,,,,
2014/07/05,20,205,1,,0,,36,0,,,,
2014/07/05,21,185,1,,0,,32,0,,,,
2014/07/05,22,152,0,,0,,27,0,,,,
2014/07/05,23,117,0,,0,,32,0,,,,
2014/07/05,24,112,0,,0,,24,0,,,,
2014/07/06,01,105,0,,0,,27,0,,,,
2014/07/06,02,110,0,,0,,27,0,,,,
2014/07/06,03,100,0,,0,,25,0,,,,
2014/07/06,04,112,0,,0,,26,0,,,,
2014/07/06,05,119,0,,0,,25,0,,,,
2014/07/06,06,117,0,,0,,22,0,,,,
2014/07/06,07,139,1,,0,,31,0,,,,
2014/07/06,08,203,3,,0,,36,0,,,,
2014/07/06,09,236,14,,0,,35,0,,,,
2014/07/06,10,285,27,,0,,41,0,,,,
2014/07/06,11,294,41,,0,,45,0,,,,
2014/07/06,12,321,52,,0,,44,0,,,,
2014/07/06,13,326,57,,0,,46,0,,,,
2014/07/06,14,315,46,,0,,40,0,,,,
2014/07/06,15,304,41,,0,,44,0,,,,
2014/07/06,16,302,36,,0,,43,0,,,,
2014/07/06,17,293,32,,0,,45,0,,,,
2014/07/06,18,259,21,,0,,42,0,,,,
2014/07/06,19,233,12,,0,,43,0,,,,
2014/07/06,20,218,5,,0,,41,0,,,,
2014/07/06,21,191,1,,0,,36,0,,,,
2014/07/06,22,157,0,,0,,28,0,,,,
2014/07/06,23,143,0,,0,,34,0,,,,
2014/07/06,24,148,0,,0,,29,0,,,,
2014/07/07,01,118,0,,0,,28,0,,,,
2014/07/07,02,121,0,,0,,29,0,,,,
2014/07/07,03,112,0,,0,,26,0,,,,
2014/07/07,04,121,0,,0,,28,0,,,,
2014/07/07,05,111,0,,0,,26,0,,,,
2014/07/07,06,126,1,,0,,25,0,,,,
2014/07/07,07,140,1,,0,,33,0,,,,
2014/07/07,08,182,1,,0,,34,0,,,,
2014/07/07,09,191,2,,0,,35,0,,,,
2014/07/07,10,220,2,,0,,36,0,,,,
2014/07/07,11,212,3,,0,,39,0,,,,
2014/07/07,12,220,3,,0,,39,0,,,,
2014/07/07,13,209,2,,0,,38,0,,,,
2014/07/07,14,213,3,,0,,36,0,,,,
2014/07/07,15,219,6,,0,,40,0,,,,
2014/07/07,16,223,7,,0,,44,0,,,,
2014/07/07,17,223,6,,0,,40,0,,,,
2014/07/07,18,224,6,,0,,40,0,,,,
2014/07/07,19,204,2,,0,,37,0,,,,
2014/07/07,20,199,2,,0,,36,0,,,,
2014/07/07,21,181,1,,0,,35,0,,,,
2014/07/07,22,146,0,,0,,28,0,,,,
2014/07/07,23,117,0,,0,,30,0,,,,
2014/07/07,24,113,0,,0,,27,0,,,,
2014/07/08,01,109,0,,0,,27,0,,,,
2014/07/08,02,116,0,,0,,27,0,,,,
2014/07/08,03,107,0,,0,,26,0,,,,
2014/07/08,04,115,0,,0,,27,0,,,,
2014/07/08,05,109,0,,0,,29,0,,,,
2014/07/08,06,108,0,,0,,24,0,,,,
2014/07/08,07,132,1,,0,,31,0,,,,
2014/07/08,08,181,1,,0,,35,0,,,,
2014/07/08,09,238,17,,0,,35,0,,,,
2014/07/08,10,253,23,,0,,40,0,,,,
2014/07/08,11,272,35,,0,,42,0,,,,
2014/07/08,12,290,42,,0,,43,0,,,,
2014/07/08,13,296,47,,0,,42,0,,,,
2014/07/08,14,300,50,,0,,43,0,,,,
2014/07/08,15,292,47,,0,,42,0,,,,
2014/07/08,16,284,34,,0,,44,0,,,,
2014/07/08,17,266,30,,0,,42,0,,,,
2014/07/08,18,246,21,,0,,41,0,,,,
2014/07/08,19,226,12,,0,,41,0,,,,
2014/07/08,20,220,6,,0,,38,0,,,,
2014/07/08,21,195,1,,0,,33,0,,,,
2014/07/08,22,155,0,,0,,29,0,,,,
2014/07/08,23,123,0,,0,,34,0,,,,
2014/07/08,24,117,0,,0,,27,0,,,,
2014/07/09,01,112,0,,0,,26,0,,,,
2014/07/09,02,115,0,,0,,25,0,,,,
2014/07/09,03,108,0,,0,,25,0,,,,
2014/07/09,04,116,0,,0,,29,0,,,,
2014/07/09,05,104,0,,0,,28,0,,,,
2014/07/09,06,118,1,,0,,24,0,,,,
2014/07/09,07,141,1,,0,,32,0,,,,
2014/07/09,08,181,1,,0,,30,0,,,,
2014/07/09,09,187,2,,0,,29,0,,,,
2014/07/09,10,209,2,,0,,34,0,,,,
2014/07/09,11,213,3,,0,,35,0,,,,
2014/07/09,12,212,6,,0,,35,0,,,,
2014/07/09,13,215,6,,0,,36,0,,,,
2014/07/09,14,218,6,,0,,34,0,,,,
2014/07/09,15,218,7,,0,,40,0,,,,
2014/07/09,16,222,6,,0,,39,0,,,,
2014/07/09,17,223,7,,0,,38,0,,,,
2014/07/09,18,217,6,,0,,38,0,,,,
2014/07/09,19,200,2,,0,,39,0,,,,
2014/07/09,20,204,2,,0,,39,0,,,,
2014/07/09,21,185,0,,0,,32,0,,,,
2014/07/09,22,143,0,,0,,28,0,,,,
2014/07/09,23,123,0,,0,,31,0,,,,
2014/07/09,24,117,0,,0,,30,0,,,,
2014/07/10,01,112,0,,0,,27,0,,,,
2014/07/10,02,118,0,,0,,30,0,,,,
2014/07/10,03,109,0,,0,,26,0,,,,
2014/07/10,04,121,0,,0,,30,0,,,,
2014/07/10,05,111,0,,0,,26,0,,,,
2014/07/10,06,122,1,,0,,25,0,,,,
2014/07/10,07,138,1,,0,,35,0,,,,
2014/07/10,08,183,1,,0,,33,0,,,,
2014/07/10,09,181,1,,0,,30,0,,,,
2014/07/10,10,208,1,,0,,38,0,,,,
2014/07/10,11,204,1,,0,,39,0,,,,
2014/07/10,12,212,1,,0,,39,0,,,,
2014/07/10,13,198,1,,0,,36,0,,,,
2014/07/10,14,201,1,,0,,34,0,,,,
2014/07/10,15,198,1,,0,,36,0,,,,
2014/07/10,16,208,3,,0,,36,0,,,,
2014/07/10,17,206,4,,0,,37,0,,,,
2014/07/10,18,204,3,,0,,36,0,,,,
2014/07/10,19,195,0,,0,,38,0,,,,
2014/07/10,20,194,1,,0,,34,0,,,,
2014/07/10,21,177,1,,0,,31,0,,,,
2014/07/10,22,143,0,,0,,30,0,,,,
2014/07/10,23,118,0,,0,,34,0,,,,
2014/07/10,24,113,0,,0,,31,0,,,,
2014/07/11,01,113,0,,0,,27,0,,,,
2014/07/11,02,115,0,,0,,28,0,,,,
2014/07/11,03,107,0,,0,,29,0,,,,
2014/07/11,04,119,0,,0,,29,0,,,,
2014/07/11,05,109,0,,0,,28,0,,,,
2014/07/11,06,108,0,,0,,25,0,,,,
2014/07/11,07,134,0,,0,,30,0,,,,
2014/07/11,08,185,1,,0,,30,0,,,,
2014/07/11,09,192,1,,0,,31,0,,,,
2014/07/11,10,215,2,,0,,39,0,,,,
2014/07/11,11,222,3,,0,,42,0,,,,
2014/07/11,12,235,6,,0,,41,0,,,,
2014/07/11,13,242,7,,0,,46,0,,,,
2014/07/11,14,244,7,,0,,43,0,,,,
2014/07/11,15,267,26,,0,,45,0,,,,
2014/07/11,16,269,29,,0,,44,0,,,,
2014/07/11,17,257,19,,0,,38,0,,,,
2014/07/11,18,237,14,,0,,40,0,,,,
2014/07/11,19,222,11,,0,,41,0,,,,
2014/07/11,20,220,7,,0,,38,0,,,,
2014/07/11,21,197,3,,0,,38,0,,,,
2014/07/11,22,159,0,,0,,30,0,,,,
2014/07/11,23,127,0,,0,,34,0,,,,
2014/07/11,24,121,0,,0,,26,0,,,,
2014/07/12,01,115,0,,0,,27,0,,,,
2014/07/12,02,122,0,,0,,29,0,,,,
2014/07/12,03,113,0,,0,,27,0,,,,
2014/07/12,04,120,0,,0,,27,0,,,,
2014/07/12,05,119,1,,0,,27,0,,,,
2014/07/12,06,134,1,,0,,27,0,,,,
2014/07/12,07,154,3,,0,,34,0,,,,
2014/07/12,08,230,12,,0,,38,0,,,,
2014/07/12,09,270,24,,0,,37,0,,,,
2014/07/12,10,293,33,,0,,41,0,,,,
2014/07/12,11,311,44,,0,,48,0,,,,
2014/07/12,12,324,51,,0,,46,0,,,,
2014/07/12,13,323,52,,0,,49,0,,,,
2014/07/12,14,309,41,,0,,41,0,,,,
2014/07/12,15,309,50,,0,,45,0,,,,
2014/07/12,16,305,43,,0,,50,0,,,,
2014/07/12,17,286,31,,0,,45,0,,,,
2014/07/12,18,267,23,,0,,43,0,,,,
2014/07/12,19,243,14,,0,,46,0,,,,
2014/07/12,20,237,9,,0,,41,0,,,,
2014/07/12,21,212,7,,0,,38,0,,,,
2014/07/12,22,178,2,,0,,35,0,,,,
2014/07/12,23,143,0,,0,,36,0,,,,
2014/07/12,24,140,0,,0,,32,0,,,,
2014/07/13,01,134,0,,0,,32,0,,,,
2014/07/13,02,138,0,,0,,32,0,,,,
2014/07/13,03,122,0,,0,,30,0,,,,
2014/07/13,04,136,0,,0,,29,0,,,,
2014/07/13,05,148,1,,0,,31,0,,,,
2014/07/13,06,144,1,,0,,30,0,,,,
2014/07/13,07,163,3,,0,,35,0,,,,
2014/07/13,08,222,8,,0,,38,0,,,,
2014/07/13,09,251,14,,0,,36,0,,,,
2014/07/13,10,266,17,,0,,39,0,,,,
2014/07/13,11,270,19,,0,,41,0,,,,
2014/07/13,12,249,12,,0,,36,0,,,,
2014/07/13,13,241,11,,0,,38,0,,,,
2014/07/13,14,235,10,,0,,34,0,,,,
2014/07/13,15,227,9,,0,,40,0,,,,
2014/07/13,16,239,8,,0,,39,0,,,,
2014/07/13,17,230,7,,0,,37,0,,,,
2014/07/13,18,225,6,,0,,38,0,,,,
2014/07/13,19,203,3,,0,,39,0,,,,
2014/07/13,20,202,1,,0,,37,0,,,,
2014/07/13,21,187,1,,0,,35,0,,,,
2014/07/13,22,142,0,,0,,29,0,,,,
2014/07/13,23,124,0,,0,,33,0,,,,
2014/07/13,24,119,0,,0,,30,0,,,,
2014/07/14,01,116,0,,0,,29,0,,,,
2014/07/14,02,119,0,,0,,28,0,,,,
2014/07/14,03,110,0,,0,,26,0,,,,
2014/07/14,04,116,0,,0,,28,0,,,,
2014/07/14,05,109,0,,0,,28,0,,,,
2014/07/14,06,129,1,,0,,25,0,,,,
2014/07/14,07,147,1,,0,,34,0,,,,
2014/07/14,08,192,4,,0,,38,0,,,,
2014/07/14,09,201,8,,0,,35,0,,,,
2014/07/14,10,236,10,,0,,40,0,,,,
2014/07/14,11,240,15,,0,,41,0,,,,
2014/07/14,12,259,21,,0,,39,0,,,,
2014/07/14,13,268,33,,0,,44,0,,,,
2014/07/14,14,280,41,,0,,41,0,,,,
2014/07/14,15,261,32,,0,,43,0,,,,
2014/07/14,16,256,25,,0,,43,0,,,,
2014/07/14,17,264,23,,0,,40,0,,,,
2014/07/14,18,240,14,,0,,37,0,,,,
2014/07/14,19,219,10,,0,,40,0,,,,
2014/07/14,20,219,6,,0,,41,0,,,,
2014/07/14,21,191,3,,0,,32,0,,,,
2014/07/14,22,149,0,,0,,27,0,,,,
2014/07/14,23,121,0,,0,,33,0,,,,
2014/07/14,24,116,0,,0,,31,0,,,,
2014/07/15,01,110,0,,0,,26,0,,,,
2014/07/15,02,110,0,,0,,28,0,,,,
2014/07/15,03,103,0,,0,,25,0,,,,
2014/07/15,04,113,0,,0,,27,0,,,,
2014/07/15,05,100,0,,0,,25,0,,,,
2014/07/15,06,104,0,,0,,24,0,,,,
2014/07/15,07,135,1,,0,,33,0,,,,
2014/07/15,08,189,8,,0,,35,0,,,,
2014/07/15,09,231,19,,0,,37,0,,,,
2014/07/15,10,278,27,,0,,40,0,,,,
2014/07/15,11,286,33,,0,,47,0,,,,
2014/07/15,12,310,45,,0,,44,0,,,,
2014/07/15,13,308,47,,0,,45,0,,,,
2014/07/15,14,317,49,,0,,41,0,,,,
2014/07/15,15,299,46,,0,,43,0,,,,
2014/07/15,16,291,39,,0,,44,0,,,,
2014/07/15,17,283,34,,0,,44,0,,,,
2014/07/15,18,259,23,,0,,41,0,,,,
2014/07/15,19,234,12,,0,,40,0,,,,
2014/07/15,20,217,3,,0,,38,0,,,,
2014/07/15,21,199,0,,0,,36,0,,,,
2014/07/15,22,168,0,,0,,30,0,,,,
2014/07/15,23,134,0,,0,,35,0,,,,
2014/07/15,24,127,0,,0,,31,0,,,,
2014/07/16,01,123,0,,0,,29,0,,,,
2014/07/16,02,129,0,,0,,29,0,,,,
2014/07/16,03,115,0,,0,,25,0,,,,
2014/07/16,04,129,0,,0,,30,0,,,,
2014/07/16,05,116,0,,0,,27,0,,,,
2014/07/16,06,132,1,,0,,27,0,,,,
2014/07/16,07,151,1,,0,,34,0,,,,
2014/07/16,08,200,4,,0,,35,0,,,,
2014/07/16,09,231,12,,0,,34,0,,,,
2014/07/16,10,246,11,,0,,39,0,,,,
2014/07/16,11,250,14,,0,,44,0,,,,
2014/07/16,12,252,17,,0,,39,0,,,,
2014/07/16,13,240,12,,0,,38,0,,,,
2014/07/16,14,240,13,,0,,38,0,,,,
2014/07/16,15,226,11,,0,,40,0,,,,
2014/07/16,16,215,8,,0,,39,0,,,,
2014/07/16,17,220,6,,0,,37,0,,,,
2014/07/16,18,204,5,,0,,38,0,,,,
2014/07/16,19,192,1,,0,,39,0,,,,
2014/07/16,20,194,1,,0,,35,0,,,,
2014/07/16,21,177,1,,0,,32,0,,,,
2014/07/16,22,152,0,,0,,27,0,,,,
2014/07/16,23,122,0,,0,,30,0,,,,
2014/07/16,24,115,0,,0,,25,0,,,,
2014/07/17,01,108,0,,0,,24,0,,,,
2014/07/17,02,113,0,,0,,29,0,,,,
2014/07/17,03,104,0,,0,,25,0,,,,
2014/07/17,04,111,0,,0,,25,0,,,,
2014/07/17,05,106,0,,0,,25,0,,,,
2014/07/17,06,126,1,,0,,24,0,,,,
2014/07/17,07,139,1,,0,,31,0,,,,
2014/07/17,08,179,1,,0,,31,0,,,,
2014/07/17,09,184,1,,0,,29,0,,,,
2014/07/17,10,215,1,,0,,34,0,,,,
2014/07/17,11,210,1,,0,,36,0,,,,
2014/07/17,12,219,1,,0,,37,0,,,,
2014/07/17,13,221,5,,0,,40,0,,,,
2014/07/17,14,234,17,,0,,35,0,,,,
2014/07/17,15,234,16,,0,,38,0,,,,
2014/07/17,16,226,10,,0,,39,0,,,,
2014/07/17,17,228,9,,0,,40,0,,,,
2014/07/17,18,222,6,,0,,38,0,,,,
2014/07/17,19,209,5,,0,,38,0,,,,
2014/07/17,20,205,1,,0,,35,0,,,,
2014/07/17,21,189,1,,0,,35,0,,,,
2014/07/17,22,153,0,,0,,28,0,,,,
2014/07/17,23,120,0,,0,,32,0,,,,
2014/07/17,24,115,0,,0,,28,0,,,,
2014/07/18,01,111,0,,0,,27,0,,,,
2014/07/18,02,116,0,,0,,29,0,,,,
2014/07/18,03,106,0,,0,,27,0,,,,
2014/07/18,04,118,0,,0,,28,0,,,,
2014/07/18,05,107,0,,0,,27,0,,,,
2014/07/18,06,107,0,,0,,22,0,,,,
2014/07/18,07,121,0,,0,,29,0,,,,
2014/07/18,08,164,2,,0,,31,0,,,,
2014/07/18,09,178,2,,0,,30,0,,,,
2014/07/18,10,200,2,,0,,33,0,,,,
2014/07/18,11,200,2,,0,,36,0,,,,
2014/07/18,12,206,2,,0,,35,0,,,,
2014/07/18,13,197,2,,0,,34,0,,,,
2014/07/18,14,198,2,,0,,31,0,,,,
2014/07/18,15,194,4,,0,,38,0,,,,
2014/07/18,16,209,4,,0,,38,0,,,,
2014/07/18,17,211,4,,0,,38,0,,,,
2014/07/18,18,196,3,,0,,35,0,,,,
2014/07/18,19,185,0,,0,,35,0,,,,
2014/07/18,20,190,0,,0,,34,0,,,,
2014/07/18,21,177,0,,0,,32,0,,,,
2014/07/18,22,138,0,,0,,28,0,,,,
2014/07/18,23,115,0,,0,,31,0,,,,
2014/07/18,24,113,0,,0,,27,0,,,,
2014/07/19,01,107,0,,0,,26,0,,,,
2014/07/19,02,111,0,,0,,27,0,,,,
2014/07/19,03,103,0,,0,,26,0,,,,
2014/07/19,04,114,0,,0,,25,0,,,,
2014/07/19,05,113,0,,0,,26,0,,,,
2014/07/19,06,127,1,,0,,24,0,,,,
2014/07/19,07,146,1,,0,,31,0,,,,
2014/07/19,08,187,2,,0,,32,0,,,,
2014/07/19,09,199,2,,0,,32,0,,,,
2014/07/19,10,212,2,,0,,38,0,,,,
2014/07/19,11,211,2,,0,,37,0,,,,
2014/07/19,12,211,2,,0,,34,0,,,,
