計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/07/09,08,7,0,,,3,,,
2013/07/09,09,32,15,,,11,,,
2013/07/09,10,46,14,,,21,,,
2013/07/09,11,56,14,,,25,,,
2013/07/09,12,61,14,,,29,,,
2013/07/09,13,58,14,,,26,,,
2013/07/09,14,58,14,,,25,,,
2013/07/09,15,58,15,,,25,,,
2013/07/09,16,75,42,,,21,,,
2013/07/09,17,63,41,,,16,,,
2013/07/09,18,27,15,,,7,,,
2013/07/09,19,16,8,,,5,,,
2013/07/09,20,7,1,,,3,,,
2013/07/09,21,7,0,,,3,,,
2013/07/09,22,6,0,,,3,,,
2013/07/09,23,85,78,,,3,,,
2013/07/09,24,97,90,,,3,,,
2013/07/10,01,96,89,,,3,,,
2013/07/10,02,95,88,,,3,,,
2013/07/10,03,94,88,,,3,,,
2013/07/10,04,93,86,,,3,,,
2013/07/10,05,92,86,,,3,,,
2013/07/10,06,58,52,,,3,,,
2013/07/10,07,13,4,,,5,,,
2013/07/10,08,7,0,,,3,,,
2013/07/10,09,34,16,,,12,,,
2013/07/10,10,52,14,,,26,,,
2013/07/10,11,60,14,,,29,,,
2013/07/10,12,62,14,,,29,,,
2013/07/10,13,58,14,,,26,,,
2013/07/10,14,60,14,,,28,,,
2013/07/10,15,59,15,,,26,,,
2013/07/10,16,63,28,,,22,,,
2013/07/10,17,73,50,,,16,,,
2013/07/10,18,26,14,,,7,,,
2013/07/10,19,17,8,,,5,,,
2013/07/10,20,16,7,,,5,,,
2013/07/10,21,6,0,,,3,,,
2013/07/10,22,7,0,,,3,,,
2013/07/10,23,87,80,,,3,,,
2013/07/10,24,98,91,,,3,,,
2013/07/11,01,97,90,,,3,,,
2013/07/11,02,96,89,,,3,,,
2013/07/11,03,94,88,,,3,,,
2013/07/11,04,94,87,,,3,,,
2013/07/11,05,93,86,,,3,,,
2013/07/11,06,61,55,,,3,,,
2013/07/11,07,9,0,,,5,,,
2013/07/11,08,7,0,,,3,,,
2013/07/11,09,32,14,,,12,,,
2013/07/11,10,45,14,,,18,,,
2013/07/11,11,53,14,,,21,,,
2013/07/11,12,58,14,,,25,,,
2013/07/11,13,55,14,,,22,,,
2013/07/11,14,59,14,,,26,,,
2013/07/11,15,58,14,,,26,,,
2013/07/11,16,52,16,,,23,,,
2013/07/11,17,75,56,,,13,,,
2013/07/11,18,26,16,,,6,,,
2013/07/11,19,17,8,,,6,,,
2013/07/11,20,8,0,,,4,,,
2013/07/11,21,7,0,,,3,,,
2013/07/11,22,7,0,,,3,,,
2013/07/11,23,86,79,,,3,,,
2013/07/11,24,96,89,,,3,,,
2013/07/12,01,94,88,,,3,,,
2013/07/12,02,94,87,,,3,,,
2013/07/12,03,73,67,,,3,,,
2013/07/12,04,50,44,,,3,,,
2013/07/12,05,51,44,,,3,,,
2013/07/12,06,50,44,,,3,,,
2013/07/12,07,13,5,,,5,,,
2013/07/12,08,8,1,,,4,,,
2013/07/12,09,29,12,,,11,,,
2013/07/12,10,47,14,,,21,,,
2013/07/12,11,54,14,,,24,,,
2013/07/12,12,56,14,,,23,,,
2013/07/12,13,54,14,,,22,,,
2013/07/12,14,55,14,,,22,,,
2013/07/12,15,55,14,,,23,,,
2013/07/12,16,56,26,,,19,,,
2013/07/12,17,63,43,,,15,,,
2013/07/12,18,29,17,,,8,,,
2013/07/12,19,18,8,,,6,,,
2013/07/12,20,10,2,,,4,,,
2013/07/12,21,7,0,,,4,,,
2013/07/12,22,7,0,,,4,,,
2013/07/12,23,46,39,,,4,,,
2013/07/12,24,53,45,,,4,,,
2013/07/13,01,52,46,,,3,,,
2013/07/13,02,53,46,,,3,,,
2013/07/13,03,53,46,,,3,,,
2013/07/13,04,53,47,,,3,,,
2013/07/13,05,53,47,,,3,,,
2013/07/13,06,53,47,,,3,,,
2013/07/13,07,28,19,,,5,,,
2013/07/13,08,10,2,,,4,,,
2013/07/13,09,21,7,,,8,,,
2013/07/13,10,33,6,,,15,,,
2013/07/13,11,41,6,,,18,,,
2013/07/13,12,42,6,,,18,,,
2013/07/13,13,41,6,,,16,,,
2013/07/13,14,45,6,,,20,,,
2013/07/13,15,44,6,,,19,,,
2013/07/13,16,34,6,,,17,,,
2013/07/13,17,24,6,,,12,,,
2013/07/13,18,8,0,,,4,,,
2013/07/13,19,7,0,,,3,,,
2013/07/13,20,8,0,,,4,,,
2013/07/13,21,6,0,,,3,,,
2013/07/13,22,7,0,,,3,,,
2013/07/13,23,48,41,,,4,,,
2013/07/13,24,54,47,,,3,,,
2013/07/14,01,53,47,,,3,,,
2013/07/14,02,53,46,,,4,,,
2013/07/14,03,53,46,,,3,,,
2013/07/14,04,52,46,,,3,,,
2013/07/14,05,52,45,,,3,,,
2013/07/14,06,52,45,,,3,,,
2013/07/14,07,14,5,,,5,,,
2013/07/14,08,9,2,,,4,,,
2013/07/14,09,21,7,,,6,,,
2013/07/14,10,31,6,,,13,,,
2013/07/14,11,35,7,,,13,,,
2013/07/14,12,39,7,,,14,,,
2013/07/14,13,42,7,,,13,,,
2013/07/14,14,48,6,,,14,,,
2013/07/14,15,50,6,,,14,,,
2013/07/14,16,44,6,,,13,,,
2013/07/14,17,34,6,,,8,,,
2013/07/14,18,20,0,,,4,,,
2013/07/14,19,20,0,,,4,,,
2013/07/14,20,20,0,,,4,,,
2013/07/14,21,20,0,,,4,,,
2013/07/14,22,21,0,,,4,,,
2013/07/14,23,10,0,,,4,,,
2013/07/14,24,7,0,,,3,,,
2013/07/15,01,7,0,,,4,,,
2013/07/15,02,7,0,,,4,,,
2013/07/15,03,7,0,,,4,,,
2013/07/15,04,7,0,,,4,,,
2013/07/15,05,7,0,,,3,,,
2013/07/15,06,7,0,,,3,,,
2013/07/15,07,9,0,,,5,,,
2013/07/15,08,7,0,,,4,,,
2013/07/15,09,7,0,,,3,,,
2013/07/15,10,8,0,,,3,,,
2013/07/15,11,8,0,,,4,,,
2013/07/15,12,8,0,,,3,,,
2013/07/15,13,7,0,,,3,,,
2013/07/15,14,7,0,,,3,,,
2013/07/15,15,7,0,,,3,,,
2013/07/15,16,8,0,,,4,,,
2013/07/15,17,8,0,,,4,,,
2013/07/15,18,8,0,,,4,,,
2013/07/15,19,8,0,,,4,,,
2013/07/15,20,7,0,,,3,,,
2013/07/15,21,6,0,,,3,,,
2013/07/15,22,7,0,,,3,,,
2013/07/15,23,47,41,,,3,,,
2013/07/15,24,53,47,,,3,,,
2013/07/16,01,53,46,,,3,,,
2013/07/16,02,51,45,,,3,,,
2013/07/16,03,50,44,,,3,,,
2013/07/16,04,51,44,,,3,,,
2013/07/16,05,50,44,,,3,,,
2013/07/16,06,50,44,,,3,,,
2013/07/16,07,10,1,,,5,,,
2013/07/16,08,7,0,,,4,,,
2013/07/16,09,44,24,,,14,,,
2013/07/16,10,70,31,,,27,,,
2013/07/16,11,98,51,,,29,,,
2013/07/16,12,85,34,,,31,,,
2013/07/16,13,74,30,,,26,,,
2013/07/16,14,91,42,,,31,,,
2013/07/16,15,82,32,,,31,,,
2013/07/16,16,97,58,,,27,,,
2013/07/16,17,93,68,,,20,,,
2013/07/16,18,39,26,,,9,,,
2013/07/16,19,16,6,,,6,,,
2013/07/16,20,8,0,,,5,,,
2013/07/16,21,7,0,,,4,,,
2013/07/16,22,7,0,,,4,,,
2013/07/16,23,85,78,,,4,,,
2013/07/16,24,96,88,,,4,,,
2013/07/17,01,95,87,,,4,,,
2013/07/17,02,94,86,,,4,,,
2013/07/17,03,94,86,,,4,,,
2013/07/17,04,94,86,,,4,,,
2013/07/17,05,93,86,,,4,,,
2013/07/17,06,94,86,,,4,,,
2013/07/17,07,64,55,,,6,,,
2013/07/17,08,28,21,,,4,,,
2013/07/17,09,28,11,,,11,,,
2013/07/17,10,54,14,,,28,,,
2013/07/17,11,61,14,,,30,,,
2013/07/17,12,61,14,,,29,,,
2013/07/17,13,58,14,,,26,,,
2013/07/17,14,61,14,,,28,,,
2013/07/17,15,58,14,,,25,,,
2013/07/17,16,46,15,,,20,,,
2013/07/17,17,49,28,,,16,,,
2013/07/17,18,22,11,,,7,,,
2013/07/17,19,8,0,,,4,,,
2013/07/17,20,8,0,,,4,,,
2013/07/17,21,7,0,,,4,,,
2013/07/17,22,6,0,,,3,,,
2013/07/17,23,86,79,,,3,,,
2013/07/17,24,98,91,,,3,,,
2013/07/18,01,98,91,,,3,,,
2013/07/18,02,99,92,,,3,,,
2013/07/18,03,98,91,,,3,,,
2013/07/18,04,98,91,,,3,,,
2013/07/18,05,97,90,,,3,,,
2013/07/18,06,97,90,,,3,,,
2013/07/18,07,76,67,,,6,,,
2013/07/18,08,14,7,,,3,,,
2013/07/18,09,29,13,,,12,,,
2013/07/18,10,49,14,,,24,,,
2013/07/18,11,59,14,,,27,,,
2013/07/18,12,60,14,,,28,,,
2013/07/18,13,55,14,,,22,,,
2013/07/18,14,57,14,,,24,,,
2013/07/18,15,57,14,,,25,,,
2013/07/18,16,47,14,,,21,,,
2013/07/18,17,40,16,,,19,,,
2013/07/18,18,23,11,,,7,,,
2013/07/18,19,17,8,,,6,,,
2013/07/18,20,11,2,,,5,,,
2013/07/18,21,7,0,,,3,,,
2013/07/18,22,7,0,,,4,,,
2013/07/18,23,91,84,,,4,,,
2013/07/18,24,103,95,,,3,,,
2013/07/19,01,102,94,,,4,,,
2013/07/19,02,100,92,,,3,,,
2013/07/19,03,52,46,,,3,,,
2013/07/19,04,52,45,,,3,,,
2013/07/19,05,51,44,,,3,,,
2013/07/19,06,51,44,,,3,,,
2013/07/19,07,32,23,,,5,,,
2013/07/19,08,8,1,,,4,,,
2013/07/19,09,24,8,,,10,,,
2013/07/19,10,49,14,,,23,,,
2013/07/19,11,56,14,,,25,,,
2013/07/19,12,57,14,,,25,,,
2013/07/19,13,57,14,,,25,,,
2013/07/19,14,62,14,,,30,,,
2013/07/19,15,61,14,,,29,,,
2013/07/19,16,52,17,,,25,,,
2013/07/19,17,34,16,,,14,,,
2013/07/19,18,22,11,,,7,,,
2013/07/19,19,12,2,,,5,,,
2013/07/19,20,8,0,,,4,,,
2013/07/19,21,6,0,,,3,,,
2013/07/19,22,6,0,,,3,,,
2013/07/19,23,7,0,,,3,,,
2013/07/19,24,6,0,,,3,,,
2013/07/20,01,6,0,,,3,,,
2013/07/20,02,6,0,,,3,,,
2013/07/20,03,6,0,,,3,,,
2013/07/20,04,6,0,,,3,,,
2013/07/20,05,6,0,,,3,,,
2013/07/20,06,6,0,,,3,,,
2013/07/20,07,9,0,,,5,,,
2013/07/20,08,7,0,,,3,,,
2013/07/20,09,36,21,,,8,,,
2013/07/20,10,68,38,,,18,,,
2013/07/20,11,49,14,,,19,,,
2013/07/20,12,72,36,,,18,,,
2013/07/20,13,71,34,,,17,,,
2013/07/20,14,77,34,,,22,,,
2013/07/20,15,77,34,,,21,,,
2013/07/20,16,62,34,,,15,,,
2013/07/20,17,55,37,,,11,,,
2013/07/20,18,8,0,,,4,,,
2013/07/20,19,8,0,,,4,,,
2013/07/20,20,7,0,,,4,,,
2013/07/20,21,7,0,,,3,,,
2013/07/20,22,7,0,,,3,,,
2013/07/20,23,7,0,,,3,,,
2013/07/20,24,7,0,,,3,,,
2013/07/21,01,7,0,,,3,,,
2013/07/21,02,7,0,,,3,,,
2013/07/21,03,7,0,,,3,,,
2013/07/21,04,7,0,,,3,,,
2013/07/21,05,7,0,,,3,,,
2013/07/21,06,7,0,,,3,,,
2013/07/21,07,9,0,,,6,,,
2013/07/21,08,7,0,,,4,,,
2013/07/21,09,40,27,,,8,,,
2013/07/21,10,46,20,,,13,,,
2013/07/21,11,74,35,,,16,,,
2013/07/21,12,78,35,,,15,,,
2013/07/21,13,79,35,,,13,,,
2013/07/21,14,82,35,,,15,,,
2013/07/21,15,83,35,,,15,,,
2013/07/21,16,55,20,,,14,,,
2013/07/21,17,55,41,,,8,,,
2013/07/21,18,7,0,,,4,,,
2013/07/21,19,8,0,,,4,,,
2013/07/21,20,7,0,,,4,,,
2013/07/21,21,6,0,,,3,,,
2013/07/21,22,7,0,,,3,,,
2013/07/21,23,28,22,,,3,,,
2013/07/21,24,6,0,,,3,,,
2013/07/22,01,6,0,,,3,,,
2013/07/22,02,6,0,,,3,,,
2013/07/22,03,6,0,,,3,,,
2013/07/22,04,6,0,,,3,,,
2013/07/22,05,6,0,,,3,,,
2013/07/22,06,6,0,,,3,,,
2013/07/22,07,9,0,,,5,,,
2013/07/22,08,7,0,,,3,,,
2013/07/22,09,15,6,,,4,,,
2013/07/22,10,31,21,,,6,,,
2013/07/22,11,20,10,,,6,,,
2013/07/22,12,27,17,,,6,,,
2013/07/22,13,39,28,,,6,,,
2013/07/22,14,42,30,,,8,,,
2013/07/22,15,44,32,,,8,,,
2013/07/22,16,35,23,,,8,,,
2013/07/22,17,47,37,,,6,,,
2013/07/22,18,32,23,,,5,,,
2013/07/22,19,7,0,,,3,,,
2013/07/22,20,7,0,,,3,,,
2013/07/22,21,6,0,,,3,,,
2013/07/22,22,7,0,,,3,,,
2013/07/22,23,48,42,,,3,,,
2013/07/22,24,55,48,,,3,,,
2013/07/23,01,54,48,,,3,,,
2013/07/23,02,54,47,,,3,,,
2013/07/23,03,53,47,,,3,,,
2013/07/23,04,53,47,,,3,,,
2013/07/23,05,54,47,,,3,,,
2013/07/23,06,54,47,,,3,,,
2013/07/23,07,57,48,,,5,,,
2013/07/23,08,31,24,,,3,,,
2013/07/23,09,29,13,,,11,,,
2013/07/23,10,99,64,,,22,,,
2013/07/23,11,70,25,,,27,,,
2013/07/23,12,88,43,,,27,,,
2013/07/23,13,86,45,,,22,,,
2013/07/23,14,71,26,,,26,,,
2013/07/23,15,92,46,,,28,,,
2013/07/23,16,81,46,,,24,,,
2013/07/23,17,110,88,,,17,,,
2013/07/23,18,56,42,,,9,,,
2013/07/23,19,8,0,,,5,,,
2013/07/23,20,8,0,,,4,,,
2013/07/23,21,7,0,,,4,,,
2013/07/23,22,7,0,,,4,,,
2013/07/23,23,48,41,,,4,,,
2013/07/23,24,53,46,,,4,,,
2013/07/24,01,53,46,,,4,,,
2013/07/24,02,53,45,,,4,,,
2013/07/24,03,52,45,,,4,,,
2013/07/24,04,52,44,,,3,,,
2013/07/24,05,51,44,,,3,,,
2013/07/24,06,50,44,,,3,,,
2013/07/24,07,20,11,,,6,,,
2013/07/24,08,7,0,,,4,,,
2013/07/24,09,42,24,,,13,,,
2013/07/24,10,98,59,,,27,,,
2013/07/24,11,67,22,,,28,,,
2013/07/24,12,84,36,,,30,,,
2013/07/24,13,74,30,,,26,,,
2013/07/24,14,77,31,,,28,,,
2013/07/24,15,65,22,,,26,,,
2013/07/24,16,68,36,,,22,,,
2013/07/24,17,61,42,,,14,,,
2013/07/24,18,33,21,,,8,,,
2013/07/24,19,33,23,,,6,,,
2013/07/24,20,7,0,,,3,,,
2013/07/24,21,7,0,,,3,,,
2013/07/24,22,6,0,,,3,,,
2013/07/24,23,44,38,,,3,,,
2013/07/24,24,50,44,,,3,,,
2013/07/25,01,50,44,,,3,,,
2013/07/25,02,50,43,,,3,,,
2013/07/25,03,50,43,,,3,,,
2013/07/25,04,49,43,,,3,,,
2013/07/25,05,49,43,,,3,,,
2013/07/25,06,37,31,,,3,,,
2013/07/25,07,9,0,,,6,,,
2013/07/25,08,7,0,,,3,,,
2013/07/25,09,42,24,,,12,,,
2013/07/25,10,66,28,,,25,,,
2013/07/25,11,82,38,,,27,,,
2013/07/25,12,86,39,,,28,,,
2013/07/25,13,69,26,,,24,,,
2013/07/25,14,79,31,,,29,,,
2013/07/25,15,78,30,,,31,,,
2013/07/25,16,81,38,,,27,,,
2013/07/25,17,93,45,,,30,,,
2013/07/25,18,41,32,,,5,,,
2013/07/25,19,10,2,,,5,,,
2013/07/25,20,7,0,,,4,,,
2013/07/25,21,7,0,,,4,,,
2013/07/25,22,7,0,,,4,,,
2013/07/25,23,87,80,,,4,,,
2013/07/25,24,98,91,,,4,,,
2013/07/26,01,98,90,,,4,,,
2013/07/26,02,97,90,,,4,,,
2013/07/26,03,97,89,,,4,,,
2013/07/26,04,95,88,,,4,,,
2013/07/26,05,95,87,,,4,,,
2013/07/26,06,80,72,,,3,,,
2013/07/26,07,53,44,,,6,,,
2013/07/26,08,29,21,,,4,,,
2013/07/26,09,29,12,,,11,,,
2013/07/26,10,54,17,,,24,,,
2013/07/26,11,58,14,,,25,,,
2013/07/26,12,58,14,,,25,,,
2013/07/26,13,54,14,,,22,,,
2013/07/26,14,61,14,,,25,,,
2013/07/26,15,61,16,,,25,,,
2013/07/26,16,73,40,,,21,,,
2013/07/26,17,74,52,,,16,,,
2013/07/26,18,30,19,,,8,,,
2013/07/26,19,17,8,,,5,,,
2013/07/26,20,8,1,,,4,,,
2013/07/26,21,6,0,,,3,,,
2013/07/26,22,7,0,,,3,,,
2013/07/26,23,46,39,,,3,,,
2013/07/26,24,52,45,,,3,,,
2013/07/27,01,51,44,,,3,,,
2013/07/27,02,51,44,,,3,,,
2013/07/27,03,8,1,,,3,,,
2013/07/27,04,6,0,,,3,,,
2013/07/27,05,7,0,,,3,,,
2013/07/27,06,6,0,,,3,,,
2013/07/27,07,9,0,,,6,,,
2013/07/27,08,7,0,,,3,,,
2013/07/27,09,40,21,,,11,,,
2013/07/27,10,51,15,,,25,,,
2013/07/27,11,94,50,,,27,,,
2013/07/27,12,96,50,,,27,,,
2013/07/27,13,86,45,,,23,,,
2013/07/27,14,105,63,,,23,,,
2013/07/27,15,103,63,,,22,,,
2013/07/27,16,76,47,,,16,,,
2013/07/27,17,50,31,,,12,,,
2013/07/27,18,7,0,,,3,,,
2013/07/27,19,7,0,,,3,,,
2013/07/27,20,7,0,,,3,,,
2013/07/27,21,7,0,,,3,,,
2013/07/27,22,7,0,,,3,,,
2013/07/27,23,47,40,,,3,,,
2013/07/27,24,53,47,,,3,,,
2013/07/28,01,53,46,,,3,,,
2013/07/28,02,51,45,,,3,,,
2013/07/28,03,10,4,,,3,,,
2013/07/28,04,7,0,,,3,,,
2013/07/28,05,6,0,,,3,,,
2013/07/28,06,6,0,,,3,,,
2013/07/28,07,9,0,,,6,,,
2013/07/28,08,7,0,,,3,,,
2013/07/28,09,22,9,,,7,,,
2013/07/28,10,31,7,,,13,,,
2013/07/28,11,38,7,,,14,,,
2013/07/28,12,40,6,,,15,,,
2013/07/28,13,40,9,,,14,,,
2013/07/28,14,90,56,,,15,,,
2013/07/28,15,64,30,,,15,,,
2013/07/28,16,82,57,,,13,,,
2013/07/28,17,50,34,,,10,,,
2013/07/28,18,9,0,,,4,,,
2013/07/28,19,8,0,,,4,,,
2013/07/28,20,7,0,,,4,,,
2013/07/28,21,7,0,,,4,,,
2013/07/28,22,7,0,,,4,,,
2013/07/28,23,51,44,,,4,,,
2013/07/28,24,55,48,,,4,,,
2013/07/29,01,54,47,,,4,,,
2013/07/29,02,53,47,,,4,,,
2013/07/29,03,52,46,,,4,,,
2013/07/29,04,52,45,,,4,,,
2013/07/29,05,52,45,,,4,,,
2013/07/29,06,52,45,,,4,,,
2013/07/29,07,54,45,,,6,,,
2013/07/29,08,28,21,,,4,,,
2013/07/29,09,17,7,,,7,,,
2013/07/29,10,20,8,,,9,,,
2013/07/29,11,20,8,,,9,,,
2013/07/29,12,20,8,,,9,,,
2013/07/29,13,21,8,,,9,,,
2013/07/29,14,22,8,,,11,,,
2013/07/29,15,23,8,,,11,,,
2013/07/29,16,22,8,,,11,,,
2013/07/29,17,22,9,,,9,,,
2013/07/29,18,21,9,,,8,,,
2013/07/29,19,19,8,,,7,,,
2013/07/29,20,9,1,,,4,,,
2013/07/29,21,7,0,,,3,,,
2013/07/29,22,7,0,,,3,,,
2013/07/29,23,83,76,,,3,,,
2013/07/29,24,96,88,,,3,,,
