計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/07/01,01,10,2,,0,4,,
2013/07/01,02,10,2,,0,4,,
2013/07/01,03,10,2,,0,4,,
2013/07/01,04,10,2,,0,4,,
2013/07/01,05,10,1,,0,4,,
2013/07/01,06,10,2,,0,4,,
2013/07/01,07,10,2,,0,4,,
2013/07/01,08,10,2,,0,4,,
2013/07/01,09,23,2,,9,7,,
2013/07/01,10,32,2,,13,12,,
2013/07/01,11,33,2,,13,13,,
2013/07/01,12,34,2,,13,13,,
2013/07/01,13,30,2,,9,13,,
2013/07/01,14,26,2,,6,13,,
2013/07/01,15,28,2,,6,15,,
2013/07/01,16,28,2,,6,15,,
2013/07/01,17,23,2,,7,9,,
2013/07/01,18,11,2,,0,4,,
2013/07/01,19,11,2,,0,4,,
2013/07/01,20,11,2,,0,4,,
2013/07/01,21,11,2,,0,4,,
2013/07/01,22,11,2,,0,4,,
2013/07/01,23,10,2,,0,4,,
2013/07/01,24,10,2,,0,4,,
2013/07/02,01,10,2,,0,4,,
2013/07/02,02,10,2,,0,4,,
2013/07/02,03,10,2,,0,4,,
2013/07/02,04,10,2,,0,4,,
2013/07/02,05,10,2,,0,4,,
2013/07/02,06,10,2,,0,4,,
2013/07/02,07,10,2,,0,4,,
2013/07/02,08,10,2,,0,4,,
2013/07/02,09,21,2,,7,7,,
2013/07/02,10,41,7,,18,12,,
2013/07/02,11,47,13,,18,12,,
2013/07/02,12,38,14,,8,11,,
2013/07/02,13,53,18,,13,16,,
2013/07/02,14,88,36,,27,19,,
2013/07/02,15,106,58,,24,18,,
2013/07/02,16,114,82,,8,19,,
2013/07/02,17,86,40,,24,16,,
2013/07/02,18,53,3,,27,17,,
2013/07/02,19,98,46,,21,26,,
2013/07/02,20,105,66,,8,26,,
2013/07/02,21,78,31,,19,22,,
2013/07/02,22,19,2,,2,10,,
2013/07/02,23,11,2,,0,4,,
2013/07/02,24,10,2,,0,4,,
2013/07/03,01,11,2,,0,4,,
2013/07/03,02,10,2,,0,4,,
2013/07/03,03,10,2,,0,4,,
2013/07/03,04,10,2,,0,4,,
2013/07/03,05,10,2,,0,4,,
2013/07/03,06,10,2,,0,4,,
2013/07/03,07,10,2,,0,4,,
2013/07/03,08,10,2,,0,4,,
2013/07/03,09,23,3,,7,8,,
2013/07/03,10,40,3,,18,14,,
2013/07/03,11,42,3,,18,16,,
2013/07/03,12,28,3,,5,16,,
2013/07/03,13,25,4,,0,16,,
2013/07/03,14,26,5,,0,17,,
2013/07/03,15,24,4,,0,15,,
2013/07/03,16,26,5,,0,15,,
2013/07/03,17,25,5,,0,14,,
2013/07/03,18,24,5,,0,14,,
2013/07/03,19,27,5,,0,17,,
2013/07/03,20,31,7,,0,19,,
2013/07/03,21,32,7,,1,19,,
2013/07/03,22,19,2,,0,12,,
2013/07/03,23,10,2,,0,4,,
2013/07/03,24,10,2,,0,4,,
2013/07/04,01,10,2,,0,4,,
2013/07/04,02,10,1,,0,4,,
2013/07/04,03,10,2,,0,4,,
2013/07/04,04,10,2,,0,4,,
2013/07/04,05,10,2,,0,4,,
2013/07/04,06,10,2,,0,4,,
2013/07/04,07,10,2,,0,4,,
2013/07/04,08,23,1,,8,8,,
2013/07/04,09,49,2,,22,19,,
2013/07/04,10,56,2,,26,22,,
2013/07/04,11,49,3,,16,23,,
2013/07/04,12,51,5,,17,24,,
2013/07/04,13,55,5,,19,25,,
2013/07/04,14,51,5,,16,25,,
2013/07/04,15,71,24,,17,25,,
2013/07/04,16,104,57,,18,23,,
2013/07/04,17,75,25,,24,21,,
2013/07/04,18,24,2,,3,13,,
2013/07/04,19,29,6,,0,18,,
2013/07/04,20,28,6,,0,18,,
2013/07/04,21,30,8,,0,17,,
2013/07/04,22,15,2,,0,9,,
2013/07/04,23,10,2,,0,4,,
2013/07/04,24,10,2,,0,4,,
2013/07/05,01,10,2,,0,4,,
2013/07/05,02,10,2,,0,4,,
2013/07/05,03,10,2,,0,4,,
2013/07/05,04,10,2,,0,4,,
2013/07/05,05,10,2,,0,4,,
2013/07/05,06,10,2,,0,4,,
2013/07/05,07,10,2,,0,4,,
2013/07/05,08,10,2,,0,4,,
2013/07/05,09,21,2,,6,7,,
2013/07/05,10,39,2,,18,13,,
2013/07/05,11,39,1,,18,13,,
2013/07/05,12,34,2,,14,12,,
2013/07/05,13,19,4,,0,11,,
2013/07/05,14,20,4,,0,10,,
2013/07/05,15,19,4,,0,10,,
2013/07/05,16,19,4,,0,10,,
2013/07/05,17,19,3,,0,11,,
2013/07/05,18,20,2,,0,13,,
2013/07/05,19,28,5,,0,19,,
2013/07/05,20,30,6,,0,19,,
2013/07/05,21,32,7,,0,19,,
2013/07/05,22,20,4,,0,12,,
2013/07/05,23,11,2,,0,4,,
2013/07/05,24,10,2,,0,4,,
2013/07/06,01,10,2,,0,4,,
2013/07/06,02,10,2,,0,4,,
2013/07/06,03,10,2,,0,4,,
2013/07/06,04,10,2,,0,4,,
2013/07/06,05,10,2,,0,4,,
2013/07/06,06,10,1,,0,4,,
2013/07/06,07,10,2,,0,4,,
2013/07/06,08,10,2,,0,4,,
2013/07/06,09,19,6,,0,8,,
2013/07/06,10,26,8,,0,13,,
2013/07/06,11,31,9,,0,16,,
2013/07/06,12,28,7,,2,15,,
2013/07/06,13,37,10,,6,15,,
2013/07/06,14,65,8,,33,19,,
2013/07/06,15,100,43,,32,19,,
2013/07/06,16,119,63,,32,18,,
2013/07/06,17,121,65,,32,19,,
2013/07/06,18,120,62,,32,21,,
2013/07/06,19,123,61,,32,24,,
2013/07/06,20,124,61,,32,26,,
2013/07/06,21,123,60,,32,26,,
2013/07/06,22,46,8,,14,19,,
2013/07/06,23,11,2,,0,4,,
2013/07/06,24,10,2,,0,4,,
2013/07/07,01,10,2,,0,4,,
2013/07/07,02,10,1,,0,4,,
2013/07/07,03,10,2,,0,4,,
2013/07/07,04,10,2,,0,4,,
2013/07/07,05,10,2,,0,4,,
2013/07/07,06,10,2,,0,4,,
2013/07/07,07,10,2,,0,4,,
2013/07/07,08,10,2,,0,4,,
2013/07/07,09,29,4,,9,11,,
2013/07/07,10,106,43,,37,20,,
2013/07/07,11,148,85,,36,21,,
2013/07/07,12,155,91,,36,22,,
2013/07/07,13,169,103,,37,24,,
2013/07/07,14,167,105,,31,24,,
2013/07/07,15,169,109,,31,23,,
2013/07/07,16,171,108,,35,23,,
2013/07/07,17,143,76,,39,22,,
2013/07/07,18,48,18,,10,15,,
2013/07/07,19,19,2,,0,12,,
2013/07/07,20,23,3,,0,15,,
2013/07/07,21,29,7,,0,16,,
