計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,13,0,,,0,10,
2013/10/01,02,13,0,,,0,10,
2013/10/01,03,13,0,,,0,10,
2013/10/01,04,13,0,,,0,10,
2013/10/01,05,13,0,,,0,10,
2013/10/01,06,31,0,,,18,10,
2013/10/01,07,55,19,,,23,27,
2013/10/01,08,47,12,,,23,20,
2013/10/01,09,52,14,,,24,23,
2013/10/01,10,50,17,,,18,26,
2013/10/01,11,78,16,,,24,28,
2013/10/01,12,69,25,,,32,26,
2013/10/01,13,59,18,,,22,45,
2013/10/01,14,69,28,,,24,41,
2013/10/01,15,79,29,,,20,8,
2013/10/01,16,83,28,,,21,5,
2013/10/01,17,54,26,,,27,97,
2013/10/01,18,70,13,,,22,26,
2013/10/01,19,79,17,,,28,40,
2013/10/01,20,74,22,,,32,28,
2013/10/01,21,55,18,,,23,31,
2013/10/01,22,81,12,,,31,14,
2013/10/01,23,52,18,,,11,35,
2013/10/01,24,33,16,,,35,26,
2013/10/02,01,59,6,,,15,16,
2013/10/02,02,14,0,,,0,10,
2013/10/02,03,15,0,,,0,10,
2013/10/02,04,14,0,,,0,10,
2013/10/02,05,14,0,,,0,10,
2013/10/02,06,35,0,,,20,10,
2013/10/02,07,38,0,,,24,10,
2013/10/02,08,46,7,,,23,17,
2013/10/02,09,61,22,,,24,31,
2013/10/02,10,62,16,,,23,29,
2013/10/02,11,68,18,,,27,27,
2013/10/02,12,68,27,,,21,43,
2013/10/02,13,52,18,,,28,39,
2013/10/02,14,79,25,,,20,29,
2013/10/02,15,71,23,,,17,35,
2013/10/02,16,68,17,,,25,12,
2013/10/02,17,64,18,,,17,7,
2013/10/02,18,56,17,,,63,56,
2013/10/02,19,50,13,,,24,36,
2013/10/02,20,94,16,,,22,27,
2013/10/02,21,41,12,,,17,23,
2013/10/02,22,91,16,,,34,35,
2013/10/02,23,41,9,,,21,17,
2013/10/02,24,16,4,,,0,13,
2013/10/03,01,14,3,,,0,12,
2013/10/03,02,15,3,,,0,11,
2013/10/03,03,14,2,,,0,11,
2013/10/03,04,14,2,,,0,11,
2013/10/03,05,14,2,,,0,11,
2013/10/03,06,13,2,,,0,10,
2013/10/03,07,14,2,,,0,11,
2013/10/03,08,12,2,,,0,10,
2013/10/03,09,45,5,,,21,16,
2013/10/03,10,55,10,,,24,22,
2013/10/03,11,54,8,,,27,20,
2013/10/03,12,53,8,,,26,20,
2013/10/03,13,54,9,,,24,21,
2013/10/03,14,55,8,,,25,20,
2013/10/03,15,55,10,,,27,24,
2013/10/03,16,55,9,,,26,20,
2013/10/03,17,55,9,,,26,21,
2013/10/03,18,51,9,,,25,21,
2013/10/03,19,70,9,,,26,21,
2013/10/03,20,62,8,,,26,20,
2013/10/03,21,56,7,,,25,19,
2013/10/03,22,66,7,,,28,19,
2013/10/03,23,18,1,,,3,11,
2013/10/03,24,12,0,,,0,9,
2013/10/04,01,12,0,,,0,9,
2013/10/04,02,12,0,,,0,9,
2013/10/04,03,12,0,,,0,9,
2013/10/04,04,12,0,,,0,9,
2013/10/04,05,12,0,,,0,9,
2013/10/04,06,27,0,,,15,8,
2013/10/04,07,27,0,,,15,9,
2013/10/04,08,27,0,,,15,9,
2013/10/04,09,50,12,,,21,22,
2013/10/04,10,57,11,,,26,22,
2013/10/04,11,48,11,,,22,21,
2013/10/04,12,65,13,,,28,23,
2013/10/04,13,51,11,,,26,30,
2013/10/04,14,40,18,,,16,26,
2013/10/04,15,61,13,,,13,25,
2013/10/04,16,84,15,,,34,28,
2013/10/04,17,50,12,,,38,18,
2013/10/04,18,72,11,,,26,22,
2013/10/04,19,58,11,,,25,28,
2013/10/04,20,65,9,,,25,20,
2013/10/04,21,59,9,,,25,21,
2013/10/04,22,64,8,,,26,19,
2013/10/04,23,20,2,,,4,11,
2013/10/04,24,12,0,,,0,9,
2013/10/05,01,12,0,,,0,9,
2013/10/05,02,12,0,,,0,9,
2013/10/05,03,12,0,,,0,9,
2013/10/05,04,12,0,,,0,9,
2013/10/05,05,12,0,,,0,9,
2013/10/05,06,25,0,,,12,9,
2013/10/05,07,40,4,,,23,13,
2013/10/05,08,45,9,,,23,16,
2013/10/05,09,46,8,,,24,17,
2013/10/05,10,53,10,,,23,22,
2013/10/05,11,56,10,,,25,22,
2013/10/05,12,53,13,,,23,23,
2013/10/05,13,53,12,,,16,23,
2013/10/05,14,63,18,,,36,30,
2013/10/05,15,22,13,,,23,32,
2013/10/05,16,110,21,,,16,27,
2013/10/05,17,51,13,,,36,27,
2013/10/05,18,64,11,,,23,29,
2013/10/05,19,77,14,,,26,22,
2013/10/05,20,64,13,,,26,21,
2013/10/05,21,58,10,,,26,26,
2013/10/05,22,56,10,,,22,23,
2013/10/05,23,38,6,,,8,16,
2013/10/05,24,14,3,,,0,11,
2013/10/06,01,14,2,,,0,11,
2013/10/06,02,14,2,,,0,11,
2013/10/06,03,14,2,,,0,10,
2013/10/06,04,13,2,,,0,10,
2013/10/06,05,13,2,,,0,10,
2013/10/06,06,13,1,,,0,9,
2013/10/06,07,13,2,,,0,10,
2013/10/06,08,13,2,,,0,10,
2013/10/06,09,44,9,,,18,19,
2013/10/06,10,45,12,,,23,22,
2013/10/06,11,87,27,,,28,27,
2013/10/06,12,54,26,,,20,44,
2013/10/06,13,83,24,,,28,45,
2013/10/06,14,91,30,,,25,14,
2013/10/06,15,37,18,,,28,54,
2013/10/06,16,85,28,,,24,51,
2013/10/06,17,70,28,,,29,33,
2013/10/06,18,32,14,,,22,30,
2013/10/06,19,124,17,,,30,14,
2013/10/06,20,54,14,,,19,38,
2013/10/06,21,78,11,,,27,28,
2013/10/06,22,69,11,,,29,19,
2013/10/06,23,29,11,,,9,21,
2013/10/06,24,15,3,,,0,12,
2013/10/07,01,15,2,,,0,11,
2013/10/07,02,14,3,,,0,11,
2013/10/07,03,13,2,,,0,10,
2013/10/07,04,13,2,,,0,10,
2013/10/07,05,14,2,,,0,11,
2013/10/07,06,12,1,,,0,9,
2013/10/07,07,13,2,,,0,10,
2013/10/07,08,13,2,,,0,10,
2013/10/07,09,44,9,,,17,20,
2013/10/07,10,48,10,,,16,27,
2013/10/07,11,64,23,,,25,30,
2013/10/07,12,68,18,,,25,29,
2013/10/07,13,11,16,,,26,23,
2013/10/07,14,94,19,,,16,18,
2013/10/07,15,85,12,,,16,11,
2013/10/07,16,44,13,,,46,76,
2013/10/07,17,82,40,,,38,31,
2013/10/07,18,70,31,,,2,50,
2013/10/07,19,109,23,,,39,41,
2013/10/07,20,64,26,,,14,37,
2013/10/07,21,69,17,,,35,27,
2013/10/07,22,51,15,,,28,22,
2013/10/07,23,67,13,,,12,28,
2013/10/07,24,18,7,,,0,15,
2013/10/08,01,19,6,,,0,14,
2013/10/08,02,17,5,,,0,13,
2013/10/08,03,15,4,,,0,12,
2013/10/08,04,15,4,,,0,12,
2013/10/08,05,15,3,,,0,11,
2013/10/08,06,28,5,,,12,13,
