計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/12/01,01,8,0,,,,,
2013/12/01,02,8,0,,,,,
2013/12/01,03,11,0,,,,,
2013/12/01,04,8,0,,,,,
2013/12/01,05,8,0,,,,,
2013/12/01,06,9,0,,,,,
2013/12/01,07,9,0,,,,,
2013/12/01,08,10,0,,,,,
2013/12/01,09,33,1,,,,,
2013/12/01,10,47,1,,,,,
2013/12/01,11,46,1,,,,,
2013/12/01,12,46,2,,,,,
2013/12/01,13,46,2,,,,,
2013/12/01,14,47,2,,,,,
2013/12/01,15,45,2,,,,,
2013/12/01,16,46,2,,,,,
2013/12/01,17,45,1,,,,,
2013/12/01,18,45,1,,,,,
2013/12/01,19,50,1,,,,,
2013/12/01,20,50,1,,,,,
2013/12/01,21,16,0,,,,,
2013/12/01,22,9,0,,,,,
2013/12/01,23,8,0,,,,,
2013/12/01,24,8,0,,,,,
2013/12/02,01,8,0,,,,,
2013/12/02,02,8,0,,,,,
2013/12/02,03,11,0,,,,,
2013/12/02,04,8,0,,,,,
2013/12/02,05,8,0,,,,,
2013/12/02,06,9,0,,,,,
2013/12/02,07,9,0,,,,,
2013/12/02,08,10,0,,,,,
2013/12/02,09,33,1,,,,,
2013/12/02,10,47,1,,,,,
2013/12/02,11,46,1,,,,,
2013/12/02,12,46,2,,,,,
2013/12/02,13,46,2,,,,,
2013/12/02,14,47,2,,,,,
2013/12/02,15,45,2,,,,,
2013/12/02,16,46,2,,,,,
2013/12/02,17,45,1,,,,,
2013/12/02,18,45,1,,,,,
2013/12/02,19,50,1,,,,,
2013/12/02,20,50,1,,,,,
2013/12/02,21,16,0,,,,,
2013/12/02,22,9,0,,,,,
2013/12/02,23,8,0,,,,,
2013/12/02,24,8,0,,,,,
2013/12/03,01,8,0,,,,,
2013/12/03,02,8,0,,,,,
2013/12/03,03,11,0,,,,,
2013/12/03,04,8,0,,,,,
2013/12/03,05,8,0,,,,,
2013/12/03,06,9,0,,,,,
2013/12/03,07,9,0,,,,,
2013/12/03,08,10,0,,,,,
2013/12/03,09,33,1,,,,,
2013/12/03,10,47,1,,,,,
2013/12/03,11,46,1,,,,,
2013/12/03,12,46,2,,,,,
2013/12/03,13,46,2,,,,,
2013/12/03,14,47,2,,,,,
2013/12/03,15,45,2,,,,,
2013/12/03,16,46,2,,,,,
2013/12/03,17,45,1,,,,,
2013/12/03,18,45,1,,,,,
2013/12/03,19,50,1,,,,,
2013/12/03,20,50,1,,,,,
2013/12/03,21,16,0,,,,,
2013/12/03,22,9,0,,,,,
2013/12/03,23,8,0,,,,,
2013/12/03,24,8,0,,,,,
2013/12/04,01,8,0,,,,,
2013/12/04,02,8,0,,,,,
2013/12/04,03,11,0,,,,,
2013/12/04,04,8,0,,,,,
2013/12/04,05,8,0,,,,,
2013/12/04,06,9,0,,,,,
2013/12/04,07,9,0,,,,,
2013/12/04,08,10,0,,,,,
2013/12/04,09,33,1,,,,,
2013/12/04,10,47,1,,,,,
2013/12/04,11,46,1,,,,,
2013/12/04,12,46,2,,,,,
2013/12/04,13,46,2,,,,,
2013/12/04,14,47,2,,,,,
2013/12/04,15,45,2,,,,,
2013/12/04,16,46,2,,,,,
2013/12/04,17,45,1,,,,,
2013/12/04,18,45,1,,,,,
2013/12/04,19,50,1,,,,,
2013/12/04,20,50,1,,,,,
