計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/11/01,01,65,1,0,0,0,0,0
2013/11/01,02,63,1,0,0,0,0,0
2013/11/01,03,15,0,0,0,0,0,0
2013/11/01,04,15,0,0,0,0,0,0
2013/11/01,05,15,0,0,0,0,0,0
2013/11/01,06,15,0,0,0,0,0,0
2013/11/01,07,14,0,0,0,0,0,0
2013/11/01,08,46,1,0,0,0,0,0
2013/11/01,09,46,4,0,0,0,0,0
2013/11/01,10,81,0,0,0,0,0,0
2013/11/01,11,151,17,0,0,0,0,0
2013/11/01,12,164,22,0,0,0,0,0
2013/11/01,13,167,21,0,0,0,0,0
2013/11/01,14,167,22,0,0,0,0,0
2013/11/01,15,164,22,0,0,0,0,0
2013/11/01,16,152,24,0,0,0,0,0
2013/11/01,17,163,23,0,0,0,0,0
2013/11/01,18,171,19,0,0,0,0,0
2013/11/01,19,163,19,0,0,0,0,0
2013/11/01,20,168,19,0,0,0,0,0
2013/11/01,21,154,19,0,0,0,0,0
2013/11/01,22,161,18,0,0,0,0,0
2013/11/01,23,144,16,0,0,0,0,0
2013/11/01,24,71,1,0,0,0,0,0
2013/11/02,01,63,1,0,0,0,0,0
2013/11/02,02,36,1,0,0,0,0,0
2013/11/02,03,15,0,0,0,0,0,0
2013/11/02,04,15,0,0,0,0,0,0
2013/11/02,05,15,0,0,0,0,0,0
2013/11/02,06,15,0,0,0,0,0,0
2013/11/02,07,15,0,0,0,0,0,0
2013/11/02,08,38,2,0,0,0,0,0
2013/11/02,09,48,4,0,0,0,0,0
2013/11/02,10,145,16,0,0,0,0,0
2013/11/02,11,161,18,0,0,0,0,0
2013/11/02,12,171,19,0,0,0,0,0
2013/11/02,13,168,23,0,0,0,0,0
2013/11/02,14,167,24,0,0,0,0,0
2013/11/02,15,167,24,0,0,0,0,0
2013/11/02,16,167,23,0,0,0,0,0
2013/11/02,17,167,24,0,0,0,0,0
2013/11/02,18,168,25,0,0,0,0,0
2013/11/02,19,164,21,0,0,0,0,0
2013/11/02,20,159,19,0,0,0,0,0
2013/11/02,21,152,21,0,0,0,0,0
2013/11/02,22,142,18,0,0,0,0,0
2013/11/02,23,143,16,0,0,0,0,0
2013/11/02,24,69,1,0,0,0,0,0
2013/11/03,01,62,1,0,0,0,0,0
2013/11/03,02,45,1,0,0,0,0,0
2013/11/03,03,15,0,0,0,0,0,0
2013/11/03,04,15,0,0,0,0,0,0
2013/11/03,05,15,0,0,0,0,0,0
2013/11/03,06,16,0,0,0,0,0,0
2013/11/03,07,14,0,0,0,0,0,0
2013/11/03,08,38,2,0,0,0,0,0
2013/11/03,09,47,4,0,0,0,0,0
2013/11/03,10,82,3,0,0,0,0,0
2013/11/03,11,153,18,0,0,0,0,0
2013/11/03,12,169,21,0,0,0,0,0
2013/11/03,13,161,23,0,0,0,0,0
2013/11/03,14,162,22,0,0,0,0,0
2013/11/03,15,164,23,0,0,0,0,0
2013/11/03,16,166,21,0,0,0,0,0
2013/11/03,17,165,19,0,0,0,0,0
2013/11/03,18,171,19,0,0,0,0,0
2013/11/03,19,168,19,0,0,0,0,0
