計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,48,17,25,,,,,,
2014/01/01,02,55,17,33,,,,,,
2014/01/01,03,61,17,38,,,,,,
2014/01/01,04,62,17,39,,,,,,
2014/01/01,05,58,17,31,,,,,,
2014/01/01,06,57,17,28,,,,,,
2014/01/01,07,56,18,28,,,,,,
2014/01/01,08,57,17,29,,,,,,
2014/01/01,09,55,17,28,,,,,,
2014/01/01,10,50,17,29,,,,,,
2014/01/01,11,50,17,27,,,,,,
2014/01/01,12,49,17,26,,,,,,
2014/01/01,13,51,17,26,,,,,,
2014/01/01,14,49,16,26,,,,,,
2014/01/01,15,46,17,25,,,,,,
2014/01/01,16,47,17,25,,,,,,
2014/01/01,17,49,17,26,,,,,,
2014/01/01,18,54,17,32,,,,,,
2014/01/01,19,51,18,27,,,,,,
2014/01/01,20,49,18,27,,,,,,
2014/01/01,21,50,18,27,,,,,,
2014/01/01,22,50,18,26,,,,,,
2014/01/01,23,49,18,27,,,,,,
2014/01/01,24,51,20,27,,,,,,
2014/01/02,01,49,17,27,,,,,,
2014/01/02,02,51,17,30,,,,,,
2014/01/02,03,58,17,36,,,,,,
2014/01/02,04,50,17,28,,,,,,
2014/01/02,05,47,17,26,,,,,,
2014/01/02,06,49,16,27,,,,,,
2014/01/02,07,49,18,27,,,,,,
2014/01/02,08,156,84,67,,,,,,
2014/01/02,09,316,232,80,,,,,,
2014/01/02,10,336,206,124,,,,,,
2014/01/02,11,325,195,122,,,,,,
2014/01/02,12,304,175,123,,,,,,
2014/01/02,13,280,150,122,,,,,,
2014/01/02,14,279,151,122,,,,,,
2014/01/02,15,264,136,122,,,,,,
2014/01/02,16,262,133,122,,,,,,
2014/01/02,17,272,135,131,,,,,,
2014/01/02,18,291,149,136,,,,,,
2014/01/02,19,158,99,55,,,,,,
2014/01/02,20,43,18,20,,,,,,
2014/01/02,21,47,20,20,,,,,,
2014/01/02,22,46,21,20,,,,,,
2014/01/02,23,49,23,21,,,,,,
2014/01/02,24,53,25,23,,,,,,
2014/01/03,01,49,24,20,,,,,,
2014/01/03,02,54,23,25,,,,,,
2014/01/03,03,60,23,33,,,,,,
2014/01/03,04,58,21,31,,,,,,
2014/01/03,05,52,22,25,,,,,,
2014/01/03,06,48,23,21,,,,,,
2014/01/03,07,50,23,21,,,,,,
2014/01/03,08,81,27,49,,,,,,
2014/01/03,09,169,98,66,,,,,,
2014/01/03,10,346,216,123,,,,,,
2014/01/03,11,324,194,124,,,,,,
2014/01/03,12,288,157,125,,,,,,
2014/01/03,13,270,139,125,,,,,,
2014/01/03,14,248,118,124,,,,,,
2014/01/03,15,266,136,124,,,,,,
2014/01/03,16,252,121,123,,,,,,
2014/01/03,17,282,142,134,,,,,,
2014/01/03,18,254,111,136,,,,,,
2014/01/03,19,258,119,134,,,,,,
2014/01/03,20,267,120,135,,,,,,
2014/01/03,21,228,83,134,,,,,,
2014/01/03,22,91,34,46,,,,,,
2014/01/03,23,48,14,23,,,,,,
2014/01/03,24,50,17,22,,,,,,
2014/01/04,01,49,16,22,,,,,,
2014/01/04,02,57,17,29,,,,,,
2014/01/04,03,63,17,35,,,,,,
2014/01/04,04,55,17,33,,,,,,
2014/01/04,05,51,17,29,,,,,,
2014/01/04,06,43,18,21,,,,,,
2014/01/04,07,44,18,20,,,,,,
2014/01/04,08,68,17,46,,,,,,
2014/01/04,09,195,116,73,,,,,,
2014/01/04,10,327,200,121,,,,,,
2014/01/04,11,317,189,122,,,,,,
2014/01/04,12,284,154,123,,,,,,
2014/01/04,13,254,125,123,,,,,,
2014/01/04,14,243,113,123,,,,,,
2014/01/04,15,245,114,124,,,,,,
2014/01/04,16,251,113,132,,,,,,
2014/01/04,17,274,130,137,,,,,,
2014/01/04,18,259,117,136,,,,,,
2014/01/04,19,288,147,135,,,,,,
2014/01/04,20,253,114,133,,,,,,
2014/01/04,21,222,87,130,,,,,,
2014/01/04,22,99,41,52,,,,,,
2014/01/04,23,41,14,21,,,,,,
2014/01/04,24,43,18,21,,,,,,
2014/01/05,01,42,16,20,,,,,,
2014/01/05,02,48,16,27,,,,,,
2014/01/05,03,56,15,34,,,,,,
2014/01/05,04,50,16,30,,,,,,
2014/01/05,05,48,16,28,,,,,,
2014/01/05,06,46,16,24,,,,,,
2014/01/05,07,42,15,23,,,,,,
2014/01/05,08,63,16,41,,,,,,
2014/01/05,09,89,28,55,,,,,,
2014/01/05,10,363,229,126,,,,,,
2014/01/05,11,336,205,125,,,,,,
2014/01/05,12,315,183,126,,,,,,
2014/01/05,13,286,152,126,,,,,,
2014/01/05,14,265,133,125,,,,,,
2014/01/05,15,258,126,125,,,,,,
2014/01/05,16,259,119,133,,,,,,
2014/01/05,17,274,128,140,,,,,,
2014/01/05,18,292,145,140,,,,,,
2014/01/05,19,279,133,140,,,,,,
2014/01/05,20,286,144,137,,,,,,
2014/01/05,21,224,84,133,,,,,,
2014/01/05,22,82,31,46,,,,,,
2014/01/05,23,42,15,20,,,,,,
2014/01/05,24,46,19,22,,,,,,
2014/01/06,01,43,17,21,,,,,,
2014/01/06,02,51,16,28,,,,,,
2014/01/06,03,54,16,33,,,,,,
2014/01/06,04,54,16,33,,,,,,
2014/01/06,05,45,15,24,,,,,,
2014/01/06,06,45,17,22,,,,,,
2014/01/06,07,43,16,22,,,,,,
2014/01/06,08,107,55,47,,,,,,
2014/01/06,09,324,249,68,,,,,,
2014/01/06,10,372,243,123,,,,,,
2014/01/06,11,336,206,123,,,,,,
2014/01/06,12,320,191,124,,,,,,
2014/01/06,13,284,157,121,,,,,,
2014/01/06,14,258,129,122,,,,,,
2014/01/06,15,252,125,120,,,,,,
2014/01/06,16,246,111,129,,,,,,
2014/01/06,17,282,139,135,,,,,,
2014/01/06,18,283,141,136,,,,,,
2014/01/06,19,279,137,134,,,,,,
2014/01/06,20,282,145,132,,,,,,
2014/01/06,21,227,92,129,,,,,,
2014/01/06,22,107,57,45,,,,,,
2014/01/06,23,83,58,21,,,,,,
2014/01/06,24,90,62,22,,,,,,
2014/01/07,01,88,64,20,,,,,,
2014/01/07,02,104,70,29,,,,,,
2014/01/07,03,109,70,34,,,,,,
2014/01/07,04,106,74,27,,,,,,
2014/01/07,05,100,73,21,,,,,,
2014/01/07,06,102,75,23,,,,,,
