計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/08/01,01,153,21,,,,,
2013/08/01,02,144,21,,,,,
2013/08/01,03,145,21,,,,,
2013/08/01,04,146,21,,,,,
2013/08/01,05,147,20,,,,,
2013/08/01,06,155,21,,,,,
2013/08/01,07,185,21,,,,,
2013/08/01,08,171,13,,,,,
2013/08/01,09,173,11,,,,,
2013/08/01,10,184,11,,,,,
2013/08/01,11,217,13,,,,,
2013/08/01,12,222,21,,,,,
2013/08/01,13,224,21,,,,,
2013/08/01,14,219,18,,,,,
2013/08/01,15,188,11,,,,,
2013/08/01,16,173,11,,,,,
2013/08/01,17,186,11,,,,,
2013/08/01,18,210,11,,,,,
2013/08/01,19,211,11,,,,,
2013/08/01,20,212,11,,,,,
2013/08/01,21,216,18,,,,,
2013/08/01,22,221,21,,,,,
2013/08/01,23,196,21,,,,,
2013/08/01,24,174,21,,,,,
2013/08/02,01,149,21,,,,,
2013/08/02,02,141,21,,,,,
2013/08/02,03,142,20,,,,,
2013/08/02,04,142,21,,,,,
2013/08/02,05,147,20,,,,,
2013/08/02,06,157,20,,,,,
2013/08/02,07,189,21,,,,,
2013/08/02,08,176,12,,,,,
2013/08/02,09,185,11,,,,,
2013/08/02,10,186,11,,,,,
2013/08/02,11,207,11,,,,,
2013/08/02,12,207,11,,,,,
2013/08/02,13,211,11,,,,,
2013/08/02,14,211,11,,,,,
2013/08/02,15,199,11,,,,,
2013/08/02,16,175,11,,,,,
2013/08/02,17,188,11,,,,,
2013/08/02,18,212,11,,,,,
2013/08/02,19,224,11,,,,,
2013/08/02,20,230,11,,,,,
2013/08/02,21,229,11,,,,,
2013/08/02,22,220,14,,,,,
2013/08/02,23,220,21,,,,,
2013/08/02,24,189,21,,,,,
2013/08/03,01,159,21,,,,,
2013/08/03,02,147,20,,,,,
2013/08/03,03,148,20,,,,,
2013/08/03,04,142,20,,,,,
2013/08/03,05,145,20,,,,,
2013/08/03,06,161,20,,,,,
2013/08/03,07,189,21,,,,,
2013/08/03,08,183,20,,,,,
2013/08/03,09,199,21,,,,,
2013/08/03,10,211,21,,,,,
2013/08/03,11,220,21,,,,,
2013/08/03,12,229,21,,,,,
2013/08/03,13,233,21,,,,,
2013/08/03,14,235,21,,,,,
2013/08/03,15,219,21,,,,,
2013/08/03,16,200,21,,,,,
2013/08/03,17,211,21,,,,,
2013/08/03,18,227,21,,,,,
2013/08/03,19,235,21,,,,,
2013/08/03,20,235,21,,,,,
2013/08/03,21,238,21,,,,,
2013/08/03,22,232,21,,,,,
2013/08/03,23,226,21,,,,,
2013/08/03,24,186,21,,,,,
2013/08/04,01,151,21,,,,,
2013/08/04,02,153,21,,,,,
2013/08/04,03,149,21,,,,,
2013/08/04,04,149,21,,,,,
2013/08/04,05,158,21,,,,,
2013/08/04,06,167,21,,,,,
2013/08/04,07,203,21,,,,,
2013/08/04,08,195,21,,,,,
2013/08/04,09,198,21,,,,,
2013/08/04,10,219,21,,,,,
2013/08/04,11,216,21,,,,,
2013/08/04,12,218,20,,,,,
2013/08/04,13,213,20,,,,,
2013/08/04,14,213,20,,,,,
2013/08/04,15,194,20,,,,,
2013/08/04,16,186,20,,,,,
2013/08/04,17,201,20,,,,,
2013/08/04,18,209,20,,,,,
2013/08/04,19,206,20,,,,,
2013/08/04,20,211,21,,,,,
2013/08/04,21,205,20,,,,,
2013/08/04,22,190,20,,,,,
2013/08/04,23,172,20,,,,,
2013/08/04,24,152,20,,,,,
2013/08/05,01,138,20,,,,,
2013/08/05,02,132,20,,,,,
2013/08/05,03,132,20,,,,,
2013/08/05,04,127,20,,,,,
2013/08/05,05,137,19,,,,,
2013/08/05,06,145,20,,,,,
2013/08/05,07,175,20,,,,,
2013/08/05,08,174,20,,,,,
2013/08/05,09,172,20,,,,,
2013/08/05,10,183,20,,,,,
2013/08/05,11,197,20,,,,,
2013/08/05,12,209,20,,,,,
2013/08/05,13,211,21,,,,,
2013/08/05,14,212,21,,,,,
2013/08/05,15,207,20,,,,,
2013/08/05,16,198,20,,,,,
2013/08/05,17,202,20,,,,,
2013/08/05,18,216,21,,,,,
2013/08/05,19,212,20,,,,,
2013/08/05,20,220,20,,,,,
2013/08/05,21,214,21,,,,,
2013/08/05,22,213,20,,,,,
2013/08/05,23,199,21,,,,,
2013/08/05,24,171,20,,,,,
2013/08/06,01,154,20,,,,,
2013/08/06,02,136,20,,,,,
2013/08/06,03,138,20,,,,,
2013/08/06,04,137,20,,,,,
2013/08/06,05,139,20,,,,,
2013/08/06,06,153,20,,,,,
2013/08/06,07,182,20,,,,,
2013/08/06,08,183,21,,,,,
2013/08/06,09,205,21,,,,,
2013/08/06,10,205,20,,,,,
2013/08/06,11,204,21,,,,,
2013/08/06,12,216,21,,,,,
2013/08/06,13,220,21,,,,,
2013/08/06,14,210,21,,,,,
2013/08/06,15,196,20,,,,,
2013/08/06,16,184,21,,,,,
2013/08/06,17,197,21,,,,,
2013/08/06,18,216,21,,,,,
2013/08/06,19,228,21,,,,,
2013/08/06,20,236,21,,,,,
2013/08/06,21,232,21,,,,,
2013/08/06,22,220,21,,,,,
2013/08/06,23,209,21,,,,,
2013/08/06,24,178,21,,,,,
2013/08/07,01,150,21,,,,,
2013/08/07,02,148,20,,,,,
2013/08/07,03,144,20,,,,,
2013/08/07,04,151,20,,,,,
2013/08/07,05,163,20,,,,,
2013/08/07,06,168,20,,,,,
2013/08/07,07,189,21,,,,,
2013/08/07,08,201,21,,,,,
2013/08/07,09,191,21,,,,,
2013/08/07,10,187,21,,,,,
2013/08/07,11,217,21,,,,,
2013/08/07,12,221,21,,,,,
2013/08/07,13,216,21,,,,,
2013/08/07,14,215,21,,,,,
2013/08/07,15,208,21,,,,,
2013/08/07,16,187,21,,,,,
2013/08/07,17,186,21,,,,,
2013/08/07,18,209,21,,,,,
2013/08/07,19,207,21,,,,,
2013/08/07,20,221,21,,,,,
2013/08/07,21,223,22,,,,,
2013/08/07,22,225,22,,,,,
2013/08/07,23,209,22,,,,,
2013/08/07,24,174,21,,,,,
2013/08/08,01,143,21,,,,,
2013/08/08,02,138,20,,,,,
2013/08/08,03,140,21,,,,,
2013/08/08,04,144,20,,,,,
2013/08/08,05,148,20,,,,,
2013/08/08,06,165,20,,,,,
2013/08/08,07,189,21,,,,,
2013/08/08,08,198,21,,,,,
2013/08/08,09,190,21,,,,,
2013/08/08,10,183,21,,,,,
2013/08/08,11,203,21,,,,,
2013/08/08,12,215,21,,,,,
