計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/07/03,20,68,,,,17,,,
2013/07/03,21,70,,,,19,,,
2013/07/03,22,44,,,,13,,,
2013/07/03,23,13,,,,3,,,
2013/07/03,24,12,,,,3,,,
2013/07/04,01,11,,,,3,,,
2013/07/04,02,11,,,,3,,,
2013/07/04,03,11,,,,3,,,
2013/07/04,04,12,,,,6,,,
2013/07/04,05,14,,,,5,,,
2013/07/04,06,12,,,,4,,,
2013/07/04,07,11,,,,4,,,
2013/07/04,08,11,,,,3,,,
2013/07/04,09,54,,,,13,,,
2013/07/04,10,82,,,,29,,,
2013/07/04,11,91,,,,33,,,
2013/07/04,12,77,,,,25,,,
2013/07/04,13,73,,,,25,,,
2013/07/04,14,82,,,,28,,,
2013/07/04,15,87,,,,28,,,
2013/07/04,16,80,,,,27,,,
2013/07/04,17,77,,,,23,,,
2013/07/04,18,64,,,,22,,,
2013/07/04,19,61,,,,21,,,
2013/07/04,20,80,,,,28,,,
2013/07/04,21,85,,,,21,,,
2013/07/04,22,39,,,,11,,,
2013/07/04,23,17,,,,4,,,
2013/07/04,24,16,,,,3,,,
2013/07/05,01,16,,,,2,,,
2013/07/05,02,22,,,,3,,,
2013/07/05,03,14,,,,2,,,
2013/07/05,04,11,,,,2,,,
2013/07/05,05,11,,,,3,,,
2013/07/05,06,12,,,,4,,,
2013/07/05,07,12,,,,4,,,
2013/07/05,08,11,,,,4,,,
2013/07/05,09,54,,,,17,,,
2013/07/05,10,82,,,,26,,,
2013/07/05,11,92,,,,29,,,
2013/07/05,12,83,,,,26,,,
2013/07/05,13,71,,,,20,,,
2013/07/05,14,75,,,,21,,,
2013/07/05,15,78,,,,22,,,
2013/07/05,16,77,,,,23,,,
2013/07/05,17,73,,,,26,,,
2013/07/05,18,66,,,,25,,,
2013/07/05,19,64,,,,26,,,
2013/07/05,20,75,,,,26,,,
2013/07/05,21,70,,,,24,,,
2013/07/05,22,24,,,,12,,,
2013/07/05,23,16,,,,3,,,
2013/07/05,24,12,,,,3,,,
2013/07/06,01,12,,,,3,,,
2013/07/06,02,11,,,,3,,,
2013/07/06,03,12,,,,3,,,
2013/07/06,04,11,,,,4,,,
2013/07/06,05,12,,,,4,,,
2013/07/06,06,12,,,,5,,,
2013/07/06,07,11,,,,2,,,
2013/07/06,08,12,,,,3,,,
2013/07/06,09,55,,,,16,,,
2013/07/06,10,109,,,,35,,,
2013/07/06,11,110,,,,31,,,
2013/07/06,12,115,,,,33,,,
2013/07/06,13,119,,,,32,,,
2013/07/06,14,166,,,,41,,,
2013/07/06,15,166,,,,49,,,
2013/07/06,16,126,,,,42,,,
2013/07/06,17,81,,,,30,,,
2013/07/06,18,72,,,,25,,,
2013/07/06,19,66,,,,27,,,
2013/07/06,20,66,,,,28,,,
2013/07/06,21,70,,,,17,,,
2013/07/06,22,48,,,,10,,,
2013/07/06,23,13,,,,3,,,
2013/07/06,24,12,,,,2,,,
2013/07/07,01,11,,,,2,,,
2013/07/07,02,12,,,,3,,,
2013/07/07,03,12,,,,3,,,
2013/07/07,04,12,,,,4,,,
2013/07/07,05,12,,,,2,,,
2013/07/07,06,11,,,,1,,,
2013/07/07,07,15,,,,1,,,
2013/07/07,08,13,,,,1,,,
2013/07/07,09,72,,,,6,,,
2013/07/07,10,121,,,,9,,,
2013/07/07,11,163,,,,19,,,
2013/07/07,12,167,,,,33,,,
2013/07/07,13,174,,,,33,,,
2013/07/07,14,174,,,,34,,,
2013/07/07,15,166,,,,37,,,
2013/07/07,16,154,,,,49,,,
2013/07/07,17,117,,,,37,,,
2013/07/07,18,74,,,,25,,,
2013/07/07,19,74,,,,23,,,
2013/07/07,20,78,,,,25,,,
2013/07/07,21,72,,,,27,,,
2013/07/07,22,21,,,,6,,,
2013/07/07,23,13,,,,3,,,
2013/07/07,24,12,,,,4,,,
2013/07/08,01,11,,,,3,,,
2013/07/08,02,11,,,,3,,,
2013/07/08,03,11,,,,5,,,
2013/07/08,04,11,,,,5,,,
2013/07/08,05,12,,,,4,,,
2013/07/08,06,11,,,,4,,,
2013/07/08,07,15,,,,3,,,
2013/07/08,08,12,,,,2,,,
2013/07/08,09,59,,,,11,,,
2013/07/08,10,107,,,,21,,,
2013/07/08,11,122,,,,21,,,
2013/07/08,12,117,,,,30,,,
2013/07/08,13,125,,,,30,,,
2013/07/08,14,165,,,,37,,,
2013/07/08,15,186,,,,44,,,
2013/07/08,16,151,,,,33,,,
2013/07/08,17,81,,,,21,,,
2013/07/08,18,74,,,,15,,,
2013/07/08,19,68,,,,15,,,
2013/07/08,20,85,,,,15,,,
2013/07/08,21,82,,,,17,,,
2013/07/08,22,45,,,,8,,,
2013/07/08,23,13,,,,3,,,
2013/07/08,24,11,,,,2,,,
2013/07/09,01,12,,,,2,,,
2013/07/09,02,12,,,,2,,,
2013/07/09,03,12,,,,3,,,
2013/07/09,04,11,,,,3,,,
2013/07/09,05,15,,,,4,,,
2013/07/09,06,12,,,,4,,,
2013/07/09,07,12,,,,4,,,
2013/07/09,08,11,,,,4,,,
2013/07/09,09,46,,,,10,,,
2013/07/09,10,57,,,,12,,,
2013/07/09,11,59,,,,12,,,
2013/07/09,12,58,,,,10,,,
2013/07/09,13,58,,,,10,,,
2013/07/09,14,56,,,,9,,,
2013/07/09,15,57,,,,11,,,
2013/07/09,16,58,,,,13,,,
2013/07/09,17,52,,,,12,,,
2013/07/09,18,14,,,,5,,,
2013/07/09,19,12,,,,4,,,
2013/07/09,20,15,,,,5,,,
2013/07/09,21,17,,,,6,,,
2013/07/09,22,15,,,,4,,,
2013/07/09,23,13,,,,3,,,
2013/07/09,24,11,,,,3,,,
2013/07/10,01,10,,,,3,,,
2013/07/10,02,11,,,,3,,,
2013/07/10,03,15,,,,4,,,
2013/07/10,04,11,,,,4,,,
2013/07/10,05,11,,,,4,,,
2013/07/10,06,11,,,,2,,,
2013/07/10,07,12,,,,3,,,
2013/07/10,08,12,,,,3,,,
2013/07/10,09,63,,,,17,,,
2013/07/10,10,102,,,,20,,,
2013/07/10,11,161,,,,28,,,
2013/07/10,12,118,,,,23,,,
2013/07/10,13,99,,,,19,,,
2013/07/10,14,100,,,,22,,,
2013/07/10,15,108,,,,24,,,
2013/07/10,16,100,,,,23,,,
2013/07/10,17,92,,,,21,,,
2013/07/10,18,82,,,,23,,,
2013/07/10,19,78,,,,23,,,
2013/07/10,20,92,,,,15,,,
2013/07/10,21,92,,,,17,,,
2013/07/10,22,41,,,,8,,,
2013/07/10,23,15,,,,3,,,
2013/07/10,24,12,,,,3,,,
2013/07/11,01,11,,,,2,,,
2013/07/11,02,12,,,,2,,,
2013/07/11,03,12,,,,3,,,
2013/07/11,04,12,,,,2,,,
2013/07/11,05,12,,,,1,,,
2013/07/11,06,13,,,,1,,,
2013/07/11,07,12,,,,1,,,
2013/07/11,08,14,,,,1,,,
2013/07/11,09,75,,,,4,,,
2013/07/11,10,181,,,,15,,,
2013/07/11,11,192,,,,28,,,
2013/07/11,12,157,,,,22,,,
2013/07/11,13,91,,,,18,,,
2013/07/11,14,95,,,,20,,,
2013/07/11,15,96,,,,29,,,
2013/07/11,16,80,,,,21,,,
2013/07/11,17,79,,,,21,,,
2013/07/11,18,73,,,,15,,,
2013/07/11,19,76,,,,16,,,
2013/07/11,20,84,,,,26,,,
2013/07/11,21,87,,,,21,,,
2013/07/11,22,37,,,,10,,,
2013/07/11,23,13,,,,4,,,
2013/07/11,24,11,,,,4,,,
2013/07/12,01,12,,,,4,,,
2013/07/12,02,12,,,,8,,,
2013/07/12,03,12,,,,8,,,
2013/07/12,04,11,,,,5,,,
2013/07/12,05,13,,,,5,,,
2013/07/12,06,15,,,,4,,,
2013/07/12,07,12,,,,3,,,
2013/07/12,08,11,,,,3,,,
2013/07/12,09,50,,,,12,,,
2013/07/12,10,73,,,,18,,,
2013/07/12,11,82,,,,29,,,
2013/07/12,12,78,,,,28,,,
2013/07/12,13,71,,,,24,,,
2013/07/12,14,85,,,,35,,,
2013/07/12,15,86,,,,35,,,
2013/07/12,16,78,,,,34,,,
2013/07/12,17,76,,,,29,,,
2013/07/12,18,74,,,,28,,,
2013/07/12,19,76,,,,17,,,
2013/07/12,20,81,,,,22,,,
2013/07/12,21,80,,,,18,,,
2013/07/12,22,50,,,,7,,,
2013/07/12,23,12,,,,2,,,
2013/07/12,24,12,,,,2,,,
2013/07/13,01,11,,,,2,,,
2013/07/13,02,11,,,,3,,,
2013/07/13,03,12,,,,3,,,
2013/07/13,04,14,,,,3,,,
2013/07/13,05,11,,,,4,,,
2013/07/13,06,12,,,,4,,,
2013/07/13,07,11,,,,4,,,
2013/07/13,08,12,,,,7,,,
2013/07/13,09,64,,,,28,,,
2013/07/13,10,141,,,,41,,,
2013/07/13,11,159,,,,40,,,
2013/07/13,12,155,,,,35,,,
2013/07/13,13,135,,,,35,,,
2013/07/13,14,179,,,,49,,,
2013/07/13,15,192,,,,59,,,
2013/07/13,16,182,,,,55,,,
2013/07/13,17,132,,,,46,,,
2013/07/13,18,117,,,,37,,,
2013/07/13,19,120,,,,37,,,
2013/07/13,20,121,,,,41,,,
2013/07/13,21,107,,,,26,,,
2013/07/13,22,50,,,,13,,,
2013/07/13,23,13,,,,4,,,
2013/07/13,24,12,,,,3,,,
2013/07/14,01,11,,,,3,,,
2013/07/14,02,15,,,,4,,,
2013/07/14,03,12,,,,4,,,
2013/07/14,04,12,,,,5,,,
2013/07/14,05,11,,,,2,,,
2013/07/14,06,12,,,,3,,,
2013/07/14,07,12,,,,7,,,
2013/07/14,08,12,,,,10,,,
2013/07/14,09,61,,,,21,,,
2013/07/14,10,134,,,,36,,,
2013/07/14,11,145,,,,41,,,
2013/07/14,12,144,,,,39,,,
2013/07/14,13,148,,,,45,,,
2013/07/14,14,150,,,,46,,,
2013/07/14,15,166,,,,47,,,
2013/07/14,16,163,,,,41,,,
2013/07/14,17,164,,,,41,,,
2013/07/14,18,112,,,,27,,,
2013/07/14,19,147,,,,19,,,
2013/07/14,20,140,,,,21,,,
2013/07/14,21,97,,,,18,,,
2013/07/14,22,28,,,,5,,,
2013/07/14,23,12,,,,3,,,
2013/07/14,24,15,,,,3,,,
2013/07/15,01,12,,,,3,,,
2013/07/15,02,11,,,,3,,,
2013/07/15,03,11,,,,2,,,
2013/07/15,04,12,,,,1,,,
2013/07/15,05,12,,,,1,,,
2013/07/15,06,12,,,,1,,,
2013/07/15,07,11,,,,1,,,
2013/07/15,08,12,,,,1,,,
2013/07/15,09,42,,,,7,,,
2013/07/15,10,71,,,,25,,,
2013/07/15,11,75,,,,25,,,
2013/07/15,12,76,,,,23,,,
2013/07/15,13,70,,,,23,,,
2013/07/15,14,78,,,,42,,,
2013/07/15,15,79,,,,36,,,
2013/07/15,16,72,,,,34,,,
2013/07/15,17,52,,,,18,,,
2013/07/15,18,23,,,,19,,,
2013/07/15,19,21,,,,19,,,
2013/07/15,20,34,,,,24,,,
2013/07/15,21,34,,,,19,,,
2013/07/15,22,20,,,,9,,,
2013/07/15,23,16,,,,4,,,
2013/07/15,24,12,,,,3,,,
2013/07/16,01,11,,,,6,,,
2013/07/16,02,11,,,,5,,,
2013/07/16,03,11,,,,4,,,
2013/07/16,04,11,,,,4,,,
2013/07/16,05,12,,,,3,,,
2013/07/16,06,11,,,,3,,,
2013/07/16,07,12,,,,3,,,
2013/07/16,08,12,,,,3,,,
2013/07/16,09,15,,,,6,,,
2013/07/16,10,16,,,,9,,,
2013/07/16,11,15,,,,9,,,
2013/07/16,12,15,,,,9,,,
2013/07/16,13,16,,,,10,,,
2013/07/16,14,14,,,,9,,,
2013/07/16,15,15,,,,9,,,
2013/07/16,16,16,,,,9,,,
2013/07/16,17,14,,,,9,,,
2013/07/16,18,12,,,,3,,,
2013/07/16,19,12,,,,3,,,
2013/07/16,20,17,,,,4,,,
2013/07/16,21,19,,,,4,,,
2013/07/16,22,16,,,,3,,,
2013/07/16,23,13,,,,2,,,
2013/07/16,24,12,,,,2,,,
2013/07/17,01,11,,,,2,,,
2013/07/17,02,12,,,,2,,,
2013/07/17,03,11,,,,2,,,
2013/07/17,04,11,,,,2,,,
2013/07/17,05,11,,,,3,,,
2013/07/17,06,12,,,,3,,,
2013/07/17,07,14,,,,3,,,
2013/07/17,08,13,,,,4,,,
2013/07/17,09,57,,,,23,,,
2013/07/17,10,83,,,,39,,,
2013/07/17,11,113,,,,53,,,
2013/07/17,12,84,,,,41,,,
2013/07/17,13,72,,,,36,,,
2013/07/17,14,73,,,,33,,,
2013/07/17,15,75,,,,31,,,
2013/07/17,16,76,,,,31,,,
2013/07/17,17,79,,,,33,,,
2013/07/17,18,80,,,,37,,,
2013/07/17,19,75,,,,38,,,
2013/07/17,20,84,,,,44,,,
2013/07/17,21,81,,,,39,,,
2013/07/17,22,30,,,,15,,,
2013/07/17,23,13,,,,5,,,
2013/07/17,24,11,,,,3,,,
2013/07/18,01,11,,,,2,,,
2013/07/18,02,11,,,,2,,,
2013/07/18,03,11,,,,2,,,
2013/07/18,04,12,,,,2,,,
2013/07/18,05,14,,,,3,,,
2013/07/18,06,12,,,,3,,,
2013/07/18,07,12,,,,3,,,
2013/07/18,08,12,,,,4,,,
2013/07/18,09,64,,,,23,,,
2013/07/18,10,98,,,,51,,,
2013/07/18,11,102,,,,53,,,
2013/07/18,12,99,,,,48,,,
2013/07/18,13,93,,,,38,,,
2013/07/18,14,95,,,,35,,,
2013/07/18,15,94,,,,32,,,
2013/07/18,16,84,,,,38,,,
2013/07/18,17,79,,,,40,,,
2013/07/18,18,71,,,,38,,,
2013/07/18,19,72,,,,38,,,
2013/07/18,20,85,,,,41,,,
2013/07/18,21,89,,,,41,,,
2013/07/18,22,43,,,,23,,,
2013/07/18,23,18,,,,4,,,
2013/07/18,24,16,,,,4,,,
2013/07/19,01,16,,,,3,,,
2013/07/19,02,18,,,,3,,,
2013/07/19,03,29,,,,3,,,
2013/07/19,04,25,,,,3,,,
2013/07/19,05,26,,,,3,,,
2013/07/19,06,26,,,,4,,,
2013/07/19,07,26,,,,4,,,
2013/07/19,08,22,,,,4,,,
2013/07/19,09,46,,,,20,,,
2013/07/19,10,102,,,,41,,,
2013/07/19,11,109,,,,45,,,
2013/07/19,12,106,,,,44,,,
2013/07/19,13,94,,,,40,,,
2013/07/19,14,158,,,,49,,,
2013/07/19,15,182,,,,46,,,
2013/07/19,16,164,,,,39,,,
2013/07/19,17,141,,,,36,,,
2013/07/19,18,105,,,,34,,,
2013/07/19,19,71,,,,36,,,
2013/07/19,20,72,,,,38,,,
2013/07/19,21,70,,,,40,,,
2013/07/19,22,27,,,,16,,,
2013/07/19,23,13,,,,4,,,
2013/07/19,24,12,,,,4,,,
2013/07/20,01,15,,,,3,,,
2013/07/20,02,12,,,,3,,,
2013/07/20,03,12,,,,3,,,
2013/07/20,04,12,,,,3,,,
2013/07/20,05,11,,,,3,,,
2013/07/20,06,12,,,,4,,,
2013/07/20,07,12,,,,4,,,
2013/07/20,08,35,,,,8,,,
2013/07/20,09,139,,,,16,,,
2013/07/20,10,137,,,,36,,,
2013/07/20,11,145,,,,46,,,
2013/07/20,12,129,,,,45,,,
2013/07/20,13,142,,,,34,,,
2013/07/20,14,152,,,,41,,,
2013/07/20,15,159,,,,44,,,
2013/07/20,16,154,,,,41,,,
2013/07/20,17,151,,,,42,,,
2013/07/20,18,138,,,,39,,,
2013/07/20,19,161,,,,42,,,
2013/07/20,20,181,,,,41,,,
2013/07/20,21,139,,,,41,,,
2013/07/20,22,55,,,,22,,,
2013/07/20,23,17,,,,4,,,
2013/07/20,24,13,,,,4,,,
2013/07/21,01,12,,,,4,,,
2013/07/21,02,13,,,,4,,,
2013/07/21,03,12,,,,4,,,
2013/07/21,04,12,,,,4,,,
2013/07/21,05,13,,,,4,,,
2013/07/21,06,14,,,,6,,,
2013/07/21,07,52,,,,6,,,
2013/07/21,08,100,,,,4,,,
2013/07/21,09,141,,,,7,,,
2013/07/21,10,194,,,,14,,,
2013/07/21,11,185,,,,12,,,
2013/07/21,12,172,,,,9,,,
2013/07/21,13,172,,,,17,,,
2013/07/21,14,177,,,,35,,,
2013/07/21,15,175,,,,34,,,
2013/07/21,16,157,,,,34,,,
2013/07/21,17,139,,,,34,,,
2013/07/21,18,85,,,,36,,,
2013/07/21,19,86,,,,33,,,
2013/07/21,20,86,,,,34,,,
2013/07/21,21,83,,,,20,,,
2013/07/21,22,25,,,,6,,,
2013/07/21,23,14,,,,4,,,
2013/07/21,24,11,,,,3,,,
2013/07/22,01,12,,,,3,,,
2013/07/22,02,12,,,,3,,,
2013/07/22,03,12,,,,3,,,
2013/07/22,04,11,,,,3,,,
2013/07/22,05,12,,,,6,,,
2013/07/22,06,12,,,,5,,,
2013/07/22,07,15,,,,4,,,
2013/07/22,08,12,,,,4,,,
2013/07/22,09,70,,,,18,,,
2013/07/22,10,167,,,,26,,,
2013/07/22,11,170,,,,30,,,
2013/07/22,12,139,,,,29,,,
2013/07/22,13,120,,,,21,,,
2013/07/22,14,167,,,,41,,,
2013/07/22,15,156,,,,42,,,
2013/07/22,16,154,,,,40,,,
2013/07/22,17,128,,,,38,,,
2013/07/22,18,147,,,,32,,,
2013/07/22,19,155,,,,35,,,
2013/07/22,20,178,,,,37,,,
2013/07/22,21,105,,,,30,,,
2013/07/22,22,39,,,,7,,,
2013/07/22,23,13,,,,4,,,
2013/07/22,24,12,,,,3,,,
2013/07/23,01,12,,,,3,,,
2013/07/23,02,12,,,,3,,,
2013/07/23,03,11,,,,5,,,
2013/07/23,04,12,,,,5,,,
2013/07/23,05,12,,,,3,,,
2013/07/23,06,16,,,,4,,,
2013/07/23,07,11,,,,4,,,
2013/07/23,08,12,,,,4,,,
2013/07/23,09,16,,,,6,,,
2013/07/23,10,17,,,,8,,,
2013/07/23,11,16,,,,5,,,
2013/07/23,12,17,,,,5,,,
2013/07/23,13,18,,,,5,,,
2013/07/23,14,16,,,,4,,,
2013/07/23,15,17,,,,5,,,
2013/07/23,16,16,,,,4,,,
2013/07/23,17,17,,,,5,,,
2013/07/23,18,15,,,,5,,,
2013/07/23,19,12,,,,4,,,
2013/07/23,20,15,,,,6,,,
2013/07/23,21,17,,,,6,,,
2013/07/23,22,16,,,,5,,,
2013/07/23,23,12,,,,4,,,
2013/07/23,24,11,,,,3,,,
2013/07/24,01,11,,,,2,,,
2013/07/24,02,11,,,,2,,,
2013/07/24,03,11,,,,2,,,
2013/07/24,04,11,,,,2,,,
2013/07/24,05,15,,,,3,,,
2013/07/24,06,11,,,,3,,,
2013/07/24,07,12,,,,3,,,
2013/07/24,08,12,,,,4,,,
2013/07/24,09,95,,,,23,,,
2013/07/24,10,165,,,,40,,,
2013/07/24,11,198,,,,48,,,
2013/07/24,12,174,,,,39,,,
2013/07/24,13,163,,,,33,,,
2013/07/24,14,168,,,,31,,,
2013/07/24,15,167,,,,28,,,
2013/07/24,16,170,,,,29,,,
2013/07/24,17,164,,,,31,,,
2013/07/24,18,163,,,,37,,,
2013/07/24,19,164,,,,37,,,
2013/07/24,20,178,,,,10,,,
2013/07/24,21,176,,,,9,,,
2013/07/24,22,72,,,,7,,,
2013/07/24,23,14,,,,4,,,
2013/07/24,24,12,,,,4,,,
2013/07/25,01,12,,,,4,,,
2013/07/25,02,12,,,,7,,,
2013/07/25,03,15,,,,3,,,
2013/07/25,04,12,,,,3,,,
2013/07/25,05,12,,,,3,,,
2013/07/25,06,13,,,,4,,,
2013/07/25,07,12,,,,4,,,
2013/07/25,08,12,,,,4,,,
2013/07/25,09,71,,,,16,,,
2013/07/25,10,174,,,,43,,,
2013/07/25,11,174,,,,49,,,
2013/07/25,12,180,,,,51,,,
2013/07/25,13,175,,,,42,,,
2013/07/25,14,181,,,,43,,,
2013/07/25,15,177,,,,68,,,
2013/07/25,16,171,,,,38,,,
2013/07/25,17,177,,,,40,,,
2013/07/25,18,171,,,,38,,,
2013/07/25,19,166,,,,38,,,
2013/07/25,20,174,,,,41,,,
2013/07/25,21,174,,,,41,,,
2013/07/25,22,74,,,,23,,,
2013/07/25,23,13,,,,4,,,
2013/07/25,24,12,,,,4,,,
2013/07/26,01,12,,,,3,,,
2013/07/26,02,12,,,,3,,,
2013/07/26,03,11,,,,3,,,
2013/07/26,04,12,,,,3,,,
2013/07/26,05,12,,,,3,,,
2013/07/26,06,13,,,,4,,,
2013/07/26,07,12,,,,4,,,
2013/07/26,08,12,,,,4,,,
2013/07/26,09,91,,,,20,,,
2013/07/26,10,201,,,,41,,,
2013/07/26,11,211,,,,45,,,
2013/07/26,12,206,,,,44,,,
2013/07/26,13,198,,,,40,,,
2013/07/26,14,216,,,,49,,,
2013/07/26,15,213,,,,46,,,
2013/07/26,16,200,,,,39,,,
2013/07/26,17,185,,,,36,,,
2013/07/26,18,169,,,,34,,,
2013/07/26,19,168,,,,36,,,
2013/07/26,20,168,,,,38,,,
2013/07/26,21,170,,,,40,,,
2013/07/26,22,66,,,,16,,,
2013/07/26,23,13,,,,4,,,
2013/07/26,24,12,,,,4,,,
2013/07/27,01,11,,,,3,,,
2013/07/27,02,12,,,,3,,,
2013/07/27,03,12,,,,3,,,
2013/07/27,04,11,,,,3,,,
2013/07/27,05,11,,,,3,,,
2013/07/27,06,12,,,,4,,,
2013/07/27,07,12,,,,4,,,
2013/07/27,08,16,,,,8,,,
2013/07/27,09,84,,,,16,,,
2013/07/27,10,192,,,,36,,,
2013/07/27,11,205,,,,46,,,
2013/07/27,12,199,,,,45,,,
2013/07/27,13,164,,,,34,,,
2013/07/27,14,175,,,,41,,,
2013/07/27,15,178,,,,44,,,
2013/07/27,16,178,,,,41,,,
2013/07/27,17,177,,,,42,,,
2013/07/27,18,169,,,,39,,,
2013/07/27,19,171,,,,42,,,
2013/07/27,20,172,,,,41,,,
2013/07/27,21,174,,,,41,,,
2013/07/27,22,114,,,,22,,,
2013/07/27,23,33,,,,4,,,
2013/07/27,24,32,,,,4,,,
2013/07/28,01,32,,,,4,,,
2013/07/28,02,31,,,,4,,,
2013/07/28,03,32,,,,4,,,
2013/07/28,04,32,,,,4,,,
2013/07/28,05,32,,,,4,,,
2013/07/28,06,34,,,,6,,,
2013/07/28,07,34,,,,6,,,
2013/07/28,08,32,,,,4,,,
2013/07/28,09,67,,,,7,,,
2013/07/28,10,87,,,,14,,,
2013/07/28,11,89,,,,12,,,
2013/07/28,12,85,,,,9,,,
2013/07/28,13,94,,,,17,,,
2013/07/28,14,162,,,,35,,,
2013/07/28,15,164,,,,34,,,
2013/07/28,16,163,,,,34,,,
2013/07/28,17,160,,,,34,,,
2013/07/28,18,151,,,,36,,,
2013/07/28,19,148,,,,33,,,
2013/07/28,20,155,,,,34,,,
2013/07/28,21,103,,,,20,,,
2013/07/28,22,24,,,,6,,,
2013/07/28,23,12,,,,4,,,
2013/07/28,24,11,,,,3,,,
2013/07/29,01,11,,,,3,,,
2013/07/29,02,11,,,,3,,,
2013/07/29,03,11,,,,3,,,
2013/07/29,04,11,,,,3,,,
2013/07/29,05,14,,,,6,,,
2013/07/29,06,12,,,,5,,,
2013/07/29,07,12,,,,4,,,
2013/07/29,08,13,,,,4,,,
2013/07/29,09,105,,,,18,,,
2013/07/29,10,149,,,,26,,,
2013/07/29,11,166,,,,30,,,
2013/07/29,12,153,,,,29,,,
2013/07/29,13,104,,,,21,,,
2013/07/29,14,152,,,,41,,,
2013/07/29,15,170,,,,42,,,
2013/07/29,16,163,,,,40,,,
2013/07/29,17,161,,,,38,,,
2013/07/29,18,150,,,,32,,,
2013/07/29,19,153,,,,35,,,
2013/07/29,20,154,,,,37,,,
2013/07/29,21,125,,,,30,,,
2013/07/29,22,26,,,,7,,,
2013/07/29,23,13,,,,4,,,
2013/07/29,24,12,,,,3,,,
2013/07/30,01,11,,,,3,,,
2013/07/30,02,11,,,,3,,,
2013/07/30,03,13,,,,5,,,
2013/07/30,04,14,,,,5,,,
2013/07/30,05,11,,,,3,,,
2013/07/30,06,11,,,,4,,,
2013/07/30,07,12,,,,4,,,
2013/07/30,08,12,,,,4,,,
2013/07/30,09,17,,,,6,,,
2013/07/30,10,19,,,,8,,,
2013/07/30,11,17,,,,5,,,
2013/07/30,12,18,,,,5,,,
2013/07/30,13,17,,,,5,,,
2013/07/30,14,17,,,,4,,,
2013/07/30,15,20,,,,1,,,
2013/07/30,16,15,,,,0,,,
2013/07/30,17,17,,,,0,,,
2013/07/30,18,13,,,,0,,,
2013/07/30,19,12,,,,0,,,
2013/07/30,20,14,,,,0,,,
2013/07/30,21,17,,,,0,,,
2013/07/30,22,16,,,,0,,,
2013/07/30,23,12,,,,0,,,
2013/07/30,24,11,,,,0,,,
2013/07/31,01,11,,,,0,,,
2013/07/31,02,13,,,,0,,,
2013/07/31,03,13,,,,0,,,
2013/07/31,04,11,,,,0,,,
2013/07/31,05,11,,,,0,,,
2013/07/31,06,11,,,,0,,,
2013/07/31,07,12,,,,0,,,
2013/07/31,08,11,,,,0,,,
2013/07/31,09,60,,,,0,,,
2013/07/31,10,110,,,,0,,,
2013/07/31,11,111,,,,0,,,
2013/07/31,12,92,,,,0,,,
