計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/08/01,01,37,,,34,3,,
2013/08/01,02,36,,,34,2,,
2013/08/01,03,37,,,35,2,,
2013/08/01,04,37,,,34,3,,
2013/08/01,05,38,,,35,3,,
2013/08/01,06,38,,,35,3,,
2013/08/01,07,38,,,35,2,,
2013/08/01,08,47,,,45,2,,
2013/08/01,09,103,,,92,11,,
2013/08/01,10,136,,,119,16,,
2013/08/01,11,141,,,125,16,,
2013/08/01,12,139,,,123,16,,
2013/08/01,13,120,,,108,11,,
2013/08/01,14,142,,,127,14,,
2013/08/01,15,162,,,147,15,,
2013/08/01,16,167,,,152,15,,
2013/08/01,17,170,,,155,15,,
2013/08/01,18,120,,,109,11,,
2013/08/01,19,91,,,84,7,,
2013/08/01,20,70,,,64,6,,
2013/08/01,21,45,,,41,3,,
2013/08/01,22,37,,,35,2,,
2013/08/01,23,37,,,34,3,,
2013/08/01,24,31,,,29,2,,
2013/08/02,01,31,,,29,2,,
2013/08/02,02,32,,,28,3,,
2013/08/02,03,31,,,28,3,,
2013/08/02,04,31,,,28,2,,
2013/08/02,05,30,,,28,2,,
2013/08/02,06,30,,,28,2,,
2013/08/02,07,30,,,28,2,,
2013/08/02,08,38,,,36,2,,
2013/08/02,09,87,,,77,10,,
2013/08/02,10,123,,,107,15,,
2013/08/02,11,120,,,104,16,,
2013/08/02,12,127,,,111,16,,
2013/08/02,13,117,,,106,11,,
2013/08/02,14,128,,,112,15,,
2013/08/02,15,130,,,115,15,,
2013/08/02,16,136,,,121,15,,
2013/08/02,17,129,,,115,14,,
2013/08/02,18,101,,,90,11,,
2013/08/02,19,80,,,70,9,,
2013/08/02,20,76,,,69,7,,
2013/08/02,21,38,,,35,3,,
2013/08/02,22,28,,,26,2,,
2013/08/02,23,28,,,26,2,,
2013/08/02,24,29,,,26,3,,
2013/08/03,01,28,,,26,2,,
2013/08/03,02,28,,,26,2,,
2013/08/03,03,27,,,25,2,,
2013/08/03,04,27,,,25,2,,
2013/08/03,05,27,,,25,2,,
2013/08/03,06,27,,,24,2,,
2013/08/03,07,27,,,24,2,,
2013/08/03,08,34,,,31,2,,
2013/08/03,09,38,,,34,3,,
2013/08/03,10,32,,,28,4,,
2013/08/03,11,27,,,25,2,,
2013/08/03,12,27,,,25,2,,
2013/08/03,13,27,,,25,2,,
2013/08/03,14,31,,,28,3,,
2013/08/03,15,40,,,37,3,,
2013/08/03,16,39,,,35,3,,
2013/08/03,17,33,,,30,3,,
2013/08/03,18,28,,,26,2,,
2013/08/03,19,27,,,25,2,,
2013/08/03,20,27,,,25,2,,
2013/08/03,21,28,,,25,3,,
2013/08/03,22,27,,,25,2,,
2013/08/03,23,27,,,25,2,,
2013/08/03,24,27,,,25,2,,
2013/08/04,01,29,,,25,4,,
2013/08/04,02,27,,,24,2,,
2013/08/04,03,26,,,24,2,,
2013/08/04,04,27,,,25,2,,
2013/08/04,05,27,,,25,2,,
2013/08/04,06,27,,,24,2,,
2013/08/04,07,27,,,25,2,,
