計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,4,,,0,4,,
2014/01/01,02,4,,,0,4,,
2014/01/01,03,4,,,0,4,,
2014/01/01,04,5,,,0,5,,
2014/01/01,05,4,,,0,4,,
2014/01/01,06,4,,,0,4,,
2014/01/01,07,5,,,0,5,,
2014/01/01,08,13,,,0,13,,
2014/01/01,09,11,,,0,11,,
2014/01/01,10,13,,,0,13,,
2014/01/01,11,16,,,5,11,,
2014/01/01,12,21,,,10,11,,
2014/01/01,13,17,,,5,12,,
2014/01/01,14,13,,,0,13,,
2014/01/01,15,13,,,0,13,,
2014/01/01,16,18,,,5,13,,
2014/01/01,17,34,,,16,18,,
2014/01/01,18,70,,,25,45,,
2014/01/01,19,82,,,30,52,,
2014/01/01,20,81,,,29,52,,
2014/01/01,21,84,,,32,52,,
2014/01/01,22,84,,,34,50,,
2014/01/01,23,62,,,34,28,,
2014/01/01,24,17,,,5,12,,
2014/01/02,01,6,,,0,6,,
2014/01/02,02,4,,,0,4,,
2014/01/02,03,4,,,0,4,,
2014/01/02,04,4,,,0,4,,
2014/01/02,05,4,,,0,4,,
2014/01/02,06,4,,,0,4,,
2014/01/02,07,4,,,0,4,,
2014/01/02,08,20,,,8,12,,
2014/01/02,09,13,,,0,13,,
2014/01/02,10,12,,,0,12,,
2014/01/02,11,18,,,5,13,,
2014/01/02,12,33,,,16,17,,
2014/01/02,13,37,,,17,20,,
2014/01/02,14,40,,,18,22,,
2014/01/02,15,40,,,18,22,,
2014/01/02,16,38,,,17,21,,
2014/01/02,17,36,,,17,19,,
2014/01/02,18,70,,,28,42,,
2014/01/02,19,83,,,32,51,,
2014/01/02,20,84,,,31,53,,
2014/01/02,21,84,,,33,51,,
2014/01/02,22,79,,,31,48,,
2014/01/02,23,79,,,32,47,,
2014/01/02,24,72,,,26,46,,
2014/01/03,01,47,,,12,35,,
2014/01/03,02,6,,,0,6,,
2014/01/03,03,5,,,0,5,,
2014/01/03,04,5,,,0,5,,
2014/01/03,05,4,,,0,4,,
2014/01/03,06,4,,,0,4,,
2014/01/03,07,5,,,1,4,,
2014/01/03,08,27,,,13,14,,
2014/01/03,09,24,,,13,11,,
2014/01/03,10,22,,,10,12,,
2014/01/03,11,18,,,5,13,,
2014/01/03,12,27,,,11,16,,
2014/01/03,13,29,,,10,19,,
2014/01/03,14,29,,,9,20,,
2014/01/03,15,29,,,8,21,,
2014/01/03,16,26,,,8,18,,
2014/01/03,17,30,,,9,21,,
2014/01/03,18,61,,,11,50,,
2014/01/03,19,65,,,12,53,,
2014/01/03,20,66,,,12,54,,
2014/01/03,21,63,,,11,52,,
2014/01/03,22,61,,,11,50,,
2014/01/03,23,61,,,14,47,,
2014/01/03,24,61,,,17,44,,
2014/01/04,01,28,,,7,21,,
2014/01/04,02,14,,,3,11,,
2014/01/04,03,6,,,0,6,,
2014/01/04,04,5,,,0,5,,
2014/01/04,05,5,,,0,5,,
2014/01/04,06,4,,,0,4,,
2014/01/04,07,15,,,6,9,,
2014/01/04,08,26,,,13,13,,
2014/01/04,09,25,,,13,12,,
2014/01/04,10,16,,,5,11,,
2014/01/04,11,18,,,5,13,,
2014/01/04,12,32,,,15,17,,
2014/01/04,13,33,,,14,19,,
2014/01/04,14,54,,,30,24,,
2014/01/04,15,55,,,33,22,,
2014/01/04,16,58,,,33,25,,
2014/01/04,17,51,,,31,20,,
2014/01/04,18,77,,,33,44,,
2014/01/04,19,82,,,29,53,,
2014/01/04,20,76,,,23,53,,
2014/01/04,21,74,,,23,51,,
2014/01/04,22,78,,,30,48,,
2014/01/04,23,71,,,26,45,,
2014/01/04,24,65,,,21,44,,
2014/01/05,01,32,,,13,19,,
2014/01/05,02,6,,,0,6,,
2014/01/05,03,4,,,0,4,,
2014/01/05,04,4,,,0,4,,
2014/01/05,05,4,,,0,4,,
2014/01/05,06,4,,,0,4,,
2014/01/05,07,4,,,0,4,,
2014/01/05,08,23,,,11,12,,
2014/01/05,09,24,,,14,10,,
2014/01/05,10,27,,,13,14,,
2014/01/05,11,22,,,8,14,,
2014/01/05,12,33,,,16,17,,
2014/01/05,13,32,,,14,18,,
2014/01/05,14,31,,,14,17,,
2014/01/05,15,30,,,13,17,,
2014/01/05,16,28,,,13,15,,
2014/01/05,17,31,,,13,18,,
2014/01/05,18,68,,,28,40,,
2014/01/05,19,99,,,47,52,,
2014/01/05,20,98,,,47,51,,
2014/01/05,21,85,,,35,50,,
2014/01/05,22,83,,,35,48,,
2014/01/05,23,80,,,34,46,,
2014/01/05,24,80,,,36,44,,
2014/01/06,01,43,,,24,19,,
2014/01/06,02,8,,,3,5,,
2014/01/06,03,5,,,0,5,,
2014/01/06,04,4,,,0,4,,
2014/01/06,05,4,,,0,4,,
2014/01/06,06,5,,,0,5,,
2014/01/06,07,4,,,0,4,,
2014/01/06,08,22,,,11,11,,
2014/01/06,09,25,,,14,11,,
2014/01/06,10,19,,,7,12,,
2014/01/06,11,18,,,5,13,,
2014/01/06,12,29,,,14,15,,
2014/01/06,13,29,,,12,17,,
2014/01/06,14,29,,,12,17,,
2014/01/06,15,30,,,12,18,,
2014/01/06,16,25,,,13,12,,
2014/01/06,17,23,,,14,9,,
2014/01/06,18,50,,,18,32,,
2014/01/06,19,66,,,21,45,,
2014/01/06,20,67,,,23,44,,
2014/01/06,21,81,,,36,45,,
2014/01/06,22,80,,,36,44,,
2014/01/06,23,76,,,34,42,,
2014/01/06,24,72,,,30,42,,
2014/01/07,01,34,,,16,18,,
2014/01/07,02,5,,,0,5,,
2014/01/07,03,4,,,0,4,,
2014/01/07,04,4,,,0,4,,
2014/01/07,05,4,,,0,4,,
2014/01/07,06,4,,,0,4,,
2014/01/07,07,3,,,0,3,,
2014/01/07,08,7,,,0,7,,
