計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,12,0,,,0,9,
2013/10/01,02,12,0,,,0,9,
2013/10/01,03,12,0,,,0,9,
2013/10/01,04,12,0,,,0,9,
2013/10/01,05,12,0,,,0,9,
2013/10/01,06,25,5,,,9,8,
2013/10/01,07,27,4,,,13,7,
2013/10/01,08,27,4,,,13,7,
2013/10/01,09,39,6,,,18,9,
2013/10/01,10,53,11,,,22,12,
2013/10/01,11,52,12,,,22,10,
2013/10/01,12,55,13,,,22,12,
2013/10/01,13,57,16,,,22,11,
2013/10/01,14,56,15,,,22,12,
2013/10/01,15,55,15,,,21,12,
2013/10/01,16,57,15,,,21,12,
2013/10/01,17,55,14,,,22,11,
2013/10/01,18,54,12,,,22,12,
2013/10/01,19,60,12,,,22,12,
2013/10/01,20,61,10,,,22,13,
2013/10/01,21,57,9,,,22,12,
2013/10/01,22,60,11,,,22,13,
2013/10/01,23,33,5,,,14,9,
2013/10/01,24,12,0,,,0,9,
2013/10/02,01,12,0,,,0,9,
2013/10/02,02,12,0,,,0,9,
2013/10/02,03,11,0,,,0,9,
2013/10/02,04,12,0,,,0,9,
2013/10/02,05,11,0,,,0,9,
2013/10/02,06,22,4,,,7,9,
2013/10/02,07,26,5,,,9,8,
2013/10/02,08,27,6,,,10,9,
2013/10/02,09,47,10,,,19,10,
2013/10/02,10,56,14,,,22,12,
2013/10/02,11,55,15,,,22,11,
2013/10/02,12,60,17,,,22,12,
2013/10/02,13,59,17,,,22,12,
2013/10/02,14,59,17,,,22,12,
2013/10/02,15,58,16,,,22,11,
2013/10/02,16,57,14,,,22,13,
2013/10/02,17,56,13,,,22,13,
2013/10/02,18,56,12,,,22,13,
2013/10/02,19,62,12,,,22,13,
2013/10/02,20,61,10,,,22,14,
2013/10/02,21,59,9,,,22,13,
2013/10/02,22,58,7,,,22,14,
2013/10/02,23,24,5,,,5,10,
2013/10/02,24,18,5,,,0,9,
2013/10/03,01,16,5,,,0,8,
2013/10/03,02,16,4,,,0,9,
2013/10/03,03,14,3,,,0,8,
2013/10/03,04,14,3,,,0,8,
2013/10/03,05,13,2,,,0,8,
2013/10/03,06,13,2,,,0,8,
2013/10/03,07,13,2,,,0,8,
2013/10/03,08,13,2,,,0,8,
2013/10/03,09,33,5,,,13,9,
2013/10/03,10,49,8,,,22,12,
2013/10/03,11,50,9,,,22,11,
2013/10/03,12,49,9,,,22,11,
2013/10/03,13,50,9,,,22,12,
2013/10/03,14,51,9,,,22,12,
2013/10/03,15,51,10,,,22,12,
2013/10/03,16,51,10,,,22,12,
2013/10/03,17,51,10,,,22,11,
2013/10/03,18,53,10,,,22,12,
2013/10/03,19,56,9,,,22,11,
2013/10/03,20,58,8,,,23,12,
2013/10/03,21,58,8,,,22,12,
2013/10/03,22,57,8,,,22,12,
2013/10/03,23,21,2,,,6,9,
2013/10/03,24,12,0,,,0,9,
2013/10/04,01,11,0,,,0,8,
2013/10/04,02,12,0,,,0,9,
2013/10/04,03,11,0,,,0,8,
2013/10/04,04,12,0,,,0,9,
2013/10/04,05,11,0,,,0,8,
2013/10/04,06,24,3,,,9,8,
2013/10/04,07,27,3,,,13,8,
2013/10/04,08,27,3,,,13,8,
2013/10/04,09,38,5,,,18,9,
