計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,60,,,16,,,,
2013/10/01,02,67,,,23,,,,
2013/10/01,03,69,,,24,,,,
2013/10/01,04,56,,,13,,,,
2013/10/01,05,54,,,11,,,,
2013/10/01,06,55,,,13,,,,
2013/10/01,07,94,,,22,,,,
2013/10/01,08,108,,,24,,,,
2013/10/01,09,118,,,24,,,,
2013/10/01,10,153,,,23,,,,
2013/10/01,11,157,,,26,,,,
2013/10/01,12,156,,,25,,,,
2013/10/01,13,152,,,26,,,,
2013/10/01,14,162,,,26,,,,
2013/10/01,15,160,,,32,,,,
2013/10/01,16,166,,,25,,,,
2013/10/01,17,150,,,22,,,,
2013/10/01,18,151,,,22,,,,
2013/10/01,19,142,,,23,,,,
2013/10/01,20,142,,,25,,,,
2013/10/01,21,137,,,24,,,,
2013/10/01,22,134,,,17,,,,
2013/10/01,23,75,,,17,,,,
2013/10/01,24,63,,,15,,,,
2013/10/02,01,62,,,17,,,,
2013/10/02,02,69,,,23,,,,
2013/10/02,03,73,,,24,,,,
2013/10/02,04,58,,,13,,,,
2013/10/02,05,57,,,13,,,,
2013/10/02,06,57,,,13,,,,
2013/10/02,07,97,,,22,,,,
2013/10/02,08,105,,,26,,,,
2013/10/02,09,116,,,25,,,,
2013/10/02,10,151,,,22,,,,
2013/10/02,11,159,,,24,,,,
2013/10/02,12,156,,,27,,,,
2013/10/02,13,157,,,30,,,,
2013/10/02,14,165,,,37,,,,
2013/10/02,15,161,,,35,,,,
2013/10/02,16,164,,,28,,,,
2013/10/02,17,153,,,24,,,,
2013/10/02,18,140,,,17,,,,
2013/10/02,19,140,,,23,,,,
2013/10/02,20,141,,,25,,,,
2013/10/02,21,136,,,27,,,,
2013/10/02,22,132,,,17,,,,
2013/10/02,23,70,,,15,,,,
2013/10/02,24,60,,,13,,,,
2013/10/03,01,61,,,16,,,,
2013/10/03,02,69,,,23,,,,
2013/10/03,03,73,,,24,,,,
2013/10/03,04,59,,,13,,,,
2013/10/03,05,56,,,12,,,,
2013/10/03,06,57,,,14,,,,
2013/10/03,07,95,,,22,,,,
2013/10/03,08,105,,,24,,,,
2013/10/03,09,108,,,23,,,,
2013/10/03,10,144,,,20,,,,
2013/10/03,11,146,,,21,,,,
2013/10/03,12,141,,,23,,,,
2013/10/03,13,144,,,28,,,,
2013/10/03,14,148,,,28,,,,
2013/10/03,15,139,,,29,,,,
2013/10/03,16,144,,,23,,,,
2013/10/03,17,139,,,21,,,,
2013/10/03,18,132,,,19,,,,
2013/10/03,19,126,,,20,,,,
2013/10/03,20,129,,,24,,,,
2013/10/03,21,126,,,24,,,,
2013/10/03,22,118,,,13,,,,
2013/10/03,23,68,,,13,,,,
2013/10/03,24,53,,,12,,,,
2013/10/04,01,55,,,15,,,,
2013/10/04,02,62,,,22,,,,
2013/10/04,03,64,,,21,,,,
2013/10/04,04,51,,,11,,,,
2013/10/04,05,49,,,11,,,,
2013/10/04,06,51,,,11,,,,
2013/10/04,07,90,,,19,,,,
2013/10/04,08,99,,,20,,,,
2013/10/04,09,96,,,18,,,,
2013/10/04,10,137,,,19,,,,
2013/10/04,11,133,,,21,,,,
2013/10/04,12,133,,,22,,,,
2013/10/04,13,127,,,24,,,,
2013/10/04,14,143,,,25,,,,
2013/10/04,15,139,,,28,,,,
2013/10/04,16,144,,,20,,,,
2013/10/04,17,136,,,18,,,,
2013/10/04,18,138,,,17,,,,
2013/10/04,19,131,,,19,,,,
2013/10/04,20,132,,,23,,,,
2013/10/04,21,126,,,23,,,,
2013/10/04,22,120,,,14,,,,
2013/10/04,23,67,,,14,,,,
2013/10/04,24,55,,,13,,,,
2013/10/05,01,59,,,17,,,,
2013/10/05,02,63,,,20,,,,
2013/10/05,03,66,,,21,,,,
2013/10/05,04,52,,,11,,,,
2013/10/05,05,51,,,11,,,,
2013/10/05,06,51,,,12,,,,
2013/10/05,07,89,,,19,,,,
2013/10/05,08,104,,,24,,,,
2013/10/05,09,113,,,25,,,,
2013/10/05,10,139,,,20,,,,
2013/10/05,11,140,,,20,,,,
2013/10/05,12,140,,,20,,,,
2013/10/05,13,142,,,24,,,,
2013/10/05,14,148,,,28,,,,
2013/10/05,15,141,,,27,,,,
2013/10/05,16,140,,,20,,,,
2013/10/05,17,138,,,17,,,,
2013/10/05,18,140,,,20,,,,
2013/10/05,19,134,,,21,,,,
2013/10/05,20,139,,,25,,,,
2013/10/05,21,132,,,27,,,,
2013/10/05,22,130,,,16,,,,
2013/10/05,23,69,,,15,,,,
2013/10/05,24,58,,,13,,,,
2013/10/06,01,59,,,17,,,,
2013/10/06,02,69,,,24,,,,
2013/10/06,03,70,,,24,,,,
2013/10/06,04,56,,,13,,,,
2013/10/06,05,55,,,12,,,,
2013/10/06,06,57,,,13,,,,
2013/10/06,07,91,,,22,,,,
2013/10/06,08,110,,,24,,,,
2013/10/06,09,118,,,25,,,,
2013/10/06,10,156,,,24,,,,
2013/10/06,11,161,,,24,,,,
2013/10/06,12,165,,,29,,,,
2013/10/06,13,154,,,32,,,,
2013/10/06,14,165,,,31,,,,
2013/10/06,15,160,,,32,,,,
2013/10/06,16,171,,,31,,,,
2013/10/06,17,163,,,26,,,,
2013/10/06,18,153,,,24,,,,
2013/10/06,19,141,,,21,,,,
2013/10/06,20,144,,,25,,,,
2013/10/06,21,135,,,25,,,,
2013/10/06,22,134,,,16,,,,
2013/10/06,23,74,,,15,,,,
2013/10/06,24,62,,,14,,,,
2013/10/07,01,61,,,16,,,,
2013/10/07,02,70,,,23,,,,
2013/10/07,03,68,,,22,,,,
2013/10/07,04,56,,,12,,,,
2013/10/07,05,55,,,13,,,,
2013/10/07,06,53,,,12,,,,
2013/10/07,07,93,,,20,,,,
2013/10/07,08,110,,,24,,,,
2013/10/07,09,112,,,21,,,,
2013/10/07,10,156,,,24,,,,
2013/10/07,11,161,,,25,,,,
2013/10/07,12,167,,,28,,,,
2013/10/07,13,160,,,30,,,,
2013/10/07,14,167,,,31,,,,
2013/10/07,15,159,,,33,,,,
2013/10/07,16,166,,,26,,,,
2013/10/07,17,150,,,21,,,,
2013/10/07,18,149,,,21,,,,
2013/10/07,19,139,,,20,,,,
2013/10/07,20,142,,,25,,,,
2013/10/07,21,135,,,26,,,,
2013/10/07,22,133,,,18,,,,
2013/10/07,23,73,,,15,,,,
2013/10/07,24,60,,,15,,,,
2013/10/08,01,60,,,16,,,,
2013/10/08,02,68,,,23,,,,
2013/10/08,03,70,,,23,,,,
2013/10/08,04,56,,,13,,,,
2013/10/08,05,55,,,13,,,,
2013/10/08,06,55,,,13,,,,
2013/10/08,07,96,,,21,,,,
2013/10/08,08,110,,,26,,,,
2013/10/08,09,116,,,27,,,,
2013/10/08,10,157,,,25,,,,
2013/10/08,11,160,,,25,,,,
2013/10/08,12,152,,,24,,,,
2013/10/08,13,151,,,25,,,,
2013/10/08,14,159,,,28,,,,
2013/10/08,15,153,,,29,,,,
2013/10/08,16,152,,,22,,,,
2013/10/08,17,144,,,20,,,,
2013/10/08,18,146,,,19,,,,
2013/10/08,19,144,,,22,,,,
2013/10/08,20,146,,,26,,,,
2013/10/08,21,137,,,23,,,,
2013/10/08,22,133,,,16,,,,
2013/10/08,23,82,,,16,,,,
2013/10/08,24,63,,,15,,,,
2013/10/09,01,67,,,18,,,,
2013/10/09,02,75,,,24,,,,
2013/10/09,03,77,,,24,,,,
2013/10/09,04,63,,,14,,,,
2013/10/09,05,60,,,14,,,,
2013/10/09,06,65,,,15,,,,
2013/10/09,07,103,,,24,,,,
2013/10/09,08,121,,,31,,,,
2013/10/09,09,128,,,33,,,,
2013/10/09,10,170,,,30,,,,
2013/10/09,11,176,,,33,,,,
2013/10/09,12,172,,,32,,,,
2013/10/09,13,159,,,30,,,,
2013/10/09,14,158,,,32,,,,
2013/10/09,15,163,,,34,,,,
2013/10/09,16,162,,,28,,,,
2013/10/09,17,149,,,24,,,,
2013/10/09,18,141,,,21,,,,
2013/10/09,19,138,,,21,,,,
2013/10/09,20,145,,,26,,,,
2013/10/09,21,136,,,24,,,,
2013/10/09,22,132,,,15,,,,
2013/10/09,23,72,,,15,,,,
2013/10/09,24,62,,,14,,,,
2013/10/10,01,62,,,17,,,,
2013/10/10,02,70,,,24,,,,
2013/10/10,03,72,,,23,,,,
2013/10/10,04,58,,,14,,,,
2013/10/10,05,56,,,13,,,,
2013/10/10,06,58,,,14,,,,
2013/10/10,07,97,,,24,,,,
2013/10/10,08,117,,,26,,,,
2013/10/10,09,122,,,28,,,,
2013/10/10,10,160,,,27,,,,
2013/10/10,11,151,,,23,,,,
2013/10/10,12,154,,,24,,,,
2013/10/10,13,164,,,31,,,,
2013/10/10,14,171,,,34,,,,
2013/10/10,15,163,,,35,,,,
2013/10/10,16,170,,,30,,,,
2013/10/10,17,154,,,24,,,,
2013/10/10,18,147,,,21,,,,
2013/10/10,19,141,,,21,,,,
2013/10/10,20,147,,,26,,,,
2013/10/10,21,138,,,24,,,,
2013/10/10,22,134,,,16,,,,
2013/10/10,23,76,,,16,,,,
2013/10/10,24,62,,,15,,,,
2013/10/11,01,62,,,17,,,,
2013/10/11,02,70,,,24,,,,
2013/10/11,03,72,,,23,,,,
2013/10/11,04,61,,,14,,,,
2013/10/11,05,60,,,14,,,,
2013/10/11,06,58,,,14,,,,
2013/10/11,07,98,,,24,,,,
2013/10/11,08,112,,,26,,,,
2013/10/11,09,115,,,25,,,,
2013/10/11,10,158,,,25,,,,
2013/10/11,11,166,,,28,,,,
2013/10/11,12,160,,,28,,,,
2013/10/11,13,152,,,28,,,,
2013/10/11,14,158,,,31,,,,
2013/10/11,15,156,,,32,,,,
2013/10/11,16,168,,,30,,,,
2013/10/11,17,152,,,21,,,,
2013/10/11,18,145,,,20,,,,
2013/10/11,19,140,,,21,,,,
2013/10/11,20,144,,,24,,,,
2013/10/11,21,134,,,24,,,,
2013/10/11,22,132,,,16,,,,
2013/10/11,23,75,,,15,,,,
2013/10/11,24,63,,,15,,,,
2013/10/12,01,64,,,17,,,,
2013/10/12,02,70,,,23,,,,
2013/10/12,03,71,,,23,,,,
2013/10/12,04,58,,,12,,,,
2013/10/12,05,67,,,13,,,,
2013/10/12,06,79,,,14,,,,
2013/10/12,07,95,,,23,,,,
2013/10/12,08,104,,,25,,,,
2013/10/12,09,108,,,24,,,,
2013/10/12,10,149,,,23,,,,
2013/10/12,11,150,,,23,,,,
2013/10/12,12,139,,,23,,,,
2013/10/12,13,134,,,23,,,,
2013/10/12,14,136,,,25,,,,
2013/10/12,15,132,,,23,,,,
2013/10/12,16,139,,,22,,,,
2013/10/12,17,132,,,20,,,,
2013/10/12,18,128,,,20,,,,
2013/10/12,19,125,,,20,,,,
2013/10/12,20,127,,,25,,,,
2013/10/12,21,124,,,22,,,,
2013/10/12,22,115,,,15,,,,
2013/10/12,23,59,,,12,,,,
2013/10/12,24,52,,,13,,,,
2013/10/13,01,54,,,13,,,,
2013/10/13,02,60,,,21,,,,
2013/10/13,03,61,,,22,,,,
2013/10/13,04,49,,,11,,,,
2013/10/13,05,70,,,11,,,,
2013/10/13,06,73,,,12,,,,
2013/10/13,07,80,,,20,,,,
2013/10/13,08,86,,,24,,,,
2013/10/13,09,103,,,20,,,,
2013/10/13,10,140,,,20,,,,
2013/10/13,11,138,,,20,,,,
2013/10/13,12,131,,,19,,,,
2013/10/13,13,134,,,23,,,,
2013/10/13,14,142,,,25,,,,
2013/10/13,15,133,,,25,,,,
2013/10/13,16,137,,,19,,,,
2013/10/13,17,130,,,16,,,,
2013/10/13,18,122,,,17,,,,
2013/10/13,19,121,,,18,,,,
2013/10/13,20,126,,,23,,,,
2013/10/13,21,123,,,23,,,,
2013/10/13,22,114,,,13,,,,
2013/10/13,23,57,,,11,,,,
2013/10/13,24,50,,,12,,,,
2013/10/14,01,53,,,15,,,,
2013/10/14,02,59,,,21,,,,
2013/10/14,03,59,,,18,,,,
2013/10/14,04,47,,,10,,,,
2013/10/14,05,47,,,11,,,,
2013/10/14,06,46,,,10,,,,
2013/10/14,07,87,,,19,,,,
2013/10/14,08,95,,,21,,,,
2013/10/14,09,97,,,19,,,,
2013/10/14,10,123,,,16,,,,
2013/10/14,11,135,,,17,,,,
2013/10/14,12,134,,,20,,,,
2013/10/14,13,136,,,22,,,,
2013/10/14,14,142,,,28,,,,
2013/10/14,15,145,,,26,,,,
2013/10/14,16,143,,,19,,,,
2013/10/14,17,136,,,15,,,,
2013/10/14,18,129,,,16,,,,
2013/10/14,19,126,,,21,,,,
2013/10/14,20,130,,,24,,,,
2013/10/14,21,126,,,23,,,,
2013/10/14,22,117,,,14,,,,
2013/10/14,23,61,,,13,,,,
2013/10/14,24,52,,,12,,,,
2013/10/15,01,56,,,12,,,,
2013/10/15,02,60,,,20,,,,
2013/10/15,03,62,,,19,,,,
2013/10/15,04,50,,,11,,,,
2013/10/15,05,48,,,11,,,,
2013/10/15,06,51,,,11,,,,
2013/10/15,07,87,,,20,,,,
2013/10/15,08,97,,,21,,,,
2013/10/15,09,98,,,21,,,,
2013/10/15,10,134,,,19,,,,
2013/10/15,11,126,,,19,,,,
2013/10/15,12,120,,,18,,,,
2013/10/15,13,134,,,22,,,,
2013/10/15,14,132,,,24,,,,
2013/10/15,15,128,,,22,,,,
2013/10/15,16,130,,,19,,,,
2013/10/15,17,124,,,14,,,,
2013/10/15,18,120,,,14,,,,
2013/10/15,19,119,,,20,,,,
2013/10/15,20,126,,,23,,,,
2013/10/15,21,125,,,23,,,,
2013/10/15,22,117,,,14,,,,
2013/10/15,23,65,,,13,,,,
2013/10/15,24,53,,,12,,,,
2013/10/16,01,56,,,17,,,,
2013/10/16,02,60,,,21,,,,
2013/10/16,03,64,,,21,,,,
2013/10/16,04,51,,,11,,,,
2013/10/16,05,50,,,12,,,,
2013/10/16,06,53,,,14,,,,
2013/10/16,07,94,,,22,,,,
2013/10/16,08,100,,,23,,,,
2013/10/16,09,101,,,18,,,,
2013/10/16,10,129,,,17,,,,
2013/10/16,11,126,,,17,,,,
2013/10/16,12,120,,,18,,,,
2013/10/16,13,118,,,20,,,,
2013/10/16,14,126,,,23,,,,
2013/10/16,15,118,,,19,,,,
2013/10/16,16,117,,,14,,,,
2013/10/16,17,114,,,13,,,,
2013/10/16,18,113,,,13,,,,
2013/10/16,19,112,,,17,,,,
2013/10/16,20,115,,,21,,,,
2013/10/16,21,116,,,20,,,,
2013/10/16,22,105,,,12,,,,
2013/10/16,23,54,,,11,,,,
2013/10/16,24,47,,,11,,,,
2013/10/17,01,50,,,13,,,,
2013/10/17,02,56,,,19,,,,
2013/10/17,03,58,,,19,,,,
2013/10/17,04,44,,,10,,,,
2013/10/17,05,45,,,10,,,,
2013/10/17,06,44,,,10,,,,
2013/10/17,07,83,,,20,,,,
2013/10/17,08,88,,,20,,,,
2013/10/17,09,97,,,20,,,,
2013/10/17,10,120,,,14,,,,
2013/10/17,11,118,,,19,,,,
2013/10/17,12,119,,,17,,,,
2013/10/17,13,120,,,20,,,,
2013/10/17,14,124,,,22,,,,
2013/10/17,15,122,,,22,,,,
2013/10/17,16,125,,,17,,,,
2013/10/17,17,111,,,14,,,,
2013/10/17,18,112,,,13,,,,
2013/10/17,19,111,,,17,,,,
2013/10/17,20,115,,,22,,,,
2013/10/17,21,115,,,19,,,,
2013/10/17,22,103,,,11,,,,
2013/10/17,23,53,,,10,,,,
2013/10/17,24,45,,,10,,,,
2013/10/18,01,49,,,14,,,,
2013/10/18,02,53,,,19,,,,
2013/10/18,03,56,,,19,,,,
2013/10/18,04,43,,,9,,,,
2013/10/18,05,42,,,10,,,,
2013/10/18,06,43,,,9,,,,
2013/10/18,07,85,,,19,,,,
2013/10/18,08,90,,,20,,,,
2013/10/18,09,90,,,20,,,,
2013/10/18,10,118,,,15,,,,
2013/10/18,11,125,,,16,,,,
2013/10/18,12,123,,,16,,,,
2013/10/18,13,123,,,23,,,,
2013/10/18,14,127,,,21,,,,
2013/10/18,15,126,,,22,,,,
2013/10/18,16,130,,,17,,,,
2013/10/18,17,120,,,14,,,,
2013/10/18,18,121,,,16,,,,
2013/10/18,19,116,,,18,,,,
2013/10/18,20,121,,,21,,,,
2013/10/18,21,120,,,21,,,,
2013/10/18,22,111,,,13,,,,
2013/10/18,23,62,,,12,,,,
2013/10/18,24,49,,,11,,,,
2013/10/19,01,52,,,15,,,,
2013/10/19,02,58,,,20,,,,
2013/10/19,03,59,,,19,,,,
2013/10/19,04,47,,,11,,,,
2013/10/19,05,48,,,11,,,,
2013/10/19,06,50,,,11,,,,
2013/10/19,07,89,,,20,,,,
2013/10/19,08,98,,,21,,,,
2013/10/19,09,98,,,19,,,,
2013/10/19,10,125,,,17,,,,
2013/10/19,11,122,,,19,,,,
2013/10/19,12,115,,,18,,,,
2013/10/19,13,120,,,22,,,,
2013/10/19,14,130,,,22,,,,
2013/10/19,15,136,,,23,,,,
2013/10/19,16,131,,,18,,,,
2013/10/19,17,125,,,17,,,,
2013/10/19,18,124,,,17,,,,
2013/10/19,19,121,,,19,,,,
2013/10/19,20,125,,,22,,,,
2013/10/19,21,122,,,20,,,,
2013/10/19,22,115,,,13,,,,
2013/10/19,23,60,,,13,,,,
2013/10/19,24,51,,,11,,,,
2013/10/20,01,54,,,15,,,,
2013/10/20,02,60,,,20,,,,
2013/10/20,03,61,,,20,,,,
2013/10/20,04,50,,,11,,,,
2013/10/20,05,48,,,11,,,,
2013/10/20,06,52,,,11,,,,
2013/10/20,07,89,,,20,,,,
2013/10/20,08,101,,,21,,,,
2013/10/20,09,102,,,18,,,,
2013/10/20,10,132,,,17,,,,
2013/10/20,11,117,,,15,,,,
2013/10/20,12,118,,,17,,,,
2013/10/20,13,123,,,22,,,,
2013/10/20,14,128,,,22,,,,
2013/10/20,15,129,,,22,,,,
2013/10/20,16,122,,,16,,,,
2013/10/20,17,117,,,13,,,,
2013/10/20,18,122,,,14,,,,
2013/10/20,19,118,,,18,,,,
2013/10/20,20,123,,,23,,,,
2013/10/20,21,122,,,22,,,,
2013/10/20,22,114,,,13,,,,
2013/10/20,23,57,,,12,,,,
2013/10/20,24,52,,,12,,,,
2013/10/21,01,54,,,15,,,,
2013/10/21,02,60,,,20,,,,
2013/10/21,03,61,,,20,,,,
2013/10/21,04,50,,,11,,,,
2013/10/21,05,48,,,10,,,,
2013/10/21,06,49,,,11,,,,
2013/10/21,07,94,,,21,,,,
2013/10/21,08,96,,,21,,,,
2013/10/21,09,100,,,19,,,,
2013/10/21,10,136,,,17,,,,
2013/10/21,11,134,,,19,,,,
2013/10/21,12,126,,,19,,,,
2013/10/21,13,130,,,23,,,,
2013/10/21,14,140,,,25,,,,
2013/10/21,15,140,,,25,,,,
2013/10/21,16,141,,,19,,,,
2013/10/21,17,129,,,16,,,,
2013/10/21,18,125,,,16,,,,
2013/10/21,19,122,,,19,,,,
2013/10/21,20,127,,,23,,,,
2013/10/21,21,123,,,23,,,,
2013/10/21,22,117,,,14,,,,
2013/10/21,23,59,,,12,,,,
2013/10/21,24,53,,,12,,,,
2013/10/22,01,55,,,16,,,,
2013/10/22,02,60,,,20,,,,
2013/10/22,03,61,,,19,,,,
2013/10/22,04,50,,,11,,,,
2013/10/22,05,49,,,11,,,,
2013/10/22,06,50,,,12,,,,
2013/10/22,07,90,,,20,,,,
2013/10/22,08,100,,,20,,,,
2013/10/22,09,103,,,23,,,,
2013/10/22,10,137,,,20,,,,
2013/10/22,11,134,,,21,,,,
2013/10/22,12,132,,,22,,,,
2013/10/22,13,140,,,25,,,,
2013/10/22,14,137,,,23,,,,
2013/10/22,15,133,,,24,,,,
2013/10/22,16,136,,,18,,,,
2013/10/22,17,129,,,18,,,,
2013/10/22,18,125,,,16,,,,
2013/10/22,19,125,,,20,,,,
2013/10/22,20,136,,,24,,,,
2013/10/22,21,132,,,23,,,,
2013/10/22,22,120,,,15,,,,
2013/10/22,23,61,,,13,,,,
2013/10/22,24,53,,,13,,,,
2013/10/23,01,55,,,16,,,,
2013/10/23,02,61,,,21,,,,
2013/10/23,03,63,,,21,,,,
2013/10/23,04,49,,,11,,,,
2013/10/23,05,49,,,11,,,,
2013/10/23,06,50,,,12,,,,
2013/10/23,07,85,,,20,,,,
2013/10/23,08,95,,,21,,,,
2013/10/23,09,100,,,19,,,,
2013/10/23,10,129,,,17,,,,
2013/10/23,11,134,,,19,,,,
2013/10/23,12,127,,,20,,,,
2013/10/23,13,125,,,21,,,,
2013/10/23,14,133,,,23,,,,
2013/10/23,15,128,,,23,,,,
2013/10/23,16,130,,,17,,,,
2013/10/23,17,128,,,15,,,,
2013/10/23,18,124,,,16,,,,
2013/10/23,19,120,,,19,,,,
2013/10/23,20,128,,,24,,,,
2013/10/23,21,124,,,23,,,,
2013/10/23,22,117,,,13,,,,
2013/10/23,23,67,,,12,,,,
2013/10/23,24,54,,,12,,,,
2013/10/24,01,55,,,15,,,,
2013/10/24,02,63,,,22,,,,
2013/10/24,03,64,,,21,,,,
2013/10/24,04,52,,,11,,,,
2013/10/24,05,51,,,11,,,,
2013/10/24,06,51,,,12,,,,
2013/10/24,07,90,,,21,,,,
2013/10/24,08,97,,,22,,,,
2013/10/24,09,100,,,21,,,,
2013/10/24,10,133,,,17,,,,
2013/10/24,11,129,,,19,,,,
2013/10/24,12,123,,,19,,,,
2013/10/24,13,127,,,22,,,,
2013/10/24,14,131,,,24,,,,
2013/10/24,15,128,,,23,,,,
2013/10/24,16,127,,,16,,,,
2013/10/24,17,122,,,14,,,,
2013/10/24,18,123,,,16,,,,
2013/10/24,19,118,,,17,,,,
2013/10/24,20,124,,,22,,,,
2013/10/24,21,124,,,22,,,,
2013/10/24,22,115,,,13,,,,
2013/10/24,23,60,,,12,,,,
2013/10/24,24,53,,,13,,,,
2013/10/25,01,55,,,15,,,,
2013/10/25,02,61,,,22,,,,
2013/10/25,03,63,,,20,,,,
2013/10/25,04,50,,,12,,,,
2013/10/25,05,50,,,12,,,,
2013/10/25,06,51,,,12,,,,
2013/10/25,07,86,,,22,,,,
2013/10/25,08,101,,,21,,,,
2013/10/25,09,97,,,20,,,,
2013/10/25,10,133,,,16,,,,
2013/10/25,11,131,,,17,,,,
2013/10/25,12,123,,,19,,,,
2013/10/25,13,126,,,22,,,,
2013/10/25,14,130,,,21,,,,
2013/10/25,15,125,,,22,,,,
2013/10/25,16,129,,,16,,,,
2013/10/25,17,130,,,14,,,,
2013/10/25,18,123,,,15,,,,
2013/10/25,19,118,,,19,,,,
2013/10/25,20,125,,,23,,,,
2013/10/25,21,123,,,21,,,,
2013/10/25,22,115,,,13,,,,
2013/10/25,23,61,,,12,,,,
2013/10/25,24,53,,,13,,,,
2013/10/26,01,54,,,15,,,,
2013/10/26,02,60,,,20,,,,
2013/10/26,03,62,,,19,,,,
2013/10/26,04,49,,,11,,,,
2013/10/26,05,48,,,11,,,,
2013/10/26,06,50,,,12,,,,
2013/10/26,07,91,,,20,,,,
2013/10/26,08,98,,,21,,,,
2013/10/26,09,96,,,20,,,,
2013/10/26,10,122,,,14,,,,
2013/10/26,11,123,,,14,,,,
2013/10/26,12,130,,,17,,,,
2013/10/26,13,140,,,22,,,,
2013/10/26,14,138,,,21,,,,
2013/10/26,15,132,,,20,,,,
2013/10/26,16,138,,,14,,,,
2013/10/26,17,134,,,15,,,,
2013/10/26,18,133,,,14,,,,
2013/10/26,19,126,,,16,,,,
2013/10/26,20,132,,,21,,,,
2013/10/26,21,131,,,22,,,,
2013/10/26,22,124,,,12,,,,
2013/10/26,23,72,,,11,,,,
2013/10/26,24,65,,,12,,,,
2013/10/27,01,67,,,16,,,,
2013/10/27,02,72,,,19,,,,
2013/10/27,03,75,,,20,,,,
2013/10/27,04,64,,,10,,,,
2013/10/27,05,63,,,10,,,,
2013/10/27,06,64,,,11,,,,
2013/10/27,07,93,,,21,,,,
2013/10/27,08,111,,,21,,,,
2013/10/27,09,100,,,19,,,,
2013/10/27,10,127,,,14,,,,
2013/10/27,11,119,,,16,,,,
2013/10/27,12,119,,,17,,,,
2013/10/27,13,124,,,22,,,,
2013/10/27,14,122,,,22,,,,
2013/10/27,15,126,,,22,,,,
2013/10/27,16,130,,,16,,,,
2013/10/27,17,115,,,13,,,,
2013/10/27,18,119,,,14,,,,
2013/10/27,19,111,,,17,,,,
2013/10/27,20,116,,,20,,,,
2013/10/27,21,115,,,22,,,,
2013/10/27,22,104,,,11,,,,
2013/10/27,23,54,,,10,,,,
2013/10/27,24,47,,,11,,,,
2013/10/28,01,48,,,13,,,,
2013/10/28,02,54,,,19,,,,
2013/10/28,03,56,,,18,,,,
2013/10/28,04,44,,,9,,,,
2013/10/28,05,43,,,9,,,,
2013/10/28,06,45,,,10,,,,
2013/10/28,07,82,,,17,,,,
2013/10/28,08,90,,,19,,,,
2013/10/28,09,88,,,17,,,,
2013/10/28,10,121,,,14,,,,
2013/10/28,11,121,,,14,,,,
2013/10/28,12,118,,,18,,,,
2013/10/28,13,121,,,20,,,,
2013/10/28,14,133,,,23,,,,
2013/10/28,15,129,,,24,,,,
2013/10/28,16,128,,,16,,,,
2013/10/28,17,113,,,14,,,,
2013/10/28,18,114,,,15,,,,
2013/10/28,19,111,,,16,,,,
2013/10/28,20,116,,,21,,,,
2013/10/28,21,116,,,20,,,,
2013/10/28,22,106,,,11,,,,
2013/10/28,23,53,,,9,,,,
2013/10/28,24,48,,,11,,,,
2013/10/29,01,50,,,14,,,,
2013/10/29,02,55,,,18,,,,
2013/10/29,03,57,,,19,,,,
2013/10/29,04,45,,,10,,,,
2013/10/29,05,45,,,10,,,,
2013/10/29,06,46,,,11,,,,
2013/10/29,07,83,,,16,,,,
2013/10/29,08,92,,,22,,,,
2013/10/29,09,99,,,20,,,,
2013/10/29,10,122,,,16,,,,
2013/10/29,11,126,,,16,,,,
2013/10/29,12,121,,,18,,,,
2013/10/29,13,121,,,21,,,,
2013/10/29,14,126,,,23,,,,
2013/10/29,15,126,,,22,,,,
2013/10/29,16,128,,,17,,,,
2013/10/29,17,125,,,14,,,,
2013/10/29,18,118,,,15,,,,
2013/10/29,19,115,,,17,,,,
2013/10/29,20,120,,,21,,,,
2013/10/29,21,120,,,21,,,,
2013/10/29,22,112,,,13,,,,
2013/10/29,23,59,,,12,,,,
2013/10/29,24,51,,,12,,,,
2013/10/30,01,52,,,14,,,,
2013/10/30,02,58,,,20,,,,
2013/10/30,03,60,,,21,,,,
2013/10/30,04,47,,,10,,,,
2013/10/30,05,46,,,10,,,,
2013/10/30,06,42,,,12,,,,
2013/10/30,07,76,,,21,,,,
2013/10/30,08,109,,,20,,,,
2013/10/30,09,114,,,20,,,,
2013/10/30,10,133,,,17,,,,
2013/10/30,11,134,,,20,,,,
2013/10/30,12,130,,,19,,,,
2013/10/30,13,123,,,24,,,,
2013/10/30,14,133,,,21,,,,
2013/10/30,15,126,,,22,,,,
2013/10/30,16,133,,,17,,,,
2013/10/30,17,120,,,14,,,,
2013/10/30,18,119,,,15,,,,
2013/10/30,19,116,,,20,,,,
2013/10/30,20,118,,,22,,,,
2013/10/30,21,119,,,24,,,,
2013/10/30,22,109,,,12,,,,
2013/10/30,23,53,,,11,,,,
2013/10/30,24,46,,,11,,,,
2013/10/31,01,49,,,15,,,,
2013/10/31,02,55,,,19,,,,
2013/10/31,03,57,,,19,,,,
2013/10/31,04,44,,,10,,,,
2013/10/31,05,43,,,10,,,,
2013/10/31,06,43,,,11,,,,
2013/10/31,07,82,,,20,,,,
2013/10/31,08,92,,,21,,,,
2013/10/31,09,95,,,18,,,,
2013/10/31,10,124,,,17,,,,
2013/10/31,11,126,,,17,,,,
2013/10/31,12,122,,,18,,,,
2013/10/31,13,123,,,23,,,,
2013/10/31,14,126,,,23,,,,
