計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/12/01,01,83,,,76,5,,
2013/12/01,02,83,,,76,5,,
2013/12/01,03,82,,,77,4,,
2013/12/01,04,83,,,76,5,,
2013/12/01,05,82,,,77,4,,
2013/12/01,06,83,,,76,5,,
2013/12/01,07,83,,,76,5,,
2013/12/01,08,81,,,77,4,,
2013/12/01,09,83,,,76,5,,
2013/12/01,10,83,,,76,5,,
2013/12/01,11,83,,,75,5,,
2013/12/01,12,84,,,79,5,,
2013/12/01,13,84,,,78,6,,
2013/12/01,14,85,,,77,7,,
2013/12/01,15,87,,,78,9,,
2013/12/01,16,76,,,68,7,,
2013/12/01,17,73,,,66,6,,
2013/12/01,18,71,,,65,4,,
2013/12/01,19,72,,,65,4,,
2013/12/01,20,75,,,71,4,,
2013/12/01,21,76,,,71,4,,
2013/12/01,22,76,,,71,4,,
2013/12/01,23,75,,,71,4,,
2013/12/01,24,76,,,69,4,,
2013/12/02,01,77,,,71,4,,
2013/12/02,02,75,,,68,5,,
2013/12/02,03,76,,,71,4,,
2013/12/02,04,77,,,71,4,,
2013/12/02,05,75,,,71,4,,
2013/12/02,06,75,,,71,4,,
2013/12/02,07,81,,,74,5,,
2013/12/02,08,91,,,84,6,,
2013/12/02,09,119,,,103,14,,
2013/12/02,10,113,,,97,14,,
2013/12/02,11,117,,,103,14,,
2013/12/02,12,117,,,103,14,,
2013/12/02,13,117,,,104,13,,
2013/12/02,14,125,,,109,14,,
2013/12/02,15,122,,,105,15,,
2013/12/02,16,122,,,106,14,,
2013/12/02,17,123,,,108,15,,
2013/12/02,18,115,,,101,13,,
2013/12/02,19,121,,,107,13,,
2013/12/02,20,106,,,93,12,,
2013/12/02,21,85,,,74,10,,
2013/12/02,22,74,,,64,7,,
2013/12/02,23,75,,,68,7,,
2013/12/02,24,75,,,65,7,,
2013/12/03,01,80,,,71,7,,
2013/12/03,02,78,,,71,7,,
2013/12/03,03,78,,,70,8,,
2013/12/03,04,78,,,67,8,,
2013/12/03,05,76,,,67,8,,
2013/12/03,06,78,,,67,8,,
2013/12/03,07,81,,,73,8,,
2013/12/03,08,82,,,73,8,,
2013/12/03,09,124,,,109,14,,
2013/12/03,10,125,,,108,15,,
2013/12/03,11,122,,,105,15,,
2013/12/03,12,122,,,105,15,,
2013/12/03,13,116,,,101,13,,
2013/12/03,14,122,,,105,15,,
2013/12/03,15,120,,,106,14,,
2013/12/03,16,125,,,108,15,,
2013/12/03,17,122,,,106,14,,
2013/12/03,18,118,,,103,14,,
2013/12/03,19,114,,,102,12,,
2013/12/03,20,103,,,93,9,,
2013/12/03,21,97,,,89,7,,
2013/12/03,22,84,,,78,6,,
2013/12/03,23,74,,,67,4,,
2013/12/03,24,72,,,68,4,,
2013/12/04,01,73,,,68,4,,
2013/12/04,02,74,,,67,5,,
2013/12/04,03,74,,,68,4,,
2013/12/04,04,75,,,71,4,,
2013/12/04,05,77,,,71,4,,
2013/12/04,06,79,,,74,4,,
2013/12/04,07,86,,,77,6,,
2013/12/04,08,91,,,83,7,,
2013/12/04,09,119,,,104,13,,
2013/12/04,10,118,,,102,15,,
2013/12/04,11,122,,,106,14,,
2013/12/04,12,122,,,105,15,,
2013/12/04,13,115,,,101,13,,
2013/12/04,14,127,,,112,14,,
2013/12/04,15,124,,,109,14,,
2013/12/04,16,130,,,115,14,,
2013/12/04,17,128,,,111,15,,
2013/12/04,18,123,,,109,14,,
2013/12/04,19,115,,,101,13,,
2013/12/04,20,100,,,88,11,,
2013/12/04,21,93,,,83,10,,
2013/12/04,22,84,,,75,9,,
2013/12/04,23,76,,,68,7,,
2013/12/04,24,74,,,65,7,,
2013/12/05,01,73,,,67,5,,
2013/12/05,02,77,,,70,5,,
2013/12/05,03,75,,,72,3,,
2013/12/05,04,78,,,74,4,,
2013/12/05,05,75,,,71,4,,
2013/12/05,06,78,,,73,5,,
2013/12/05,07,82,,,75,6,,
2013/12/05,08,86,,,76,8,,
2013/12/05,09,121,,,107,13,,
2013/12/05,10,125,,,108,15,,
2013/12/05,11,122,,,105,15,,
2013/12/05,12,126,,,111,15,,
2013/12/05,13,120,,,106,14,,
