計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/01/23,14,112,,,53,53,,,,,
2014/01/23,15,114,,,47,51,,,,,
2014/01/23,16,105,,,51,51,,,,,
2014/01/23,17,92,,,44,48,,,,,
2014/01/23,18,46,,,30,31,,,,,
2014/01/23,19,29,,,17,11,,,,,
2014/01/23,20,29,,,16,9,,,,,
2014/01/23,21,31,,,15,9,,,,,
2014/01/23,22,27,,,16,9,,,,,
2014/01/23,23,23,,,12,9,,,,,
2014/01/23,24,24,,,10,9,,,,,
2014/01/24,01,24,,,11,9,,,,,
2014/01/24,02,22,,,9,9,,,,,
2014/01/24,03,27,,,10,9,,,,,
2014/01/24,04,28,,,15,9,,,,,
2014/01/24,05,26,,,12,9,,,,,
2014/01/24,06,35,,,12,10,,,,,
2014/01/24,07,59,,,19,15,,,,,
2014/01/24,08,109,,,44,41,,,,,
2014/01/24,09,113,,,49,50,,,,,
2014/01/24,10,116,,,54,50,,,,,
2014/01/24,11,103,,,50,51,,,,,
2014/01/24,12,103,,,41,50,,,,,
2014/01/24,13,96,,,42,50,,,,,
2014/01/24,14,93,,,35,48,,,,,
2014/01/24,15,95,,,37,46,,,,,
2014/01/24,16,98,,,44,45,,,,,
2014/01/24,17,80,,,39,44,,,,,
2014/01/24,18,38,,,23,28,,,,,
2014/01/24,19,28,,,16,10,,,,,
2014/01/24,20,29,,,16,9,,,,,
2014/01/24,21,23,,,12,9,,,,,
2014/01/24,22,24,,,10,9,,,,,
2014/01/24,23,23,,,10,9,,,,,
2014/01/24,24,22,,,10,9,,,,,
2014/01/25,01,20,,,7,9,,,,,
2014/01/25,02,24,,,9,9,,,,,
2014/01/25,03,30,,,12,9,,,,,
2014/01/25,04,27,,,16,9,,,,,
2014/01/25,05,27,,,12,9,,,,,
2014/01/25,06,37,,,14,10,,,,,
2014/01/25,07,61,,,21,16,,,,,
2014/01/25,08,117,,,51,39,,,,,
2014/01/25,09,123,,,60,49,,,,,
2014/01/25,10,120,,,57,53,,,,,
2014/01/25,11,115,,,59,51,,,,,
2014/01/25,12,107,,,50,51,,,,,
2014/01/25,13,101,,,43,50,,,,,
2014/01/25,14,102,,,41,51,,,,,
2014/01/25,15,100,,,37,51,,,,,
2014/01/25,16,107,,,44,51,,,,,
2014/01/25,17,101,,,48,50,,,,,
2014/01/25,18,57,,,32,42,,,,,
2014/01/25,19,29,,,15,15,,,,,
2014/01/25,20,28,,,15,9,,,,,
2014/01/25,21,30,,,15,9,,,,,
2014/01/25,22,25,,,13,9,,,,,
2014/01/25,23,26,,,15,9,,,,,
2014/01/25,24,22,,,10,9,,,,,
2014/01/26,01,23,,,10,9,,,,,
2014/01/26,02,22,,,10,9,,,,,
2014/01/26,03,25,,,10,9,,,,,
2014/01/26,04,28,,,12,9,,,,,
2014/01/26,05,27,,,15,9,,,,,
2014/01/26,06,30,,,12,10,,,,,
2014/01/26,07,55,,,17,14,,,,,
2014/01/26,08,95,,,31,43,,,,,
2014/01/26,09,96,,,36,49,,,,,
2014/01/26,10,103,,,40,50,,,,,
2014/01/26,11,108,,,44,51,,,,,
2014/01/26,12,101,,,45,50,,,,,
2014/01/26,13,104,,,39,51,,,,,
2014/01/26,14,103,,,44,50,,,,,
2014/01/26,15,115,,,46,52,,,,,
2014/01/26,16,117,,,53,54,,,,,
2014/01/26,17,118,,,57,53,,,,,
2014/01/26,18,70,,,41,50,,,,,
2014/01/26,19,33,,,18,16,,,,,
2014/01/26,20,31,,,18,10,,,,,
2014/01/26,21,30,,,15,10,,,,,
2014/01/26,22,31,,,16,9,,,,,
2014/01/26,23,28,,,17,9,,,,,
2014/01/26,24,25,,,13,9,,,,,
2014/01/27,01,24,,,10,9,,,,,
2014/01/27,02,23,,,9,9,,,,,
2014/01/27,03,27,,,11,9,,,,,
2014/01/27,04,29,,,15,9,,,,,
2014/01/27,05,26,,,13,9,,,,,
2014/01/27,06,25,,,11,9,,,,,
2014/01/27,07,62,,,17,12,,,,,
2014/01/27,08,114,,,45,43,,,,,
2014/01/27,09,115,,,57,48,,,,,
2014/01/27,10,119,,,54,50,,,,,
2014/01/27,11,112,,,57,52,,,,,
2014/01/27,12,113,,,53,49,,,,,
2014/01/27,13,106,,,52,49,,,,,
2014/01/27,14,102,,,44,49,,,,,
2014/01/27,15,108,,,45,51,,,,,
2014/01/27,16,102,,,44,51,,,,,
2014/01/27,17,89,,,42,49,,,,,
2014/01/27,18,41,,,25,32,,,,,
2014/01/27,19,29,,,15,10,,,,,
2014/01/27,20,30,,,16,10,,,,,
2014/01/27,21,25,,,13,10,,,,,
2014/01/27,22,24,,,10,9,,,,,
2014/01/27,23,24,,,10,10,,,,,
2014/01/27,24,22,,,10,9,,,,,
2014/01/28,01,22,,,8,9,,,,,
2014/01/28,02,23,,,8,9,,,,,
2014/01/28,03,28,,,11,9,,,,,
2014/01/28,04,27,,,15,9,,,,,
2014/01/28,05,27,,,12,9,,,,,
2014/01/28,06,29,,,13,9,,,,,
2014/01/28,07,28,,,14,9,,,,,
2014/01/28,08,31,,,12,12,,,,,
2014/01/28,09,34,,,16,13,,,,,
2014/01/28,10,32,,,12,14,,,,,
2014/01/28,11,37,,,13,16,,,,,
2014/01/28,12,32,,,15,16,,,,,
2014/01/28,13,28,,,8,16,,,,,
2014/01/28,14,29,,,8,15,,,,,
2014/01/28,15,26,,,10,14,,,,,
2014/01/28,16,25,,,5,15,,,,,
2014/01/28,17,27,,,5,15,,,,,
2014/01/28,18,24,,,10,12,,,,,
2014/01/28,19,20,,,8,10,,,,,
2014/01/28,20,21,,,5,11,,,,,
2014/01/28,21,22,,,5,11,,,,,
2014/01/28,22,20,,,6,11,,,,,
2014/01/28,23,24,,,8,10,,,,,
2014/01/28,24,24,,,10,10,,,,,
2014/01/29,01,25,,,10,10,,,,,
2014/01/29,02,23,,,9,10,,,,,
2014/01/29,03,28,,,10,10,,,,,
2014/01/29,04,30,,,13,10,,,,,
2014/01/29,05,29,,,17,10,,,,,
2014/01/29,06,32,,,11,11,,,,,
2014/01/29,07,63,,,21,18,,,,,
2014/01/29,08,114,,,42,39,,,,,
2014/01/29,09,115,,,58,49,,,,,
2014/01/29,10,120,,,58,50,,,,,
2014/01/29,11,112,,,60,49,,,,,
2014/01/29,12,110,,,51,48,,,,,
2014/01/29,13,113,,,53,48,,,,,
2014/01/29,14,107,,,55,46,,,,,
2014/01/29,15,117,,,54,47,,,,,
2014/01/29,16,104,,,55,48,,,,,
2014/01/29,17,86,,,45,42,,,,,
2014/01/29,18,45,,,30,27,,,,,
2014/01/29,19,25,,,17,11,,,,,
2014/01/29,20,23,,,10,10,,,,,
2014/01/29,21,23,,,10,10,,,,,
2014/01/29,22,23,,,9,10,,,,,
2014/01/29,23,23,,,10,9,,,,,
2014/01/29,24,23,,,11,9,,,,,
2014/01/30,01,23,,,10,9,,,,,
2014/01/30,02,22,,,10,9,,,,,
2014/01/30,03,26,,,10,9,,,,,
2014/01/30,04,28,,,14,9,,,,,
2014/01/30,05,25,,,12,9,,,,,
2014/01/30,06,28,,,12,9,,,,,
2014/01/30,07,43,,,17,10,,,,,
2014/01/30,08,86,,,28,28,,,,,
2014/01/30,09,101,,,43,48,,,,,
2014/01/30,10,110,,,43,52,,,,,
2014/01/30,11,115,,,49,54,,,,,
2014/01/30,12,107,,,53,49,,,,,
2014/01/30,13,97,,,46,45,,,,,
2014/01/30,14,90,,,39,44,,,,,
2014/01/30,15,89,,,35,46,,,,,
2014/01/30,16,86,,,32,45,,,,,
2014/01/30,17,56,,,24,43,,,,,
2014/01/30,18,30,,,12,20,,,,,
2014/01/30,19,23,,,10,10,,,,,
2014/01/30,20,24,,,10,9,,,,,
2014/01/30,21,23,,,11,9,,,,,
2014/01/30,22,21,,,7,9,,,,,
2014/01/30,23,23,,,10,9,,,,,
2014/01/30,24,22,,,10,9,,,,,
2014/01/31,01,21,,,9,9,,,,,
2014/01/31,02,22,,,9,9,,,,,
2014/01/31,03,25,,,10,9,,,,,
2014/01/31,04,29,,,14,9,,,,,
2014/01/31,05,25,,,13,9,,,,,
2014/01/31,06,31,,,12,10,,,,,
2014/01/31,07,63,,,18,15,,,,,
2014/01/31,08,105,,,45,40,,,,,
2014/01/31,09,107,,,52,43,,,,,
2014/01/31,10,106,,,53,45,,,,,
2014/01/31,11,103,,,50,46,,,,,
2014/01/31,12,100,,,45,46,,,,,
2014/01/31,13,102,,,45,47,,,,,
2014/01/31,14,105,,,48,46,,,,,
2014/01/31,15,101,,,50,43,,,,,
2014/01/31,16,84,,,37,44,,,,,
2014/01/31,17,61,,,31,38,,,,,
2014/01/31,18,35,,,17,19,,,,,
2014/01/31,19,28,,,16,10,,,,,
2014/01/31,20,25,,,13,10,,,,,
2014/01/31,21,23,,,10,10,,,,,
2014/01/31,22,23,,,9,9,,,,,
2014/01/31,23,23,,,10,10,,,,,
2014/01/31,24,21,,,9,9,,,,,
2014/02/01,01,21,,,5,9,,,,,
2014/02/01,02,22,,,8,9,,,,,
2014/02/01,03,26,,,10,9,,,,,
2014/02/01,04,30,,,15,9,,,,,
2014/02/01,05,26,,,14,9,,,,,
2014/02/01,06,31,,,11,10,,,,,
2014/02/01,07,62,,,17,16,,,,,
2014/02/01,08,113,,,50,39,,,,,
2014/02/01,09,114,,,56,45,,,,,
2014/02/01,10,113,,,57,49,,,,,
2014/02/01,11,109,,,51,50,,,,,
2014/02/01,12,102,,,49,47,,,,,
2014/02/01,13,90,,,37,49,,,,,
2014/02/01,14,92,,,32,47,,,,,
2014/02/01,15,99,,,33,52,,,,,
2014/02/01,16,108,,,42,52,,,,,
2014/02/01,17,101,,,49,51,,,,,
2014/02/01,18,46,,,27,37,,,,,
2014/02/01,19,29,,,15,13,,,,,
2014/02/01,20,29,,,16,9,,,,,
2014/02/01,21,29,,,15,9,,,,,
2014/02/01,22,29,,,16,9,,,,,
2014/02/01,23,26,,,15,9,,,,,
2014/02/01,24,21,,,10,9,,,,,
2014/02/02,01,20,,,7,9,,,,,
2014/02/02,02,23,,,9,9,,,,,
2014/02/02,03,25,,,11,9,,,,,
2014/02/02,04,26,,,11,9,,,,,
2014/02/02,05,29,,,15,9,,,,,
2014/02/02,06,32,,,14,10,,,,,
2014/02/02,07,49,,,17,15,,,,,
2014/02/02,08,90,,,24,43,,,,,
2014/02/02,09,95,,,29,50,,,,,
2014/02/02,10,101,,,34,53,,,,,
2014/02/02,11,109,,,49,51,,,,,
2014/02/02,12,102,,,40,52,,,,,
2014/02/02,13,93,,,37,53,,,,,
2014/02/02,14,87,,,28,51,,,,,
2014/02/02,15,93,,,29,49,,,,,
2014/02/02,16,94,,,37,48,,,,,
2014/02/02,17,90,,,35,48,,,,,
2014/02/02,18,58,,,29,43,,,,,
2014/02/02,19,31,,,15,15,,,,,
2014/02/02,20,28,,,16,10,,,,,
2014/02/02,21,30,,,15,9,,,,,
2014/02/02,22,26,,,15,10,,,,,
2014/02/02,23,24,,,12,10,,,,,
2014/02/02,24,23,,,11,9,,,,,
2014/02/03,01,22,,,9,9,,,,,
2014/02/03,02,24,,,10,9,,,,,
2014/02/03,03,26,,,11,9,,,,,
2014/02/03,04,25,,,11,9,,,,,
2014/02/03,05,27,,,11,9,,,,,
2014/02/03,06,30,,,15,9,,,,,
2014/02/03,07,28,,,15,10,,,,,
2014/02/03,08,27,,,11,10,,,,,
2014/02/03,09,28,,,12,11,,,,,
2014/02/03,10,30,,,12,11,,,,,
2014/02/03,11,32,,,15,11,,,,,
2014/02/03,12,32,,,20,10,,,,,
2014/02/03,13,23,,,9,10,,,,,
2014/02/03,14,22,,,8,10,,,,,
2014/02/03,15,24,,,7,10,,,,,
2014/02/03,16,26,,,11,11,,,,,
2014/02/03,17,22,,,7,11,,,,,
2014/02/03,18,18,,,5,10,,,,,
2014/02/03,19,19,,,4,9,,,,,
2014/02/03,20,23,,,9,9,,,,,
2014/02/03,21,19,,,7,9,,,,,
2014/02/03,22,19,,,5,9,,,,,
2014/02/03,23,21,,,5,9,,,,,
2014/02/03,24,20,,,9,9,,,,,
2014/02/04,01,20,,,5,9,,,,,
2014/02/04,02,23,,,8,9,,,,,
2014/02/04,03,30,,,14,9,,,,,
2014/02/04,04,26,,,14,9,,,,,
2014/02/04,05,26,,,12,9,,,,,
2014/02/04,06,29,,,13,9,,,,,
2014/02/04,07,27,,,15,9,,,,,
2014/02/04,08,27,,,11,10,,,,,
2014/02/04,09,31,,,13,11,,,,,
2014/02/04,10,28,,,16,11,,,,,
2014/02/04,11,28,,,12,10,,,,,
2014/02/04,12,29,,,12,11,,,,,
2014/02/04,13,26,,,13,11,,,,,
2014/02/04,14,25,,,10,11,,,,,
2014/02/04,15,25,,,8,10,,,,,
2014/02/04,16,26,,,11,11,,,,,
2014/02/04,17,25,,,8,11,,,,,
2014/02/04,18,26,,,8,11,,,,,
2014/02/04,19,22,,,12,10,,,,,
2014/02/04,20,20,,,7,10,,,,,
2014/02/04,21,20,,,7,9,,,,,
2014/02/04,22,22,,,6,9,,,,,
2014/02/04,23,20,,,6,9,,,,,
2014/02/04,24,20,,,7,9,,,,,
2014/02/05,01,22,,,7,9,,,,,
2014/02/05,02,24,,,12,9,,,,,
2014/02/05,03,27,,,11,9,,,,,
2014/02/05,04,28,,,13,9,,,,,
2014/02/05,05,26,,,14,9,,,,,
2014/02/05,06,27,,,14,9,,,,,
2014/02/05,07,28,,,13,9,,,,,
2014/02/05,08,30,,,13,10,,,,,
2014/02/05,09,36,,,18,11,,,,,
2014/02/05,10,42,,,21,13,,,,,
2014/02/05,11,35,,,20,14,,,,,
2014/02/05,12,33,,,15,13,,,,,
2014/02/05,13,30,,,16,12,,,,,
2014/02/05,14,28,,,13,12,,,,,
2014/02/05,15,36,,,15,11,,,,,
2014/02/05,16,30,,,16,12,,,,,
2014/02/05,17,28,,,11,13,,,,,
2014/02/05,18,28,,,13,12,,,,,
2014/02/05,19,20,,,8,10,,,,,
2014/02/05,20,23,,,8,10,,,,,
2014/02/05,21,19,,,6,10,,,,,
2014/02/05,22,23,,,7,10,,,,,
2014/02/05,23,19,,,6,9,,,,,
2014/02/05,24,24,,,8,9,,,,,
2014/02/06,01,21,,,7,9,,,,,
2014/02/06,02,27,,,11,9,,,,,
2014/02/06,03,25,,,12,9,,,,,
2014/02/06,04,30,,,14,9,,,,,
2014/02/06,05,27,,,14,9,,,,,
2014/02/06,06,38,,,13,11,,,,,
2014/02/06,07,60,,,24,17,,,,,
2014/02/06,08,116,,,42,39,,,,,
2014/02/06,09,118,,,63,46,,,,,
2014/02/06,10,125,,,63,50,,,,,
2014/02/06,11,119,,,57,54,,,,,
2014/02/06,12,128,,,56,55,,,,,
2014/02/06,13,120,,,62,53,,,,,
2014/02/06,14,126,,,57,55,,,,,
2014/02/06,15,117,,,57,55,,,,,
2014/02/06,16,113,,,54,52,,,,,
2014/02/06,17,105,,,48,50,,,,,
2014/02/06,18,69,,,42,42,,,,,
2014/02/06,19,36,,,22,17,,,,,
2014/02/06,20,30,,,17,10,,,,,
2014/02/06,21,31,,,17,9,,,,,
2014/02/06,22,29,,,16,9,,,,,
2014/02/06,23,25,,,14,9,,,,,
2014/02/06,24,24,,,11,9,,,,,
2014/02/07,01,23,,,11,9,,,,,
2014/02/07,02,23,,,9,9,,,,,
2014/02/07,03,28,,,10,9,,,,,
2014/02/07,04,28,,,15,9,,,,,
2014/02/07,05,26,,,11,9,,,,,
2014/02/07,06,32,,,11,10,,,,,
2014/02/07,07,44,,,18,16,,,,,
2014/02/07,08,97,,,30,29,,,,,
2014/02/07,09,109,,,53,45,,,,,
2014/02/07,10,121,,,53,51,,,,,
2014/02/07,11,121,,,58,55,,,,,
2014/02/07,12,122,,,60,49,,,,,
2014/02/07,13,116,,,60,50,,,,,
2014/02/07,14,112,,,53,49,,,,,
2014/02/07,15,116,,,54,49,,,,,
2014/02/07,16,111,,,55,51,,,,,
2014/02/07,17,97,,,43,49,,,,,
2014/02/07,18,55,,,30,39,,,,,
2014/02/07,19,30,,,19,14,,,,,
2014/02/07,20,32,,,14,11,,,,,
2014/02/07,21,24,,,13,11,,,,,
2014/02/07,22,26,,,10,11,,,,,
2014/02/07,23,25,,,11,11,,,,,
2014/02/07,24,25,,,10,11,,,,,
2014/02/08,01,24,,,10,11,,,,,
2014/02/08,02,25,,,9,11,,,,,
2014/02/08,03,27,,,10,11,,,,,
2014/02/08,04,27,,,11,11,,,,,
2014/02/08,05,30,,,11,11,,,,,
2014/02/08,06,39,,,17,12,,,,,
2014/02/08,07,47,,,19,16,,,,,
2014/02/08,08,53,,,25,22,,,,,
2014/02/08,09,45,,,25,18,,,,,
2014/02/08,10,44,,,22,15,,,,,
2014/02/08,11,42,,,23,13,,,,,
2014/02/08,12,40,,,22,13,,,,,
2014/02/08,13,37,,,18,14,,,,,
2014/02/08,14,33,,,16,13,,,,,
2014/02/08,15,33,,,15,13,,,,,
2014/02/08,16,29,,,12,13,,,,,
2014/02/08,17,27,,,10,12,,,,,
2014/02/08,18,27,,,12,11,,,,,
2014/02/08,19,20,,,6,10,,,,,
2014/02/08,20,23,,,6,10,,,,,
2014/02/08,21,20,,,8,10,,,,,
2014/02/08,22,23,,,5,10,,,,,
2014/02/08,23,21,,,9,10,,,,,
2014/02/08,24,20,,,4,10,,,,,
2014/02/09,01,24,,,6,10,,,,,
2014/02/09,02,24,,,11,10,,,,,
2014/02/09,03,30,,,10,10,,,,,
2014/02/09,04,31,,,17,10,,,,,
2014/02/09,05,30,,,17,10,,,,,
2014/02/09,06,27,,,14,10,,,,,
2014/02/09,07,37,,,11,12,,,,,
2014/02/09,08,63,,,27,19,,,,,
2014/02/09,09,61,,,30,24,,,,,
2014/02/09,10,58,,,30,22,,,,,
2014/02/09,11,60,,,30,21,,,,,
2014/02/09,12,64,,,35,21,,,,,
2014/02/09,13,54,,,32,21,,,,,
2014/02/09,14,50,,,23,21,,,,,
2014/02/09,15,45,,,21,19,,,,,
2014/02/09,16,46,,,20,19,,,,,
2014/02/09,17,41,,,19,17,,,,,
2014/02/09,18,32,,,16,15,,,,,
2014/02/09,19,24,,,12,11,,,,,
2014/02/09,20,26,,,11,10,,,,,
2014/02/09,21,25,,,11,11,,,,,
2014/02/09,22,21,,,9,10,,,,,
2014/02/09,23,25,,,9,10,,,,,
2014/02/09,24,25,,,11,10,,,,,
2014/02/10,01,24,,,11,10,,,,,
2014/02/10,02,23,,,9,9,,,,,
2014/02/10,03,27,,,10,10,,,,,
2014/02/10,04,26,,,11,10,,,,,
2014/02/10,05,28,,,12,10,,,,,
2014/02/10,06,37,,,14,11,,,,,
2014/02/10,07,63,,,22,17,,,,,
2014/02/10,08,110,,,46,39,,,,,
2014/02/10,09,109,,,56,44,,,,,
2014/02/10,10,114,,,58,45,,,,,
2014/02/10,11,85,,,50,42,,,,,
2014/02/10,12,81,,,38,35,,,,,
2014/02/10,13,66,,,32,34,,,,,
2014/02/10,14,55,,,27,26,,,,,
2014/02/10,15,51,,,23,22,,,,,
2014/02/10,16,48,,,21,22,,,,,
2014/02/10,17,38,,,18,18,,,,,
2014/02/10,18,34,,,14,14,,,,,
2014/02/10,19,25,,,13,11,,,,,
2014/02/10,20,24,,,10,10,,,,,
2014/02/10,21,24,,,10,10,,,,,
2014/02/10,22,22,,,7,10,,,,,
2014/02/10,23,24,,,9,10,,,,,
2014/02/10,24,24,,,10,10,,,,,
2014/02/11,01,25,,,10,10,,,,,
2014/02/11,02,23,,,10,9,,,,,
2014/02/11,03,27,,,10,10,,,,,
2014/02/11,04,27,,,11,10,,,,,
2014/02/11,05,27,,,12,10,,,,,
2014/02/11,06,37,,,15,11,,,,,
2014/02/11,07,65,,,21,16,,,,,
2014/02/11,08,112,,,48,42,,,,,
2014/02/11,09,126,,,58,50,,,,,
2014/02/11,10,127,,,62,54,,,,,
2014/02/11,11,126,,,63,54,,,,,
2014/02/11,12,124,,,63,51,,,,,
2014/02/11,13,121,,,60,52,,,,,
2014/02/11,14,117,,,56,52,,,,,
2014/02/11,15,127,,,56,53,,,,,
2014/02/11,16,132,,,66,57,,,,,
2014/02/11,17,118,,,59,54,,,,,
2014/02/11,18,118,,,48,55,,,,,
2014/02/11,19,101,,,45,63,,,,,
2014/02/11,20,37,,,25,30,,,,,
2014/02/11,21,29,,,16,11,,,,,
2014/02/11,22,30,,,15,10,,,,,
2014/02/11,23,30,,,13,10,,,,,
2014/02/11,24,28,,,15,10,,,,,
2014/02/12,01,31,,,15,10,,,,,
2014/02/12,02,25,,,15,10,,,,,
2014/02/12,03,31,,,13,10,,,,,
2014/02/12,04,27,,,15,11,,,,,
2014/02/12,05,26,,,10,10,,,,,
2014/02/12,06,25,,,10,10,,,,,
2014/02/12,07,56,,,12,12,,,,,
2014/02/12,08,105,,,43,39,,,,,
2014/02/12,09,105,,,50,45,,,,,
2014/02/12,10,111,,,52,48,,,,,
2014/02/12,11,108,,,50,50,,,,,
2014/02/12,12,105,,,50,46,,,,,
2014/02/12,13,112,,,50,49,,,,,
2014/02/12,14,106,,,52,49,,,,,
2014/02/12,15,110,,,51,46,,,,,
2014/02/12,16,99,,,52,46,,,,,
2014/02/12,17,82,,,38,45,,,,,
2014/02/12,18,43,,,27,27,,,,,
2014/02/12,19,31,,,17,13,,,,,
2014/02/12,20,27,,,14,11,,,,,
2014/02/12,21,24,,,9,11,,,,,
2014/02/12,22,25,,,9,12,,,,,
2014/02/12,23,25,,,9,11,,,,,
2014/02/12,24,23,,,9,11,,,,,
2014/02/13,01,25,,,9,10,,,,,
2014/02/13,02,24,,,9,11,,,,,
2014/02/13,03,27,,,9,11,,,,,
2014/02/13,04,28,,,10,11,,,,,
2014/02/13,05,30,,,15,11,,,,,
2014/02/13,06,32,,,12,12,,,,,
2014/02/13,07,52,,,18,17,,,,,
2014/02/13,08,108,,,35,38,,,,,
2014/02/13,09,110,,,51,49,,,,,
2014/02/13,10,116,,,51,52,,,,,
2014/02/13,11,118,,,62,46,,,,,
2014/02/13,12,114,,,60,44,,,,,
2014/02/13,13,113,,,53,49,,,,,
2014/02/13,14,120,,,56,49,,,,,
2014/02/13,15,125,,,57,54,,,,,
2014/02/13,16,112,,,56,56,,,,,
2014/02/13,17,94,,,41,49,,,,,
2014/02/13,18,51,,,33,33,,,,,
2014/02/13,19,30,,,20,12,,,,,
2014/02/13,20,29,,,15,10,,,,,
2014/02/13,21,30,,,14,11,,,,,
2014/02/13,22,26,,,12,10,,,,,
2014/02/13,23,23,,,9,10,,,,,
2014/02/13,24,22,,,10,10,,,,,
2014/02/14,01,22,,,9,9,,,,,
2014/02/14,02,23,,,8,10,,,,,
2014/02/14,03,26,,,10,10,,,,,
2014/02/14,04,25,,,10,10,,,,,
2014/02/14,05,30,,,12,9,,,,,
2014/02/14,06,32,,,14,11,,,,,
2014/02/14,07,36,,,16,13,,,,,
2014/02/14,08,64,,,22,24,,,,,
2014/02/14,09,52,,,27,24,,,,,
2014/02/14,10,44,,,20,20,,,,,
2014/02/14,11,45,,,21,16,,,,,
2014/02/14,12,39,,,19,16,,,,,
2014/02/14,13,34,,,15,14,,,,,
2014/02/14,14,47,,,16,13,,,,,
2014/02/14,15,49,,,34,14,,,,,
2014/02/14,16,32,,,18,14,,,,,
2014/02/14,17,40,,,20,12,,,,,
2014/02/14,18,22,,,11,11,,,,,
2014/02/14,19,19,,,3,10,,,,,
2014/02/14,20,18,,,4,10,,,,,
2014/02/14,21,22,,,5,10,,,,,
2014/02/14,22,18,,,6,10,,,,,
2014/02/14,23,20,,,4,10,,,,,
2014/02/14,24,23,,,7,10,,,,,
2014/02/15,01,26,,,9,10,,,,,
2014/02/15,02,23,,,11,10,,,,,
2014/02/15,03,26,,,10,9,,,,,
2014/02/15,04,27,,,11,10,,,,,
2014/02/15,05,30,,,16,10,,,,,
2014/02/15,06,35,,,16,11,,,,,
2014/02/15,07,52,,,17,16,,,,,
2014/02/15,08,108,,,43,36,,,,,
2014/02/15,09,108,,,53,45,,,,,
2014/02/15,10,110,,,50,46,,,,,
2014/02/15,11,121,,,59,49,,,,,
2014/02/15,12,112,,,56,49,,,,,
2014/02/15,13,117,,,56,47,,,,,
2014/02/15,14,114,,,58,48,,,,,
2014/02/15,15,107,,,53,47,,,,,
2014/02/15,16,106,,,49,47,,,,,
2014/02/15,17,93,,,47,45,,,,,
2014/02/15,18,39,,,28,29,,,,,
2014/02/15,19,29,,,16,11,,,,,
2014/02/15,20,30,,,15,10,,,,,
2014/02/15,21,28,,,14,10,,,,,
2014/02/15,22,20,,,10,10,,,,,
2014/02/15,23,22,,,8,10,,,,,
2014/02/15,24,22,,,9,9,,,,,
2014/02/16,01,25,,,10,9,,,,,
2014/02/16,02,22,,,10,9,,,,,
2014/02/16,03,25,,,9,9,,,,,
2014/02/16,04,25,,,10,9,,,,,
2014/02/16,05,26,,,10,10,,,,,
2014/02/16,06,36,,,12,11,,,,,
2014/02/16,07,55,,,19,17,,,,,
2014/02/16,08,116,,,43,41,,,,,
2014/02/16,09,116,,,57,48,,,,,
2014/02/16,10,115,,,56,50,,,,,
2014/02/16,11,114,,,54,49,,,,,
2014/02/16,12,104,,,53,49,,,,,
2014/02/16,13,96,,,38,50,,,,,
2014/02/16,14,98,,,36,50,,,,,
2014/02/16,15,104,,,38,53,,,,,
2014/02/16,16,110,,,41,55,,,,,
2014/02/16,17,106,,,48,52,,,,,
2014/02/16,18,75,,,40,45,,,,,
2014/02/16,19,33,,,21,23,,,,,
2014/02/16,20,32,,,16,10,,,,,
2014/02/16,21,31,,,15,10,,,,,
2014/02/16,22,26,,,14,10,,,,,
2014/02/16,23,24,,,10,10,,,,,
2014/02/16,24,24,,,10,10,,,,,
2014/02/17,01,25,,,10,9,,,,,
2014/02/17,02,22,,,10,10,,,,,
2014/02/17,03,27,,,9,10,,,,,
2014/02/17,04,26,,,11,10,,,,,
2014/02/17,05,28,,,11,10,,,,,
2014/02/17,06,34,,,16,11,,,,,
2014/02/17,07,46,,,15,16,,,,,
2014/02/17,08,111,,,34,37,,,,,
2014/02/17,09,109,,,56,47,,,,,
2014/02/17,10,117,,,55,49,,,,,
2014/02/17,11,118,,,56,53,,,,,
2014/02/17,12,113,,,52,52,,,,,
2014/02/17,13,112,,,51,51,,,,,
2014/02/17,14,112,,,50,51,,,,,
2014/02/17,15,120,,,54,52,,,,,
2014/02/17,16,110,,,54,52,,,,,
2014/02/17,17,108,,,50,48,,,,,
2014/02/17,18,61,,,39,43,,,,,
2014/02/17,19,30,,,18,14,,,,,
2014/02/17,20,29,,,15,10,,,,,
2014/02/17,21,31,,,15,10,,,,,
2014/02/17,22,26,,,12,10,,,,,
2014/02/17,23,30,,,14,10,,,,,
2014/02/17,24,25,,,13,10,,,,,
2014/02/18,01,24,,,10,10,,,,,
2014/02/18,02,23,,,9,10,,,,,
2014/02/18,03,26,,,9,10,,,,,
2014/02/18,04,27,,,11,10,,,,,
2014/02/18,05,30,,,13,10,,,,,
2014/02/18,06,29,,,16,10,,,,,
2014/02/18,07,28,,,11,10,,,,,
2014/02/18,08,38,,,11,14,,,,,
2014/02/18,09,51,,,21,20,,,,,
2014/02/18,10,64,,,27,24,,,,,
2014/02/18,11,60,,,30,28,,,,,
2014/02/18,12,57,,,25,27,,,,,
2014/02/18,13,48,,,24,26,,,,,
2014/02/18,14,37,,,14,21,,,,,
2014/02/18,15,35,,,12,19,,,,,
2014/02/18,16,31,,,11,17,,,,,
2014/02/18,17,31,,,10,16,,,,,
2014/02/18,18,31,,,14,13,,,,,
2014/02/18,19,28,,,15,10,,,,,
2014/02/18,20,30,,,14,10,,,,,
2014/02/18,21,28,,,15,11,,,,,
2014/02/18,22,25,,,11,10,,,,,
2014/02/18,23,29,,,13,10,,,,,
