計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2013/06/17,06,40,,,18,9,,,,,
2013/06/17,07,69,,,36,13,,,,,
2013/06/17,08,92,,,42,28,,,,,
2013/06/17,09,84,,,50,34,,,,,
2013/06/17,10,90,,,38,37,,,,,
2013/06/17,11,90,,,45,35,,,,,
2013/06/17,12,106,,,51,34,,,,,
2013/06/17,13,111,,,65,36,,,,,
2013/06/17,14,134,,,73,36,,,,,
2013/06/17,15,160,,,98,37,,,,,
2013/06/17,16,162,,,117,36,,,,,
2013/06/17,17,152,,,110,35,,,,,
2013/06/17,18,69,,,82,30,,,,,
2013/06/17,19,38,,,19,15,,,,,
2013/06/17,20,40,,,25,10,,,,,
2013/06/17,21,35,,,27,9,,,,,
2013/06/17,22,31,,,15,9,,,,,
2013/06/17,23,46,,,26,9,,,,,
2013/06/17,24,49,,,34,9,,,,,
2013/06/18,01,47,,,29,10,,,,,
2013/06/18,02,52,,,37,9,,,,,
2013/06/18,03,52,,,42,9,,,,,
2013/06/18,04,40,,,29,9,,,,,
2013/06/18,05,25,,,15,9,,,,,
2013/06/18,06,26,,,11,9,,,,,
2013/06/18,07,41,,,16,9,,,,,
2013/06/18,08,49,,,29,12,,,,,
2013/06/18,09,37,,,26,12,,,,,
2013/06/18,10,43,,,21,12,,,,,
2013/06/18,11,43,,,25,12,,,,,
2013/06/18,12,39,,,20,12,,,,,
2013/06/18,13,47,,,28,12,,,,,
2013/06/18,14,35,,,23,12,,,,,
2013/06/18,15,45,,,21,12,,,,,
2013/06/18,16,41,,,25,12,,,,,
2013/06/18,17,39,,,19,12,,,,,
2013/06/18,18,40,,,24,12,,,,,
2013/06/18,19,44,,,24,12,,,,,
2013/06/18,20,44,,,28,10,,,,,
2013/06/18,21,42,,,29,10,,,,,
2013/06/18,22,41,,,22,9,,,,,
2013/06/18,23,40,,,27,10,,,,,
2013/06/18,24,40,,,25,10,,,,,
2013/06/19,01,38,,,24,9,,,,,
2013/06/19,02,38,,,23,9,,,,,
2013/06/19,03,37,,,22,9,,,,,
2013/06/19,04,39,,,23,9,,,,,
2013/06/19,05,39,,,26,9,,,,,
2013/06/19,06,37,,,25,9,,,,,
2013/06/19,07,55,,,21,12,,,,,
2013/06/19,08,97,,,41,33,,,,,
2013/06/19,09,97,,,45,41,,,,,
2013/06/19,10,106,,,49,42,,,,,
2013/06/19,11,98,,,52,39,,,,,
2013/06/19,12,101,,,51,39,,,,,
2013/06/19,13,120,,,60,40,,,,,
2013/06/19,14,122,,,70,40,,,,,
2013/06/19,15,130,,,70,44,,,,,
2013/06/19,16,129,,,75,44,,,,,
2013/06/19,17,94,,,70,40,,,,,
2013/06/19,18,46,,,31,24,,,,,
2013/06/19,19,39,,,25,10,,,,,
2013/06/19,20,40,,,25,9,,,,,
2013/06/19,21,38,,,25,9,,,,,
2013/06/19,22,39,,,23,9,,,,,
2013/06/19,23,42,,,28,9,,,,,
2013/06/19,24,42,,,30,9,,,,,
2013/06/20,01,38,,,25,9,,,,,
2013/06/20,02,38,,,23,8,,,,,
2013/06/20,03,37,,,23,9,,,,,
2013/06/20,04,36,,,22,8,,,,,
2013/06/20,05,37,,,22,8,,,,,
2013/06/20,06,39,,,23,9,,,,,
2013/06/20,07,51,,,25,12,,,,,
2013/06/20,08,90,,,37,29,,,,,
2013/06/20,09,88,,,43,37,,,,,
2013/06/20,10,90,,,42,38,,,,,
2013/06/20,11,87,,,39,40,,,,,
2013/06/20,12,86,,,38,38,,,,,
2013/06/20,13,90,,,41,37,,,,,
2013/06/20,14,90,,,43,36,,,,,
2013/06/20,15,90,,,45,37,,,,,
2013/06/20,16,97,,,48,37,,,,,
2013/06/20,17,84,,,47,38,,,,,
2013/06/20,18,41,,,33,17,,,,,
2013/06/20,19,38,,,25,9,,,,,
2013/06/20,20,38,,,25,9,,,,,
2013/06/20,21,37,,,25,9,,,,,
2013/06/20,22,35,,,21,9,,,,,
2013/06/20,23,36,,,23,8,,,,,
2013/06/20,24,35,,,22,9,,,,,
2013/06/21,01,37,,,22,8,,,,,
2013/06/21,02,36,,,22,8,,,,,
2013/06/21,03,36,,,22,9,,,,,
2013/06/21,04,36,,,22,8,,,,,
2013/06/21,05,38,,,23,8,,,,,
2013/06/21,06,40,,,26,9,,,,,
2013/06/21,07,49,,,22,12,,,,,
2013/06/21,08,81,,,32,29,,,,,
2013/06/21,09,82,,,34,38,,,,,
2013/06/21,10,82,,,34,40,,,,,
2013/06/21,11,75,,,31,38,,,,,
2013/06/21,12,77,,,31,36,,,,,
2013/06/21,13,80,,,32,36,,,,,
2013/06/21,14,81,,,36,36,,,,,
2013/06/21,15,79,,,32,37,,,,,
2013/06/21,16,80,,,36,35,,,,,
2013/06/21,17,81,,,38,34,,,,,
2013/06/21,18,54,,,32,29,,,,,
2013/06/21,19,42,,,26,12,,,,,
2013/06/21,20,40,,,26,8,,,,,
2013/06/21,21,37,,,26,9,,,,,
2013/06/21,22,37,,,23,9,,,,,
2013/06/21,23,37,,,24,8,,,,,
2013/06/21,24,39,,,24,9,,,,,
2013/06/22,01,37,,,24,8,,,,,
2013/06/22,02,37,,,23,8,,,,,
2013/06/22,03,36,,,22,8,,,,,
2013/06/22,04,36,,,22,8,,,,,
2013/06/22,05,37,,,22,8,,,,,
2013/06/22,06,39,,,23,8,,,,,
2013/06/22,07,58,,,27,11,,,,,
2013/06/22,08,78,,,36,29,,,,,
2013/06/22,09,78,,,35,33,,,,,
2013/06/22,10,79,,,34,35,,,,,
2013/06/22,11,77,,,32,37,,,,,
2013/06/22,12,87,,,34,37,,,,,
2013/06/22,13,94,,,45,37,,,,,
2013/06/22,14,105,,,48,38,,,,,
2013/06/22,15,114,,,66,39,,,,,
2013/06/22,16,117,,,61,40,,,,,
2013/06/22,17,114,,,67,39,,,,,
2013/06/22,18,75,,,58,36,,,,,
2013/06/22,19,41,,,26,16,,,,,
2013/06/22,20,40,,,26,10,,,,,
2013/06/22,21,38,,,26,9,,,,,
2013/06/22,22,39,,,24,9,,,,,
2013/06/22,23,37,,,25,9,,,,,
2013/06/22,24,38,,,25,9,,,,,
2013/06/23,01,38,,,24,8,,,,,
2013/06/23,02,36,,,22,8,,,,,
2013/06/23,03,36,,,22,8,,,,,
2013/06/23,04,37,,,22,8,,,,,
2013/06/23,05,37,,,23,8,,,,,
2013/06/23,06,39,,,22,9,,,,,
2013/06/23,07,58,,,27,12,,,,,
2013/06/23,08,88,,,41,29,,,,,
2013/06/23,09,92,,,46,33,,,,,
2013/06/23,10,98,,,51,35,,,,,
2013/06/23,11,93,,,48,37,,,,,
2013/06/23,12,97,,,48,36,,,,,
2013/06/23,13,95,,,50,38,,,,,
2013/06/23,14,100,,,48,38,,,,,
2013/06/23,15,102,,,50,42,,,,,
2013/06/23,16,115,,,58,41,,,,,
2013/06/23,17,104,,,63,37,,,,,
2013/06/23,18,67,,,47,33,,,,,
2013/06/23,19,41,,,29,16,,,,,
2013/06/23,20,42,,,27,9,,,,,
2013/06/23,21,41,,,28,9,,,,,
2013/06/23,22,40,,,26,9,,,,,
2013/06/23,23,42,,,28,8,,,,,
2013/06/23,24,45,,,31,9,,,,,
2013/06/24,01,43,,,30,8,,,,,
2013/06/24,02,41,,,27,8,,,,,
2013/06/24,03,37,,,26,8,,,,,
2013/06/24,04,37,,,23,8,,,,,
2013/06/24,05,37,,,23,8,,,,,
2013/06/24,06,40,,,23,9,,,,,
2013/06/24,07,50,,,24,11,,,,,
2013/06/24,08,78,,,32,27,,,,,
2013/06/24,09,77,,,34,34,,,,,
2013/06/24,10,81,,,34,35,,,,,
2013/06/24,11,87,,,37,37,,,,,
2013/06/24,12,97,,,44,37,,,,,
2013/06/24,13,99,,,54,37,,,,,
2013/06/24,14,101,,,56,36,,,,,
2013/06/24,15,104,,,56,35,,,,,
2013/06/24,16,115,,,64,34,,,,,
2013/06/24,17,101,,,64,35,,,,,
2013/06/24,18,55,,,43,30,,,,,
2013/06/24,19,40,,,25,12,,,,,
2013/06/24,20,39,,,26,9,,,,,
2013/06/24,21,37,,,25,9,,,,,
2013/06/24,22,40,,,25,9,,,,,
2013/06/24,23,42,,,28,9,,,,,
2013/06/24,24,40,,,28,9,,,,,
2013/06/25,01,36,,,23,8,,,,,
2013/06/25,02,38,,,23,8,,,,,
2013/06/25,03,36,,,22,9,,,,,
2013/06/25,04,37,,,22,8,,,,,
2013/06/25,05,36,,,23,9,,,,,
2013/06/25,06,37,,,22,9,,,,,
2013/06/25,07,62,,,30,10,,,,,
2013/06/25,08,67,,,49,13,,,,,
2013/06/25,09,63,,,44,14,,,,,
2013/06/25,10,66,,,41,17,,,,,
2013/06/25,11,70,,,41,21,,,,,
2013/06/25,12,73,,,46,20,,,,,
2013/06/25,13,76,,,50,19,,,,,
2013/06/25,14,55,,,43,20,,,,,
2013/06/25,15,48,,,26,16,,,,,
2013/06/25,16,43,,,27,13,,,,,
2013/06/25,17,41,,,21,13,,,,,
2013/06/25,18,36,,,26,11,,,,,
2013/06/25,19,35,,,19,10,,,,,
2013/06/25,20,34,,,21,10,,,,,
2013/06/25,21,34,,,20,9,,,,,
2013/06/25,22,32,,,18,9,,,,,
2013/06/25,23,34,,,19,9,,,,,
2013/06/25,24,37,,,21,9,,,,,
2013/06/26,01,36,,,22,9,,,,,
2013/06/26,02,38,,,23,9,,,,,
2013/06/26,03,37,,,22,9,,,,,
2013/06/26,04,37,,,22,9,,,,,
2013/06/26,05,40,,,26,9,,,,,
2013/06/26,06,40,,,26,9,,,,,
2013/06/26,07,49,,,23,11,,,,,
2013/06/26,08,81,,,29,30,,,,,
2013/06/26,09,82,,,34,38,,,,,
2013/06/26,10,82,,,33,40,,,,,
2013/06/26,11,85,,,35,38,,,,,
2013/06/26,12,90,,,44,35,,,,,
2013/06/26,13,93,,,46,37,,,,,
2013/06/26,14,95,,,44,38,,,,,
2013/06/26,15,89,,,45,39,,,,,
2013/06/26,16,93,,,39,38,,,,,
2013/06/26,17,90,,,50,40,,,,,
2013/06/26,18,69,,,35,32,,,,,
2013/06/26,19,54,,,29,26,,,,,
2013/06/26,20,39,,,26,10,,,,,
2013/06/26,21,37,,,25,9,,,,,
2013/06/26,22,36,,,22,8,,,,,
2013/06/26,23,40,,,25,8,,,,,
2013/06/26,24,39,,,27,8,,,,,
2013/06/27,01,39,,,26,8,,,,,
2013/06/27,02,36,,,24,8,,,,,
2013/06/27,03,36,,,23,8,,,,,
2013/06/27,04,38,,,22,8,,,,,
2013/06/27,05,39,,,26,8,,,,,
2013/06/27,06,38,,,23,9,,,,,
2013/06/27,07,51,,,25,11,,,,,
2013/06/27,08,92,,,38,27,,,,,
2013/06/27,09,88,,,45,35,,,,,
2013/06/27,10,88,,,44,36,,,,,
2013/06/27,11,85,,,41,34,,,,,
2013/06/27,12,97,,,48,33,,,,,
2013/06/27,13,99,,,56,35,,,,,
2013/06/27,14,105,,,55,35,,,,,
2013/06/27,15,111,,,57,40,,,,,
2013/06/27,16,117,,,67,40,,,,,
2013/06/27,17,105,,,65,37,,,,,
2013/06/27,18,60,,,44,31,,,,,
2013/06/27,19,43,,,26,14,,,,,
2013/06/27,20,40,,,27,10,,,,,
2013/06/27,21,37,,,25,9,,,,,
2013/06/27,22,39,,,23,9,,,,,
2013/06/27,23,43,,,28,9,,,,,
2013/06/27,24,44,,,32,9,,,,,
2013/06/28,01,38,,,26,8,,,,,
2013/06/28,02,35,,,21,8,,,,,
2013/06/28,03,35,,,21,9,,,,,
2013/06/28,04,36,,,21,8,,,,,
2013/06/28,05,35,,,21,8,,,,,
2013/06/28,06,39,,,21,9,,,,,
2013/06/28,07,49,,,25,11,,,,,
2013/06/28,08,78,,,34,25,,,,,
2013/06/28,09,76,,,34,33,,,,,
2013/06/28,10,84,,,35,35,,,,,
2013/06/28,11,86,,,42,36,,,,,
2013/06/28,12,101,,,44,35,,,,,
2013/06/28,13,101,,,58,36,,,,,
2013/06/28,14,106,,,55,35,,,,,
2013/06/28,15,127,,,69,39,,,,,
2013/06/28,16,127,,,75,42,,,,,
2013/06/28,17,100,,,72,40,,,,,
2013/06/28,18,47,,,36,23,,,,,
2013/06/28,19,39,,,24,10,,,,,
2013/06/28,20,39,,,25,9,,,,,
2013/06/28,21,38,,,26,9,,,,,
2013/06/28,22,37,,,23,9,,,,,
2013/06/28,23,36,,,24,9,,,,,
2013/06/28,24,35,,,21,9,,,,,
2013/06/29,01,37,,,21,8,,,,,
2013/06/29,02,36,,,23,9,,,,,
2013/06/29,03,36,,,22,8,,,,,
2013/06/29,04,36,,,22,8,,,,,
2013/06/29,05,36,,,22,8,,,,,
2013/06/29,06,39,,,23,8,,,,,
2013/06/29,07,57,,,25,11,,,,,
2013/06/29,08,89,,,41,29,,,,,
2013/06/29,09,89,,,46,34,,,,,
2013/06/29,10,89,,,44,36,,,,,
2013/06/29,11,93,,,45,36,,,,,
2013/06/29,12,98,,,48,37,,,,,
2013/06/29,13,129,,,59,38,,,,,
2013/06/29,14,132,,,84,40,,,,,
2013/06/29,15,161,,,94,40,,,,,
2013/06/29,16,153,,,104,42,,,,,
2013/06/29,17,143,,,96,41,,,,,
2013/06/29,18,102,,,81,39,,,,,
2013/06/29,19,43,,,37,18,,,,,
2013/06/29,20,44,,,27,11,,,,,
2013/06/29,21,38,,,25,11,,,,,
2013/06/29,22,42,,,24,10,,,,,
2013/06/29,23,43,,,27,10,,,,,
2013/06/29,24,43,,,29,10,,,,,
2013/06/30,01,41,,,26,9,,,,,
2013/06/30,02,41,,,26,9,,,,,
2013/06/30,03,38,,,25,9,,,,,
2013/06/30,04,36,,,21,9,,,,,
2013/06/30,05,35,,,21,9,,,,,
2013/06/30,06,38,,,20,9,,,,,
2013/06/30,07,52,,,22,12,,,,,
2013/06/30,08,89,,,40,29,,,,,
2013/06/30,09,89,,,45,34,,,,,
2013/06/30,10,86,,,40,37,,,,,
2013/06/30,11,95,,,43,37,,,,,
2013/06/30,12,99,,,51,37,,,,,
2013/06/30,13,117,,,58,37,,,,,
2013/06/30,14,132,,,77,38,,,,,
2013/06/30,15,148,,,89,42,,,,,
2013/06/30,16,152,,,92,44,,,,,
2013/06/30,17,145,,,93,45,,,,,
2013/06/30,18,120,,,82,43,,,,,
2013/06/30,19,65,,,53,35,,,,,
2013/06/30,20,39,,,26,12,,,,,
2013/06/30,21,38,,,24,10,,,,,
2013/06/30,22,38,,,24,10,,,,,
2013/06/30,23,38,,,23,10,,,,,
2013/06/30,24,41,,,25,10,,,,,
2013/07/01,01,41,,,29,9,,,,,
2013/07/01,02,55,,,34,9,,,,,
2013/07/01,03,45,,,33,9,,,,,
2013/07/01,04,44,,,30,9,,,,,
2013/07/01,05,35,,,23,9,,,,,
2013/07/01,06,36,,,20,9,,,,,
2013/07/01,07,55,,,22,11,,,,,
2013/07/01,08,96,,,48,26,,,,,
2013/07/01,09,91,,,52,33,,,,,
2013/07/01,10,92,,,47,34,,,,,
2013/07/01,11,101,,,50,35,,,,,
2013/07/01,12,104,,,57,35,,,,,
2013/07/01,13,122,,,68,37,,,,,
2013/07/01,14,130,,,77,37,,,,,
2013/07/01,15,161,,,95,36,,,,,
2013/07/01,16,159,,,111,39,,,,,
2013/07/01,17,129,,,106,36,,,,,
2013/07/01,18,53,,,50,27,,,,,
2013/07/01,19,41,,,24,12,,,,,
2013/07/01,20,42,,,28,11,,,,,
2013/07/01,21,37,,,22,10,,,,,
2013/07/01,22,40,,,23,10,,,,,
2013/07/01,23,41,,,27,10,,,,,
2013/07/01,24,40,,,26,9,,,,,
2013/07/02,01,45,,,28,9,,,,,
2013/07/02,02,57,,,37,9,,,,,
2013/07/02,03,47,,,34,9,,,,,
2013/07/02,04,43,,,30,9,,,,,
2013/07/02,05,34,,,22,9,,,,,
2013/07/02,06,35,,,20,9,,,,,
2013/07/02,07,46,,,23,10,,,,,
2013/07/02,08,47,,,34,11,,,,,
2013/07/02,09,39,,,23,11,,,,,
2013/07/02,10,32,,,17,11,,,,,
2013/07/02,11,32,,,14,12,,,,,
2013/07/02,12,36,,,16,12,,,,,
2013/07/02,13,39,,,21,12,,,,,
2013/07/02,14,35,,,19,12,,,,,
2013/07/02,15,36,,,17,11,,,,,
2013/07/02,16,36,,,18,11,,,,,
2013/07/02,17,37,,,17,12,,,,,
2013/07/02,18,36,,,22,12,,,,,
2013/07/02,19,34,,,19,11,,,,,
2013/07/02,20,31,,,18,9,,,,,
2013/07/02,21,28,,,14,9,,,,,
2013/07/02,22,31,,,13,9,,,,,
2013/07/02,23,35,,,21,9,,,,,
2013/07/02,24,35,,,20,9,,,,,
2013/07/03,01,35,,,21,9,,,,,
2013/07/03,02,35,,,21,8,,,,,
2013/07/03,03,37,,,21,9,,,,,
2013/07/03,04,37,,,25,9,,,,,
2013/07/03,05,35,,,22,9,,,,,
2013/07/03,06,36,,,21,9,,,,,
2013/07/03,07,51,,,22,11,,,,,
2013/07/03,08,89,,,39,28,,,,,
2013/07/03,09,89,,,42,35,,,,,
2013/07/03,10,89,,,43,38,,,,,
2013/07/03,11,97,,,42,39,,,,,
2013/07/03,12,95,,,50,38,,,,,
2013/07/03,13,99,,,49,37,,,,,
2013/07/03,14,126,,,58,39,,,,,
2013/07/03,15,153,,,94,43,,,,,
2013/07/03,16,143,,,92,42,,,,,
2013/07/03,17,130,,,83,42,,,,,
2013/07/03,18,58,,,54,35,,,,,
2013/07/03,19,40,,,25,12,,,,,
2013/07/03,20,43,,,26,10,,,,,
2013/07/03,21,35,,,25,10,,,,,
2013/07/03,22,32,,,17,9,,,,,
2013/07/03,23,36,,,20,9,,,,,
2013/07/03,24,40,,,25,9,,,,,
2013/07/04,01,39,,,26,9,,,,,
2013/07/04,02,34,,,22,9,,,,,
2013/07/04,03,36,,,20,9,,,,,
2013/07/04,04,35,,,21,9,,,,,
2013/07/04,05,35,,,20,9,,,,,
2013/07/04,06,39,,,20,10,,,,,
2013/07/04,07,50,,,22,13,,,,,
2013/07/04,08,92,,,40,27,,,,,
2013/07/04,09,97,,,51,34,,,,,
2013/07/04,10,99,,,47,41,,,,,
2013/07/04,11,102,,,50,41,,,,,
2013/07/04,12,98,,,49,41,,,,,
2013/07/04,13,117,,,52,42,,,,,
2013/07/04,14,123,,,67,44,,,,,
2013/07/04,15,133,,,73,45,,,,,
2013/07/04,16,135,,,82,43,,,,,
2013/07/04,17,127,,,78,42,,,,,
2013/07/04,18,83,,,70,34,,,,,
2013/07/04,19,41,,,34,12,,,,,
2013/07/04,20,41,,,27,9,,,,,
2013/07/04,21,38,,,26,9,,,,,
2013/07/04,22,40,,,24,9,,,,,
2013/07/04,23,41,,,27,9,,,,,
2013/07/04,24,40,,,29,9,,,,,
2013/07/05,01,35,,,21,9,,,,,
2013/07/05,02,35,,,20,9,,,,,
2013/07/05,03,34,,,20,9,,,,,
2013/07/05,04,37,,,21,9,,,,,
2013/07/05,05,36,,,21,9,,,,,
2013/07/05,06,37,,,21,9,,,,,
2013/07/05,07,55,,,23,12,,,,,
2013/07/05,08,99,,,44,29,,,,,
2013/07/05,09,97,,,53,35,,,,,
2013/07/05,10,105,,,52,38,,,,,
2013/07/05,11,113,,,58,36,,,,,
2013/07/05,12,140,,,83,38,,,,,
2013/07/05,13,158,,,98,38,,,,,
2013/07/05,14,151,,,108,36,,,,,
2013/07/05,15,159,,,110,35,,,,,
2013/07/05,16,150,,,106,34,,,,,
2013/07/05,17,148,,,105,34,,,,,
2013/07/05,18,68,,,77,30,,,,,
2013/07/05,19,40,,,26,14,,,,,
2013/07/05,20,42,,,25,10,,,,,
2013/07/05,21,36,,,25,9,,,,,
2013/07/05,22,32,,,17,10,,,,,
2013/07/05,23,36,,,20,9,,,,,
2013/07/05,24,39,,,24,10,,,,,
2013/07/06,01,38,,,25,9,,,,,
2013/07/06,02,36,,,21,9,,,,,
2013/07/06,03,36,,,21,9,,,,,
2013/07/06,04,36,,,21,9,,,,,
2013/07/06,05,36,,,20,9,,,,,
2013/07/06,06,41,,,22,10,,,,,
2013/07/06,07,59,,,23,13,,,,,
2013/07/06,08,131,,,63,30,,,,,
2013/07/06,09,135,,,87,34,,,,,
2013/07/06,10,144,,,87,39,,,,,
2013/07/06,11,136,,,92,39,,,,,
2013/07/06,12,136,,,84,38,,,,,
2013/07/06,13,156,,,93,40,,,,,
2013/07/06,14,160,,,106,42,,,,,
2013/07/06,15,206,,,123,42,,,,,
2013/07/06,16,197,,,149,44,,,,,
2013/07/06,17,178,,,130,45,,,,,
2013/07/06,18,172,,,117,41,,,,,
2013/07/06,19,81,,,95,35,,,,,
2013/07/06,20,46,,,28,15,,,,,
2013/07/06,21,41,,,29,11,,,,,
2013/07/06,22,38,,,22,10,,,,,
2013/07/06,23,43,,,24,10,,,,,
2013/07/06,24,46,,,30,11,,,,,
2013/07/07,01,47,,,31,10,,,,,
2013/07/07,02,43,,,28,10,,,,,
2013/07/07,03,44,,,28,10,,,,,
2013/07/07,04,41,,,29,10,,,,,
2013/07/07,05,37,,,22,10,,,,,
2013/07/07,06,40,,,21,11,,,,,
2013/07/07,07,61,,,25,13,,,,,
2013/07/07,08,111,,,50,31,,,,,
2013/07/07,09,122,,,70,37,,,,,
2013/07/07,10,132,,,75,39,,,,,
2013/07/07,11,158,,,95,40,,,,,
2013/07/07,12,171,,,107,41,,,,,
2013/07/07,13,198,,,132,41,,,,,
2013/07/07,14,205,,,147,44,,,,,
2013/07/07,15,210,,,148,44,,,,,
2013/07/07,16,196,,,146,44,,,,,
2013/07/07,17,188,,,135,44,,,,,
2013/07/07,18,188,,,132,41,,,,,
2013/07/07,19,117,,,120,38,,,,,
2013/07/07,20,49,,,37,21,,,,,
2013/07/07,21,40,,,26,11,,,,,
2013/07/07,22,44,,,24,10,,,,,
2013/07/07,23,44,,,30,11,,,,,
2013/07/07,24,46,,,30,11,,,,,
2013/07/08,01,46,,,31,10,,,,,
2013/07/08,02,44,,,28,10,,,,,
2013/07/08,03,43,,,28,10,,,,,
2013/07/08,04,41,,,26,10,,,,,
2013/07/08,05,37,,,22,10,,,,,
2013/07/08,06,43,,,21,11,,,,,
2013/07/08,07,60,,,30,14,,,,,
2013/07/08,08,118,,,51,27,,,,,
2013/07/08,09,121,,,76,35,,,,,
2013/07/08,10,139,,,82,36,,,,,
2013/07/08,11,150,,,99,36,,,,,
2013/07/08,12,166,,,107,37,,,,,
2013/07/08,13,182,,,124,38,,,,,
2013/07/08,14,186,,,140,37,,,,,
2013/07/08,15,189,,,132,37,,,,,
2013/07/08,16,190,,,140,39,,,,,
2013/07/08,17,189,,,137,39,,,,,
2013/07/08,18,120,,,125,35,,,,,
2013/07/08,19,48,,,37,21,,,,,
2013/07/08,20,46,,,28,12,,,,,
2013/07/08,21,41,,,28,12,,,,,
2013/07/08,22,41,,,23,11,,,,,
2013/07/08,23,44,,,27,11,,,,,
2013/07/08,24,46,,,29,11,,,,,
2013/07/09,01,43,,,29,10,,,,,
2013/07/09,02,38,,,24,10,,,,,
2013/07/09,03,37,,,22,10,,,,,
2013/07/09,04,37,,,22,9,,,,,
2013/07/09,05,39,,,22,10,,,,,
2013/07/09,06,42,,,23,10,,,,,
2013/07/09,07,60,,,29,10,,,,,
2013/07/09,08,75,,,53,15,,,,,
2013/07/09,09,74,,,51,16,,,,,
2013/07/09,10,106,,,62,18,,,,,
2013/07/09,11,117,,,85,19,,,,,
2013/07/09,12,119,,,90,20,,,,,
2013/07/09,13,115,,,88,20,,,,,
2013/07/09,14,53,,,62,19,,,,,
2013/07/09,15,56,,,30,15,,,,,
2013/07/09,16,49,,,33,15,,,,,
2013/07/09,17,51,,,29,14,,,,,
2013/07/09,18,47,,,32,13,,,,,
2013/07/09,19,37,,,25,12,,,,,
2013/07/09,20,39,,,22,11,,,,,
2013/07/09,21,35,,,20,11,,,,,
2013/07/09,22,34,,,17,11,,,,,
2013/07/09,23,35,,,19,10,,,,,
2013/07/09,24,42,,,23,11,,,,,
2013/07/10,01,43,,,24,11,,,,,
2013/07/10,02,58,,,35,10,,,,,
2013/07/10,03,51,,,37,10,,,,,
2013/07/10,04,47,,,32,10,,,,,
2013/07/10,05,38,,,26,10,,,,,
2013/07/10,06,40,,,22,10,,,,,
2013/07/10,07,61,,,29,12,,,,,
2013/07/10,08,100,,,49,27,,,,,
2013/07/10,09,141,,,76,34,,,,,
2013/07/10,10,155,,,98,37,,,,,
2013/07/10,11,177,,,117,38,,,,,
2013/07/10,12,192,,,133,38,,,,,
2013/07/10,13,196,,,139,39,,,,,
2013/07/10,14,199,,,149,38,,,,,
2013/07/10,15,195,,,146,38,,,,,
2013/07/10,16,187,,,143,37,,,,,
2013/07/10,17,180,,,130,37,,,,,
2013/07/10,18,130,,,128,36,,,,,
2013/07/10,19,45,,,42,20,,,,,
2013/07/10,20,45,,,26,12,,,,,
2013/07/10,21,41,,,27,11,,,,,
2013/07/10,22,39,,,24,11,,,,,
2013/07/10,23,38,,,23,11,,,,,
2013/07/10,24,49,,,27,11,,,,,
2013/07/11,01,51,,,34,10,,,,,
2013/07/11,02,60,,,42,9,,,,,
2013/07/11,03,51,,,38,10,,,,,
2013/07/11,04,47,,,33,10,,,,,
2013/07/11,05,38,,,25,10,,,,,
2013/07/11,06,40,,,22,10,,,,,
2013/07/11,07,66,,,24,12,,,,,
2013/07/11,08,126,,,66,29,,,,,
2013/07/11,09,163,,,101,34,,,,,
2013/07/11,10,182,,,124,37,,,,,
2013/07/11,11,182,,,136,36,,,,,
2013/07/11,12,185,,,132,36,,,,,
2013/07/11,13,194,,,143,36,,,,,
2013/07/11,14,193,,,146,36,,,,,
2013/07/11,15,200,,,140,37,,,,,
2013/07/11,16,209,,,155,40,,,,,
2013/07/11,17,185,,,150,39,,,,,
2013/07/11,18,96,,,106,33,,,,,
2013/07/11,19,42,,,33,14,,,,,
2013/07/11,20,43,,,25,11,,,,,
2013/07/11,21,39,,,26,11,,,,,
2013/07/11,22,41,,,23,10,,,,,
2013/07/11,23,43,,,27,10,,,,,
2013/07/11,24,47,,,27,10,,,,,
2013/07/12,01,51,,,33,10,,,,,
2013/07/12,02,59,,,39,10,,,,,
2013/07/12,03,55,,,45,10,,,,,
2013/07/12,04,46,,,32,9,,,,,
2013/07/12,05,38,,,25,10,,,,,
2013/07/12,06,40,,,22,11,,,,,
2013/07/12,07,68,,,28,13,,,,,
2013/07/12,08,122,,,65,28,,,,,
2013/07/12,09,131,,,80,34,,,,,
2013/07/12,10,173,,,92,38,,,,,
2013/07/12,11,203,,,146,38,,,,,
2013/07/12,12,202,,,149,39,,,,,
2013/07/12,13,203,,,149,42,,,,,
2013/07/12,14,194,,,148,39,,,,,
2013/07/12,15,194,,,142,38,,,,,
2013/07/12,16,192,,,142,40,,,,,
2013/07/12,17,176,,,132,37,,,,,
2013/07/12,18,131,,,129,30,,,,,
2013/07/12,19,68,,,57,15,,,,,
2013/07/12,20,65,,,47,12,,,,,
2013/07/12,21,66,,,49,12,,,,,
2013/07/12,22,49,,,42,11,,,,,
2013/07/12,23,67,,,38,11,,,,,
2013/07/12,24,71,,,53,11,,,,,
2013/07/13,01,51,,,41,10,,,,,
2013/07/13,02,57,,,38,10,,,,,
2013/07/13,03,51,,,41,10,,,,,
2013/07/13,04,42,,,29,10,,,,,
2013/07/13,05,29,,,16,10,,,,,
2013/07/13,06,34,,,15,10,,,,,
2013/07/13,07,61,,,19,13,,,,,
2013/07/13,08,129,,,61,30,,,,,
2013/07/13,09,131,,,90,35,,,,,
2013/07/13,10,152,,,83,38,,,,,
2013/07/13,11,189,,,126,38,,,,,
2013/07/13,12,190,,,136,38,,,,,
2013/07/13,13,213,,,154,40,,,,,
2013/07/13,14,206,,,151,41,,,,,
2013/07/13,15,218,,,153,43,,,,,
