計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/30,24,45,,,23,,,,
2013/10/31,01,58,,,40,,,,
2013/10/31,02,60,,,41,,,,
2013/10/31,03,54,,,29,,,,
2013/10/31,04,45,,,28,,,,
2013/10/31,05,48,,,31,,,,
2013/10/31,06,53,,,26,,,,
2013/10/31,07,77,,,37,,,,
2013/10/31,08,92,,,45,,,,
2013/10/31,09,96,,,51,,,,
2013/10/31,10,109,,,49,,,,
2013/10/31,11,139,,,59,,,,
2013/10/31,12,140,,,60,,,,
2013/10/31,13,145,,,64,,,,
2013/10/31,14,140,,,60,,,,
2013/10/31,15,141,,,62,,,,
2013/10/31,16,139,,,54,,,,
2013/10/31,17,142,,,64,,,,
2013/10/31,18,137,,,51,,,,
2013/10/31,19,138,,,53,,,,
2013/10/31,20,148,,,68,,,,
2013/10/31,21,129,,,43,,,,
2013/10/31,22,62,,,32,,,,
2013/10/31,23,50,,,31,,,,
2013/10/31,24,46,,,28,,,,
2013/11/01,01,55,,,38,,,,
2013/11/01,02,56,,,36,,,,
2013/11/01,03,53,,,33,,,,
2013/11/01,04,43,,,26,,,,
2013/11/01,05,48,,,30,,,,
2013/11/01,06,54,,,26,,,,
2013/11/01,07,76,,,32,,,,
2013/11/01,08,89,,,40,,,,
2013/11/01,09,89,,,46,,,,
2013/11/01,10,103,,,42,,,,
2013/11/01,11,137,,,57,,,,
2013/11/01,12,136,,,51,,,,
2013/11/01,13,146,,,58,,,,
2013/11/01,14,141,,,55,,,,
2013/11/01,15,140,,,46,,,,
2013/11/01,16,138,,,59,,,,
2013/11/01,17,140,,,61,,,,
2013/11/01,18,134,,,53,,,,
2013/11/01,19,138,,,50,,,,
2013/11/01,20,144,,,59,,,,
2013/11/01,21,130,,,47,,,,
2013/11/01,22,69,,,33,,,,
2013/11/01,23,48,,,30,,,,
2013/11/01,24,44,,,23,,,,
2013/11/02,01,55,,,38,,,,
2013/11/02,02,56,,,38,,,,
2013/11/02,03,52,,,35,,,,
2013/11/02,04,43,,,24,,,,
2013/11/02,05,47,,,30,,,,
2013/11/02,06,50,,,23,,,,
2013/11/02,07,72,,,35,,,,
2013/11/02,08,91,,,47,,,,
2013/11/02,09,89,,,45,,,,
2013/11/02,10,94,,,38,,,,
2013/11/02,11,138,,,53,,,,
2013/11/02,12,135,,,54,,,,
2013/11/02,13,146,,,59,,,,
2013/11/02,14,142,,,60,,,,
2013/11/02,15,139,,,59,,,,
2013/11/02,16,141,,,46,,,,
2013/11/02,17,144,,,58,,,,
2013/11/02,18,139,,,57,,,,
2013/11/02,19,141,,,56,,,,
2013/11/02,20,149,,,57,,,,
2013/11/02,21,135,,,60,,,,
2013/11/02,22,73,,,34,,,,
2013/11/02,23,54,,,32,,,,
2013/11/02,24,48,,,31,,,,
2013/11/03,01,59,,,41,,,,
2013/11/03,02,59,,,42,,,,
2013/11/03,03,56,,,39,,,,
2013/11/03,04,47,,,30,,,,
2013/11/03,05,51,,,29,,,,
2013/11/03,06,60,,,33,,,,
2013/11/03,07,82,,,41,,,,
2013/11/03,08,97,,,43,,,,
2013/11/03,09,121,,,49,,,,
2013/11/03,10,138,,,54,,,,
2013/11/03,11,140,,,58,,,,
2013/11/03,12,139,,,57,,,,
2013/11/03,13,147,,,64,,,,
2013/11/03,14,140,,,59,,,,
2013/11/03,15,143,,,57,,,,
2013/11/03,16,143,,,60,,,,
2013/11/03,17,145,,,58,,,,
2013/11/03,18,139,,,58,,,,
2013/11/03,19,141,,,49,,,,
2013/11/03,20,147,,,62,,,,
2013/11/03,21,133,,,58,,,,
2013/11/03,22,70,,,29,,,,
2013/11/03,23,52,,,31,,,,
2013/11/03,24,47,,,27,,,,
2013/11/04,01,57,,,37,,,,
2013/11/04,02,60,,,28,,,,
2013/11/04,03,57,,,34,,,,
2013/11/04,04,46,,,25,,,,
2013/11/04,05,50,,,33,,,,
2013/11/04,06,65,,,31,,,,
2013/11/04,07,81,,,38,,,,
2013/11/04,08,96,,,53,,,,
2013/11/04,09,119,,,53,,,,
2013/11/04,10,134,,,53,,,,
2013/11/04,11,139,,,43,,,,
2013/11/04,12,138,,,53,,,,
2013/11/04,13,146,,,66,,,,
2013/11/04,14,142,,,60,,,,
2013/11/04,15,140,,,60,,,,
2013/11/04,16,137,,,53,,,,
2013/11/04,17,141,,,50,,,,
2013/11/04,18,138,,,49,,,,
2013/11/04,19,139,,,58,,,,
2013/11/04,20,147,,,59,,,,
2013/11/04,21,129,,,54,,,,
2013/11/04,22,67,,,26,,,,
2013/11/04,23,48,,,30,,,,
2013/11/04,24,46,,,23,,,,
2013/11/05,01,56,,,34,,,,
2013/11/05,02,57,,,40,,,,
2013/11/05,03,53,,,36,,,,
2013/11/05,04,44,,,26,,,,
2013/11/05,05,48,,,28,,,,
2013/11/05,06,56,,,27,,,,
2013/11/05,07,79,,,40,,,,
2013/11/05,08,89,,,44,,,,
2013/11/05,09,91,,,47,,,,
2013/11/05,10,109,,,43,,,,
2013/11/05,11,136,,,56,,,,
2013/11/05,12,136,,,50,,,,
2013/11/05,13,144,,,57,,,,
2013/11/05,14,140,,,54,,,,
2013/11/05,15,141,,,55,,,,
2013/11/05,16,136,,,56,,,,
2013/11/05,17,139,,,58,,,,
2013/11/05,18,132,,,51,,,,
2013/11/05,19,135,,,54,,,,
2013/11/05,20,142,,,58,,,,
2013/11/05,21,128,,,48,,,,
2013/11/05,22,67,,,31,,,,
2013/11/05,23,47,,,29,,,,
2013/11/05,24,42,,,25,,,,
2013/11/06,01,54,,,37,,,,
2013/11/06,02,54,,,33,,,,
2013/11/06,03,51,,,34,,,,
2013/11/06,04,41,,,24,,,,
2013/11/06,05,46,,,24,,,,
2013/11/06,06,49,,,24,,,,
2013/11/06,07,71,,,36,,,,
2013/11/06,08,87,,,42,,,,
2013/11/06,09,85,,,39,,,,
2013/11/06,10,106,,,37,,,,
2013/11/06,11,130,,,42,,,,
2013/11/06,12,133,,,47,,,,
2013/11/06,13,143,,,63,,,,
2013/11/06,14,140,,,54,,,,
2013/11/06,15,139,,,56,,,,
2013/11/06,16,137,,,53,,,,
2013/11/06,17,140,,,60,,,,
2013/11/06,18,137,,,51,,,,
2013/11/06,19,137,,,52,,,,
2013/11/06,20,146,,,67,,,,
2013/11/06,21,132,,,41,,,,
2013/11/06,22,65,,,29,,,,
2013/11/06,23,50,,,32,,,,
2013/11/06,24,47,,,27,,,,
2013/11/07,01,58,,,40,,,,
2013/11/07,02,59,,,41,,,,
2013/11/07,03,53,,,36,,,,
2013/11/07,04,45,,,27,,,,
2013/11/07,05,50,,,26,,,,
2013/11/07,06,54,,,29,,,,
2013/11/07,07,78,,,40,,,,
2013/11/07,08,91,,,51,,,,
2013/11/07,09,91,,,41,,,,
2013/11/07,10,120,,,47,,,,
2013/11/07,11,138,,,51,,,,
2013/11/07,12,136,,,55,,,,
2013/11/07,13,147,,,66,,,,
2013/11/07,14,146,,,64,,,,
2013/11/07,15,145,,,64,,,,
2013/11/07,16,141,,,61,,,,
2013/11/07,17,145,,,64,,,,
2013/11/07,18,138,,,47,,,,
2013/11/07,19,138,,,57,,,,
2013/11/07,20,146,,,54,,,,
2013/11/07,21,129,,,54,,,,
2013/11/07,22,64,,,31,,,,
2013/11/07,23,49,,,31,,,,
2013/11/07,24,43,,,27,,,,
2013/11/08,01,55,,,34,,,,
2013/11/08,02,57,,,39,,,,
2013/11/08,03,52,,,35,,,,
2013/11/08,04,42,,,25,,,,
2013/11/08,05,47,,,27,,,,
2013/11/08,06,49,,,25,,,,
2013/11/08,07,76,,,36,,,,
2013/11/08,08,88,,,40,,,,
2013/11/08,09,88,,,46,,,,
2013/11/08,10,120,,,43,,,,
2013/11/08,11,134,,,53,,,,
2013/11/08,12,133,,,53,,,,
2013/11/08,13,143,,,63,,,,
2013/11/08,14,141,,,59,,,,
2013/11/08,15,141,,,55,,,,
2013/11/08,16,138,,,57,,,,
2013/11/08,17,141,,,59,,,,
2013/11/08,18,135,,,53,,,,
2013/11/08,19,136,,,55,,,,
2013/11/08,20,144,,,66,,,,
2013/11/08,21,131,,,57,,,,
2013/11/08,22,71,,,32,,,,
2013/11/08,23,50,,,28,,,,
2013/11/08,24,45,,,25,,,,
2013/11/09,01,56,,,35,,,,
2013/11/09,02,55,,,32,,,,
2013/11/09,03,51,,,35,,,,
2013/11/09,04,43,,,26,,,,
2013/11/09,05,47,,,29,,,,
2013/11/09,06,55,,,28,,,,
2013/11/09,07,75,,,39,,,,
2013/11/09,08,89,,,49,,,,
2013/11/09,09,89,,,46,,,,
2013/11/09,10,105,,,41,,,,
2013/11/09,11,133,,,48,,,,
2013/11/09,12,137,,,54,,,,
2013/11/09,13,143,,,55,,,,
2013/11/09,14,138,,,51,,,,
2013/11/09,15,137,,,46,,,,
2013/11/09,16,137,,,56,,,,
2013/11/09,17,141,,,59,,,,
2013/11/09,18,134,,,48,,,,
2013/11/09,19,133,,,48,,,,
2013/11/09,20,142,,,63,,,,
2013/11/09,21,128,,,52,,,,
2013/11/09,22,69,,,31,,,,
2013/11/09,23,50,,,28,,,,
2013/11/09,24,45,,,27,,,,
2013/11/10,01,55,,,38,,,,
2013/11/10,02,56,,,33,,,,
2013/11/10,03,52,,,36,,,,
2013/11/10,04,44,,,24,,,,
2013/11/10,05,48,,,31,,,,
2013/11/10,06,61,,,29,,,,
2013/11/10,07,81,,,36,,,,
2013/11/10,08,93,,,49,,,,
2013/11/10,09,125,,,55,,,,
2013/11/10,10,133,,,52,,,,
2013/11/10,11,134,,,55,,,,
2013/11/10,12,134,,,54,,,,
2013/11/10,13,145,,,62,,,,
2013/11/10,14,139,,,59,,,,
2013/11/10,15,139,,,58,,,,
2013/11/10,16,139,,,53,,,,
2013/11/10,17,143,,,61,,,,
2013/11/10,18,139,,,53,,,,
2013/11/10,19,139,,,58,,,,
2013/11/10,20,144,,,61,,,,
2013/11/10,21,132,,,47,,,,
2013/11/10,22,68,,,32,,,,
2013/11/10,23,48,,,30,,,,
2013/11/10,24,45,,,25,,,,
2013/11/11,01,55,,,30,,,,
2013/11/11,02,57,,,37,,,,
2013/11/11,03,52,,,28,,,,
2013/11/11,04,42,,,23,,,,
2013/11/11,05,47,,,30,,,,
2013/11/11,06,52,,,25,,,,
2013/11/11,07,72,,,35,,,,
2013/11/11,08,89,,,47,,,,
2013/11/11,09,87,,,44,,,,
2013/11/11,10,112,,,42,,,,
2013/11/11,11,137,,,51,,,,
2013/11/11,12,139,,,53,,,,
2013/11/11,13,146,,,53,,,,
2013/11/11,14,142,,,55,,,,
2013/11/11,15,139,,,60,,,,
2013/11/11,16,134,,,50,,,,
2013/11/11,17,140,,,58,,,,
2013/11/11,18,133,,,48,,,,
2013/11/11,19,136,,,53,,,,
2013/11/11,20,137,,,57,,,,
2013/11/11,21,123,,,44,,,,
2013/11/11,22,62,,,27,,,,
2013/11/11,23,44,,,26,,,,
2013/11/11,24,41,,,23,,,,
2013/11/12,01,51,,,34,,,,
2013/11/12,02,53,,,37,,,,
2013/11/12,03,47,,,31,,,,
2013/11/12,04,39,,,20,,,,
2013/11/12,05,43,,,26,,,,
2013/11/12,06,52,,,22,,,,
2013/11/12,07,72,,,36,,,,
2013/11/12,08,87,,,42,,,,
2013/11/12,09,87,,,44,,,,
2013/11/12,10,116,,,44,,,,
2013/11/12,11,158,,,77,,,,
2013/11/12,12,152,,,71,,,,
2013/11/12,13,162,,,81,,,,
2013/11/12,14,156,,,74,,,,
2013/11/12,15,153,,,73,,,,
2013/11/12,16,151,,,64,,,,
2013/11/12,17,152,,,70,,,,
2013/11/12,18,146,,,59,,,,
2013/11/12,19,151,,,56,,,,
2013/11/12,20,155,,,70,,,,
2013/11/12,21,143,,,60,,,,
2013/11/12,22,66,,,29,,,,
2013/11/12,23,44,,,26,,,,
2013/11/12,24,40,,,20,,,,
2013/11/13,01,52,,,32,,,,
2013/11/13,02,52,,,35,,,,
2013/11/13,03,48,,,31,,,,
2013/11/13,04,40,,,23,,,,
2013/11/13,05,42,,,26,,,,
2013/11/13,06,48,,,24,,,,
2013/11/13,07,74,,,36,,,,
2013/11/13,08,90,,,44,,,,
2013/11/13,09,126,,,53,,,,
2013/11/13,10,127,,,47,,,,
2013/11/13,11,130,,,51,,,,
2013/11/13,12,128,,,49,,,,
2013/11/13,13,140,,,60,,,,
2013/11/13,14,137,,,53,,,,
2013/11/13,15,135,,,54,,,,
2013/11/13,16,129,,,45,,,,
2013/11/13,17,137,,,54,,,,
2013/11/13,18,126,,,45,,,,
2013/11/13,19,131,,,50,,,,
2013/11/13,20,137,,,54,,,,
2013/11/13,21,126,,,51,,,,
2013/11/13,22,64,,,29,,,,
2013/11/13,23,42,,,25,,,,
2013/11/13,24,38,,,19,,,,
2013/11/14,01,51,,,34,,,,
2013/11/14,02,52,,,36,,,,
2013/11/14,03,47,,,27,,,,
2013/11/14,04,38,,,21,,,,
2013/11/14,05,43,,,20,,,,
2013/11/14,06,51,,,25,,,,
2013/11/14,07,75,,,36,,,,
2013/11/14,08,91,,,46,,,,
2013/11/14,09,92,,,49,,,,
2013/11/14,10,112,,,41,,,,
2013/11/14,11,139,,,47,,,,
2013/11/14,12,139,,,56,,,,
2013/11/14,13,151,,,63,,,,
2013/11/14,14,145,,,63,,,,
2013/11/14,15,143,,,62,,,,
2013/11/14,16,140,,,49,,,,
2013/11/14,17,138,,,54,,,,
2013/11/14,18,132,,,51,,,,
2013/11/14,19,132,,,45,,,,
2013/11/14,20,140,,,60,,,,
2013/11/14,21,124,,,46,,,,
2013/11/14,22,58,,,26,,,,
2013/11/14,23,45,,,27,,,,
2013/11/14,24,41,,,24,,,,
2013/11/15,01,53,,,33,,,,
2013/11/15,02,55,,,38,,,,
2013/11/15,03,51,,,28,,,,
2013/11/15,04,41,,,22,,,,
2013/11/15,05,46,,,25,,,,
2013/11/15,06,50,,,25,,,,
2013/11/15,07,76,,,37,,,,
2013/11/15,08,91,,,44,,,,
2013/11/15,09,89,,,39,,,,
2013/11/15,10,117,,,48,,,,
2013/11/15,11,132,,,52,,,,
2013/11/15,12,135,,,53,,,,
2013/11/15,13,146,,,59,,,,
2013/11/15,14,145,,,59,,,,
2013/11/15,15,140,,,55,,,,
2013/11/15,16,139,,,59,,,,
2013/11/15,17,142,,,61,,,,
2013/11/15,18,139,,,56,,,,
2013/11/15,19,140,,,54,,,,
2013/11/15,20,145,,,65,,,,
2013/11/15,21,128,,,52,,,,
2013/11/15,22,68,,,30,,,,
2013/11/15,23,46,,,28,,,,
2013/11/15,24,42,,,25,,,,
2013/11/16,01,53,,,36,,,,
2013/11/16,02,54,,,32,,,,
2013/11/16,03,50,,,29,,,,
2013/11/16,04,41,,,22,,,,
2013/11/16,05,44,,,27,,,,
2013/11/16,06,51,,,23,,,,
2013/11/16,07,74,,,37,,,,
2013/11/16,08,88,,,39,,,,
2013/11/16,09,91,,,41,,,,
2013/11/16,10,117,,,47,,,,
2013/11/16,11,134,,,39,,,,
2013/11/16,12,136,,,48,,,,
2013/11/16,13,149,,,59,,,,
2013/11/16,14,142,,,51,,,,
2013/11/16,15,143,,,62,,,,
2013/11/16,16,141,,,56,,,,
2013/11/16,17,143,,,61,,,,
2013/11/16,18,137,,,47,,,,
2013/11/16,19,139,,,53,,,,
2013/11/16,20,143,,,65,,,,
2013/11/16,21,136,,,61,,,,
2013/11/16,22,69,,,32,,,,
2013/11/16,23,47,,,27,,,,
2013/11/16,24,41,,,24,,,,
2013/11/17,01,53,,,32,,,,
2013/11/17,02,53,,,37,,,,
2013/11/17,03,49,,,29,,,,
2013/11/17,04,40,,,21,,,,
2013/11/17,05,43,,,27,,,,
2013/11/17,06,52,,,26,,,,
2013/11/17,07,82,,,38,,,,
2013/11/17,08,90,,,37,,,,
2013/11/17,09,112,,,52,,,,
2013/11/17,10,132,,,51,,,,
2013/11/17,11,132,,,37,,,,
2013/11/17,12,134,,,49,,,,
2013/11/17,13,147,,,62,,,,
2013/11/17,14,141,,,55,,,,
2013/11/17,15,140,,,55,,,,
2013/11/17,16,137,,,57,,,,
2013/11/17,17,146,,,63,,,,
2013/11/17,18,136,,,49,,,,
2013/11/17,19,140,,,58,,,,
2013/11/17,20,141,,,58,,,,
2013/11/17,21,129,,,54,,,,
2013/11/17,22,66,,,30,,,,
2013/11/17,23,46,,,28,,,,
2013/11/17,24,43,,,21,,,,
2013/11/18,01,55,,,38,,,,
2013/11/18,02,55,,,34,,,,
2013/11/18,03,51,,,31,,,,
2013/11/18,04,41,,,24,,,,
2013/11/18,05,45,,,28,,,,
2013/11/18,06,51,,,21,,,,
2013/11/18,07,71,,,37,,,,
2013/11/18,08,85,,,44,,,,
2013/11/18,09,86,,,44,,,,
2013/11/18,10,117,,,44,,,,
2013/11/18,11,128,,,48,,,,
2013/11/18,12,130,,,49,,,,
2013/11/18,13,140,,,59,,,,
2013/11/18,14,137,,,50,,,,
2013/11/18,15,140,,,54,,,,
2013/11/18,16,133,,,48,,,,
2013/11/18,17,136,,,54,,,,
2013/11/18,18,129,,,46,,,,
2013/11/18,19,132,,,42,,,,
2013/11/18,20,139,,,55,,,,
2013/11/18,21,125,,,41,,,,
2013/11/18,22,62,,,25,,,,
2013/11/18,23,43,,,26,,,,
2013/11/18,24,39,,,18,,,,
2013/11/19,01,50,,,33,,,,
2013/11/19,02,51,,,30,,,,
2013/11/19,03,48,,,28,,,,
2013/11/19,04,40,,,18,,,,
2013/11/19,05,43,,,21,,,,
2013/11/19,06,52,,,24,,,,
2013/11/19,07,76,,,35,,,,
2013/11/19,08,90,,,43,,,,
2013/11/19,09,88,,,41,,,,
2013/11/19,10,127,,,61,,,,
2013/11/19,11,154,,,60,,,,
2013/11/19,12,155,,,66,,,,
2013/11/19,13,165,,,83,,,,
2013/11/19,14,154,,,62,,,,
2013/11/19,15,155,,,74,,,,
2013/11/19,16,151,,,65,,,,
2013/11/19,17,152,,,64,,,,
2013/11/19,18,148,,,50,,,,
2013/11/19,19,151,,,69,,,,
2013/11/19,20,156,,,73,,,,
2013/11/19,21,126,,,49,,,,
2013/11/19,22,63,,,27,,,,
2013/11/19,23,43,,,21,,,,
2013/11/19,24,38,,,21,,,,
2013/11/20,01,51,,,34,,,,
2013/11/20,02,50,,,30,,,,
2013/11/20,03,48,,,31,,,,
2013/11/20,04,38,,,20,,,,
2013/11/20,05,43,,,24,,,,
2013/11/20,06,49,,,24,,,,
2013/11/20,07,73,,,36,,,,
2013/11/20,08,88,,,45,,,,
2013/11/20,09,88,,,46,,,,
2013/11/20,10,107,,,46,,,,
2013/11/20,11,136,,,57,,,,
2013/11/20,12,133,,,44,,,,
2013/11/20,13,145,,,66,,,,
2013/11/20,14,143,,,63,,,,
2013/11/20,15,145,,,63,,,,
2013/11/20,16,133,,,49,,,,
2013/11/20,17,136,,,46,,,,
2013/11/20,18,130,,,44,,,,
2013/11/20,19,147,,,60,,,,
2013/11/20,20,155,,,75,,,,
2013/11/20,21,136,,,55,,,,
2013/11/20,22,62,,,19,,,,
2013/11/20,23,43,,,25,,,,
2013/11/20,24,39,,,21,,,,
2013/11/21,01,50,,,29,,,,
2013/11/21,02,49,,,30,,,,
2013/11/21,03,47,,,22,,,,
2013/11/21,04,37,,,19,,,,
2013/11/21,05,41,,,22,,,,
2013/11/21,06,47,,,20,,,,
2013/11/21,07,77,,,37,,,,
2013/11/21,08,90,,,43,,,,
2013/11/21,09,92,,,43,,,,
2013/11/21,10,129,,,53,,,,
2013/11/21,11,157,,,74,,,,
2013/11/21,12,155,,,73,,,,
2013/11/21,13,165,,,82,,,,
2013/11/21,14,155,,,74,,,,
2013/11/21,15,152,,,67,,,,
2013/11/21,16,145,,,65,,,,
2013/11/21,17,148,,,61,,,,
2013/11/21,18,141,,,49,,,,
2013/11/21,19,145,,,53,,,,
2013/11/21,20,157,,,77,,,,
2013/11/21,21,135,,,60,,,,
2013/11/21,22,69,,,39,,,,
2013/11/21,23,56,,,34,,,,
2013/11/21,24,52,,,32,,,,
2013/11/22,01,65,,,47,,,,
2013/11/22,02,66,,,44,,,,
2013/11/22,03,60,,,42,,,,
2013/11/22,04,52,,,35,,,,
2013/11/22,05,56,,,31,,,,
2013/11/22,06,62,,,37,,,,
2013/11/22,07,85,,,48,,,,
2013/11/22,08,97,,,51,,,,
2013/11/22,09,90,,,46,,,,
2013/11/22,10,103,,,33,,,,
2013/11/22,11,130,,,48,,,,
2013/11/22,12,128,,,46,,,,
2013/11/22,13,145,,,53,,,,
2013/11/22,14,137,,,52,,,,
2013/11/22,15,140,,,59,,,,
2013/11/22,16,134,,,40,,,,
2013/11/22,17,143,,,61,,,,
2013/11/22,18,132,,,41,,,,
2013/11/22,19,136,,,45,,,,
2013/11/22,20,148,,,65,,,,
2013/11/22,21,136,,,61,,,,
2013/11/22,22,68,,,32,,,,
2013/11/22,23,45,,,24,,,,
2013/11/22,24,40,,,19,,,,
2013/11/23,01,52,,,35,,,,
2013/11/23,02,52,,,35,,,,
2013/11/23,03,48,,,31,,,,
2013/11/23,04,39,,,22,,,,
2013/11/23,05,44,,,23,,,,
2013/11/23,06,52,,,20,,,,
2013/11/23,07,77,,,40,,,,
2013/11/23,08,93,,,46,,,,
2013/11/23,09,129,,,53,,,,
2013/11/23,10,146,,,60,,,,
2013/11/23,11,147,,,65,,,,
2013/11/23,12,141,,,57,,,,
2013/11/23,13,155,,,76,,,,
2013/11/23,14,150,,,64,,,,
2013/11/23,15,147,,,57,,,,
2013/11/23,16,146,,,67,,,,
2013/11/23,17,140,,,60,,,,
2013/11/23,18,133,,,48,,,,
2013/11/23,19,133,,,47,,,,
2013/11/23,20,148,,,70,,,,
2013/11/23,21,138,,,62,,,,
2013/11/23,22,67,,,26,,,,
2013/11/23,23,45,,,27,,,,
2013/11/23,24,42,,,25,,,,
2013/11/24,01,52,,,35,,,,
2013/11/24,02,53,,,37,,,,
2013/11/24,03,49,,,32,,,,
2013/11/24,04,40,,,21,,,,
2013/11/24,05,43,,,23,,,,
2013/11/24,06,54,,,26,,,,
2013/11/24,07,77,,,32,,,,
2013/11/24,08,90,,,45,,,,
2013/11/24,09,129,,,54,,,,
2013/11/24,10,128,,,49,,,,
2013/11/24,11,134,,,55,,,,
2013/11/24,12,136,,,55,,,,
2013/11/24,13,145,,,60,,,,
2013/11/24,14,142,,,56,,,,
2013/11/24,15,141,,,52,,,,
2013/11/24,16,135,,,57,,,,
2013/11/24,17,137,,,57,,,,
2013/11/24,18,131,,,46,,,,
2013/11/24,19,134,,,53,,,,
2013/11/24,20,138,,,56,,,,
2013/11/24,21,124,,,49,,,,
2013/11/24,22,66,,,24,,,,
2013/11/24,23,44,,,20,,,,
2013/11/24,24,40,,,18,,,,
2013/11/25,01,53,,,35,,,,
2013/11/25,02,54,,,32,,,,
2013/11/25,03,49,,,32,,,,
2013/11/25,04,39,,,23,,,,
2013/11/25,05,44,,,22,,,,
2013/11/25,06,49,,,22,,,,
2013/11/25,07,73,,,37,,,,
2013/11/25,08,89,,,47,,,,
2013/11/25,09,91,,,39,,,,
2013/11/25,10,109,,,34,,,,
2013/11/25,11,151,,,70,,,,
2013/11/25,12,138,,,57,,,,
2013/11/25,13,146,,,67,,,,
2013/11/25,14,145,,,53,,,,
2013/11/25,15,144,,,52,,,,
2013/11/25,16,144,,,62,,,,
2013/11/25,17,148,,,60,,,,
2013/11/25,18,142,,,60,,,,
2013/11/25,19,145,,,62,,,,
2013/11/25,20,151,,,57,,,,
2013/11/25,21,138,,,62,,,,
2013/11/25,22,69,,,32,,,,
2013/11/25,23,46,,,28,,,,
2013/11/25,24,41,,,24,,,,
2013/11/26,01,54,,,36,,,,
2013/11/26,02,54,,,29,,,,
2013/11/26,03,50,,,30,,,,
2013/11/26,04,41,,,24,,,,
2013/11/26,05,44,,,27,,,,
2013/11/26,06,53,,,23,,,,
2013/11/26,07,77,,,38,,,,
2013/11/26,08,88,,,45,,,,
2013/11/26,09,93,,,50,,,,
2013/11/26,10,141,,,64,,,,
2013/11/26,11,149,,,68,,,,
2013/11/26,12,144,,,57,,,,
2013/11/26,13,156,,,68,,,,
2013/11/26,14,149,,,68,,,,
2013/11/26,15,151,,,64,,,,
2013/11/26,16,141,,,61,,,,
2013/11/26,17,145,,,63,,,,
2013/11/26,18,142,,,59,,,,
2013/11/26,19,147,,,60,,,,
2013/11/26,20,150,,,72,,,,
2013/11/26,21,133,,,57,,,,
2013/11/26,22,66,,,30,,,,
2013/11/26,23,42,,,25,,,,
2013/11/26,24,39,,,22,,,,
2013/11/27,01,51,,,33,,,,
2013/11/27,02,50,,,29,,,,
2013/11/27,03,48,,,30,,,,
2013/11/27,04,37,,,20,,,,
2013/11/27,05,41,,,22,,,,
2013/11/27,06,50,,,24,,,,
2013/11/27,07,78,,,31,,,,
2013/11/27,08,90,,,47,,,,
2013/11/27,09,129,,,45,,,,
2013/11/27,10,140,,,58,,,,
2013/11/27,11,147,,,62,,,,
2013/11/27,12,141,,,50,,,,
2013/11/27,13,150,,,63,,,,
2013/11/27,14,146,,,66,,,,
2013/11/27,15,148,,,68,,,,
2013/11/27,16,140,,,61,,,,
2013/11/27,17,143,,,50,,,,
2013/11/27,18,134,,,52,,,,
2013/11/27,19,141,,,56,,,,
2013/11/27,20,150,,,70,,,,
2013/11/27,21,138,,,56,,,,
2013/11/27,22,68,,,27,,,,
2013/11/27,23,45,,,27,,,,
2013/11/27,24,41,,,21,,,,
2013/11/28,01,53,,,36,,,,
2013/11/28,02,54,,,37,,,,
2013/11/28,03,49,,,30,,,,
2013/11/28,04,39,,,22,,,,
2013/11/28,05,44,,,26,,,,
2013/11/28,06,51,,,25,,,,
2013/11/28,07,76,,,36,,,,
2013/11/28,08,93,,,50,,,,
2013/11/28,09,90,,,38,,,,
2013/11/28,10,129,,,44,,,,
2013/11/28,11,130,,,50,,,,
2013/11/28,12,128,,,44,,,,
2013/11/28,13,147,,,56,,,,
2013/11/28,14,149,,,67,,,,
2013/11/28,15,152,,,65,,,,
2013/11/28,16,145,,,53,,,,
2013/11/28,17,150,,,69,,,,
2013/11/28,18,142,,,60,,,,
2013/11/28,19,140,,,60,,,,
2013/11/28,20,150,,,50,,,,
2013/11/28,21,132,,,57,,,,
2013/11/28,22,56,,,27,,,,
2013/11/28,23,42,,,24,,,,
2013/11/28,24,38,,,20,,,,
2013/11/29,01,49,,,29,,,,
2013/11/29,02,50,,,33,,,,
2013/11/29,03,46,,,26,,,,
2013/11/29,04,36,,,19,,,,
2013/11/29,05,39,,,23,,,,
2013/11/29,06,47,,,22,,,,
2013/11/29,07,70,,,33,,,,
2013/11/29,08,96,,,44,,,,
2013/11/29,09,120,,,70,,,,
2013/11/29,10,151,,,81,,,,
2013/11/29,11,166,,,76,,,,
2013/11/29,12,162,,,71,,,,
2013/11/29,13,174,,,84,,,,
2013/11/29,14,168,,,85,,,,
2013/11/29,15,168,,,77,,,,
2013/11/29,16,164,,,83,,,,
2013/11/29,17,163,,,82,,,,
2013/11/29,18,156,,,73,,,,
2013/11/29,19,161,,,70,,,,
2013/11/29,20,162,,,67,,,,
2013/11/29,21,136,,,60,,,,
2013/11/29,22,67,,,28,,,,
2013/11/29,23,42,,,24,,,,
2013/11/29,24,37,,,20,,,,
2013/11/30,01,50,,,33,,,,
2013/11/30,02,50,,,28,,,,
2013/11/30,03,46,,,29,,,,
2013/11/30,04,36,,,18,,,,
2013/11/30,05,41,,,22,,,,
2013/11/30,06,46,,,21,,,,
2013/11/30,07,71,,,32,,,,
2013/11/30,08,115,,,73,,,,
2013/11/30,09,120,,,74,,,,
2013/11/30,10,129,,,59,,,,
2013/11/30,11,159,,,69,,,,
2013/11/30,12,160,,,78,,,,
2013/11/30,13,170,,,87,,,,
