計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2012/07/01,01,10,,,2,8,,
2012/07/01,02,8,,,1,7,,
2012/07/01,03,10,,,2,8,,
2012/07/01,04,10,,,3,7,,
2012/07/01,05,10,,,2,8,,
2012/07/01,06,10,,,2,8,,
2012/07/01,07,10,,,2,8,,
2012/07/01,08,11,,,3,8,,
2012/07/01,09,11,,,2,9,,
2012/07/01,10,23,,,6,17,,
2012/07/01,11,23,,,6,17,,
2012/07/01,12,25,,,7,18,,
2012/07/01,13,25,,,7,18,,
2012/07/01,14,25,,,7,18,,
2012/07/01,15,19,,,5,14,,
2012/07/01,16,24,,,7,17,,
2012/07/01,17,23,,,6,17,,
2012/07/01,18,16,,,4,12,,
2012/07/01,19,11,,,2,9,,
2012/07/01,20,11,,,2,9,,
2012/07/01,21,11,,,2,9,,
2012/07/01,22,10,,,2,8,,
2012/07/01,23,10,,,2,8,,
2012/07/01,24,9,,,2,7,,
2012/07/02,01,10,,,2,8,,
2012/07/02,02,10,,,2,8,,
2012/07/02,03,10,,,2,8,,
2012/07/02,04,10,,,2,8,,
2012/07/02,05,10,,,2,8,,
2012/07/02,06,9,,,2,7,,
2012/07/02,07,12,,,3,9,,
2012/07/02,08,32,,,7,25,,
2012/07/02,09,47,,,12,35,,
2012/07/02,10,54,,,13,41,,
2012/07/02,11,55,,,14,41,,
2012/07/02,12,57,,,16,41,,
2012/07/02,13,57,,,16,41,,
2012/07/02,14,59,,,18,41,,
2012/07/02,15,60,,,19,41,,
2012/07/02,16,61,,,20,41,,
2012/07/02,17,56,,,17,39,,
2012/07/02,18,53,,,16,37,,
2012/07/02,19,44,,,12,32,,
2012/07/02,20,37,,,10,27,,
2012/07/02,21,18,,,4,14,,
2012/07/02,22,12,,,3,9,,
2012/07/02,23,10,,,2,8,,
2012/07/02,24,9,,,2,7,,
2012/07/03,01,10,,,2,8,,
2012/07/03,02,10,,,2,8,,
2012/07/03,03,10,,,2,8,,
2012/07/03,04,10,,,2,8,,
2012/07/03,05,10,,,2,8,,
2012/07/03,06,10,,,2,8,,
2012/07/03,07,10,,,2,8,,
2012/07/03,08,30,,,7,23,,
2012/07/03,09,51,,,15,36,,
2012/07/03,10,57,,,15,42,,
2012/07/03,11,56,,,15,41,,
2012/07/03,12,56,,,14,42,,
2012/07/03,13,58,,,16,42,,
2012/07/03,14,57,,,16,41,,
2012/07/03,15,56,,,15,41,,
2012/07/03,16,53,,,14,39,,
2012/07/03,17,52,,,13,39,,
2012/07/03,18,49,,,12,37,,
2012/07/03,19,45,,,11,34,,
2012/07/03,20,34,,,9,25,,
2012/07/03,21,18,,,4,14,,
2012/07/03,22,13,,,3,10,,
2012/07/03,23,10,,,2,8,,
2012/07/03,24,10,,,2,8,,
2012/07/04,01,11,,,2,9,,
2012/07/04,02,11,,,2,9,,
2012/07/04,03,11,,,3,8,,
2012/07/04,04,11,,,3,8,,
2012/07/04,05,10,,,2,8,,
2012/07/04,06,10,,,2,8,,
2012/07/04,07,11,,,2,9,,
2012/07/04,08,30,,,7,23,,
2012/07/04,09,48,,,12,36,,
2012/07/04,10,59,,,16,43,,
2012/07/04,11,61,,,16,45,,
2012/07/04,12,56,,,12,44,,
2012/07/04,13,57,,,13,44,,
2012/07/04,14,60,,,16,44,,
2012/07/04,15,60,,,16,44,,
2012/07/04,16,57,,,15,42,,
2012/07/04,17,56,,,14,42,,
2012/07/04,18,53,,,14,39,,
2012/07/04,19,46,,,12,34,,
2012/07/04,20,36,,,9,27,,
2012/07/04,21,19,,,4,15,,
2012/07/04,22,13,,,3,10,,
2012/07/04,23,10,,,2,8,,
2012/07/04,24,10,,,2,8,,
2012/07/05,01,10,,,2,8,,
2012/07/05,02,10,,,2,8,,
2012/07/05,03,10,,,2,8,,
2012/07/05,04,10,,,2,8,,
2012/07/05,05,10,,,2,8,,
2012/07/05,06,10,,,2,8,,
2012/07/05,07,11,,,2,9,,
2012/07/05,08,30,,,7,23,,
2012/07/05,09,49,,,12,37,,
2012/07/05,10,57,,,14,43,,
2012/07/05,11,57,,,15,42,,
2012/07/05,12,57,,,16,41,,
2012/07/05,13,59,,,18,41,,
2012/07/05,14,59,,,17,42,,
2012/07/05,15,59,,,17,42,,
2012/07/05,16,62,,,19,43,,
2012/07/05,17,58,,,17,41,,
2012/07/05,18,53,,,15,38,,
2012/07/05,19,44,,,12,32,,
2012/07/05,20,31,,,8,23,,
2012/07/05,21,22,,,5,17,,
2012/07/05,22,13,,,3,10,,
2012/07/05,23,10,,,2,8,,
2012/07/05,24,10,,,1,9,,
2012/07/06,01,10,,,2,8,,
2012/07/06,02,10,,,2,8,,
2012/07/06,03,10,,,2,8,,
2012/07/06,04,10,,,2,8,,
2012/07/06,05,10,,,2,8,,
2012/07/06,06,10,,,2,8,,
2012/07/06,07,12,,,3,9,,
2012/07/06,08,35,,,11,24,,
2012/07/06,09,55,,,17,38,,
2012/07/06,10,61,,,18,43,,
2012/07/06,11,60,,,19,41,,
2012/07/06,12,63,,,21,42,,
2012/07/06,13,52,,,17,35,,
2012/07/06,14,63,,,20,43,,
2012/07/06,15,53,,,17,36,,
2012/07/06,16,62,,,20,42,,
2012/07/06,17,40,,,12,28,,
2012/07/06,18,53,,,15,38,,
2012/07/06,19,47,,,14,33,,
2012/07/06,20,35,,,10,25,,
2012/07/06,21,21,,,6,15,,
2012/07/06,22,18,,,5,13,,
2012/07/06,23,10,,,2,8,,
2012/07/06,24,10,,,2,8,,
2012/07/07,01,11,,,3,8,,
2012/07/07,02,10,,,2,8,,
2012/07/07,03,10,,,2,8,,
2012/07/07,04,10,,,2,8,,
2012/07/07,05,10,,,2,8,,
2012/07/07,06,10,,,2,8,,
2012/07/07,07,10,,,2,8,,
2012/07/07,08,11,,,3,8,,
2012/07/07,09,11,,,2,9,,
2012/07/07,10,31,,,9,22,,
2012/07/07,11,36,,,10,26,,
2012/07/07,12,32,,,9,23,,
2012/07/07,13,38,,,12,26,,
2012/07/07,14,34,,,11,23,,
2012/07/07,15,37,,,11,26,,
2012/07/07,16,27,,,8,19,,
2012/07/07,17,26,,,9,17,,
2012/07/07,18,9,,,2,7,,
2012/07/07,19,10,,,2,8,,
2012/07/07,20,12,,,2,10,,
2012/07/07,21,10,,,2,8,,
2012/07/07,22,26,,,17,9,,
2012/07/07,23,23,,,15,8,,
2012/07/07,24,9,,,3,6,,
2012/07/08,01,10,,,2,8,,
2012/07/08,02,10,,,2,8,,
2012/07/08,03,10,,,2,8,,
2012/07/08,04,10,,,2,8,,
2012/07/08,05,10,,,2,8,,
2012/07/08,06,10,,,2,8,,
2012/07/08,07,10,,,2,8,,
2012/07/08,08,11,,,2,9,,
2012/07/08,09,11,,,2,9,,
2012/07/08,10,26,,,9,17,,
2012/07/08,11,34,,,18,16,,
2012/07/08,12,32,,,14,18,,
2012/07/08,13,31,,,13,18,,
2012/07/08,14,31,,,13,18,,
2012/07/08,15,30,,,13,17,,
2012/07/08,16,23,,,9,14,,
2012/07/08,17,26,,,10,16,,
2012/07/08,18,21,,,8,13,,
2012/07/08,19,9,,,2,7,,
2012/07/08,20,11,,,2,9,,
2012/07/08,21,10,,,2,8,,
2012/07/08,22,10,,,2,8,,
2012/07/08,23,10,,,2,8,,
2012/07/08,24,11,,,3,8,,
2012/07/09,01,10,,,2,8,,
2012/07/09,02,11,,,3,8,,
2012/07/09,03,10,,,2,8,,
2012/07/09,04,10,,,2,8,,
2012/07/09,05,10,,,2,8,,
2012/07/09,06,9,,,2,7,,
2012/07/09,07,12,,,4,8,,
2012/07/09,08,35,,,8,27,,
2012/07/09,09,48,,,12,36,,
2012/07/09,10,60,,,16,44,,
2012/07/09,11,57,,,17,40,,
2012/07/09,12,57,,,17,40,,
2012/07/09,13,55,,,15,40,,
2012/07/09,14,55,,,16,39,,
2012/07/09,15,55,,,16,39,,
2012/07/09,16,56,,,16,40,,
2012/07/09,17,54,,,15,39,,
2012/07/09,18,51,,,14,37,,
2012/07/09,19,47,,,13,34,,
2012/07/09,20,40,,,10,30,,
2012/07/09,21,22,,,6,16,,
2012/07/09,22,15,,,4,11,,
2012/07/09,23,12,,,3,9,,
2012/07/09,24,11,,,3,8,,
2012/07/10,01,10,,,2,8,,
2012/07/10,02,11,,,3,8,,
2012/07/10,03,11,,,3,8,,
2012/07/10,04,11,,,3,8,,
2012/07/10,05,10,,,2,8,,
2012/07/10,06,10,,,2,8,,
2012/07/10,07,12,,,3,9,,
2012/07/10,08,29,,,6,23,,
2012/07/10,09,51,,,14,37,,
2012/07/10,10,58,,,16,42,,
2012/07/10,11,62,,,19,43,,
2012/07/10,12,61,,,18,43,,
2012/07/10,13,56,,,17,39,,
2012/07/10,14,56,,,17,39,,
2012/07/10,15,57,,,17,40,,
2012/07/10,16,58,,,19,39,,
2012/07/10,17,56,,,16,40,,
2012/07/10,18,51,,,14,37,,
2012/07/10,19,41,,,10,31,,
2012/07/10,20,34,,,8,26,,
2012/07/10,21,22,,,5,17,,
2012/07/10,22,19,,,4,15,,
2012/07/10,23,17,,,3,14,,
2012/07/10,24,10,,,2,8,,
2012/07/11,01,10,,,2,8,,
2012/07/11,02,10,,,2,8,,
2012/07/11,03,9,,,2,7,,
2012/07/11,04,10,,,2,8,,
2012/07/11,05,10,,,2,8,,
2012/07/11,06,10,,,2,8,,
2012/07/11,07,11,,,3,8,,
2012/07/11,08,30,,,7,23,,
2012/07/11,09,49,,,12,37,,
2012/07/11,10,56,,,13,43,,
2012/07/11,11,59,,,15,44,,
2012/07/11,12,61,,,17,44,,
2012/07/11,13,54,,,13,41,,
2012/07/11,14,59,,,16,43,,
2012/07/11,15,57,,,15,42,,
2012/07/11,16,56,,,15,41,,
2012/07/11,17,55,,,14,41,,
2012/07/11,18,51,,,13,38,,
2012/07/11,19,34,,,8,26,,
2012/07/11,20,25,,,5,20,,
2012/07/11,21,17,,,3,14,,
2012/07/11,22,12,,,2,10,,
2012/07/11,23,10,,,2,8,,
2012/07/11,24,10,,,2,8,,
2012/07/12,01,10,,,2,8,,
2012/07/12,02,10,,,2,8,,
2012/07/12,03,10,,,2,8,,
2012/07/12,04,10,,,2,8,,
2012/07/12,05,10,,,2,8,,
2012/07/12,06,10,,,2,8,,
2012/07/12,07,12,,,3,9,,
2012/07/12,08,33,,,9,24,,
2012/07/12,09,50,,,13,37,,
2012/07/12,10,56,,,16,40,,
2012/07/12,11,55,,,16,39,,
2012/07/12,12,57,,,17,40,,
2012/07/12,13,62,,,22,40,,
2012/07/12,14,66,,,24,42,,
2012/07/12,15,67,,,25,42,,
2012/07/12,16,66,,,25,41,,
2012/07/12,17,62,,,23,39,,
2012/07/12,18,56,,,20,36,,
2012/07/12,19,47,,,15,32,,
2012/07/12,20,30,,,9,21,,
2012/07/12,21,14,,,3,11,,
