計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/16,04,56,,,34,3,,,
2013/10/16,05,61,,,33,7,,,
2013/10/16,06,66,,,33,14,,,
2013/10/16,07,71,,,34,16,,,
2013/10/16,08,124,,,55,18,,,
2013/10/16,09,121,,,61,19,,,
2013/10/16,10,151,,,62,42,,,
2013/10/16,11,162,,,65,43,,,
2013/10/16,12,159,,,61,44,,,
2013/10/16,13,150,,,58,43,,,
2013/10/16,14,141,,,57,43,,,
2013/10/16,15,155,,,60,43,,,
2013/10/16,16,155,,,58,49,,,
2013/10/16,17,153,,,60,49,,,
2013/10/16,18,147,,,54,49,,,
2013/10/16,19,136,,,50,48,,,
2013/10/16,20,130,,,50,46,,,
2013/10/16,21,122,,,47,43,,,
2013/10/16,22,71,,,33,17,,,
2013/10/16,23,53,,,32,4,,,
2013/10/16,24,48,,,27,3,,,
2013/10/17,01,51,,,30,3,,,
2013/10/17,02,51,,,30,4,,,
2013/10/17,03,56,,,33,3,,,
2013/10/17,04,53,,,30,3,,,
2013/10/17,05,58,,,29,9,,,
2013/10/17,06,60,,,28,15,,,
2013/10/17,07,69,,,31,16,,,
2013/10/17,08,118,,,48,18,,,
2013/10/17,09,112,,,54,21,,,
2013/10/17,10,142,,,54,44,,,
2013/10/17,11,149,,,57,43,,,
2013/10/17,12,150,,,60,43,,,
2013/10/17,13,145,,,56,44,,,
2013/10/17,14,147,,,61,44,,,
2013/10/17,15,158,,,65,44,,,
2013/10/17,16,152,,,64,44,,,
2013/10/17,17,148,,,57,44,,,
2013/10/17,18,147,,,52,49,,,
2013/10/17,19,140,,,52,49,,,
2013/10/17,20,125,,,44,45,,,
2013/10/17,21,118,,,41,44,,,
2013/10/17,22,69,,,33,18,,,
2013/10/17,23,50,,,29,3,,,
2013/10/17,24,47,,,28,3,,,
2013/10/18,01,50,,,31,3,,,
2013/10/18,02,50,,,29,3,,,
2013/10/18,03,55,,,31,3,,,
2013/10/18,04,50,,,26,3,,,
2013/10/18,05,56,,,26,8,,,
2013/10/18,06,59,,,25,14,,,
2013/10/18,07,66,,,30,16,,,
2013/10/18,08,114,,,46,18,,,
2013/10/18,09,118,,,52,18,,,
2013/10/18,10,136,,,58,34,,,
2013/10/18,11,158,,,66,43,,,
2013/10/18,12,153,,,64,43,,,
2013/10/18,13,149,,,63,43,,,
2013/10/18,14,157,,,65,44,,,
2013/10/18,15,168,,,71,44,,,
2013/10/18,16,159,,,71,44,,,
2013/10/18,17,157,,,64,44,,,
2013/10/18,18,150,,,62,49,,,
2013/10/18,19,139,,,54,48,,,
2013/10/18,20,133,,,52,47,,,
2013/10/18,21,124,,,49,43,,,
2013/10/18,22,75,,,36,19,,,
2013/10/18,23,55,,,34,4,,,
2013/10/18,24,50,,,31,3,,,
2013/10/19,01,51,,,31,3,,,
2013/10/19,02,52,,,30,3,,,
2013/10/19,03,57,,,33,3,,,
2013/10/19,04,55,,,32,3,,,
2013/10/19,05,59,,,30,8,,,
2013/10/19,06,66,,,32,16,,,
2013/10/19,07,75,,,35,17,,,
2013/10/19,08,128,,,55,18,,,
2013/10/19,09,125,,,59,19,,,
2013/10/19,10,144,,,63,36,,,
2013/10/19,11,160,,,67,43,,,
2013/10/19,12,157,,,67,44,,,
2013/10/19,13,155,,,66,44,,,
2013/10/19,14,160,,,71,44,,,
2013/10/19,15,178,,,75,44,,,
2013/10/19,16,178,,,76,44,,,
2013/10/19,17,165,,,70,46,,,
2013/10/19,18,155,,,64,49,,,
2013/10/19,19,143,,,58,48,,,
2013/10/19,20,133,,,52,46,,,
2013/10/19,21,127,,,52,43,,,
2013/10/19,22,75,,,38,18,,,
2013/10/19,23,56,,,35,4,,,
2013/10/19,24,51,,,31,4,,,
2013/10/20,01,54,,,33,4,,,
2013/10/20,02,53,,,32,4,,,
2013/10/20,03,60,,,37,3,,,
2013/10/20,04,58,,,29,4,,,
2013/10/20,05,64,,,32,10,,,
2013/10/20,06,75,,,36,18,,,
2013/10/20,07,124,,,52,19,,,
2013/10/20,08,134,,,62,23,,,
2013/10/20,09,170,,,67,43,,,
2013/10/20,10,166,,,67,43,,,
2013/10/20,11,152,,,62,44,,,
2013/10/20,12,152,,,56,44,,,
2013/10/20,13,151,,,58,44,,,
2013/10/20,14,145,,,57,43,,,
2013/10/20,15,162,,,61,45,,,
2013/10/20,16,157,,,63,45,,,
2013/10/20,17,155,,,64,49,,,
2013/10/20,18,150,,,60,50,,,
2013/10/20,19,139,,,54,48,,,
2013/10/20,20,136,,,57,46,,,
2013/10/20,21,126,,,51,42,,,
2013/10/20,22,75,,,39,18,,,
2013/10/20,23,56,,,35,4,,,
2013/10/20,24,52,,,32,4,,,
2013/10/21,01,54,,,33,4,,,
2013/10/21,02,56,,,33,4,,,
2013/10/21,03,59,,,34,3,,,
2013/10/21,04,57,,,31,3,,,
2013/10/21,05,64,,,32,9,,,
2013/10/21,06,67,,,32,16,,,
2013/10/21,07,70,,,34,17,,,
2013/10/21,08,123,,,56,19,,,
2013/10/21,09,127,,,65,19,,,
2013/10/21,10,153,,,70,34,,,
2013/10/21,11,169,,,74,43,,,
2013/10/21,12,172,,,79,43,,,
2013/10/21,13,161,,,71,44,,,
2013/10/21,14,156,,,69,43,,,
2013/10/21,15,185,,,81,44,,,
2013/10/21,16,172,,,80,45,,,
2013/10/21,17,173,,,82,45,,,
2013/10/21,18,166,,,73,49,,,
2013/10/21,19,149,,,65,48,,,
2013/10/21,20,138,,,58,46,,,
2013/10/21,21,130,,,56,42,,,
2013/10/21,22,79,,,40,19,,,
2013/10/21,23,59,,,38,4,,,
2013/10/21,24,54,,,34,4,,,
2013/10/22,01,56,,,34,3,,,
2013/10/22,02,54,,,34,3,,,
2013/10/22,03,58,,,37,3,,,
2013/10/22,04,58,,,33,3,,,
2013/10/22,05,64,,,33,8,,,
2013/10/22,06,72,,,33,15,,,
2013/10/22,07,84,,,39,17,,,
2013/10/22,08,125,,,59,19,,,
2013/10/22,09,126,,,64,19,,,
2013/10/22,10,153,,,68,39,,,
2013/10/22,11,166,,,72,43,,,
2013/10/22,12,163,,,71,44,,,
2013/10/22,13,161,,,72,43,,,
2013/10/22,14,160,,,70,44,,,
2013/10/22,15,172,,,73,43,,,
2013/10/22,16,169,,,78,43,,,
2013/10/22,17,166,,,76,45,,,
2013/10/22,18,159,,,73,48,,,
2013/10/22,19,140,,,58,46,,,
2013/10/22,20,134,,,57,44,,,
2013/10/22,21,127,,,55,41,,,
2013/10/22,22,79,,,42,17,,,
2013/10/22,23,59,,,38,4,,,
2013/10/22,24,53,,,33,3,,,
2013/10/23,01,56,,,36,3,,,
2013/10/23,02,55,,,35,3,,,
2013/10/23,03,63,,,36,2,,,
2013/10/23,04,57,,,33,3,,,
2013/10/23,05,58,,,32,6,,,
2013/10/23,06,65,,,31,15,,,
2013/10/23,07,69,,,33,16,,,
2013/10/23,08,123,,,54,18,,,
2013/10/23,09,125,,,63,18,,,
2013/10/23,10,157,,,68,38,,,
2013/10/23,11,169,,,70,43,,,
2013/10/23,12,165,,,73,43,,,
2013/10/23,13,157,,,69,42,,,
2013/10/23,14,165,,,75,43,,,
2013/10/23,15,180,,,82,43,,,
2013/10/23,16,166,,,77,43,,,
2013/10/23,17,167,,,75,48,,,
2013/10/23,18,158,,,68,48,,,
2013/10/23,19,145,,,64,47,,,
2013/10/23,20,138,,,61,46,,,
2013/10/23,21,131,,,58,42,,,
2013/10/23,22,77,,,42,18,,,
2013/10/23,23,60,,,40,4,,,
2013/10/23,24,53,,,33,3,,,
2013/10/24,01,55,,,36,3,,,
2013/10/24,02,58,,,36,3,,,
2013/10/24,03,60,,,38,3,,,
2013/10/24,04,59,,,35,3,,,
2013/10/24,05,63,,,34,7,,,
2013/10/24,06,70,,,34,14,,,
2013/10/24,07,76,,,37,16,,,
2013/10/24,08,125,,,56,18,,,
2013/10/24,09,121,,,66,19,,,
2013/10/24,10,141,,,63,34,,,
2013/10/24,11,165,,,69,43,,,
2013/10/24,12,162,,,69,43,,,
2013/10/24,13,158,,,69,43,,,
2013/10/24,14,152,,,64,43,,,
2013/10/24,15,159,,,69,43,,,
2013/10/24,16,159,,,67,47,,,
2013/10/24,17,160,,,69,48,,,
2013/10/24,18,149,,,61,49,,,
2013/10/24,19,135,,,55,46,,,
2013/10/24,20,132,,,55,44,,,
2013/10/24,21,127,,,52,44,,,
2013/10/24,22,82,,,42,22,,,
2013/10/24,23,58,,,37,4,,,
2013/10/24,24,52,,,33,3,,,
2013/10/25,01,57,,,37,4,,,
2013/10/25,02,55,,,35,3,,,
2013/10/25,03,58,,,38,3,,,
2013/10/25,04,56,,,33,3,,,
2013/10/25,05,60,,,33,6,,,
2013/10/25,06,67,,,33,14,,,
2013/10/25,07,70,,,34,15,,,
2013/10/25,08,119,,,55,18,,,
2013/10/25,09,119,,,63,19,,,
2013/10/25,10,141,,,63,36,,,
2013/10/25,11,154,,,64,43,,,
2013/10/25,12,151,,,61,43,,,
2013/10/25,13,151,,,62,44,,,
2013/10/25,14,149,,,61,43,,,
2013/10/25,15,162,,,69,43,,,
2013/10/25,16,163,,,70,46,,,
2013/10/25,17,156,,,67,48,,,
2013/10/25,18,152,,,65,48,,,
2013/10/25,19,137,,,56,46,,,
2013/10/25,20,134,,,56,45,,,
2013/10/25,21,125,,,51,42,,,
2013/10/25,22,76,,,40,19,,,
2013/10/25,23,55,,,34,4,,,
2013/10/25,24,50,,,30,3,,,
2013/10/26,01,52,,,32,3,,,
2013/10/26,02,52,,,31,3,,,
2013/10/26,03,56,,,33,3,,,
2013/10/26,04,54,,,30,3,,,
2013/10/26,05,57,,,29,7,,,
2013/10/26,06,62,,,28,15,,,
2013/10/26,07,75,,,34,17,,,
2013/10/26,08,120,,,51,19,,,
2013/10/26,09,112,,,53,19,,,
2013/10/26,10,133,,,54,35,,,
2013/10/26,11,157,,,64,43,,,
2013/10/26,12,148,,,59,43,,,
2013/10/26,13,144,,,58,43,,,
2013/10/26,14,148,,,60,44,,,
2013/10/26,15,158,,,63,44,,,
2013/10/26,16,151,,,61,44,,,
2013/10/26,17,152,,,59,48,,,
2013/10/26,18,139,,,51,49,,,
2013/10/26,19,135,,,50,48,,,
2013/10/26,20,125,,,46,46,,,
2013/10/26,21,118,,,43,43,,,
2013/10/26,22,75,,,36,22,,,
2013/10/26,23,52,,,32,4,,,
2013/10/26,24,49,,,27,3,,,
2013/10/27,01,51,,,31,3,,,
2013/10/27,02,51,,,30,3,,,
2013/10/27,03,57,,,32,3,,,
2013/10/27,04,53,,,29,3,,,
2013/10/27,05,60,,,28,9,,,
2013/10/27,06,69,,,31,17,,,
2013/10/27,07,123,,,45,19,,,
2013/10/27,08,139,,,53,29,,,
2013/10/27,09,152,,,58,44,,,
2013/10/27,10,155,,,58,44,,,
2013/10/27,11,145,,,56,43,,,
2013/10/27,12,146,,,54,44,,,
2013/10/27,13,144,,,57,44,,,
2013/10/27,14,156,,,58,44,,,
2013/10/27,15,163,,,66,44,,,
2013/10/27,16,156,,,62,44,,,
2013/10/27,17,145,,,58,46,,,
2013/10/27,18,142,,,53,49,,,
2013/10/27,19,127,,,44,48,,,
2013/10/27,20,122,,,43,46,,,
2013/10/27,21,115,,,41,42,,,
2013/10/27,22,69,,,31,20,,,
2013/10/27,23,48,,,28,4,,,
2013/10/27,24,45,,,25,3,,,
2013/10/28,01,48,,,27,3,,,
2013/10/28,02,47,,,25,3,,,
2013/10/28,03,54,,,29,3,,,
2013/10/28,04,49,,,23,3,,,
2013/10/28,05,54,,,23,7,,,
2013/10/28,06,61,,,23,15,,,
2013/10/28,07,65,,,28,16,,,
2013/10/28,08,116,,,44,19,,,
2013/10/28,09,105,,,47,18,,,
2013/10/28,10,133,,,52,37,,,
2013/10/28,11,154,,,61,43,,,
2013/10/28,12,151,,,59,43,,,
2013/10/28,13,148,,,61,43,,,
2013/10/28,14,147,,,63,43,,,
2013/10/28,15,160,,,66,43,,,
2013/10/28,16,152,,,64,43,,,
2013/10/28,17,152,,,63,45,,,
2013/10/28,18,140,,,51,49,,,
2013/10/28,19,127,,,44,46,,,
2013/10/28,20,123,,,46,45,,,
2013/10/28,21,116,,,43,41,,,
2013/10/28,22,67,,,32,17,,,
2013/10/28,23,49,,,29,4,,,
2013/10/28,24,45,,,26,3,,,
2013/10/29,01,48,,,28,3,,,
2013/10/29,02,47,,,27,3,,,
2013/10/29,03,53,,,30,3,,,
2013/10/29,04,51,,,26,3,,,
2013/10/29,05,56,,,24,8,,,
2013/10/29,06,61,,,25,15,,,
2013/10/29,07,71,,,30,16,,,
2013/10/29,08,114,,,47,19,,,
2013/10/29,09,111,,,50,19,,,
2013/10/29,10,137,,,53,36,,,
2013/10/29,11,157,,,63,43,,,
2013/10/29,12,155,,,64,43,,,
2013/10/29,13,152,,,66,43,,,
2013/10/29,14,154,,,66,43,,,
2013/10/29,15,164,,,69,43,,,
2013/10/29,16,163,,,70,45,,,
2013/10/29,17,158,,,65,48,,,
2013/10/29,18,152,,,63,48,,,
2013/10/29,19,134,,,54,45,,,
2013/10/29,20,130,,,52,44,,,
2013/10/29,21,121,,,50,41,,,
2013/10/29,22,75,,,39,18,,,
2013/10/29,23,55,,,33,4,,,
2013/10/29,24,50,,,30,3,,,
