計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,62,32,,,,,,,,
2014/01/01,02,70,31,,,,,,,,
2014/01/01,03,65,28,,,,,,,,
2014/01/01,04,72,31,,,,,,,,
2014/01/01,05,62,32,,,,,,,,
2014/01/01,06,61,32,,,,,,,,
2014/01/01,07,62,30,,,,,,,,
2014/01/01,08,93,39,,,,,,,,
2014/01/01,09,135,54,,,,,,,,
2014/01/01,10,165,71,,,,,,,,
2014/01/01,11,153,70,,,,,,,,
2014/01/01,12,156,74,,,,,,,,
2014/01/01,13,147,72,,,,,,,,
2014/01/01,14,156,72,,,,,,,,
2014/01/01,15,158,69,,,,,,,,
2014/01/01,16,155,75,,,,,,,,
2014/01/01,17,151,75,,,,,,,,
2014/01/01,18,142,72,,,,,,,,
2014/01/01,19,87,40,,,,,,,,
2014/01/01,20,75,35,,,,,,,,
2014/01/01,21,72,30,,,,,,,,
2014/01/01,22,69,32,,,,,,,,
2014/01/01,23,64,32,,,,,,,,
2014/01/01,24,62,31,,,,,,,,
2014/01/02,01,61,32,,,,,,,,
2014/01/02,02,70,30,,,,,,,,
2014/01/02,03,66,28,,,,,,,,
2014/01/02,04,71,32,,,,,,,,
2014/01/02,05,61,31,,,,,,,,
2014/01/02,06,62,30,,,,,,,,
2014/01/02,07,63,30,,,,,,,,
2014/01/02,08,85,30,,,,,,,,
2014/01/02,09,123,41,,,,,,,,
2014/01/02,10,159,70,,,,,,,,
2014/01/02,11,152,67,,,,,,,,
2014/01/02,12,159,73,,,,,,,,
2014/01/02,13,153,70,,,,,,,,
2014/01/02,14,164,72,,,,,,,,
2014/01/02,15,156,64,,,,,,,,
2014/01/02,16,154,72,,,,,,,,
2014/01/02,17,155,72,,,,,,,,
2014/01/02,18,142,70,,,,,,,,
2014/01/02,19,139,70,,,,,,,,
2014/01/02,20,144,72,,,,,,,,
2014/01/02,21,83,38,,,,,,,,
2014/01/02,22,67,32,,,,,,,,
2014/01/02,23,65,31,,,,,,,,
2014/01/02,24,59,29,,,,,,,,
2014/01/03,01,57,28,,,,,,,,
2014/01/03,02,67,28,,,,,,,,
2014/01/03,03,62,27,,,,,,,,
2014/01/03,04,61,29,,,,,,,,
2014/01/03,05,59,31,,,,,,,,
2014/01/03,06,56,27,,,,,,,,
2014/01/03,07,79,28,,,,,,,,
2014/01/03,08,95,30,,,,,,,,
2014/01/03,09,139,57,,,,,,,,
2014/01/03,10,160,71,,,,,,,,
2014/01/03,11,150,66,,,,,,,,
2014/01/03,12,151,70,,,,,,,,
2014/01/03,13,149,67,,,,,,,,
2014/01/03,14,158,71,,,,,,,,
2014/01/03,15,153,65,,,,,,,,
2014/01/03,16,156,73,,,,,,,,
2014/01/03,17,149,71,,,,,,,,
2014/01/03,18,152,72,,,,,,,,
2014/01/03,19,149,70,,,,,,,,
2014/01/03,20,150,72,,,,,,,,
2014/01/03,21,101,36,,,,,,,,
2014/01/03,22,92,36,,,,,,,,
2014/01/03,23,72,35,,,,,,,,
2014/01/03,24,62,31,,,,,,,,
2014/01/04,01,60,29,,,,,,,,
2014/01/04,02,68,30,,,,,,,,
2014/01/04,03,63,27,,,,,,,,
2014/01/04,04,70,31,,,,,,,,
2014/01/04,05,60,31,,,,,,,,
2014/01/04,06,57,28,,,,,,,,
2014/01/04,07,72,28,,,,,,,,
2014/01/04,08,129,42,,,,,,,,
2014/01/04,09,161,61,,,,,,,,
2014/01/04,10,161,70,,,,,,,,
2014/01/04,11,157,66,,,,,,,,
2014/01/04,12,153,70,,,,,,,,
2014/01/04,13,153,68,,,,,,,,
2014/01/04,14,160,72,,,,,,,,
2014/01/04,15,156,66,,,,,,,,
2014/01/04,16,154,69,,,,,,,,
2014/01/04,17,148,72,,,,,,,,
2014/01/04,18,150,72,,,,,,,,
2014/01/04,19,146,66,,,,,,,,
2014/01/04,20,156,72,,,,,,,,
2014/01/04,21,149,68,,,,,,,,
2014/01/04,22,147,70,,,,,,,,
2014/01/04,23,144,71,,,,,,,,
2014/01/04,24,143,72,,,,,,,,
2014/01/05,01,72,35,,,,,,,,
2014/01/05,02,70,30,,,,,,,,
2014/01/05,03,64,28,,,,,,,,
2014/01/05,04,67,32,,,,,,,,
2014/01/05,05,60,32,,,,,,,,
2014/01/05,06,57,28,,,,,,,,
2014/01/05,07,74,28,,,,,,,,
2014/01/05,08,133,46,,,,,,,,
2014/01/05,09,163,62,,,,,,,,
2014/01/05,10,163,71,,,,,,,,
2014/01/05,11,156,68,,,,,,,,
2014/01/05,12,151,69,,,,,,,,
2014/01/05,13,149,71,,,,,,,,
2014/01/05,14,162,70,,,,,,,,
2014/01/05,15,156,63,,,,,,,,
2014/01/05,16,153,68,,,,,,,,
2014/01/05,17,159,73,,,,,,,,
2014/01/05,18,154,73,,,,,,,,
2014/01/05,19,146,69,,,,,,,,
2014/01/05,20,155,75,,,,,,,,
2014/01/05,21,150,68,,,,,,,,
2014/01/05,22,145,70,,,,,,,,
2014/01/05,23,143,70,,,,,,,,
2014/01/05,24,141,71,,,,,,,,
2014/01/06,01,78,37,,,,,,,,
2014/01/06,02,70,32,,,,,,,,
2014/01/06,03,63,28,,,,,,,,
2014/01/06,04,65,30,,,,,,,,
2014/01/06,05,59,31,,,,,,,,
2014/01/06,06,57,28,,,,,,,,
2014/01/06,07,76,28,,,,,,,,
2014/01/06,08,122,41,,,,,,,,
2014/01/06,09,165,61,,,,,,,,
2014/01/06,10,163,69,,,,,,,,
2014/01/06,11,155,68,,,,,,,,
2014/01/06,12,152,70,,,,,,,,
2014/01/06,13,153,68,,,,,,,,
2014/01/06,14,164,72,,,,,,,,
2014/01/06,15,160,67,,,,,,,,
2014/01/06,16,157,70,,,,,,,,
2014/01/06,17,157,73,,,,,,,,
2014/01/06,18,155,73,,,,,,,,
2014/01/06,19,148,68,,,,,,,,
2014/01/06,20,158,70,,,,,,,,
2014/01/06,21,151,68,,,,,,,,
2014/01/06,22,145,72,,,,,,,,
2014/01/06,23,142,70,,,,,,,,
2014/01/06,24,140,70,,,,,,,,
2014/01/07,01,69,35,,,,,,,,
2014/01/07,02,70,31,,,,,,,,
2014/01/07,03,63,27,,,,,,,,
2014/01/07,04,67,30,,,,,,,,
2014/01/07,05,59,30,,,,,,,,
2014/01/07,06,57,28,,,,,,,,
2014/01/07,07,76,28,,,,,,,,
2014/01/07,08,126,38,,,,,,,,
2014/01/07,09,158,62,,,,,,,,
2014/01/07,10,160,69,,,,,,,,
2014/01/07,11,154,66,,,,,,,,
2014/01/07,12,151,71,,,,,,,,
2014/01/07,13,152,72,,,,,,,,
2014/01/07,14,159,75,,,,,,,,
2014/01/07,15,154,66,,,,,,,,
2014/01/07,16,155,72,,,,,,,,
2014/01/07,17,157,74,,,,,,,,
2014/01/07,18,150,74,,,,,,,,
2014/01/07,19,147,70,,,,,,,,
2014/01/07,20,158,74,,,,,,,,
2014/01/07,21,151,70,,,,,,,,
2014/01/07,22,146,72,,,,,,,,
2014/01/07,23,144,72,,,,,,,,
2014/01/07,24,142,70,,,,,,,,
2014/01/08,01,70,35,,,,,,,,
2014/01/08,02,70,30,,,,,,,,
2014/01/08,03,67,28,,,,,,,,
2014/01/08,04,75,31,,,,,,,,
2014/01/08,05,60,31,,,,,,,,
2014/01/08,06,61,28,,,,,,,,
2014/01/08,07,77,29,,,,,,,,
2014/01/08,08,133,47,,,,,,,,
2014/01/08,09,156,61,,,,,,,,
2014/01/08,10,159,68,,,,,,,,
2014/01/08,11,152,67,,,,,,,,
2014/01/08,12,153,69,,,,,,,,
2014/01/08,13,148,67,,,,,,,,
2014/01/08,14,158,70,,,,,,,,
2014/01/08,15,154,63,,,,,,,,
2014/01/08,16,155,70,,,,,,,,
2014/01/08,17,154,74,,,,,,,,
2014/01/08,18,154,72,,,,,,,,
2014/01/08,19,145,68,,,,,,,,
2014/01/08,20,154,72,,,,,,,,
2014/01/08,21,150,67,,,,,,,,
2014/01/08,22,148,73,,,,,,,,
2014/01/08,23,145,71,,,,,,,,
2014/01/08,24,143,72,,,,,,,,
2014/01/09,01,76,36,,,,,,,,
2014/01/09,02,70,35,,,,,,,,
2014/01/09,03,65,28,,,,,,,,
2014/01/09,04,69,31,,,,,,,,
2014/01/09,05,60,33,,,,,,,,
2014/01/09,06,61,31,,,,,,,,
2014/01/09,07,76,31,,,,,,,,
2014/01/09,08,129,44,,,,,,,,
2014/01/09,09,160,64,,,,,,,,
2014/01/09,10,158,69,,,,,,,,
2014/01/09,11,153,67,,,,,,,,
2014/01/09,12,149,71,,,,,,,,
2014/01/09,13,155,70,,,,,,,,
2014/01/09,14,156,72,,,,,,,,
2014/01/09,15,164,68,,,,,,,,
2014/01/09,16,157,72,,,,,,,,
2014/01/09,17,156,73,,,,,,,,
2014/01/09,18,158,70,,,,,,,,
2014/01/09,19,150,70,,,,,,,,
2014/01/09,20,157,71,,,,,,,,
2014/01/09,21,150,68,,,,,,,,
2014/01/09,22,143,69,,,,,,,,
2014/01/09,23,141,69,,,,,,,,
2014/01/09,24,137,70,,,,,,,,
2014/01/10,01,67,33,,,,,,,,
2014/01/10,02,67,30,,,,,,,,
2014/01/10,03,61,27,,,,,,,,
2014/01/10,04,65,29,,,,,,,,
2014/01/10,05,57,30,,,,,,,,
2014/01/10,06,55,27,,,,,,,,
2014/01/10,07,73,27,,,,,,,,
2014/01/10,08,133,50,,,,,,,,
2014/01/10,09,161,64,,,,,,,,
2014/01/10,10,164,71,,,,,,,,
2014/01/10,11,154,70,,,,,,,,
2014/01/10,12,152,72,,,,,,,,
2014/01/10,13,155,70,,,,,,,,
2014/01/10,14,157,69,,,,,,,,
2014/01/10,15,155,64,,,,,,,,
2014/01/10,16,152,71,,,,,,,,
2014/01/10,17,157,73,,,,,,,,
2014/01/10,18,154,73,,,,,,,,
