計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/09/01,01,50,,,23,25,,
2013/09/01,02,51,,,25,27,,
2013/09/01,03,49,,,24,25,,
2013/09/01,04,50,,,23,25,,
2013/09/01,05,39,,,18,21,,
2013/09/01,06,27,,,13,14,,
2013/09/01,07,17,,,7,10,,
2013/09/01,08,37,,,20,16,,
2013/09/01,09,36,,,20,16,,
2013/09/01,10,31,,,14,16,,
2013/09/01,11,28,,,15,13,,
2013/09/01,12,17,,,10,6,,
2013/09/01,13,29,,,15,14,,
2013/09/01,14,29,,,10,19,,
2013/09/01,15,28,,,9,19,,
2013/09/01,16,38,,,20,18,,
2013/09/01,17,49,,,28,21,,
2013/09/01,18,53,,,27,26,,
2013/09/01,19,56,,,28,28,,
2013/09/01,20,54,,,27,27,,
2013/09/01,21,57,,,29,28,,
2013/09/01,22,55,,,28,27,,
2013/09/01,23,54,,,27,26,,
2013/09/01,24,49,,,24,25,,
2013/09/02,01,49,,,26,24,,
2013/09/02,02,45,,,24,21,,
2013/09/02,03,40,,,21,19,,
2013/09/02,04,24,,,9,16,,
2013/09/02,05,9,,,2,6,,
2013/09/02,06,9,,,3,6,,
2013/09/02,07,10,,,4,5,,
2013/09/02,08,20,,,8,10,,
2013/09/02,09,36,,,20,16,,
2013/09/02,10,34,,,17,17,,
2013/09/02,11,28,,,15,12,,
2013/09/02,12,21,,,12,10,,
2013/09/02,13,19,,,10,9,,
2013/09/02,14,13,,,5,8,,
2013/09/02,15,9,,,2,6,,
2013/09/02,16,13,,,6,6,,
2013/09/02,17,56,,,31,26,,
2013/09/02,18,58,,,28,31,,
2013/09/02,19,58,,,28,30,,
2013/09/02,20,56,,,26,30,,
2013/09/02,21,54,,,25,31,,
2013/09/02,22,50,,,23,28,,
2013/09/02,23,48,,,22,27,,
2013/09/02,24,48,,,23,25,,
2013/09/03,01,46,,,23,23,,
2013/09/03,02,34,,,15,19,,
2013/09/03,03,30,,,12,18,,
2013/09/03,04,25,,,8,17,,
2013/09/03,05,14,,,3,11,,
2013/09/03,06,10,,,2,7,,
2013/09/03,07,10,,,2,8,,
2013/09/03,08,11,,,3,8,,
2013/09/03,09,12,,,7,5,,
2013/09/03,10,32,,,21,11,,
2013/09/03,11,38,,,25,13,,
2013/09/03,12,25,,,15,11,,
2013/09/03,13,25,,,14,11,,
2013/09/03,14,23,,,13,10,,
2013/09/03,15,22,,,12,10,,
2013/09/03,16,27,,,14,13,,
2013/09/03,17,47,,,24,23,,
2013/09/03,18,55,,,26,30,,
2013/09/03,19,51,,,22,29,,
2013/09/03,20,52,,,24,29,,
2013/09/03,21,56,,,27,30,,
2013/09/03,22,55,,,26,30,,
2013/09/03,23,53,,,25,29,,
2013/09/03,24,53,,,24,29,,
2013/09/04,01,52,,,22,28,,
2013/09/04,02,45,,,22,23,,
2013/09/04,03,28,,,13,15,,
2013/09/04,04,13,,,6,7,,
2013/09/04,05,6,,,2,4,,
2013/09/04,06,6,,,2,4,,
2013/09/04,07,6,,,2,4,,
2013/09/04,08,7,,,3,4,,
2013/09/04,09,6,,,2,4,,
2013/09/04,10,22,,,11,12,,
2013/09/04,11,48,,,26,21,,
2013/09/04,12,35,,,19,16,,
2013/09/04,13,31,,,19,12,,
2013/09/04,14,29,,,18,11,,
2013/09/04,15,25,,,16,9,,
2013/09/04,16,27,,,17,9,,
2013/09/04,17,41,,,19,22,,
2013/09/04,18,42,,,18,24,,
2013/09/04,19,41,,,18,25,,
2013/09/04,20,43,,,18,25,,
2013/09/04,21,42,,,18,25,,
2013/09/04,22,45,,,21,25,,
2013/09/04,23,49,,,24,25,,
2013/09/04,24,48,,,24,24,,
2013/09/05,01,45,,,23,23,,
2013/09/05,02,37,,,17,20,,
2013/09/05,03,22,,,9,14,,
2013/09/05,04,21,,,8,13,,
2013/09/05,05,9,,,4,6,,
2013/09/05,06,6,,,3,4,,
2013/09/05,07,6,,,2,4,,
2013/09/05,08,22,,,12,11,,
2013/09/05,09,26,,,15,11,,
2013/09/05,10,26,,,14,12,,
2013/09/05,11,23,,,12,11,,
2013/09/05,12,22,,,11,10,,
2013/09/05,13,17,,,12,7,,
2013/09/05,14,16,,,9,7,,
2013/09/05,15,17,,,9,8,,
2013/09/05,16,26,,,13,13,,
2013/09/05,17,51,,,26,25,,
2013/09/05,18,60,,,31,29,,
2013/09/05,19,52,,,24,28,,
2013/09/05,20,51,,,24,27,,
2013/09/05,21,50,,,23,26,,
2013/09/05,22,48,,,23,25,,
2013/09/05,23,47,,,22,25,,
2013/09/05,24,46,,,21,24,,
2013/09/06,01,39,,,19,20,,
2013/09/06,02,32,,,16,15,,
2013/09/06,03,19,,,8,10,,
2013/09/06,04,11,,,5,6,,
2013/09/06,05,8,,,2,6,,
2013/09/06,06,8,,,2,5,,
2013/09/06,07,7,,,3,5,,
2013/09/06,08,16,,,9,6,,
2013/09/06,09,19,,,12,7,,
2013/09/06,10,33,,,18,16,,
2013/09/06,11,40,,,22,18,,
2013/09/06,12,33,,,19,14,,
2013/09/06,13,30,,,19,12,,
2013/09/06,14,27,,,17,10,,
2013/09/06,15,7,,,2,4,,
2013/09/06,16,33,,,18,16,,
2013/09/06,17,58,,,30,28,,
2013/09/06,18,67,,,36,31,,
2013/09/06,19,63,,,32,31,,
2013/09/06,20,62,,,32,30,,
2013/09/06,21,61,,,30,31,,
2013/09/06,22,56,,,27,29,,
2013/09/06,23,56,,,26,29,,
2013/09/06,24,52,,,24,28,,
2013/09/07,01,50,,,24,26,,
2013/09/07,02,49,,,24,25,,
2013/09/07,03,47,,,23,24,,
2013/09/07,04,46,,,22,24,,
2013/09/07,05,43,,,21,22,,
2013/09/07,06,33,,,17,16,,
2013/09/07,07,11,,,5,6,,
2013/09/07,08,17,,,11,7,,
2013/09/07,09,26,,,13,12,,
2013/09/07,10,29,,,15,13,,
2013/09/07,11,41,,,21,20,,
2013/09/07,12,33,,,18,15,,
2013/09/07,13,31,,,17,15,,
2013/09/07,14,14,,,7,7,,
2013/09/07,15,8,,,5,4,,
2013/09/07,16,34,,,20,15,,
2013/09/07,17,55,,,27,28,,
2013/09/07,18,60,,,31,29,,
2013/09/07,19,59,,,28,31,,
2013/09/07,20,59,,,28,31,,
2013/09/07,21,60,,,29,31,,
2013/09/07,22,58,,,29,29,,
2013/09/07,23,62,,,32,30,,
2013/09/07,24,57,,,27,30,,
2013/09/08,01,54,,,26,28,,
2013/09/08,02,53,,,27,27,,
2013/09/08,03,51,,,25,27,,
2013/09/08,04,49,,,24,26,,
2013/09/08,05,45,,,21,23,,
2013/09/08,06,22,,,11,12,,
2013/09/08,07,11,,,6,5,,
2013/09/08,08,37,,,21,16,,
2013/09/08,09,33,,,15,16,,
2013/09/08,10,25,,,9,16,,
2013/09/08,11,22,,,9,12,,
2013/09/08,12,17,,,10,6,,
2013/09/08,13,16,,,9,6,,
2013/09/08,14,13,,,7,5,,
2013/09/08,15,7,,,3,5,,
2013/09/08,16,16,,,7,8,,
2013/09/08,17,42,,,22,21,,
2013/09/08,18,57,,,28,28,,
2013/09/08,19,54,,,25,29,,
2013/09/08,20,52,,,24,29,,
2013/09/08,21,51,,,25,27,,
2013/09/08,22,51,,,24,27,,
2013/09/08,23,47,,,22,25,,
2013/09/08,24,45,,,21,24,,
2013/09/09,01,46,,,22,24,,
2013/09/09,02,45,,,22,23,,
2013/09/09,03,38,,,21,16,,
2013/09/09,04,21,,,10,11,,
2013/09/09,05,12,,,5,7,,
2013/09/09,06,6,,,2,4,,
2013/09/09,07,7,,,2,4,,
2013/09/09,08,24,,,14,10,,
2013/09/09,09,23,,,12,11,,
2013/09/09,10,28,,,13,15,,
2013/09/09,11,26,,,9,16,,
2013/09/09,12,13,,,6,6,,
2013/09/09,13,14,,,7,6,,
2013/09/09,14,15,,,8,7,,
2013/09/09,15,14,,,8,6,,
2013/09/09,16,26,,,14,13,,
2013/09/09,17,44,,,24,20,,
2013/09/09,18,50,,,26,24,,
2013/09/09,19,49,,,25,25,,
2013/09/09,20,52,,,26,27,,
2013/09/09,21,52,,,25,27,,
2013/09/09,22,50,,,25,24,,
2013/09/09,23,47,,,25,23,,
2013/09/09,24,44,,,24,20,,
2013/09/10,01,45,,,25,20,,
2013/09/10,02,42,,,23,20,,
2013/09/10,03,35,,,17,18,,
2013/09/10,04,18,,,9,9,,
2013/09/10,05,17,,,10,7,,
2013/09/10,06,17,,,10,7,,
2013/09/10,07,17,,,10,7,,
2013/09/10,08,14,,,8,6,,
2013/09/10,09,12,,,7,5,,
2013/09/10,10,22,,,12,10,,
2013/09/10,11,40,,,22,18,,
2013/09/10,12,42,,,23,19,,
2013/09/10,13,29,,,15,13,,
2013/09/10,14,30,,,16,12,,
2013/09/10,15,11,,,5,5,,
2013/09/10,16,22,,,8,14,,
2013/09/10,17,36,,,19,17,,
2013/09/10,18,55,,,32,25,,
2013/09/10,19,53,,,27,26,,
2013/09/10,20,52,,,27,25,,
2013/09/10,21,53,,,27,27,,
2013/09/10,22,51,,,26,25,,
2013/09/10,23,52,,,26,26,,
2013/09/10,24,47,,,23,24,,
2013/09/11,01,43,,,20,23,,
2013/09/11,02,37,,,19,18,,
2013/09/11,03,24,,,16,7,,
2013/09/11,04,13,,,7,6,,
2013/09/11,05,7,,,2,5,,
2013/09/11,06,6,,,3,4,,
2013/09/11,07,6,,,3,4,,
2013/09/11,08,7,,,3,4,,
2013/09/11,09,7,,,3,4,,
2013/09/11,10,27,,,14,13,,
2013/09/11,11,36,,,22,14,,
2013/09/11,12,30,,,18,12,,
2013/09/11,13,30,,,19,11,,
2013/09/11,14,28,,,18,11,,
2013/09/11,15,16,,,9,7,,
2013/09/11,16,17,,,6,10,,
2013/09/11,17,43,,,19,24,,
2013/09/11,18,65,,,34,31,,
2013/09/11,19,58,,,27,31,,
2013/09/11,20,57,,,27,30,,
2013/09/11,21,59,,,28,31,,
2013/09/11,22,56,,,28,29,,
2013/09/11,23,55,,,28,27,,
2013/09/11,24,51,,,25,26,,
2013/09/12,01,47,,,24,24,,
2013/09/12,02,44,,,22,23,,
2013/09/12,03,37,,,19,18,,
2013/09/12,04,16,,,11,6,,
2013/09/12,05,14,,,9,5,,
2013/09/12,06,13,,,9,4,,
2013/09/12,07,12,,,8,4,,
2013/09/12,08,11,,,7,4,,
2013/09/12,09,20,,,13,8,,
2013/09/12,10,31,,,17,14,,
2013/09/12,11,33,,,18,15,,
2013/09/12,12,33,,,18,14,,
2013/09/12,13,18,,,9,9,,
2013/09/12,14,10,,,5,4,,
2013/09/12,15,20,,,9,11,,
2013/09/12,16,24,,,12,12,,
2013/09/12,17,43,,,25,18,,
2013/09/12,18,64,,,33,32,,
2013/09/12,19,60,,,28,32,,
2013/09/12,20,57,,,27,31,,
2013/09/12,21,59,,,27,31,,
2013/09/12,22,57,,,28,30,,
2013/09/12,23,56,,,28,28,,
2013/09/12,24,53,,,27,26,,
2013/09/13,01,43,,,21,22,,
2013/09/13,02,39,,,19,20,,
2013/09/13,03,29,,,13,16,,
2013/09/13,04,19,,,10,9,,
2013/09/13,05,14,,,5,7,,
2013/09/13,06,10,,,4,5,,
2013/09/13,07,6,,,2,4,,
2013/09/13,08,12,,,6,6,,
2013/09/13,09,31,,,16,14,,
2013/09/13,10,39,,,24,15,,
2013/09/13,11,40,,,24,16,,
2013/09/13,12,37,,,20,17,,
2013/09/13,13,34,,,20,16,,
2013/09/13,14,31,,,16,14,,
2013/09/13,15,30,,,18,11,,
2013/09/13,16,38,,,18,21,,
2013/09/13,17,61,,,31,31,,
2013/09/13,18,65,,,35,31,,
2013/09/13,19,61,,,31,31,,
2013/09/13,20,63,,,32,32,,
2013/09/13,21,64,,,33,32,,
2013/09/13,22,63,,,32,32,,
2013/09/13,23,62,,,32,31,,
2013/09/13,24,61,,,31,31,,
2013/09/14,01,56,,,29,27,,
2013/09/14,02,54,,,26,28,,
2013/09/14,03,54,,,27,27,,
2013/09/14,04,53,,,26,28,,
