計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/12/01,01,11,0,,,,,
2013/12/01,02,10,0,,,,,
2013/12/01,03,11,0,,,,,
2013/12/01,04,12,0,,,,,
2013/12/01,05,11,0,,,,,
2013/12/01,06,11,0,,,,,
2013/12/01,07,12,0,,,,,
2013/12/01,08,37,0,,,,,
2013/12/01,09,90,1,,,,,
2013/12/01,10,94,1,,,,,
2013/12/01,11,97,1,,,,,
2013/12/01,12,101,1,,,,,
2013/12/01,13,101,1,,,,,
2013/12/01,14,99,1,,,,,
2013/12/01,15,102,1,,,,,
2013/12/01,16,100,1,,,,,
2013/12/01,17,96,1,,,,,
2013/12/01,18,92,1,,,,,
2013/12/01,19,96,1,,,,,
2013/12/01,20,90,1,,,,,
2013/12/01,21,91,1,,,,,
2013/12/01,22,36,0,,,,,
2013/12/01,23,12,0,,,,,
2013/12/01,24,11,0,,,,,
2013/12/02,01,11,0,,,,,
2013/12/02,02,10,0,,,,,
2013/12/02,03,11,0,,,,,
2013/12/02,04,12,0,,,,,
2013/12/02,05,11,0,,,,,
2013/12/02,06,11,0,,,,,
2013/12/02,07,12,0,,,,,
2013/12/02,08,37,0,,,,,
2013/12/02,09,90,1,,,,,
2013/12/02,10,94,1,,,,,
2013/12/02,11,97,1,,,,,
2013/12/02,12,101,1,,,,,
2013/12/02,13,101,1,,,,,
2013/12/02,14,99,1,,,,,
2013/12/02,15,102,1,,,,,
2013/12/02,16,100,1,,,,,
2013/12/02,17,96,1,,,,,
2013/12/02,18,92,1,,,,,
2013/12/02,19,96,1,,,,,
2013/12/02,20,90,1,,,,,
2013/12/02,21,91,1,,,,,
2013/12/02,22,36,0,,,,,
2013/12/02,23,12,0,,,,,
2013/12/02,24,11,0,,,,,
2013/12/03,01,11,0,,,,,
2013/12/03,02,10,0,,,,,
2013/12/03,03,11,0,,,,,
2013/12/03,04,12,0,,,,,
2013/12/03,05,11,0,,,,,
2013/12/03,06,11,0,,,,,
2013/12/03,07,12,0,,,,,
2013/12/03,08,37,0,,,,,
2013/12/03,09,90,1,,,,,
2013/12/03,10,94,1,,,,,
2013/12/03,11,97,1,,,,,
2013/12/03,12,101,1,,,,,
2013/12/03,13,101,1,,,,,
2013/12/03,14,99,1,,,,,
2013/12/03,15,102,1,,,,,
2013/12/03,16,100,1,,,,,
2013/12/03,17,96,1,,,,,
2013/12/03,18,92,1,,,,,
2013/12/03,19,96,1,,,,,
2013/12/03,20,90,1,,,,,
